RANK,MOVEMENT,PLAYER_ID,PLAYER,AVERAGE BOGEYS PER ROUND,TOTAL BOGEYS,ROUNDS PLAYED
1,0,10809,Jim Furyk,1.91,168,88
2,0,06527,Steve Stricker,2.02,125,62
3,0,08793,Tiger Woods,2.04,106,52
4,0,01313,Steve Elkington,2.06,105,51
5,0,23983,Luke Donald,2.17,137,63
6,0,24138,Ian Poulter,2.19,114,52
7,0,20691,Greg Owen,2.25,173,77
8,0,11032,Frank Lickliter II,2.29,222,97
9,0,24925,Jonathan Byrd,2.30,152,66
9,0,20645,John Senden,2.30,214,93
11,0,20382,Stephen Leaney,2.32,195,84
12,0,19846,Brian Gay,2.33,249,107
13,0,20766,Padraig Harrington,2.36,118,50
14,0,12660,Jesper Parnevik,2.37,199,84
15,0,02239,Scott Verplank,2.38,205,86
16,0,21646,David Branshaw,2.39,234,98
17,0,07457,Steve Flesch,2.43,280,115
17,0,26420,Richard Johnson,2.43,228,94
19,0,20105,Jeff Gove,2.44,212,87
19,0,22378,Trevor Immelman,2.44,210,86
21,0,23048,Eric Axley,2.45,218,89
21,0,01042,Paul Azinger,2.45,213,87
23,0,22405,Justin Rose,2.47,235,95
23,0,20812,Tjaart van der Walt,2.47,141,57
23,0,21878,Mark Wilson,2.47,188,76
26,0,24357,K.J. Choi,2.48,228,92
26,0,06567,Vijay Singh,2.48,248,100
28,0,20628,Arron Oberholser,2.49,197,79
28,0,08385,Omar Uresti,2.49,147,59
30,0,07749,Brett Quigley,2.50,262,105
31,0,01320,Bob Estes,2.51,213,85
31,0,12645,Brent Geiberger,2.51,243,97
31,0,08075,Jerry Kelly,2.51,251,100
34,0,06004,Stephen Ames,2.52,156,62
34,0,06595,Kevin Sutherland,2.52,242,96
36,0,06621,Joe Durant,2.54,257,101
36,0,01766,Billy Mayfair,2.54,239,94
36,0,01928,Corey Pavin,2.54,178,70
39,0,06515,Shaun Micheel,2.55,237,93
39,0,21949,Joe Ogilvie,2.55,232,91
41,0,06350,Bob May,2.56,159,62
42,0,01810,Phil Mickelson,2.57,177,69
43,0,10885,Robert Allenby,2.58,199,77
43,0,01619,Skip Kendall,2.58,186,72
43,0,01707,Steve Lowery,2.58,250,97
43,0,22293,Heath Slocum,2.58,240,93
43,0,23349,Charles Warren,2.58,232,90
48,0,01706,Davis Love III,2.59,197,76
48,0,27095,Nick Watney,2.59,246,95
50,0,20498,Briny Baird,2.61,201,77
50,0,12510,Chad Campbell,2.61,227,87
50,0,23320,Ryan Palmer,2.61,258,99
50,0,12602,Dean Wilson,2.61,290,111
54,0,24507,Jason Bohn,2.62,272,104
54,0,24781,Hunter Mahan,2.62,257,98
54,0,25804,Bubba Watson,2.62,207,79
57,0,01142,Bart Bryant,2.63,226,86
57,0,06643,Paul Goydos,2.63,189,72
57,0,21731,Freddie Jacobson,2.63,147,56
57,0,24024,Zach Johnson,2.63,231,88
57,0,12680,Shigeki Maruyama,2.63,242,92
62,0,06251,Chris DiMarco,2.64,206,78
62,0,12716,Charley Hoffman,2.64,259,98
62,0,08375,Paul Stankowski,2.64,185,70
65,0,08123,Jeff Brehaut,2.65,254,96
65,0,01823,Larry Mize,2.65,135,51
65,0,02206,David Toms,2.65,183,69
68,0,01024,Billy Andrade,2.66,197,74
68,0,20229,Stewart Cink,2.66,234,88
68,0,24924,Bill Haas,2.66,255,96
68,0,21350,Ryuji Imada,2.66,271,102
68,0,26596,Ryan Moore,2.66,173,65
73,0,23135,Tim Clark,2.67,211,79
73,0,08835,Kris Cox,2.67,216,81
73,0,06522,Ernie Els,2.67,171,64
73,0,01666,Bernhard Langer,2.67,192,72
73,0,02246,Duffy Waldorf,2.67,246,92
73,0,10423,Mike Weir,2.67,227,85
79,0,25900,Lucas Glover,2.68,271,101
79,0,21470,Daisuke Maruyama,2.68,212,79
79,0,20631,David McKenzie,2.68,214,80
79,0,22548,Patrick Sheehan,2.68,268,100
83,0,06197,Michael Allen,2.69,226,84
83,0,20098,Stuart Appleby,2.69,210,78
83,0,20850,Daniel Chopra,2.69,288,107
83,0,12760,Danny Ellis,2.69,172,64
83,0,01381,Fred Funk,2.69,282,105
88,0,23718,Nathan Green,2.70,281,104
88,0,27120,Troy Matteson,2.70,273,101
88,0,22046,Geoff Ogilvy,2.70,189,70
91,0,22621,Ben Curtis,2.71,233,86
91,0,10860,Justin Leonard,2.71,214,79
91,0,23623,Bo Van Pelt,2.71,276,102
94,0,20094,Jonathan Kaye,2.72,250,92
94,0,23621,Rory Sabbatini,2.72,226,83
94,0,24502,Adam Scott,2.72,185,68
94,0,23322,Brett Wetterich,2.72,223,82
98,0,21753,Brian Davis,2.73,246,90
98,0,20157,Retief Goosen,2.73,164,60
98,0,28475,Jeff Overton,2.73,254,93
101,0,06373,José María Olazábal,2.74,159,58
102,0,21805,Harrison Frazar,2.75,250,91
102,0,20572,Rod Pampling,2.75,231,84
104,0,06573,Brandt Jobe,2.76,243,88
104,0,02104,Jeff Sluman,2.76,279,101
106,0,20472,Alex Cejka,2.77,252,91
106,0,02110,Jerry Smith,2.77,255,92
106,0,23788,D.J. Trahan,2.77,249,90
106,0,27770,Camilo Villegas,2.77,258,93
110,0,10505,Shane Bertsch,2.78,284,102
111,0,21407,Arjun Atwal,2.79,265,95
111,0,19824,Craig Barlow,2.79,204,73
111,0,01219,John Cook,2.79,187,67
111,0,21959,Ted Purdy,2.79,282,101
111,0,02101,Joey Sindelar,2.79,251,90
111,0,02214,Kirk Triplett,2.79,156,56
117,0,23541,Ben Crane,2.80,224,80
117,0,06034,Marco Dawson,2.80,244,87
117,0,23353,J.J. Henry,2.80,260,93
120,0,23614,Rich Beem,2.81,233,83
120,0,06575,Dudley Hart,2.81,233,83
120,0,06012,Greg Kraft,2.81,211,75
120,0,24140,Sean O'Hair,2.81,275,98
124,0,01035,Tommy Armour III,2.82,183,65
124,0,07223,Brian Bateman,2.82,183,65
126,0,20574,Mathew Goggin,2.83,198,70
126,0,20378,Mathias Grönberg,2.83,252,89
128,0,26360,Bubba Dickerson,2.84,273,96
128,0,24980,Scott Gutschewski,2.84,145,51
128,0,01941,Tom Pernice Jr.,2.84,295,104
131,0,20121,Todd Fischer,2.85,282,99
131,0,08537,J.P. Hayes,2.85,157,55
133,0,24912,Will MacKenzie,2.86,252,88
133,0,22913,John Rollins,2.86,260,91
135,0,22371,Aaron Baddeley,2.87,218,76
135,0,20127,Chris Riley,2.87,235,82
135,0,19913,Ron Whittaker,2.87,227,79
138,0,07867,Woody Austin,2.88,308,107
138,0,20099,Doug Barron,2.88,210,73
138,0,01132,Mark Brooks,2.88,256,89
138,0,24358,Robert Garrigus,2.88,239,83
138,0,02106,Chris Smith,2.88,193,67
143,0,01388,Robert Gamez,2.89,272,94
143,0,27943,Matt Hansen,2.89,191,66
143,0,01945,Kenny Perry,2.89,208,72
146,0,22946,Henrik Bjornstad,2.91,276,95
146,0,10733,Kent Jones,2.91,294,101
146,0,01948,Tim Petrovic,2.91,265,91
149,0,01553,John Huston,2.92,210,72
149,0,12662,Thomas Levet,2.92,149,51
149,0,25345,Carl Pettersson,2.92,272,93
152,0,25240,D.A. Points,2.93,234,80
153,0,21961,Charles Howell III,2.94,273,93
153,0,01724,Jeff Maggert,2.94,238,81
155,0,23325,Vaughn Taylor,2.95,260,88
156,0,21209,Sergio Garcia,2.96,163,55
156,0,20608,David Howell,2.96,133,45
156,0,01685,J.L. Lewis,2.96,169,57
159,0,19881,Robert Damron,2.98,271,91
159,0,11011,Mike Sposa,2.98,194,65
161,0,02223,Bob Tway,2.99,233,78
162,0,20593,Greg Chalmers,3.00,201,67
163,0,01599,Steve Jones,3.02,248,82
164,0,01161,Mark Calcavecchia,3.03,282,93
164,0,01677,Tom Lehman,3.03,182,60
164,0,20634,Peter Lonard,3.03,230,76
164,0,21660,Jason Schultz,3.03,227,75
168,0,10565,Ian Leggatt,3.05,232,76
168,0,25632,Jimmy Walker,3.05,177,58
170,0,01139,Olin Browne,3.06,318,104
170,0,01887,Mark O'Meara,3.06,153,50
170,0,24361,Pat Perez,3.06,153,50
173,0,01329,Brad Faxon,3.08,240,78
174,0,25842,Jon Mills,3.09,204,66
175,0,28780,Nicholas Thompson,3.10,288,93
176,0,23497,Tag Ridings,3.11,311,100
177,0,12755,Vance Veazey,3.12,184,59
178,0,22892,Jason Gore,3.13,263,84
179,0,01226,Fred Couples,3.14,157,50
179,0,12782,Tim Herron,3.14,254,81
181,0,11123,Chris Couch,3.16,237,75
181,0,12823,Carlos Franco,3.16,272,86
183,0,27141,J.B. Holmes,3.18,245,77
184,0,09011,David Duval,3.19,220,69
184,0,01577,Lee Janzen,3.19,252,79
186,0,01249,John Daly,3.22,158,49
187,0,01761,Len Mattiace,3.24,191,59
188,0,23409,James Driscoll,3.31,265,80
189,0,20548,Hidemichi Tanaka,3.32,242,73
190,0,23616,Ryan Hietala,3.37,199,59
191,0,07013,Wes Short Jr.,3.39,319,94
192,0,23673,Michael Connell,3.42,164,48
193,0,25935,John Engler Jr.,3.43,230,67
194,0,23307,Roger Tambellini,3.46,211,61
195,0,25936,Alex Aragon,3.59,219,61
196,0,01473,Todd Hamilton,3.67,264,72
