RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (%),TOTAL SHOT DISTANCE,TOTAL DISTANCE
1,0,52372,Cameron Champ,66.45,2905630,437273
2,0,25804,Bubba Watson,66.29,2116907,319354
3,0,46601,Trey Mullinax,66.14,2647433,400305
4,0,28237,Rory McIlroy,65.85,2438920,370352
5,0,30925,Dustin Johnson,65.80,2362236,359000
6,0,47856,Seth Reeves,65.71,2208292,336055
7,0,35617,Martin Trainer,65.37,2081296,318405
8,0,36689,Brooks Koepka,65.32,2434256,372682
9,0,35450,Patrick Cantlay,64.96,2373164,365344
10,0,27141,J.B. Holmes,64.95,2010820,309598
11,0,32333,Kevin Tway,64.85,2781527,428887
12,0,45157,Cam Davis,64.74,2343586,361990
12,0,33448,Justin Thomas,64.74,2324347,359041
14,0,29725,Tony Finau,64.68,2717435,420133
15,0,49964,Aaron Wise,64.61,2257350,349399
16,0,27129,Luke List,64.59,2289145,354433
17,0,51766,Wyndham Clark,64.51,2993448,464058
18,0,01810,Phil Mickelson,64.48,2077610,322202
19,0,47504,Sam Burns,64.46,2798263,434119
20,0,39546,Keith Mitchell,64.42,2539942,394254
21,0,46501,Ollie Schniederjans,64.41,2507401,389269
22,0,46970,Jon Rahm,64.37,2209024,343150
23,0,35421,Brandon Harkins,64.35,2815518,437514
24,0,30946,Alex Prugh,64.34,2325414,361414
25,0,23320,Ryan Palmer,64.33,2097551,326056
26,0,27064,Jhonattan Vegas,64.24,2517851,391922
27,0,33948,Byeong Hun An,64.17,2520148,392733
28,0,31323,Gary Woodland,64.12,2703768,421646
29,0,45486,Joaquin Niemann,64.06,3273154,510964
30,0,48081,Xander Schauffele,63.94,2203441,344588
31,0,29926,Danny Lee,63.85,2927780,458561
32,0,29484,Peter Uihlein,63.77,2341004,367114
33,0,36699,Patrick Rodgers,63.76,1820718,285548
34,0,35461,Beau Hossler,63.72,2785469,437140
35,0,28089,Jason Day,63.71,1941088,304652
36,0,47959,Bryson DeChambeau,63.69,2706185,424904
37,0,29223,Sam Saunders,63.66,2705050,424940
38,0,30911,Tommy Fleetwood,63.63,2038367,320358
38,0,36852,Jim Knous,63.63,1577267,247881
40,0,39954,Cody Gribble,63.60,2335156,367187
41,0,49960,Sepp Straka,63.59,2342975,368477
42,0,30944,Jason Kokrak,63.55,3069152,482963
42,0,37189,Harold Varner III,63.55,2992038,470839
44,0,39997,Corey Conners,63.53,2804278,441414
45,0,27330,Josh Teater,63.51,2131695,335632
45,0,27095,Nick Watney,63.51,2791309,439475
47,0,21961,Charles Howell III,63.46,2997784,472394
48,0,27349,Alex Noren,63.45,1741842,274519
49,0,37340,Chase Wright,63.39,2301268,363047
50,0,34306,John Chin,63.33,1533444,242134
51,0,40009,Dominic Bozzelli,63.30,1964339,310303
52,0,48822,Sebastián Muñoz,63.22,2576266,407477
52,0,34360,Patrick Reed,63.22,2978298,471109
54,0,33667,Carlos Ortiz,63.20,2906992,459987
55,0,39971,Sungjae Im,63.16,4035773,638967
56,0,21209,Sergio Garcia,63.15,1530668,242387
57,0,28252,Seamus Power,63.14,2483797,393360
58,0,28259,Sangmoon Bae,63.09,1595366,252868
59,0,29518,Brendan Steele,63.05,2064717,327470
60,0,47347,Adam Schenk,63.03,3301579,523785
61,0,24781,Hunter Mahan,63.02,1890141,299915
62,0,39977,Max Homa,63.01,2793568,443362
63,0,33486,Roger Sloan,62.97,2790170,443101
64,0,35506,Mackenzie Hughes,62.96,2633845,418365
65,0,25632,Jimmy Walker,62.95,2305404,366200
66,0,25364,Paul Casey,62.94,2220262,352782
67,0,32102,Rickie Fowler,62.93,2576129,409353
68,0,34466,Peter Malnati,62.92,3027893,481257
69,0,29974,Branden Grace,62.86,1804316,287034
70,0,33141,Keegan Bradley,62.85,2717704,432381
70,0,34099,Harris English,62.85,3149243,501108
70,0,29970,Dylan Frittelli,62.85,2733691,434925
73,0,35732,Wes Roach,62.84,1956415,311329
74,0,32839,Hideki Matsuyama,62.83,2978153,474011
75,0,27936,Martin Laird,62.82,2929750,466352
76,0,46523,Joey Garber,62.80,1712920,272767
76,0,30692,Scott Stallings,62.80,2726045,434114
78,0,27974,Sung Kang,62.78,2824080,449814
79,0,24502,Adam Scott,62.77,1788338,284923
80,0,32058,José de Jesús Rodríguez,62.72,1943860,309914
81,0,40026,Daniel Berger,62.71,2355972,375711
81,0,36799,Stephan Jaeger,62.71,2273908,362627
83,0,34046,Jordan Spieth,62.68,2653463,423306
84,0,26851,Marc Leishman,62.63,2305640,368160
85,0,34264,Hudson Swafford,62.62,1863714,297620
86,0,25493,Nick Taylor,62.61,3426119,547188
87,0,32640,Troy Merritt,62.58,2247378,359143
87,0,22405,Justin Rose,62.58,1990198,318010
89,0,12716,Charley Hoffman,62.56,1880036,300529
90,0,34563,Chesson Hadley,62.51,2390296,382357
91,0,29268,Bronson Burgoon,62.50,1877857,300469
91,0,39324,J.J. Spaun,62.50,2546429,407427
91,0,47128,Richy Werenski,62.50,2899058,463883
94,0,26300,Matt Jones,62.48,2632818,421353
95,0,34076,Joel Dahmen,62.45,3030372,485224
96,0,45526,Abraham Ancer,62.42,2842124,455344
96,0,49766,Hank Lebioda,62.42,2294310,367580
98,0,49298,Kramer Hickok,62.39,2336387,374472
99,0,33399,Adam Hadwin,62.38,2476576,397008
99,0,27644,Brian Harman,62.38,2820473,452134
101,0,35449,Adam Long,62.36,2719672,436101
102,0,25900,Lucas Glover,62.35,3229945,518048
103,0,46402,Talor Gooch,62.34,1909223,306280
104,0,33419,Cameron Tringale,62.32,2021161,324329
105,0,49303,Anders Albertson,62.31,2067481,331819
105,0,34363,Tyrrell Hatton,62.31,1684138,270282
105,0,25198,Francesco Molinari,62.31,1686527,270675
108,0,37455,Si Woo Kim,62.30,2363199,379308
109,0,37275,Sam Ryder,62.24,2391120,384148
110,0,35891,Cameron Smith,62.21,2121203,340987
111,0,29535,Brice Garnett,62.20,2582060,415096
111,0,32139,Danny Willett,62.20,1992646,320375
113,0,46435,Austin Cook,62.19,2083748,335064
114,0,25818,Scott Piercy,62.17,2787416,448381
115,0,34021,Bud Cauley,62.13,2940786,473334
116,0,32757,Patton Kizzire,62.12,2097231,337595
116,0,40115,Adam Svensson,62.12,2174471,350035
118,0,29420,Billy Horschel,62.11,2772668,446445
118,0,27214,Kevin Streelman,62.11,2737283,440693
120,0,31557,Jim Herman,62.10,1496863,241060
121,0,23108,Matt Kuchar,62.07,2633827,424300
121,0,49771,J.T. Poston,62.07,3505676,564828
121,0,24138,Ian Poulter,62.07,1760248,283602
124,0,45609,Tyler Duncan,62.04,2549193,410906
125,0,30191,Julián Etulain,62.02,2009091,323921
125,0,26329,Louis Oosthuizen,62.02,1909248,307847
127,0,31646,Emiliano Grillo,62.01,2186179,352552
128,0,30978,Kiradech Aphibarnrat,61.96,1793457,289459
129,0,25686,Jason Dufner,61.94,2253908,363872
130,0,47993,Denny McCarthy,61.91,2715497,438628
131,0,29221,Webb Simpson,61.90,2733929,441673
132,0,29479,Scott Brown,61.87,2669489,431459
133,0,32791,K.H. Lee,61.86,2444178,395090
134,0,30110,Kyle Stanley,61.82,2182945,353090
135,0,27895,Jonas Blixt,61.81,2513240,406611
135,0,37380,Curtis Luck,61.81,1725853,279216
135,0,33418,Shawn Stefani,61.81,2443957,395376
138,0,33410,Andrew Landry,61.80,2558277,413946
138,0,39327,Ben Silverman,61.80,2188506,354135
140,0,27958,Ryan Blaum,61.76,2832023,458532
140,0,28679,Fabián Gómez,61.76,1888173,305720
142,0,24924,Bill Haas,61.72,2400535,388965
142,0,35532,Tom Hoge,61.72,2827438,458131
142,0,20572,Rod Pampling,61.72,1604731,259984
145,0,35376,Roberto Díaz,61.69,1991819,322856
145,0,24024,Zach Johnson,61.69,2065716,334845
147,0,27556,Ted Potter Jr.,61.66,2369638,384291
148,0,27963,Chris Stroud,61.62,2038720,330877
149,0,35879,Kelly Kraft,61.59,2546339,413408
149,0,34431,Robert Streb,61.59,2352091,381875
151,0,23353,J.J. Henry,61.56,1603846,260525
152,0,34098,Russell Henley,61.55,2385573,387576
153,0,31420,Anirban Lahiri,61.44,2305997,375317
153,0,27649,Brandt Snedeker,61.44,3140140,511123
155,0,28775,Nate Lashley,61.42,2160403,351734
156,0,33122,Russell Knox,61.41,2302055,374894
156,0,23621,Rory Sabbatini,61.41,2992803,487351
158,0,40098,Matt Fitzpatrick,61.39,1455169,237019
159,0,47990,Kyle Jones,61.29,2105283,343489
160,0,21731,Freddie Jacobson,61.24,1562056,255088
161,0,29478,Kevin Kisner,61.23,2774615,453129
162,0,24925,Jonathan Byrd,61.15,1386993,226818
163,0,26499,Rafa Cabrera Bello,61.12,1883261,308143
164,0,25396,Kevin Na,61.09,1721585,281816
165,0,26476,Chez Reavie,61.07,2730740,447117
166,0,30786,Brady Schnell,61.01,1510532,247598
167,0,22371,Aaron Baddeley,60.98,1630609,267399
168,0,25572,Graeme McDowell,60.82,1924498,316424
169,0,32150,Michael Thompson,60.80,2524458,415210
170,0,32816,Satoshi Kodaira,60.78,1986219,326799
170,0,23325,Vaughn Taylor,60.78,3178680,522975
172,0,32200,Roberto Castro,60.74,2384214,392557
172,0,26951,Johnson Wagner,60.74,1811286,298226
174,0,37454,Whee Kim,60.73,1813452,298600
175,0,39975,Michael Kim,60.72,1751041,288368
176,0,29908,C.T. Pan,60.59,2322335,383273
