RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 260-280,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,34261,Scott Langley,43.24,64,148,-0.25
2,0,31560,Brian Stuard,43.02,74,172,-0.14
3,0,19846,Brian Gay,42.59,69,162,-0.03
4,0,10809,Jim Furyk,41.18,56,136,-0.23
5,0,20472,Alex Cejka,39.00,39,100,+0.10
6,0,19803,Ryan Armour,37.50,63,168,-0.02
6,0,34256,Andrew Putnam,37.50,48,128,-0.06
8,0,23325,Vaughn Taylor,35.71,65,182,-0.17
9,0,26596,Ryan Moore,34.85,46,132,-0.15
10,0,21528,Henrik Stenson,34.00,34,100,+0.03
11,0,26951,Johnson Wagner,32.76,38,116,E
12,0,27649,Brandt Snedeker,31.61,55,174,+0.15
13,0,30110,Kyle Stanley,31.25,40,128,-0.05
14,0,24925,Jonathan Byrd,30.61,30,98,-0.33
15,0,27644,Brian Harman,30.25,49,162,+0.02
16,0,45609,Tyler Duncan,30.12,50,166,+0.02
17,0,24361,Pat Perez,30.00,30,100,+0.03
18,0,32200,Roberto Castro,29.86,43,144,E
19,0,47990,Kyle Jones,28.79,38,132,+0.05
20,0,40098,Matt Fitzpatrick,28.72,27,94,+0.15
20,0,26758,David Hearn,28.72,27,94,-0.11
22,0,37454,Whee Kim,28.69,35,122,-0.09
23,0,33122,Russell Knox,28.68,39,136,-0.08
24,0,32816,Satoshi Kodaira,28.57,32,112,+0.16
25,0,29478,Kevin Kisner,28.49,49,172,-0.27
26,0,32058,José de Jesús Rodríguez,28.46,37,130,-0.03
27,0,21731,Freddie Jacobson,28.43,29,102,-0.03
27,0,30786,Brady Schnell,28.43,29,102,E
29,0,47993,Denny McCarthy,27.78,45,162,-0.07
30,0,46435,Austin Cook,27.68,31,112,-0.03
31,0,25572,Graeme McDowell,27.61,37,134,-0.38
32,0,24024,Zach Johnson,27.34,35,128,-0.03
33,0,29908,C.T. Pan,27.14,38,140,+0.11
34,0,25198,Francesco Molinari,27.00,27,100,+0.04
35,0,40115,Adam Svensson,26.87,36,134,E
36,0,29479,Scott Brown,26.83,44,164,-0.20
37,0,26499,Rafa Cabrera Bello,26.79,30,112,E
38,0,28679,Fabián Gómez,26.61,33,124,-0.03
39,0,32791,K.H. Lee,26.25,42,160,+0.10
39,0,26476,Chez Reavie,26.25,42,160,-0.14
41,0,35879,Kelly Kraft,25.97,40,154,+0.08
42,0,23621,Rory Sabbatini,25.81,48,186,-0.13
43,0,39327,Ben Silverman,25.74,35,136,-0.09
44,0,29221,Webb Simpson,25.64,40,156,-0.03
45,0,23108,Matt Kuchar,25.63,41,160,-0.24
46,0,22371,Aaron Baddeley,25.45,28,110,+0.04
47,0,46523,Joey Garber,25.44,29,114,+0.07
48,0,27556,Ted Potter Jr.,25.40,32,126,-0.25
49,0,35376,Roberto Díaz,25.38,33,130,-0.15
49,0,31420,Anirban Lahiri,25.38,33,130,-0.09
51,0,27895,Jonas Blixt,25.00,38,152,+0.18
51,0,33410,Andrew Landry,25.00,37,148,-0.19
53,0,35532,Tom Hoge,24.42,42,172,+0.02
54,0,06522,Ernie Els,24.39,20,82,-0.05
55,0,34431,Robert Streb,24.31,35,144,+0.14
56,0,29535,Brice Garnett,24.03,37,154,-0.08
57,0,32150,Michael Thompson,23.94,34,142,+0.03
58,0,39324,J.J. Spaun,23.65,35,148,-0.11
59,0,34098,Russell Henley,23.57,33,140,-0.09
60,0,25686,Jason Dufner,23.44,30,128,E
61,0,24924,Bill Haas,23.19,32,138,+0.16
62,0,35732,Wes Roach,23.02,29,126,-0.17
63,0,20572,Rod Pampling,22.92,22,96,+0.14
64,0,32139,Danny Willett,22.88,27,118,+0.04
65,0,25493,Nick Taylor,22.58,42,186,-0.05
66,0,39975,Michael Kim,22.55,23,102,+0.22
67,0,27330,Josh Teater,22.39,30,134,-0.20
68,0,33399,Adam Hadwin,22.30,33,148,-0.06
69,0,34466,Peter Malnati,22.29,37,166,-0.08
70,0,27958,Ryan Blaum,21.95,36,164,-0.11
71,0,45526,Abraham Ancer,21.88,35,160,+0.06
71,0,31557,Jim Herman,21.88,21,96,-0.10
73,0,27963,Chris Stroud,21.77,27,124,-0.19
74,0,35449,Adam Long,21.71,33,152,-0.12
75,0,47128,Richy Werenski,21.69,36,166,-0.19
76,0,30978,Kiradech Aphibarnrat,21.30,23,108,+0.09
77,0,49303,Anders Albertson,21.09,27,128,+0.07
78,0,24138,Ian Poulter,21.00,21,100,-0.14
79,0,37455,Si Woo Kim,20.95,31,148,+0.39
80,0,25396,Kevin Na,20.83,20,96,+0.10
81,0,49298,Kramer Hickok,20.78,32,154,-0.09
