RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300-320,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,27129,Luke List,33.12,255,770,-0.118
2,0,36689,Brooks Koepka,32.35,264,816,-0.178
3,0,35617,Martin Trainer,32.09,224,698,-0.022
4,0,39546,Keith Mitchell,32.08,274,854,-0.106
5,0,27141,J.B. Holmes,31.55,212,672,-0.090
6,0,30944,Jason Kokrak,30.78,322,1046,-0.146
7,0,46970,Jon Rahm,30.32,225,742,-0.262
8,0,46501,Ollie Schniederjans,30.16,257,852,-0.093
9,0,46601,Trey Mullinax,30.07,264,878,-0.133
10,0,51766,Wyndham Clark,30.06,306,1018,-0.209
11,0,24502,Adam Scott,29.71,183,616,-0.262
12,0,28237,Rory McIlroy,29.68,238,802,-0.172
13,0,29725,Tony Finau,29.23,266,910,-0.150
14,0,35450,Patrick Cantlay,29.20,233,798,-0.159
15,0,39997,Corey Conners,28.99,280,966,-0.161
16,0,32839,Hideki Matsuyama,28.77,294,1022,-0.218
16,0,30946,Alex Prugh,28.77,229,796,-0.100
18,0,01810,Phil Mickelson,28.71,201,700,+0.005
19,0,49960,Sepp Straka,28.34,229,808,-0.170
19,0,27064,Jhonattan Vegas,28.34,242,854,-0.161
21,0,35461,Beau Hossler,28.21,268,950,-0.108
22,0,32333,Kevin Tway,27.98,263,940,-0.114
23,0,47504,Sam Burns,27.95,265,948,-0.128
24,0,23320,Ryan Palmer,27.87,199,714,-0.156
25,0,45486,Joaquin Niemann,27.78,310,1116,-0.184
26,0,27974,Sung Kang,27.77,271,976,-0.118
27,0,31323,Gary Woodland,27.74,253,912,-0.087
28,0,47856,Seth Reeves,27.70,205,740,-0.073
29,0,45157,Cam Davis,27.64,220,796,-0.159
30,0,32102,Rickie Fowler,27.55,243,882,-0.181
31,0,47347,Adam Schenk,27.49,315,1146,-0.133
32,0,33948,Byeong Hun An,27.40,234,854,-0.132
33,0,36852,Jim Knous,27.39,149,544,-0.128
34,0,29484,Peter Uihlein,27.35,221,808,-0.140
35,0,27349,Alex Noren,27.24,164,602,-0.165
36,0,30925,Dustin Johnson,27.17,213,784,-0.169
37,0,30911,Tommy Fleetwood,27.14,190,700,-0.189
38,0,49964,Aaron Wise,26.97,205,760,-0.107
39,0,35421,Brandon Harkins,26.72,257,962,-0.160
40,0,21961,Charles Howell III,26.71,274,1026,-0.135
41,0,29518,Brendan Steele,26.69,190,712,-0.100
42,0,33667,Carlos Ortiz,26.54,267,1006,-0.150
43,0,48081,Xander Schauffele,26.41,197,746,-0.107
44,0,33141,Keegan Bradley,26.17,246,940,-0.093
44,0,39954,Cody Gribble,26.17,212,810,-0.104
46,0,21209,Sergio Garcia,26.14,138,528,-0.196
46,0,25804,Bubba Watson,26.14,183,700,-0.131
48,0,27095,Nick Watney,25.68,247,962,-0.158
49,0,30692,Scott Stallings,25.63,243,948,-0.136
50,0,48822,Sebastián Muñoz,25.62,229,894,-0.218
51,0,24781,Hunter Mahan,25.61,168,656,-0.143
52,0,25632,Jimmy Walker,25.56,204,798,-0.088
53,0,39977,Max Homa,25.52,246,964,-0.098
54,0,22405,Justin Rose,25.51,175,686,-0.166
55,0,36699,Patrick Rodgers,25.48,160,628,-0.194
56,0,12716,Charley Hoffman,25.23,165,654,-0.085
57,0,34306,John Chin,25.00,133,532,-0.075
58,0,29970,Dylan Frittelli,24.89,236,948,-0.195
59,0,28089,Jason Day,24.70,163,660,-0.196
60,0,27330,Josh Teater,24.66,183,742,-0.240
61,0,34563,Chesson Hadley,24.40,204,836,-0.103
62,0,27936,Martin Laird,24.27,248,1022,-0.218
63,0,35506,Mackenzie Hughes,24.24,223,920,-0.242
64,0,37340,Chase Wright,24.12,192,796,-0.188
65,0,33448,Justin Thomas,24.11,190,788,-0.289
66,0,29223,Sam Saunders,23.88,223,934,-0.121
67,0,47959,Bryson DeChambeau,23.71,220,928,-0.186
68,0,39971,Sungjae Im,23.64,330,1396,-0.261
69,0,37189,Harold Varner III,23.45,242,1032,-0.124
70,0,34099,Harris English,23.32,257,1102,-0.241
71,0,29926,Danny Lee,23.31,234,1004,-0.073
72,0,26300,Matt Jones,23.15,213,920,-0.277
73,0,34360,Patrick Reed,23.05,236,1024,-0.271
74,0,35732,Wes Roach,23.03,158,686,-0.222
75,0,46523,Joey Garber,22.33,134,600,-0.112
76,0,46402,Talor Gooch,22.32,150,672,-0.267
77,0,34076,Joel Dahmen,22.26,236,1060,-0.114
78,0,40009,Dominic Bozzelli,22.16,152,686,-0.283
79,0,40026,Daniel Berger,22.15,183,826,-0.142
79,0,49766,Hank Lebioda,22.15,179,808,-0.196
81,0,33486,Roger Sloan,22.03,215,976,-0.205
82,0,32139,Danny Willett,21.98,153,696,-0.176
83,0,29974,Branden Grace,21.97,138,628,-0.174
84,0,25364,Paul Casey,21.95,169,770,-0.148
85,0,34021,Bud Cauley,21.76,225,1034,-0.253
86,0,34046,Jordan Spieth,21.75,201,924,-0.124
87,0,29268,Bronson Burgoon,21.73,143,658,-0.175
88,0,49303,Anders Albertson,21.70,158,728,-0.234
89,0,33418,Shawn Stefani,21.64,187,864,-0.150
90,0,33419,Cameron Tringale,21.63,154,712,-0.221
91,0,27214,Kevin Streelman,21.58,208,964,-0.221
92,0,37455,Si Woo Kim,21.55,178,826,-0.174
93,0,35449,Adam Long,21.43,204,952,-0.088
94,0,28259,Sangmoon Bae,21.33,119,558,-0.126
95,0,26851,Marc Leishman,21.32,171,802,-0.152
96,0,34264,Hudson Swafford,21.19,139,656,-0.317
97,0,25493,Nick Taylor,21.17,254,1200,-0.232
98,0,29420,Billy Horschel,21.13,205,970,-0.083
99,0,25900,Lucas Glover,21.06,238,1130,-0.218
100,0,25818,Scott Piercy,21.04,207,984,-0.266
101,0,28252,Seamus Power,20.90,181,866,-0.055
102,0,35891,Cameron Smith,20.89,155,742,-0.245
103,0,49771,J.T. Poston,20.81,256,1230,-0.211
104,0,52372,Cameron Champ,20.71,198,956,-0.045
105,0,34466,Peter Malnati,20.57,218,1060,-0.156
106,0,26329,Louis Oosthuizen,20.51,137,668,-0.095
107,0,37275,Sam Ryder,20.29,170,838,-0.147
108,0,39324,J.J. Spaun,20.20,181,896,-0.110
108,0,47128,Richy Werenski,20.20,206,1020,-0.180
110,0,29535,Brice Garnett,20.07,183,912,-0.126
111,0,45526,Abraham Ancer,20.02,199,994,-0.236
112,0,37380,Curtis Luck,19.93,122,612,-0.164
112,0,25198,Francesco Molinari,19.93,118,592,-0.110
114,0,30110,Kyle Stanley,19.87,153,770,-0.150
115,0,33399,Adam Hadwin,19.63,170,866,-0.188
116,0,32791,K.H. Lee,19.61,170,867,-0.147
117,0,25686,Jason Dufner,19.47,155,796,-0.123
118,0,34363,Tyrrell Hatton,19.45,114,586,-0.132
119,0,30191,Julián Etulain,19.30,137,710,-0.109
120,0,49298,Kramer Hickok,19.10,157,822,-0.217
120,0,36799,Stephan Jaeger,19.10,152,796,-0.217
122,0,31557,Jim Herman,19.06,101,530,-0.149
123,0,46435,Austin Cook,18.97,140,738,-0.086
124,0,31646,Emiliano Grillo,18.96,146,770,-0.158
125,0,27895,Jonas Blixt,18.95,169,892,-0.160
126,0,34431,Robert Streb,18.85,158,838,-0.171
127,0,27556,Ted Potter Jr.,18.76,158,842,-0.108
128,0,32058,José de Jesús Rodríguez,18.71,128,684,-0.172
129,0,26499,Rafa Cabrera Bello,18.56,124,668,-0.266
130,0,23621,Rory Sabbatini,18.40,195,1060,-0.267
131,0,30978,Kiradech Aphibarnrat,18.25,115,630,-0.174
132,0,27963,Chris Stroud,17.96,130,724,-0.277
133,0,23353,J.J. Henry,17.94,103,574,-0.058
134,0,27644,Brian Harman,17.54,174,992,-0.310
135,0,31420,Anirban Lahiri,17.52,144,822,-0.132
136,0,47993,Denny McCarthy,17.46,168,962,-0.220
137,0,32757,Patton Kizzire,17.39,129,742,-0.186
138,0,29478,Kevin Kisner,17.27,171,990,-0.187
139,0,29221,Webb Simpson,17.25,167,968,-0.162
140,0,32640,Troy Merritt,17.13,135,788,-0.281
141,0,35376,Roberto Díaz,17.04,121,710,-0.140
142,0,35532,Tom Hoge,17.00,171,1006,-0.240
143,0,24924,Bill Haas,16.94,144,850,-0.340
144,0,23108,Matt Kuchar,16.70,155,928,-0.194
145,0,28775,Nate Lashley,16.62,128,770,-0.266
