RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE,TOTAL DRIVES
1,0,52372,Cameron Champ,317.9,48322,152
2,0,28237,Rory McIlroy,313.5,40123,128
3,0,27129,Luke List,313.3,39481,126
4,0,30925,Dustin Johnson,312.0,41178,132
5,0,51766,Wyndham Clark,311.8,53004,170
6,0,25804,Bubba Watson,311.6,36142,116
7,0,47856,Seth Reeves,311.4,41733,134
8,0,46601,Trey Mullinax,310.2,45285,146
9,0,29725,Tony Finau,309.5,49523,160
10,0,45157,Cam Davis,309.0,44493,144
10,0,36689,Brooks Koepka,309.0,40794,132
12,0,27064,Jhonattan Vegas,308.3,44401,144
13,0,31323,Gary Woodland,308.2,46842,152
14,0,47504,Sam Burns,307.2,47917,156
15,0,33948,Byeong Hun An,307.1,39920,130
16,0,27141,J.B. Holmes,306.7,38648,126
17,0,30944,Jason Kokrak,306.4,50250,164
17,0,46501,Ollie Schniederjans,306.4,43513,142
19,0,01810,Phil Mickelson,306.3,36755,120
20,0,46970,Jon Rahm,305.6,39113,128
21,0,35450,Patrick Cantlay,304.7,41440,136
22,0,49960,Sepp Straka,304.4,43833,144
23,0,35421,Brandon Harkins,304.3,50515,166
24,0,48081,Xander Schauffele,304.1,37706,124
25,0,35617,Martin Trainer,303.8,37069,122
25,0,32333,Kevin Tway,303.8,43741,144
27,0,30946,Alex Prugh,303.7,43122,142
28,0,39546,Keith Mitchell,303.2,45475,150
28,0,22405,Justin Rose,303.2,35171,116
30,0,32102,Rickie Fowler,303.1,46071,152
31,0,32839,Hideki Matsuyama,303.0,48481,160
32,0,21961,Charles Howell III,302.8,50270,166
33,0,49964,Aaron Wise,302.6,41763,138
34,0,47959,Bryson DeChambeau,302.5,43555,144
34,0,21209,Sergio Garcia,302.5,26616,88
34,0,29518,Brendan Steele,302.5,32672,108
37,0,33448,Justin Thomas,302.2,38682,128
38,0,28089,Jason Day,302.0,33819,112
38,0,37189,Harold Varner III,302.0,49521,164
40,0,27095,Nick Watney,301.7,45248,150
41,0,45486,Joaquin Niemann,301.5,55474,184
42,0,29926,Danny Lee,301.4,46415,154
43,0,27349,Alex Noren,301.1,31314,104
44,0,40026,Daniel Berger,301.0,39735,132
44,0,34099,Harris English,301.0,54774,182
44,0,33667,Carlos Ortiz,301.0,49366,164
47,0,47347,Adam Schenk,300.8,60155,200
48,0,27974,Sung Kang,300.5,48074,160
49,0,39977,Max Homa,300.2,48029,160
50,0,34306,John Chin,300.0,32399,108
51,0,29223,Sam Saunders,299.9,44388,148
52,0,36699,Patrick Rodgers,299.8,30579,102
53,0,35461,Beau Hossler,299.4,44913,150
54,0,24502,Adam Scott,299.3,31731,106
55,0,25632,Jimmy Walker,299.2,39488,132
56,0,37340,Chase Wright,299.1,41274,138
57,0,27936,Martin Laird,298.9,47816,160
58,0,48822,Sebastián Muñoz,298.8,47814,160
59,0,30911,Tommy Fleetwood,298.7,35841,120
60,0,23320,Ryan Palmer,298.6,34637,116
61,0,33141,Keegan Bradley,298.5,44182,148
62,0,25364,Paul Casey,298.4,37597,126
63,0,34563,Chesson Hadley,297.6,39287,132
64,0,29484,Peter Uihlein,297.5,41646,140
65,0,46402,Talor Gooch,297.4,32119,108
66,0,39997,Corey Conners,297.3,51132,172
67,0,39954,Cody Gribble,297.2,39236,132
67,0,35506,Mackenzie Hughes,297.2,45176,152
69,0,30692,Scott Stallings,297.0,43958,148
70,0,33419,Cameron Tringale,296.9,38599,130
71,0,34360,Patrick Reed,296.8,49855,168
72,0,34363,Tyrrell Hatton,296.6,29655,100
73,0,28259,Sangmoon Bae,296.5,32026,108
73,0,29970,Dylan Frittelli,296.5,48028,162
73,0,36852,Jim Knous,296.5,31427,106
