RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL RNDS
1,0,01943,Chris Perry,49
2,0,01381,Fred Funk,48
3,0,20094,Jonathan Kaye,43
4,0,02104,Jeff Sluman,42
5,0,10860,Justin Leonard,41
6,0,01320,Bob Estes,39
6,0,12782,Tim Herron,39
6,0,02010,Loren Roberts,39
6,0,06567,Vijay Singh,39
6,0,10423,Mike Weir,39
11,0,01927,Dennis Paulson,37
11,0,02206,David Toms,37
13,0,12645,Brent Geiberger,36
13,0,08793,Tiger Woods,36
15,0,01706,Davis Love III,35
15,0,02218,Ted Tryba,35
17,0,08931,Glen Day,34
17,0,01361,Dan Forsman,34
17,0,01527,Scott Hoch,34
17,0,01619,Skip Kendall,34
17,0,11032,Frank Lickliter II,34
17,0,02170,Hal Sutton,34
17,0,02214,Kirk Triplett,34
17,0,02223,Bob Tway,34
25,0,06617,Brian Henninger,32
25,0,21007,Gabriel Hjertstedt,32
25,0,08075,Jerry Kelly,32
25,0,06595,Kevin Sutherland,32
25,0,06078,Esteban Toledo,32
30,0,07867,Woody Austin,31
30,0,07457,Steve Flesch,31
30,0,10585,Scott McCarron,31
30,0,01926,Steve Pate,31
30,0,08385,Omar Uresti,31
35,0,20229,Stewart Cink,30
35,0,19881,Robert Damron,30
35,0,09011,David Duval,30
35,0,01677,Tom Lehman,30
39,0,01098,Jay Don Blake,29
39,0,01175,Jim Carter,29
39,0,10809,Jim Furyk,29
39,0,08993,Franklin Langham,29
39,0,01707,Steve Lowery,29
39,0,06062,Charles Raulerson,29
45,0,20098,Stuart Appleby,28
45,0,01035,Tommy Armour III,28
45,0,20099,Doug Barron,28
45,0,20029,Notah Begay III,28
45,0,20593,Greg Chalmers,28
45,0,01203,Russ Cochran,28
45,0,06643,Paul Goydos,28
45,0,02245,Grant Waite,28
45,0,02257,Brian Watts,28
54,0,10885,Robert Allenby,27
54,0,01261,Jay Delsing,27
54,0,12823,Carlos Franco,27
54,0,21805,Harrison Frazar,27
54,0,01577,Lee Janzen,27
54,0,01724,Jeff Maggert,27
54,0,01761,Len Mattiace,27
54,0,01797,Rocco Mediate,27
54,0,01996,Mike Reid,27
54,0,10649,Tom Scherrer,27
54,0,02246,Duffy Waldorf,27
65,0,06004,Stephen Ames,26
65,0,01161,Mark Calcavecchia,26
65,0,06575,Dudley Hart,26
65,0,01549,Mike Hulbert,26
65,0,06012,Greg Kraft,26
65,0,08547,John Maginnes,26
65,0,01771,Blaine McCallister,26
65,0,01928,Corey Pavin,26
65,0,01945,Kenny Perry,26
74,0,01063,Ben Bates,25
74,0,06251,Chris DiMarco,25
74,0,06036,Scott Dunlap,25
74,0,01723,Andrew Magee,25
74,0,01766,Billy Mayfair,25
74,0,08045,Perry Moss,25
80,0,01185,Brandel Chamblee,24
80,0,08537,J.P. Hayes,24
80,0,10962,Bradley Hughes,24
80,0,06315,Pete Jordan,24
80,0,01810,Phil Mickelson,24
80,0,01823,Larry Mize,24
80,0,20127,Chris Riley,24
87,0,01132,Mark Brooks,23
87,0,01323,Brad Fabel,23
87,0,01553,John Huston,23
87,0,01748,Doug Martin,23
87,0,06581,David Sutherland,23
87,0,02279,Mark Wiebe,23
93,0,01941,Tom Pernice Jr.,22
93,0,10213,Dicky Pride,22
95,0,01024,Billy Andrade,21
95,0,01042,Paul Azinger,21
95,0,01191,Barry Cheesman,21
95,0,06599,John Elliott,21
95,0,06044,Scott Gump,21
95,0,01457,Jay Haas,21
95,0,01533,P.H. Horgan III,21
95,0,02146,Payne Stewart,21
95,0,10425,Jay Williamson,21
104,0,01014,Fulton Allem,20
104,0,12652,Cameron Beckman,20
104,0,01116,Michael Bradley,20
104,0,10569,Mike Brisky,20
104,0,06522,Ernie Els,20
104,0,01374,Robin Freeman,20
104,0,01418,Bill Glasson,20
104,0,01685,J.L. Lewis,20
104,0,21949,Joe Ogilvie,20
104,0,01920,Craig Parry,20
104,0,02008,Lee Rinker,20
104,0,11011,Mike Sposa,20
116,0,01127,Danny Briggs,19
116,0,01157,Tom Byrum,19
116,0,01219,John Cook,19
116,0,01282,Trevor Dodds,19
116,0,06621,Joe Durant,19
116,0,01376,Bob Friend,19
116,0,01378,David Frost,19
116,0,06064,Jeff Gallagher,19
116,0,01569,Peter Jacobsen,19
116,0,06140,Sean Murphy,19
116,0,01968,Nick Price,19
116,0,02007,Larry Rinker,19
116,0,02101,Joey Sindelar,19
116,0,08375,Paul Stankowski,19
116,0,02239,Scott Verplank,19
131,0,01093,Ronnie Black,18
131,0,06014,Eric Booker,18
131,0,01313,Steve Elkington,18
131,0,06332,Neal Lancaster,18
131,0,23621,Rory Sabbatini,18
136,0,01096,Phil Blackmar,17
136,0,06809,Bob Burns,17
136,0,01226,Fred Couples,17
136,0,01329,Brad Faxon,17
136,0,01331,Rick Fehr,17
136,0,02106,Chris Smith,17
136,0,02131,Mike Springer,17
136,0,06527,Steve Stricker,17
136,0,06613,Tommy Tolles,17
145,0,19824,Craig Barlow,16
145,0,07763,Doug Dunakey,16
145,0,10963,Jimmy Green,16
145,0,01887,Mark O'Meara,16
145,0,08553,Lee Porter,16
145,0,07753,Kevin Wentworth,16
151,0,07781,Ty Armstrong,15
151,0,01040,Emlyn Aubrey,15
151,0,20498,Briny Baird,15
151,0,23614,Rich Beem,15
151,0,01139,Olin Browne,15
151,0,01249,John Daly,15
151,0,01266,Clark Dennis,15
151,0,01510,Nolan Henke,15
151,0,10107,Deane Pappas,15
151,0,12660,Jesper Parnevik,15
161,0,01072,Chip Beck,14
161,0,01302,R.W. Eaks,14
161,0,01385,Jim Gallagher Jr.,14
161,0,01599,Steve Jones,14
161,0,10457,Frank Nobilo,14
161,0,01891,David Ogrin,14
161,0,06655,Geoffrey Sisk,14
161,0,02133,Craig Stadler,14
161,0,07101,Dave Stockton Jr.,14
170,0,08123,Jeff Brehaut,12
170,0,20213,Katsumasa Miyamoto,12
170,0,07749,Brett Quigley,12
170,0,23349,Charles Warren,12
170,0,02267,D.A. Weibring,12
175,0,11123,Chris Couch,11
175,0,19846,Brian Gay,11
175,0,01633,Tom Kite,11
175,0,02159,Curtis Strange,11
175,0,23623,Bo Van Pelt,11
180,0,20124,Alan Bratton,10
180,0,07569,Mark Carnevale,10
180,0,01306,David Edwards,10
180,0,01388,Robert Gamez,10
180,0,21209,Sergio Garcia,10
180,0,12663,Phil Tataurangi,10
180,0,02294,Willie Wood,10
187,0,02321,Fuzzy Zoeller,9
188,0,19958,Miguel Angel Jiménez,8
188,0,01705,Tim Loustalot,8
188,0,06373,José María Olazábal,8
188,0,01905,Joe Ozaki,8
188,0,21959,Ted Purdy,8
188,0,02099,Scott Simpson,8
188,0,02190,Doug Tewell,8
195,0,01143,Brad Bryant,7
195,0,01475,Donnie Hammond,7
195,0,06573,Brandt Jobe,7
195,0,01690,Bruce Lietzke,7
195,0,01717,Sandy Lyle,7
195,0,01938,David Peoples,7
195,0,01958,Dan Pohl,7
195,0,02067,Ted Schulz,7
195,0,20566,Kaname Yokoo,7
204,0,01326,Nick Faldo,6
204,0,10733,Kent Jones,6
204,0,22624,Joel Kribel,6
204,0,01682,Wayne Levi,6
204,0,01876,Greg Norman,6
204,0,01975,Tom Purtzer,6
204,0,02023,Clarence Rose,6
204,0,02135,Mike Standly,6
212,0,07003,David Berganio Jr.,5
212,0,01133,Billy Ray Brown,5
212,0,01408,Kelly Gibson,5
212,0,08633,Per-Ulrik Johansson,5
212,0,01604,Steve Jurgensen,5
212,0,19970,Robert Karlsson,5
212,0,01755,Dick Mast,5
212,0,06350,Bob May,5
212,0,08635,Colin Montgomerie,5
212,0,02167,Mike Sullivan,5
212,0,02242,Lanny Wadkins,5
212,0,20396,Lee Westwood,5
224,0,01068,Andy Bean,4
224,0,01468,Gary Hallberg,4
224,0,19904,Paul Lawrie,4
224,0,12680,Shigeki Maruyama,4
224,0,01960,Don Pooley,4
224,0,22292,David Seawell,4
224,0,02241,Bobby Wadkins,4
224,0,02256,Tom Watson,4
232,0,01156,Curt Byrum,3
232,0,01196,Brian Claar,3
232,0,20043,Edward Fryatt,3
232,0,01414,Bob Gilder,3
232,0,01435,Wayne Grady,3
232,0,20766,Padraig Harrington,3
232,0,08339,Spike McRoy,3
232,0,20572,Rod Pampling,3
232,0,01998,Jack Renner,3
232,0,20820,Patrik Sjöland,3
232,0,22064,Craig Spence,3
232,0,21878,Mark Wilson,3
244,0,21407,Arjun Atwal,2
244,0,24357,K.J. Choi,2
244,0,19825,Darren Clarke,2
244,0,01284,Mike Donald,2
244,0,20939,Keiichiro Fukabori,2
244,0,22892,Jason Gore,2
244,0,20378,Mathias Grönberg,2
244,0,20154,Guy Hill,2
244,0,01572,Mark James,2
244,0,12705,Cliff Kresge,2
244,0,01666,Bernhard Langer,2
244,0,06731,Jeff Roth,2
244,0,02049,Gene Sauers,2
244,0,21002,Óscar Serna,2
244,0,02166,Chip Sullivan,2
244,0,07269,Greg Turner,2
244,0,06431,Jean Van de Velde,2
244,0,23068,Michael Walton,2
244,0,02322,Richard Zokol,2
263,0,21633,Steve Allan,1
263,0,01039,Perry Arthur,1
263,0,01060,Dave Barr,1
263,0,24255,Chris Berry,1
263,0,06214,Guy Boros,1
263,0,01150,George Burns,1
263,0,12393,Rodney Butcher,1
263,0,20848,Ángel Cabrera,1
263,0,12510,Chad Campbell,1
263,0,23926,Tim Cantwell Jr.,1
263,0,23880,Erik Ciotti,1
263,0,01200,Keith Clearwater,1
263,0,19905,Andrew Coltart,1
263,0,01235,Ben Crenshaw,1
263,0,23225,Paul Earnest,1
263,0,23125,Brad Elder,1
263,0,01334,Keith Fergus,1
263,0,06795,Jeff Freeman,1
263,0,20157,Retief Goosen,1
263,0,23338,David Gossett,1
263,0,01444,Ken Green,1
263,0,01469,Dan Halldorson,1
263,0,01495,Morris Hatalsky,1
263,0,01499,Mark Hayes,1
263,0,01501,Vance Heafner,1
263,0,08337,Mike Heinen,1
263,0,06526,Kip Henley,1
263,0,12716,Charley Hoffman,1
263,0,20613,Brian Hull,1
263,0,23855,Ryan Hybl,1
263,0,21350,Ryuji Imada,1
263,0,01559,Hale Irwin,1
263,0,01560,David Ishii,1
263,0,23108,Matt Kuchar,1
263,0,23552,Hank Kuehne,1
263,0,10904,Mike Malizia,1
263,0,01736,Roger Maltbie,1
263,0,23516,Wes Martin,1
263,0,21879,Craig Matthew,1
263,0,01783,Mark McCumber,1
263,0,06090,Jim McGovern,1
263,0,10831,Greg Meyer,1
263,0,12753,David Morland IV,1
263,0,20650,Jarrod Moseley,1
263,0,01878,Andy North,1
263,0,01884,Mac O'Grady,1
263,0,20628,Arron Oberholser,1
263,0,01908,John Paesani,1
263,0,06488,Chris Patton,1
263,0,23532,Kevin PomArleau,1
263,0,12702,Costantino Rocca,1
263,0,02033,Dave Rummells,1
263,0,20028,Eric Rustand,1
263,0,23506,Todd Sapere,1
263,0,07007,Stephen Sear,1
263,0,02090,Tom Sieckmann,1
263,0,07707,Mike Small,1
263,0,23177,Kenneth Staton,1
263,0,02148,Ray Stewart,1
263,0,22295,Darron Stiles,1
263,0,06551,Tim Straub,1
263,0,21623,Jeff Street,1
263,0,06969,Mike Tschetter,1
263,0,06593,Gus Ulrich,1
263,0,22747,Chris Wilkins,1
263,0,02300,Ian Woosnam,1
