RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (YARDS),TOTAL DISTANCE (INCHES),NUMBER OF APPROACH SHOTS
1,0,23800,Bryce Molder,158.0,1080462000,190
2,0,20104,Ken Duke,159.1,1088405000,190
3,0,19803,Ryan Armour,159.6,936651000,163
4,0,35110,Brett Drewitt,161.4,801679000,138
5,0,32200,Roberto Castro,162.3,928975000,159
6,0,20771,Steven Alker,163.4,1023686000,174
6,0,27770,Camilo Villegas,163.4,1370949000,233
8,0,29222,Billy Hurley III,163.8,1468447000,249
9,0,20593,Greg Chalmers,164.4,1337864000,226
10,0,35545,Blayne Barber,164.7,1500204000,253
11,0,25818,Scott Piercy,164.8,1139430000,192
12,0,24507,Jason Bohn,165.0,1027657000,173
12,0,23325,Vaughn Taylor,165.0,1656961000,279
14,0,32757,Patton Kizzire,165.2,1552070000,261
15,0,34466,Peter Malnati,165.5,1572901000,264
16,0,46443,Brian Campbell,165.6,888436000,149
17,0,29223,Sam Saunders,165.9,1415070000,237
18,0,20472,Alex Cejka,166.1,1130217000,189
18,0,25686,Jason Dufner,166.1,1679901000,281
18,0,30926,Chris Kirk,166.1,1489267000,249
21,0,19846,Brian Gay,166.4,1413940000,236
21,0,25349,Tim Wilkinson,166.4,934251000,156
23,0,29974,Branden Grace,166.7,900078000,150
24,0,48822,Sebastián Muñoz,167.0,932001000,155
25,0,25345,Carl Pettersson,167.1,992817000,165
26,0,25572,Graeme McDowell,167.2,1101372000,183
27,0,48084,Wesley Bryan,167.4,1657022000,275
27,0,24357,K.J. Choi,167.4,1042591000,173
29,0,27958,Ryan Blaum,167.5,1748496000,290
29,0,10809,Jim Furyk,167.5,844337000,140
31,0,30692,Scott Stallings,167.6,1411706000,234
32,0,31560,Brian Stuard,167.8,1340865000,222
33,0,37454,Whee Kim,167.9,1221192000,202
33,0,33122,Russell Knox,167.9,1166740000,193
35,0,25720,Chad Collins,168.0,1070236000,177
36,0,33120,Mark Anderson,168.2,829753000,137
36,0,20229,Stewart Cink,168.2,1955393000,323
38,0,23497,Tag Ridings,168.3,1132939000,187
38,0,26951,Johnson Wagner,168.3,1133232000,187
40,0,35532,Tom Hoge,168.6,885903000,146
41,0,24024,Zach Johnson,168.7,1475682000,243
42,0,23541,Ben Crane,168.8,1348984000,222
42,0,24358,Robert Garrigus,168.8,1440576000,237
44,0,34409,David Lingmerth,169.0,1557608000,256
45,0,37278,Nicholas Lindheim,169.1,919310000,151
45,0,32640,Troy Merritt,169.1,1509785000,248
47,0,31416,Derek Fathauer,169.2,1437812000,236
47,0,25191,Gonzalo Fernandez-Castaño,169.2,889284000,146
49,0,23108,Matt Kuchar,169.7,1722931000,282
50,0,23983,Luke Donald,169.8,812930000,133
50,0,48081,Xander Schauffele,169.8,1742310000,285
52,0,27466,Spencer Levin,169.9,1229692000,201
53,0,40058,Zac Blair,170.4,1613085000,263
53,0,12510,Chad Campbell,170.4,1736442000,283
55,0,28679,Fabián Gómez,170.6,1075071000,175
55,0,28132,Tyrone Van Aswegen,170.6,1621548000,264
57,0,26758,David Hearn,170.7,1351725000,220
58,0,35891,Cameron Smith,170.8,1746507000,284
59,0,46440,Smylie Kaufman,170.9,1433533000,233
59,0,01810,Phil Mickelson,170.9,1685584000,274
59,0,26476,Chez Reavie,170.9,1876492000,305
62,0,30191,Julián Etulain,171.0,1058875000,172
63,0,29478,Kevin Kisner,171.1,1749675000,284
64,0,36699,Patrick Rodgers,171.4,1265003000,205
64,0,27095,Nick Watney,171.4,1314297000,213
66,0,22056,Cameron Percy,171.5,1135948000,184
67,0,06522,Ernie Els,171.8,705196000,114
67,0,37189,Harold Varner III,171.8,1899199000,307
69,0,24846,Ricky Barnes,171.9,1571674000,254
70,0,28307,Matt Every,172.0,1386987000,224
70,0,46501,Ollie Schniederjans,172.0,1938522000,313
70,0,32150,Michael Thompson,172.0,848090000,137
73,0,28500,Martin Flores,172.2,1388872000,224
74,0,23621,Rory Sabbatini,172.3,1314869000,212
75,0,27963,Chris Stroud,172.6,1056056000,170
76,0,29476,Kyle Reifers,172.8,1355758000,218
76,0,33418,Shawn Stefani,172.8,1256474000,202
78,0,21961,Charles Howell III,172.9,1450162000,233
78,0,25804,Bubba Watson,172.9,1189177000,191
78,0,47128,Richy Werenski,172.9,1288310000,207
