RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER TEE SHOT,TOTAL TEE SHOTS
1,0,28237,Rory McIlroy,152.9,2708852.000,492
2,0,30925,Dustin Johnson,156.9,4660952.000,825
3,0,36689,Brooks Koepka,159.3,5286156.000,922
4,0,32333,Kevin Tway,160.1,5891280.000,1022
5,0,29725,Tony Finau,160.3,7272948.000,1260
6,0,28420,Ryan Brehm,160.4,5151025.000,892
6,0,46601,Trey Mullinax,160.4,5527573.000,957
8,0,46550,Brandon Hagy,160.6,5515287.000,954
8,0,23320,Ryan Palmer,160.6,3885210.000,672
10,0,34213,Grayson Murray,160.7,6686555.000,1156
11,0,46970,Jon Rahm,160.8,5278550.000,912
12,0,33448,Justin Thomas,162.0,5218152.000,895
12,0,25804,Bubba Watson,162.0,4287415.000,735
14,0,46440,Smylie Kaufman,162.9,5056607.000,862
14,0,27129,Luke List,162.9,6949335.000,1185
14,0,35300,Andrew Loupe,162.9,3741929.000,638
17,0,23497,Tag Ridings,163.0,4025934.000,686
18,0,48081,Xander Schauffele,163.4,5999397.000,1020
19,0,46732,Rick Lamb,163.6,3114891.000,529
20,0,27141,J.B. Holmes,163.7,4951721.000,840
21,0,21209,Sergio Garcia,164.1,3780603.000,640
22,0,28500,Martin Flores,164.7,5442088.000,918
23,0,28089,Jason Day,165.0,4543820.000,765
24,0,29461,Jamie Lovemark,165.3,6551664.000,1101
25,0,30944,Jason Kokrak,165.4,6805616.000,1143
26,0,31420,Anirban Lahiri,165.5,4843327.000,813
26,0,36699,Patrick Rodgers,165.5,5378861.000,903
28,0,34046,Jordan Spieth,165.7,5637710.000,945
29,0,26300,Matt Jones,166.0,4170477.000,698
30,0,30692,Scott Stallings,166.2,5577270.000,932
31,0,24358,Robert Garrigus,166.4,4918396.000,821
31,0,27064,Jhonattan Vegas,166.4,5906577.000,986
33,0,46501,Ollie Schniederjans,166.5,6689663.000,1116
34,0,32366,Kevin Chappell,166.9,5968030.000,993
35,0,47959,Bryson DeChambeau,167.4,6056886.000,1005
