RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
1,0,08793,Tiger Woods,3.092,132.973,102.345,30.626,43
2,0,01810,Phil Mickelson,1.597,83.069,74.948,8.119,52
3,0,06522,Ernie Els,1.578,69.440,70.788,-1.345,44
4,0,06527,Steve Stricker,1.486,96.609,75.674,20.937,65
5,0,21209,Sergio Garcia,1.461,80.351,65.563,14.787,55
6,0,24357,K.J. Choi,1.392,94.673,59.452,35.220,68
7,0,06567,Vijay Singh,1.379,113.043,114.954,-1.911,82
8,0,23621,Rory Sabbatini,1.265,79.723,45.109,34.615,63
9,0,24502,Adam Scott,1.234,66.645,59.652,6.992,54
10,0,20628,Arron Oberholser,1.183,62.700,43.495,19.204,53
11,0,24140,Sean O'Hair,1.152,95.648,80.674,14.974,83
12,0,10809,Jim Furyk,1.119,73.870,79.322,-5.447,66
13,0,24024,Zach Johnson,1.074,64.424,24.883,39.541,60
14,0,22371,Aaron Baddeley,1.064,70.230,28.728,41.504,66
15,0,21731,Freddie Jacobson,1.012,68.841,23.978,44.863,68
16,0,23135,Tim Clark,.988,52.349,15.509,36.839,53
17,0,23623,Bo Van Pelt,.949,92.053,76.516,15.540,97
17,0,27770,Camilo Villegas,.949,65.495,62.323,3.173,69
19,0,02239,Scott Verplank,.943,55.614,69.565,-13.949,59
20,0,23983,Luke Donald,.927,46.348,24.471,21.877,50
21,0,20766,Padraig Harrington,.926,42.584,30.618,11.968,46
22,0,24138,Ian Poulter,.920,35.878,37.378,-1.499,39
23,0,02206,David Toms,.890,56.064,38.562,17.506,63
24,0,28475,Jeff Overton,.882,47.650,44.386,3.264,54
25,0,22293,Heath Slocum,.879,81.768,61.281,20.491,93
26,0,22405,Justin Rose,.878,34.225,31.832,2.394,39
27,0,01313,Steve Elkington,.830,60.554,36.873,23.685,73
28,0,22046,Geoff Ogilvy,.821,52.571,47.938,4.635,64
28,0,25345,Carl Pettersson,.821,75.522,54.143,21.381,92
30,0,25900,Lucas Glover,.731,57.055,48.263,8.796,78
31,0,20472,Alex Cejka,.728,53.850,89.310,-35.455,74
32,0,10423,Mike Weir,.711,42.665,60.305,-17.641,60
33,0,29718,Anthony Kim,.673,53.852,63.534,-9.679,80
34,0,27649,Brandt Snedeker,.672,57.814,13.869,43.946,86
35,0,10885,Robert Allenby,.670,50.241,77.556,-27.317,75
36,0,20229,Stewart Cink,.668,48.093,18.461,29.635,72
37,0,20572,Rod Pampling,.649,48.000,47.227,.773,74
38,0,01945,Kenny Perry,.643,48.247,73.551,-25.299,75
39,0,01142,Bart Bryant,.638,47.205,32.583,14.621,74
40,0,01941,Tom Pernice Jr.,.637,53.525,26.308,27.220,84
41,0,24781,Hunter Mahan,.632,45.535,30.189,15.347,72
42,0,26289,Boo Weekley,.627,48.887,63.872,-14.982,78
43,0,08075,Jerry Kelly,.621,46.600,63.607,-17.007,75
44,0,01766,Billy Mayfair,.604,50.108,57.268,-7.159,83
44,0,12660,Jesper Parnevik,.604,45.297,-28.115,73.415,75
46,0,21753,Brian Davis,.593,52.218,46.476,5.743,88
47,0,20498,Briny Baird,.586,61.544,66.666,-5.119,105
48,0,06004,Stephen Ames,.580,35.989,20.438,15.549,62
49,0,20104,Ken Duke,.539,51.160,41.680,9.482,95
50,0,20645,John Senden,.528,44.352,65.322,-20.969,84
51,0,10860,Justin Leonard,.517,42.374,32.214,10.158,82
51,0,22913,John Rollins,.517,43.457,34.697,8.757,84
53,0,24925,Jonathan Byrd,.510,31.599,13.225,18.372,62
54,0,23325,Vaughn Taylor,.506,36.426,19.350,17.075,72
55,0,01161,Mark Calcavecchia,.504,36.769,52.332,-15.559,73
56,0,26596,Ryan Moore,.488,36.566,26.605,9.962,75
57,0,22378,Trevor Immelman,.482,26.029,39.672,-13.643,54
58,0,23353,J.J. Henry,.473,32.196,30.581,1.616,68
59,0,21878,Mark Wilson,.467,34.119,32.354,1.763,73
60,0,12782,Tim Herron,.454,37.190,29.672,7.518,82
61,0,12602,Dean Wilson,.444,33.280,-13.146,46.427,75
62,0,21949,Joe Ogilvie,.425,36.945,6.367,30.578,87
63,0,20160,Charlie Wi,.421,34.925,.413,34.512,83
64,0,12652,Cameron Beckman,.418,35.515,41.668,-6.150,85
65,0,20382,Stephen Leaney,.412,30.491,14.281,16.207,74
66,0,23108,Matt Kuchar,.410,29.085,26.172,2.918,71
67,0,24924,Bill Haas,.408,33.440,34.926,-1.480,82
68,0,20850,Daniel Chopra,.402,38.217,17.101,21.120,95
69,0,10425,Jay Williamson,.400,19.190,14.884,4.307,48
70,0,01320,Bob Estes,.380,30.437,-18.812,49.251,80
71,0,25804,Bubba Watson,.372,24.578,18.976,5.600,66
72,0,21961,Charles Howell III,.368,24.314,1.991,22.322,66
73,0,06515,Shaun Micheel,.366,25.588,27.475,-1.885,70
74,0,19846,Brian Gay,.356,34.537,-2.717,37.257,97
75,0,24507,Jason Bohn,.348,18.469,28.287,-9.814,53
76,0,20574,Mathew Goggin,.347,30.226,31.774,-1.542,87
77,0,24912,Will MacKenzie,.342,31.155,46.919,-15.760,91
78,0,20098,Stuart Appleby,.339,19.659,21.825,-2.167,58
79,0,24361,Pat Perez,.330,21.451,15.571,5.879,65
80,0,25396,Kevin Na,.321,25.053,-2.091,27.148,78
81,0,07867,Woody Austin,.319,26.775,44.268,-17.491,84
82,0,27120,Troy Matteson,.316,23.982,11.167,12.814,76
83,0,23349,Charles Warren,.314,29.186,59.322,-30.135,93
84,0,20127,Chris Riley,.305,15.555,1.200,14.355,51
85,0,01677,Tom Lehman,.302,14.787,32.160,-17.371,49
86,0,08537,J.P. Hayes,.295,23.607,23.746,-.135,80
87,0,21528,Henrik Stenson,.288,10.353,-.429,10.782,36
88,0,24490,George McNeill,.274,21.884,-17.034,38.921,80
89,0,23718,Nathan Green,.263,22.877,1.939,20.938,87
90,0,21350,Ryuji Imada,.260,23.135,-19.075,42.211,89
91,0,27095,Nick Watney,.256,17.933,31.774,-13.842,70
92,0,23614,Rich Beem,.254,17.804,15.936,1.869,70
93,0,21633,Steve Allan,.244,13.404,-.838,14.243,55
94,0,01381,Fred Funk,.211,11.189,-2.825,14.018,53
95,0,22892,Jason Gore,.208,16.213,8.424,7.790,78
95,0,01797,Rocco Mediate,.208,13.936,16.669,-2.730,67
97,0,20157,Retief Goosen,.206,6.988,7.652,-.663,34
98,0,26951,Johnson Wagner,.195,16.761,36.429,-19.663,86
99,0,06643,Paul Goydos,.193,9.066,-8.333,17.396,47
100,0,10733,Kent Jones,.175,15.428,27.871,-12.441,88
100,0,28158,Steve Marino,.175,15.896,33.074,-17.178,91
102,0,26881,Jarrod Lyle,.170,11.380,1.394,9.985,67
102,0,22348,Nick O'Hern,.170,9.339,12.487,-3.145,55
104,0,01035,Tommy Armour III,.157,10.799,9.508,1.290,69
105,0,20634,Peter Lonard,.141,10.691,24.336,-13.638,76
106,0,23322,Brett Wetterich,.134,9.359,46.675,-37.315,70
107,0,07749,Brett Quigley,.128,8.092,8.434,-.340,63
108,0,06251,Chris DiMarco,.115,7.246,11.555,-4.306,63
108,0,01948,Tim Petrovic,.115,10.933,-16.643,27.579,95
110,0,06197,Michael Allen,.094,5.985,8.251,-2.264,64
111,0,11032,Frank Lickliter II,.088,7.501,-11.828,19.332,85
112,0,10117,Bob Heintz,.078,5.630,-10.297,15.929,72
113,0,12705,Cliff Kresge,.074,7.417,-2.128,9.545,100
114,0,06595,Kevin Sutherland,.059,4.085,5.680,-1.592,69
115,0,01706,Davis Love III,.048,2.522,17.881,-15.357,53
116,0,26882,Michael Sim,.040,2.005,-12.901,14.908,50
117,0,20105,Jeff Gove,.038,3.557,76.342,-72.786,94
118,0,19824,Craig Barlow,.024,1.075,12.225,-11.149,44
119,0,24358,Robert Garrigus,.018,1.556,6.907,-5.347,86
120,0,07547,Craig Kanada,.011,1.050,-.116,1.165,94
121,0,07457,Steve Flesch,.007,.660,22.642,-21.981,90
122,0,27060,John Mallinger,.000,-.015,-5.953,5.938,87
123,0,20378,Mathias Grönberg,-.003,-.266,.088,-.352,88
