RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
124,0,07363,Craig Bowden,-.004,-.246,-17.314,17.071,67
124,0,06034,Marco Dawson,-.004,-.249,-6.962,6.711,65
126,0,25686,Jason Dufner,-.012,-1.075,6.674,-7.744,87
127,0,06621,Joe Durant,-.021,-1.557,64.225,-65.779,73
128,0,27933,John Merrick,-.025,-2.002,31.166,-33.164,81
129,0,23788,D.J. Trahan,-.029,-2.580,47.696,-50.275,90
130,0,12716,Charley Hoffman,-.034,-2.856,-15.553,12.698,83
131,0,19803,Ryan Armour,-.036,-3.391,-15.514,12.125,94
132,0,25190,Jeff Quinney,-.037,-3.215,-8.950,5.737,86
133,0,19972,José Coceres,-.038,-1.589,10.288,-11.873,42
134,0,27963,Chris Stroud,-.041,-2.319,2.554,-4.871,56
135,0,01724,Jeff Maggert,-.047,-3.652,1.461,-5.112,78
136,0,12680,Shigeki Maruyama,-.065,-5.213,-36.853,31.642,80
137,0,23497,Tag Ridings,-.069,-3.090,-30.322,27.232,45
138,0,20859,Anders Hansen,-.089,-3.021,2.971,-5.989,34
139,0,22212,Craig Lile,-.108,-7.420,-40.817,33.398,69
140,0,21959,Ted Purdy,-.170,-14.756,17.426,-32.178,87
141,0,08931,Glen Day,-.175,-13.088,-17.823,4.736,75
141,0,28486,Michael Putnam,-.175,-14.007,-.729,-13.276,80
143,0,01928,Corey Pavin,-.178,-12.664,-34.576,21.915,71
144,0,23320,Ryan Palmer,-.194,-15.872,-24.236,8.366,82
145,0,01707,Steve Lowery,-.230,-15.862,-9.946,-5.916,69
146,0,12510,Chad Campbell,-.237,-17.304,17.541,-34.843,73
147,0,01024,Billy Andrade,-.241,-19.067,-8.462,-10.603,79
148,0,02246,Duffy Waldorf,-.250,-14.776,-1.864,-12.909,59
149,0,25273,Andrew Buckle,-.265,-17.737,-28.543,10.806,67
150,0,20433,Mark Hensby,-.267,-19.202,-33.857,14.658,72
151,0,23638,Brendon de Jonge,-.271,-17.855,-12.381,-5.473,66
152,0,02101,Joey Sindelar,-.273,-18.305,-11.486,-6.817,67
153,0,20623,Gavin Coles,-.286,-22.033,-48.209,26.177,77
154,0,10213,Dicky Pride,-.322,-19.663,-38.404,18.742,61
155,0,02223,Bob Tway,-.329,-28.941,-43.005,14.064,88
156,0,27141,J.B. Holmes,-.336,-21.515,14.257,-35.772,64
157,0,22806,Doug LaBelle II,-.338,-30.759,-29.127,-1.631,91
158,0,24449,Parker McLachlin,-.344,-25.080,-55.697,30.617,73
159,0,08375,Paul Stankowski,-.349,-14.664,-7.969,-6.693,42
160,0,21470,Daisuke Maruyama,-.385,-29.257,-9.107,-20.148,76
161,0,26420,Richard Johnson,-.398,-33.410,-53.569,20.162,84
162,0,01388,Robert Gamez,-.413,-31.368,-14.989,-16.376,76
163,0,23613,Rich Barcelo,-.422,-29.522,-60.003,30.483,70
164,0,21805,Harrison Frazar,-.429,-31.291,.774,-32.060,73
165,0,06373,José María Olazábal,-.464,-17.179,-34.973,17.793,37
166,0,21660,Jason Schultz,-.474,-25.105,-26.258,1.153,53
167,0,24290,D.J. Brigman,-.490,-26.446,-25.047,-1.402,54
168,0,08881,Tripp Isenhour,-.514,-37.549,-49.299,11.754,73
169,0,02214,Kirk Triplett,-.584,-39.743,.713,-40.454,68
170,0,01577,Lee Janzen,-.609,-31.643,-19.884,-11.758,52
171,0,11123,Chris Couch,-.616,-44.972,-35.093,-9.875,73
172,0,08123,Jeff Brehaut,-.647,-31.702,-19.431,-12.270,49
173,0,02104,Jeff Sluman,-.648,-27.224,-14.071,-13.151,42
174,0,22295,Darron Stiles,-.649,-34.418,19.494,-53.911,53
175,0,26679,Kevin Stadler,-.700,-54.632,3.861,-58.488,78
176,0,12714,Chris Tidland,-.706,-35.994,-63.902,27.907,51
177,0,01132,Mark Brooks,-.712,-29.185,-20.515,-8.668,41
178,0,23048,Eric Axley,-.726,-68.228,-73.731,5.504,94
179,0,07223,Brian Bateman,-.739,-32.521,-29.055,-3.464,44
180,0,22621,Ben Curtis,-.749,-47.926,-35.895,-12.027,64
181,0,29476,Kyle Reifers,-.764,-48.139,-27.826,-20.313,63
182,0,01249,John Daly,-.775,-37.992,-23.419,-14.570,49
183,0,12195,Tom Johnson,-.815,-51.371,-27.940,-23.429,63
184,0,24980,Scott Gutschewski,-.837,-48.517,-50.254,1.740,58
185,0,01157,Tom Byrum,-.842,-34.521,-31.356,-3.165,41
186,0,23933,Michael Boyd,-.861,-44.751,-48.512,3.760,52
187,0,25892,Steve Wheatcroft,-.879,-53.634,-44.293,-9.336,61
188,0,20691,Greg Owen,-.915,-64.018,-4.636,-59.382,70
189,0,21806,Paul Gow,-.985,-56.138,-39.351,-16.785,57
190,0,21646,David Branshaw,-1.044,-78.298,-49.620,-28.675,75
191,0,24457,Jaco Van Zyl,-1.141,-50.182,-31.795,-18.386,44
192,0,27702,Matt Hendrix,-1.217,-66.934,-48.305,-18.628,55
193,0,23800,Bryce Molder,-1.443,-70.714,-79.830,9.118,49
194,0,02036,Jim Rutledge,-1.466,-67.447,-47.914,-19.531,46
195,0,01473,Todd Hamilton,-1.554,-90.111,-91.940,1.828,58
196,0,26360,Bubba Dickerson,-1.630,-70.088,-41.715,-28.372,43
