RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,SG:OTT,SG:APR,SG:ARG,MEASURED ROUNDS
1,0,08793,Tiger Woods,2.380,.624,1.653,.103,43
2,0,06522,Ernie Els,1.609,.452,.994,.163,44
3,0,01810,Phil Mickelson,1.441,.328,.614,.499,52
4,0,06567,Vijay Singh,1.402,.583,.464,.355,82
5,0,20472,Alex Cejka,1.207,.257,.609,.340,74
6,0,10809,Jim Furyk,1.202,.199,.589,.413,66
7,0,21209,Sergio Garcia,1.192,.048,.784,.360,55
8,0,02239,Scott Verplank,1.179,.323,.671,.185,59
9,0,06527,Steve Stricker,1.164,.002,.811,.351,65
10,0,24502,Adam Scott,1.105,.478,.708,-.081,54
11,0,10885,Robert Allenby,1.034,.638,.845,-.449,75
12,0,10423,Mike Weir,1.005,.267,.241,.498,60
13,0,01945,Kenny Perry,.981,.485,.437,.059,75
14,0,24140,Sean O'Hair,.972,.484,.440,.048,83
15,0,24138,Ian Poulter,.958,.279,.027,.653,39
16,0,27770,Camilo Villegas,.903,.369,.603,-.068,69
17,0,06621,Joe Durant,.880,.698,.545,-.363,73
18,0,24357,K.J. Choi,.874,.161,.081,.632,68
19,0,08075,Jerry Kelly,.848,.279,.469,.100,75
20,0,28475,Jeff Overton,.822,.613,.217,-.008,54
21,0,20628,Arron Oberholser,.821,.125,.300,.396,53
22,0,26289,Boo Weekley,.819,.876,.231,-.289,78
23,0,22405,Justin Rose,.816,.157,.404,.255,39
24,0,20105,Jeff Gove,.812,.147,.593,.073,94
25,0,29718,Anthony Kim,.794,.578,.200,.016,80
26,0,23623,Bo Van Pelt,.789,.354,.282,.153,97
27,0,20645,John Senden,.778,.366,.435,-.023,84
28,0,22046,Geoff Ogilvy,.749,.523,.026,.200,64
29,0,22378,Trevor Immelman,.735,.357,.322,.056,54
30,0,01161,Mark Calcavecchia,.717,.277,.333,.107,73
31,0,23621,Rory Sabbatini,.716,.151,.254,.311,63
32,0,01766,Billy Mayfair,.690,.234,.315,.141,83
33,0,23322,Brett Wetterich,.667,.671,.205,-.210,70
34,0,20766,Padraig Harrington,.666,.133,.298,.235,46
35,0,22293,Heath Slocum,.659,.134,.409,.115,93
36,0,01677,Tom Lehman,.656,-.070,.566,.160,49
37,0,20572,Rod Pampling,.638,.292,.198,.148,74
37,0,23349,Charles Warren,.638,.680,.119,-.162,93
39,0,20498,Briny Baird,.635,.132,.502,.001,105
40,0,25900,Lucas Glover,.619,.542,.150,-.074,78
41,0,02206,David Toms,.612,-.087,.596,.102,63
42,0,25345,Carl Pettersson,.589,.092,.312,.185,92
43,0,24507,Jason Bohn,.534,.237,.418,-.122,53
44,0,23788,D.J. Trahan,.530,.556,.143,-.169,90
45,0,21753,Brian Davis,.528,.014,.230,.284,88
46,0,07867,Woody Austin,.527,.183,.383,-.039,84
47,0,24912,Will MacKenzie,.516,.295,.270,-.049,91
48,0,01313,Steve Elkington,.505,.276,-.072,.301,73
49,0,12652,Cameron Beckman,.490,.201,.273,.016,85
50,0,23983,Luke Donald,.489,.005,.142,.342,50
51,0,27095,Nick Watney,.454,.622,-.261,.093,70
52,0,23353,J.J. Henry,.450,.374,.171,-.096,68
53,0,21878,Mark Wilson,.443,.094,.078,.270,73
54,0,01142,Bart Bryant,.440,.180,.253,.008,74
55,0,20104,Ken Duke,.439,.329,.233,-.123,95
56,0,22371,Aaron Baddeley,.435,.152,-.252,.535,66
57,0,24924,Bill Haas,.426,.443,.063,-.081,82
58,0,26951,Johnson Wagner,.424,.124,.404,-.105,86
59,0,24781,Hunter Mahan,.419,.496,.320,-.397,72
60,0,24024,Zach Johnson,.415,.214,.414,-.214,60
61,0,22913,John Rollins,.413,.417,-.169,.165,84
62,0,10860,Justin Leonard,.393,-.073,.173,.293,82
62,0,06515,Shaun Micheel,.393,-.017,.382,.027,70
64,0,27933,John Merrick,.385,.137,.105,.142,81
65,0,20098,Stuart Appleby,.376,.041,-.157,.493,58
66,0,23108,Matt Kuchar,.369,-.320,.318,.371,71
67,0,22295,Darron Stiles,.368,.089,.216,.063,53
68,0,20574,Mathew Goggin,.365,.691,-.255,-.071,87
69,0,28158,Steve Marino,.363,.250,.155,-.041,91
70,0,12782,Tim Herron,.362,-.021,.146,.238,82
71,0,26596,Ryan Moore,.355,.196,.287,-.128,75
72,0,21731,Freddie Jacobson,.353,-.033,.240,.145,68
73,0,01706,Davis Love III,.337,.223,.421,-.307,53
74,0,06004,Stephen Ames,.330,.124,.464,-.258,62
75,0,20634,Peter Lonard,.320,.524,-.138,-.066,76
76,0,10733,Kent Jones,.317,-.059,.218,.158,88
77,0,01941,Tom Pernice Jr.,.313,-.190,.149,.354,84
78,0,10425,Jay Williamson,.310,.447,.026,-.162,48
79,0,08537,J.P. Hayes,.297,.029,-.089,.357,80
80,0,23135,Tim Clark,.293,-.105,.246,.151,53
81,0,25804,Bubba Watson,.288,.539,-.060,-.192,66
82,0,19824,Craig Barlow,.278,-.046,.135,.189,44
83,0,23325,Vaughn Taylor,.269,-.076,.355,-.010,72
84,0,20229,Stewart Cink,.256,-.233,.552,-.062,72
85,0,07457,Steve Flesch,.252,-.137,.204,.185,90
86,0,01797,Rocco Mediate,.249,-.292,.518,.022,67
87,0,19972,José Coceres,.245,.009,.346,-.110,42
88,0,12510,Chad Campbell,.240,-.134,.474,-.099,73
88,0,24361,Pat Perez,.240,-.090,.265,.065,65
90,0,23614,Rich Beem,.228,.223,.112,-.107,70
91,0,22348,Nick O'Hern,.227,-.287,.226,.288,55
92,0,20157,Retief Goosen,.225,-.039,.176,.088,34
93,0,27141,J.B. Holmes,.223,.828,-.447,-.159,64
94,0,24925,Jonathan Byrd,.213,-.191,.130,.274,62
95,0,21959,Ted Purdy,.200,.235,.054,-.089,87
96,0,20382,Stephen Leaney,.193,-.478,.670,.001,74
97,0,06251,Chris DiMarco,.183,-.349,.556,-.023,63
98,0,20850,Daniel Chopra,.180,-.020,.036,.164,95
99,0,27649,Brandt Snedeker,.161,-.157,.226,.092,86
100,0,27120,Troy Matteson,.147,.239,-.045,-.047,76
101,0,01035,Tommy Armour III,.138,.333,.084,-.279,69
102,0,07749,Brett Quigley,.134,-.248,.362,.020,63
103,0,06197,Michael Allen,.129,-.082,.014,.196,64
104,0,22892,Jason Gore,.108,.411,-.158,-.145,78
105,0,20859,Anders Hansen,.087,-.224,.335,-.023,34
106,0,06595,Kevin Sutherland,.082,-.077,-.078,.237,69
107,0,24358,Robert Garrigus,.080,.468,.222,-.609,86
108,0,25686,Jason Dufner,.077,-.070,-.011,.158,87
109,0,21949,Joe Ogilvie,.073,-.008,-.119,.200,87
110,0,26679,Kevin Stadler,.050,.259,.146,-.356,78
111,0,27963,Chris Stroud,.046,.146,-.257,.157,56
112,0,21961,Charles Howell III,.030,-.212,.144,.099,66
113,0,20127,Chris Riley,.024,-.343,-.277,.644,51
114,0,23718,Nathan Green,.022,-.134,-.017,.173,87
115,0,26881,Jarrod Lyle,.021,.099,-.204,.126,67
116,0,01724,Jeff Maggert,.019,.017,.152,-.151,78
117,0,21805,Harrison Frazar,.011,.269,-.278,.020,73
118,0,02214,Kirk Triplett,.010,-.046,-.072,.128,68
119,0,20160,Charlie Wi,.005,-.032,-.195,.232,83
120,0,20378,Mathias Grönberg,.001,.424,-.197,-.226,88
121,0,07547,Craig Kanada,-.001,-.308,.038,.268,94
122,0,28486,Michael Putnam,-.009,-.008,.144,-.146,80
123,0,21528,Henrik Stenson,-.012,.211,.191,-.414,36
124,0,21633,Steve Allan,-.015,.439,-.402,-.052,55
125,0,12705,Cliff Kresge,-.021,-.231,.248,-.038,100
126,0,25396,Kevin Na,-.027,-.229,-.156,.357,78
127,0,19846,Brian Gay,-.028,-.442,.177,.237,97
128,0,02246,Duffy Waldorf,-.032,.041,.102,-.174,59
129,0,01381,Fred Funk,-.053,-.270,.333,-.116,53
130,0,20691,Greg Owen,-.066,.411,-.178,-.299,70
131,0,27060,John Mallinger,-.068,.028,-.164,.068,87
132,0,25190,Jeff Quinney,-.104,-.201,.184,-.087,86
133,0,01024,Billy Andrade,-.107,-.272,.244,-.079,79
133,0,06034,Marco Dawson,-.107,-.407,-.001,.301,65
135,0,21470,Daisuke Maruyama,-.120,.160,.068,-.348,76
136,0,11032,Frank Lickliter II,-.139,.211,-.046,-.304,85
137,0,10117,Bob Heintz,-.143,-.267,-.113,.237,72
138,0,01707,Steve Lowery,-.144,.144,-.246,-.043,69
139,0,19803,Ryan Armour,-.165,.229,-.098,-.297,94
140,0,02101,Joey Sindelar,-.171,-.075,.293,-.389,67
141,0,01948,Tim Petrovic,-.175,-.220,-.205,.250,95
141,0,12602,Dean Wilson,-.175,-.554,.274,.105,75
143,0,06643,Paul Goydos,-.177,-.169,.130,-.139,47
144,0,12716,Charley Hoffman,-.187,.348,-.245,-.290,83
145,0,23638,Brendon de Jonge,-.188,-.002,.079,-.265,66
146,0,08375,Paul Stankowski,-.190,-.159,-.144,.113,42
147,0,01388,Robert Gamez,-.197,.019,.133,-.349,76
148,0,24490,George McNeill,-.213,.190,-.148,-.255,80
149,0,21350,Ryuji Imada,-.214,-.534,-.079,.398,89
150,0,01320,Bob Estes,-.235,-.373,-.094,.232,80
151,0,08931,Glen Day,-.238,-.090,-.287,.139,75
152,0,07363,Craig Bowden,-.258,-.169,-.087,-.003,67
152,0,26882,Michael Sim,-.258,-.240,-.126,.108,50
154,0,23320,Ryan Palmer,-.296,.028,.116,-.440,82
155,0,22806,Doug LaBelle II,-.320,-.096,-.423,.199,91
156,0,02104,Jeff Sluman,-.335,-.416,.014,.067,42
157,0,12660,Jesper Parnevik,-.375,-.039,-.272,-.064,75
158,0,01577,Lee Janzen,-.382,-.387,-.126,.131,52
159,0,08123,Jeff Brehaut,-.397,-.227,-.299,.129,49
160,0,25273,Andrew Buckle,-.426,-.223,-.280,.077,67
161,0,29476,Kyle Reifers,-.442,.005,-.261,-.185,63
162,0,12195,Tom Johnson,-.443,-.093,-.320,-.031,63
163,0,12680,Shigeki Maruyama,-.461,-.619,-.173,.331,80
164,0,24290,D.J. Brigman,-.464,-.195,-.146,-.123,54
165,0,20433,Mark Hensby,-.470,-.233,-.446,.209,72
166,0,01249,John Daly,-.478,-.111,-.142,-.225,49
167,0,11123,Chris Couch,-.481,.369,-.333,-.517,73
168,0,01928,Corey Pavin,-.487,-.968,.235,.246,71
169,0,02223,Bob Tway,-.489,-.314,-.131,-.044,88
170,0,21660,Jason Schultz,-.495,-.144,-.676,.324,53
171,0,01132,Mark Brooks,-.500,-.128,-.566,.193,41
172,0,22621,Ben Curtis,-.561,-.030,-.554,.023,64
173,0,22212,Craig Lile,-.592,-.361,-.255,.024,69
174,0,20623,Gavin Coles,-.626,-.666,.022,.018,77
175,0,10213,Dicky Pride,-.630,-.699,.033,.036,61
176,0,26420,Richard Johnson,-.638,-.357,-.238,-.043,84
177,0,07223,Brian Bateman,-.660,-.284,-.121,-.255,44
178,0,21646,David Branshaw,-.662,-.015,-.146,-.500,75
179,0,23497,Tag Ridings,-.674,-.107,-.303,-.263,45
180,0,08881,Tripp Isenhour,-.675,-.214,-.431,-.031,73
181,0,21806,Paul Gow,-.690,-.122,-.824,.256,57
182,0,24457,Jaco Van Zyl,-.723,-.201,-.074,-.447,44
183,0,25892,Steve Wheatcroft,-.726,.023,-.541,-.209,61
184,0,24449,Parker McLachlin,-.763,-.358,-.509,.104,73
185,0,01157,Tom Byrum,-.765,-.278,-.175,-.313,41
186,0,23048,Eric Axley,-.784,-.460,-.194,-.131,94
187,0,23613,Rich Barcelo,-.857,-.402,-.377,-.078,70
188,0,24980,Scott Gutschewski,-.866,.049,-.459,-.456,58
189,0,27702,Matt Hendrix,-.878,.308,-.406,-.780,55
190,0,23933,Michael Boyd,-.933,-.258,-.813,.138,52
191,0,06373,José María Olazábal,-.945,-.879,-.367,.301,37
192,0,26360,Bubba Dickerson,-.970,.111,-.945,-.136,43
193,0,02036,Jim Rutledge,-1.042,.041,-.944,-.139,46
194,0,12714,Chris Tidland,-1.253,-.009,-.822,-.422,51
195,0,01473,Todd Hamilton,-1.585,-.398,-.883,-.304,58
196,0,23800,Bryce Molder,-1.629,-.956,-.832,.159,49
