RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
114,0,24290,D.J. Brigman,-.026,-1.402,54
115,0,06515,Shaun Micheel,-.027,-1.885,70
116,0,06522,Ernie Els,-.031,-1.345,44
117,0,06197,Michael Allen,-.035,-2.264,64
118,0,20098,Stuart Appleby,-.037,-2.167,58
119,0,24138,Ian Poulter,-.038,-1.499,39
120,0,01797,Rocco Mediate,-.041,-2.730,67
121,0,20498,Briny Baird,-.049,-5.119,105
122,0,22348,Nick O'Hern,-.057,-3.145,55
123,0,24358,Robert Garrigus,-.062,-5.347,86
124,0,01724,Jeff Maggert,-.066,-5.112,78
125,0,06251,Chris DiMarco,-.068,-4.306,63
126,0,12652,Cameron Beckman,-.072,-6.150,85
127,0,01157,Tom Byrum,-.077,-3.165,41
128,0,07223,Brian Bateman,-.079,-3.464,44
129,0,23638,Brendon de Jonge,-.083,-5.473,66
129,0,10809,Jim Furyk,-.083,-5.447,66
131,0,01707,Steve Lowery,-.086,-5.916,69
131,0,01766,Billy Mayfair,-.086,-7.159,83
133,0,27963,Chris Stroud,-.087,-4.871,56
134,0,25686,Jason Dufner,-.089,-7.744,87
135,0,02101,Joey Sindelar,-.102,-6.817,67
136,0,29718,Anthony Kim,-.121,-9.679,80
137,0,01024,Billy Andrade,-.134,-10.603,79
138,0,11123,Chris Couch,-.135,-9.875,73
139,0,10733,Kent Jones,-.141,-12.441,88
140,0,25892,Steve Wheatcroft,-.153,-9.336,61
141,0,08375,Paul Stankowski,-.159,-6.693,42
142,0,28486,Michael Putnam,-.166,-13.276,80
143,0,24912,Will MacKenzie,-.173,-15.760,91
144,0,20859,Anders Hansen,-.176,-5.989,34
145,0,20634,Peter Lonard,-.179,-13.638,76
146,0,24507,Jason Bohn,-.185,-9.814,53
147,0,22621,Ben Curtis,-.188,-12.027,64
148,0,28158,Steve Marino,-.189,-17.178,91
149,0,26289,Boo Weekley,-.192,-14.982,78
150,0,27095,Nick Watney,-.198,-13.842,70
151,0,07867,Woody Austin,-.208,-17.491,84
152,0,01132,Mark Brooks,-.211,-8.668,41
153,0,01161,Mark Calcavecchia,-.213,-15.559,73
154,0,01388,Robert Gamez,-.215,-16.376,76
155,0,02246,Duffy Waldorf,-.219,-12.909,59
156,0,01577,Lee Janzen,-.226,-11.758,52
157,0,08075,Jerry Kelly,-.227,-17.007,75
158,0,26951,Johnson Wagner,-.229,-19.663,86
159,0,02239,Scott Verplank,-.236,-13.949,59
160,0,07457,Steve Flesch,-.244,-21.981,90
161,0,08123,Jeff Brehaut,-.250,-12.270,49
161,0,20645,John Senden,-.250,-20.969,84
163,0,19824,Craig Barlow,-.253,-11.149,44
163,0,22378,Trevor Immelman,-.253,-13.643,54
165,0,21470,Daisuke Maruyama,-.265,-20.148,76
166,0,19972,José Coceres,-.283,-11.873,42
167,0,01706,Davis Love III,-.290,-15.357,53
168,0,21806,Paul Gow,-.294,-16.785,57
168,0,10423,Mike Weir,-.294,-17.641,60
170,0,01249,John Daly,-.297,-14.570,49
171,0,02104,Jeff Sluman,-.313,-13.151,42
172,0,29476,Kyle Reifers,-.322,-20.313,63
173,0,23349,Charles Warren,-.324,-30.135,93
174,0,01945,Kenny Perry,-.337,-25.299,75
175,0,27702,Matt Hendrix,-.339,-18.628,55
176,0,01677,Tom Lehman,-.355,-17.371,49
177,0,10885,Robert Allenby,-.364,-27.317,75
178,0,21959,Ted Purdy,-.370,-32.178,87
179,0,12195,Tom Johnson,-.372,-23.429,63
180,0,21646,David Branshaw,-.382,-28.675,75
181,0,27933,John Merrick,-.409,-33.164,81
182,0,24457,Jaco Van Zyl,-.418,-18.386,44
183,0,02036,Jim Rutledge,-.425,-19.531,46
184,0,21805,Harrison Frazar,-.439,-32.060,73
185,0,12510,Chad Campbell,-.477,-34.843,73
186,0,20472,Alex Cejka,-.479,-35.455,74
187,0,23322,Brett Wetterich,-.533,-37.315,70
188,0,27141,J.B. Holmes,-.559,-35.772,64
188,0,23788,D.J. Trahan,-.559,-50.275,90
190,0,02214,Kirk Triplett,-.595,-40.454,68
191,0,26360,Bubba Dickerson,-.660,-28.372,43
192,0,26679,Kevin Stadler,-.750,-58.488,78
193,0,20105,Jeff Gove,-.774,-72.786,94
194,0,20691,Greg Owen,-.848,-59.382,70
195,0,06621,Joe Durant,-.901,-65.779,73
196,0,22295,Darron Stiles,-1.017,-53.911,53
