RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:PUTTING,MEASURED ROUNDS
1,0,12660,Jesper Parnevik,.979,73.415,75
2,0,08793,Tiger Woods,.712,30.626,43
3,0,23135,Tim Clark,.695,36.839,53
4,0,21731,Freddie Jacobson,.660,44.863,68
5,0,24024,Zach Johnson,.659,39.541,60
6,0,22371,Aaron Baddeley,.629,41.504,66
7,0,12602,Dean Wilson,.619,46.427,75
8,0,01320,Bob Estes,.616,49.251,80
9,0,23497,Tag Ridings,.605,27.232,45
10,0,23621,Rory Sabbatini,.549,34.615,63
11,0,12714,Chris Tidland,.547,27.907,51
12,0,24357,K.J. Choi,.518,35.220,68
13,0,27649,Brandt Snedeker,.511,43.946,86
14,0,24490,George McNeill,.487,38.921,80
15,0,22212,Craig Lile,.484,33.398,69
16,0,06373,José María Olazábal,.481,17.793,37
17,0,21350,Ryuji Imada,.474,42.211,89
18,0,23983,Luke Donald,.438,21.877,50
19,0,23613,Rich Barcelo,.435,30.483,70
20,0,24449,Parker McLachlin,.419,30.617,73
21,0,20160,Charlie Wi,.416,34.512,83
22,0,20229,Stewart Cink,.412,29.635,72
23,0,12680,Shigeki Maruyama,.396,31.642,80
24,0,19846,Brian Gay,.384,37.257,97
25,0,06643,Paul Goydos,.370,17.396,47
26,0,20628,Arron Oberholser,.362,19.204,53
27,0,21949,Joe Ogilvie,.351,30.578,87
28,0,25396,Kevin Na,.348,27.148,78
29,0,20623,Gavin Coles,.340,26.177,77
30,0,21961,Charles Howell III,.338,22.322,66
31,0,01313,Steve Elkington,.324,23.685,73
31,0,01941,Tom Pernice Jr.,.324,27.220,84
33,0,06527,Steve Stricker,.322,20.937,65
34,0,01928,Corey Pavin,.309,21.915,71
35,0,10213,Dicky Pride,.307,18.742,61
36,0,21528,Henrik Stenson,.300,10.782,36
37,0,26882,Michael Sim,.298,14.908,50
38,0,24925,Jonathan Byrd,.296,18.372,62
39,0,01948,Tim Petrovic,.290,27.579,95
40,0,20127,Chris Riley,.281,14.355,51
41,0,02206,David Toms,.278,17.506,63
42,0,21209,Sergio Garcia,.269,14.787,55
43,0,01381,Fred Funk,.265,14.018,53
44,0,20766,Padraig Harrington,.260,11.968,46
45,0,21633,Steve Allan,.259,14.243,55
46,0,07363,Craig Bowden,.255,17.071,67
47,0,06004,Stephen Ames,.251,15.549,62
48,0,23718,Nathan Green,.241,20.938,87
49,0,26420,Richard Johnson,.240,20.162,84
50,0,23325,Vaughn Taylor,.237,17.075,72
51,0,25345,Carl Pettersson,.232,21.381,92
52,0,11032,Frank Lickliter II,.227,19.332,85
53,0,20850,Daniel Chopra,.222,21.120,95
54,0,10117,Bob Heintz,.221,15.929,72
55,0,22293,Heath Slocum,.220,20.491,93
56,0,20382,Stephen Leaney,.219,16.207,74
57,0,24781,Hunter Mahan,.213,15.347,72
58,0,20433,Mark Hensby,.204,14.658,72
59,0,01142,Bart Bryant,.198,14.621,74
60,0,23800,Bryce Molder,.186,9.118,49
61,0,24140,Sean O'Hair,.180,14.974,83
62,0,27120,Troy Matteson,.169,12.814,76
63,0,25273,Andrew Buckle,.161,10.806,67
63,0,08881,Tripp Isenhour,.161,11.754,73
65,0,02223,Bob Tway,.160,14.064,88
65,0,23623,Bo Van Pelt,.160,15.540,97
67,0,01810,Phil Mickelson,.156,8.119,52
68,0,12716,Charley Hoffman,.153,12.698,83
69,0,26881,Jarrod Lyle,.149,9.985,67
70,0,26596,Ryan Moore,.133,9.962,75
71,0,19803,Ryan Armour,.129,12.125,94
71,0,24502,Adam Scott,.129,6.992,54
73,0,10860,Justin Leonard,.124,10.158,82
74,0,25900,Lucas Glover,.113,8.796,78
75,0,22913,John Rollins,.104,8.757,84
76,0,06034,Marco Dawson,.103,6.711,65
77,0,23320,Ryan Palmer,.102,8.366,82
78,0,20104,Ken Duke,.100,9.482,95
78,0,22892,Jason Gore,.100,7.790,78
80,0,12705,Cliff Kresge,.095,9.545,100
81,0,12782,Tim Herron,.092,7.518,82
82,0,24361,Pat Perez,.090,5.879,65
82,0,10425,Jay Williamson,.090,4.307,48
84,0,25804,Bubba Watson,.085,5.600,66
85,0,23933,Michael Boyd,.072,3.760,52
85,0,22046,Geoff Ogilvy,.072,4.635,64
87,0,27060,John Mallinger,.068,5.938,87
88,0,25190,Jeff Quinney,.067,5.737,86
89,0,21753,Brian Davis,.065,5.743,88
90,0,08931,Glen Day,.063,4.736,75
91,0,22405,Justin Rose,.061,2.394,39
92,0,28475,Jeff Overton,.060,3.264,54
93,0,23048,Eric Axley,.059,5.504,94
94,0,27770,Camilo Villegas,.046,3.173,69
95,0,23108,Matt Kuchar,.041,2.918,71
96,0,01473,Todd Hamilton,.032,1.828,58
97,0,24980,Scott Gutschewski,.030,1.740,58
98,0,23614,Rich Beem,.027,1.869,70
99,0,23353,J.J. Henry,.024,1.616,68
99,0,21878,Mark Wilson,.024,1.763,73
101,0,21660,Jason Schultz,.022,1.153,53
102,0,01035,Tommy Armour III,.019,1.290,69
103,0,07547,Craig Kanada,.012,1.165,94
104,0,20572,Rod Pampling,.010,.773,74
105,0,08537,J.P. Hayes,-.002,-.135,80
106,0,20378,Mathias Grönberg,-.004,-.352,88
107,0,07749,Brett Quigley,-.005,-.340,63
108,0,20574,Mathew Goggin,-.018,-1.542,87
108,0,24924,Bill Haas,-.018,-1.480,82
108,0,22806,Doug LaBelle II,-.018,-1.631,91
111,0,20157,Retief Goosen,-.020,-.663,34
112,0,06567,Vijay Singh,-.023,-1.911,82
112,0,06595,Kevin Sutherland,-.023,-1.592,69
