RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (IN INCHES),ATTEMPTS
1,0,20104,Ken Duke,236.6,596180.000,70
2,0,30925,Dustin Johnson,236.7,1414291.000,166
3,0,24461,Thomas Aiken,237.4,743460.000,87
4,0,10809,Jim Furyk,241.9,478915.000,55
5,0,20229,Stewart Cink,242.2,767232.000,88
6,0,10885,Robert Allenby,242.6,524068.000,60
7,0,32618,Rhein Gibson,242.7,803942.000,92
8,0,08075,Jerry Kelly,244.2,782385.000,89
8,0,34431,Robert Streb,244.2,967154.000,110
8,0,27770,Camilo Villegas,244.2,984801.000,112
11,0,29223,Sam Saunders,244.4,818234.000,93
12,0,34264,Hudson Swafford,244.5,1716536.000,195
13,0,32150,Michael Thompson,244.8,749183.000,85
14,0,35879,Kelly Kraft,245.1,749972.000,85
14,0,23320,Ryan Palmer,245.1,1579314.000,179
16,0,24846,Ricky Barnes,245.6,1158066.000,131
17,0,33461,Morgan Hoffmann,245.7,1043599.000,118
17,0,22046,Geoff Ogilvy,245.7,857967.000,97
19,0,34098,Russell Henley,245.9,1035724.000,117
20,0,24357,K.J. Choi,246.0,681944.000,77
21,0,29478,Kevin Kisner,246.1,1169304.000,132
22,0,27936,Martin Laird,246.2,1249621.000,141
22,0,28237,Rory McIlroy,246.2,1276122.000,144
24,0,33410,Andrew Landry,246.3,496477.000,56
25,0,22892,Jason Gore,246.5,843198.000,95
26,0,25686,Jason Dufner,246.9,1128936.000,127
27,0,20691,Greg Owen,247.1,1325445.000,149
28,0,29745,Tyler Aldridge,247.2,907743.000,102
28,0,28089,Jason Day,247.2,1263461.000,142
28,0,37189,Harold Varner III,247.2,1628752.000,183
31,0,12510,Chad Campbell,247.3,1282198.000,144
31,0,35891,Cameron Smith,247.3,543088.000,61
33,0,33448,Justin Thomas,247.5,1452169.000,163
34,0,29289,S.Y. Noh,247.6,1051817.000,118
34,0,29485,Brett Stegmaier,247.6,1248043.000,140
36,0,23983,Luke Donald,247.8,677859.000,76
36,0,25900,Lucas Glover,247.8,1240046.000,139
36,0,30944,Jason Kokrak,247.8,1570318.000,176
36,0,25572,Graeme McDowell,247.8,749495.000,84
40,0,23325,Vaughn Taylor,247.9,820919.000,92
41,0,33122,Russell Knox,248.1,973618.000,109
41,0,31323,Gary Woodland,248.1,1679023.000,188
43,0,34099,Harris English,248.2,1179668.000,132
44,0,28158,Steve Marino,248.6,984466.000,110
45,0,34563,Chesson Hadley,248.7,1145793.000,128
45,0,23108,Matt Kuchar,248.7,1199668.000,134
47,0,27895,Jonas Blixt,248.8,1254060.000,140
48,0,32757,Patton Kizzire,248.9,1263272.000,141
48,0,33667,Carlos Ortiz,248.9,1191840.000,133
50,0,31202,William McGirt,249.2,1489174.000,166
51,0,20572,Rod Pampling,249.3,556407.000,62
51,0,24502,Adam Scott,249.3,1122023.000,125
51,0,33419,Cameron Tringale,249.3,1023254.000,114
54,0,21961,Charles Howell III,249.5,1428168.000,159
54,0,35732,Wes Roach,249.5,655683.000,73
56,0,24494,Erik Compton,249.6,772734.000,86
56,0,23541,Ben Crane,249.6,799757.000,89
56,0,27064,Jhonattan Vegas,249.6,1877858.000,209
59,0,30926,Chris Kirk,249.7,1096769.000,122
59,0,33204,Shane Lowry,249.7,548394.000,61
61,0,33141,Keegan Bradley,249.8,1151254.000,128
62,0,29926,Danny Lee,249.9,1376492.000,153
62,0,06567,Vijay Singh,249.9,1106604.000,123
62,0,33418,Shawn Stefani,249.9,1205334.000,134
65,0,24924,Bill Haas,250.0,1017044.000,113
65,0,33413,Ben Martin,250.0,1340757.000,149
67,0,30110,Kyle Stanley,250.1,1089347.000,121
68,0,20098,Stuart Appleby,250.3,792844.000,88
68,0,35545,Blayne Barber,250.3,1117219.000,124
70,0,27644,Brian Harman,250.4,1496467.000,166
70,0,31557,Jim Herman,250.4,1117802.000,124
70,0,27466,Spencer Levin,250.4,1144691.000,127
70,0,24912,Will MacKenzie,250.4,856529.000,95
70,0,25240,D.A. Points,250.4,504879.000,56
75,0,31416,Derek Fathauer,250.5,1163282.000,129
75,0,25892,Steve Wheatcroft,250.5,1235332.000,137
77,0,27129,Luke List,250.6,1524588.000,169
78,0,31646,Emiliano Grillo,250.7,1434743.000,159
78,0,37455,Si Woo Kim,250.7,2003327.000,222
78,0,24140,Sean O'Hair,250.7,1705681.000,189
81,0,29479,Scott Brown,250.9,1084054.000,120
81,0,29420,Billy Horschel,250.9,1047871.000,116
81,0,31560,Brian Stuard,250.9,605263.000,67
84,0,06522,Ernie Els,251.1,1012471.000,112
85,0,30163,Henrik Norlander,251.2,949572.000,105
86,0,26289,Boo Weekley,251.3,1312034.000,145
87,0,27747,Hiroshi Iwata,251.4,1158529.000,128
88,0,24358,Robert Garrigus,251.5,1131540.000,125
88,0,25349,Tim Wilkinson,251.5,443703.000,49
90,0,20472,Alex Cejka,251.6,878738.000,97
90,0,32640,Troy Merritt,251.6,1077929.000,119
90,0,25818,Scott Piercy,251.6,1286117.000,142
90,0,29518,Brendan Steele,251.6,1367588.000,151
94,0,34265,Will Wilcox,251.7,1087141.000,120
95,0,34046,Jordan Spieth,251.8,1106017.000,122
96,0,25274,Steven Bowditch,251.9,825357.000,91
96,0,27436,Graham DeLaet,251.9,1215061.000,134
96,0,29222,Billy Hurley III,251.9,607630.000,67
96,0,27649,Brandt Snedeker,251.9,1287600.000,142
100,0,29268,Bronson Burgoon,252.1,1179838.000,130
100,0,46440,Smylie Kaufman,252.1,1606299.000,177
100,0,22405,Justin Rose,252.1,1243390.000,137
103,0,40026,Daniel Berger,252.2,1461576.000,161
103,0,21878,Mark Wilson,252.2,599170.000,66
105,0,34466,Peter Malnati,252.3,835538.000,92
106,0,32876,Martin Piller,252.4,590685.000,65
107,0,27974,Sung Kang,252.6,1309737.000,144
107,0,26476,Chez Reavie,252.6,1281961.000,141
109,0,23638,Brendon de Jonge,252.7,1037177.000,114
109,0,32102,Rickie Fowler,252.7,1491997.000,164
109,0,10213,Dicky Pride,252.7,400214.000,44
109,0,27214,Kevin Streelman,252.7,1064420.000,117
113,0,35451,Scott Pinckney,252.8,1374257.000,151
114,0,33399,Adam Hadwin,252.9,1611686.000,177
