RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
1,0,24357,K.J. Choi,35' 8",249.833,7,-2
2,0,20160,Charlie Wi,36' 3",217.333,6,-2
3,0,28475,Jeff Overton,44' 11",494.500,11,-7
4,0,10809,Jim Furyk,45' 4",317.083,7,E
5,0,34264,Hudson Swafford,45' 10",320.583,7,-1
6,0,28780,Nicholas Thompson,52' 4",366.250,7,-5
7,0,01706,Davis Love III,53' 1",478.000,9,-4
8,0,06567,Vijay Singh,54' 8",546.250,10,-1
9,0,28259,Sangmoon Bae,55' 5",166.167,3,-1
10,0,23623,Bo Van Pelt,56' 0",336.083,6,-2
11,0,30750,Tommy Gainey,56' 1",616.500,11,-4
12,0,21731,Freddie Jacobson,56' 8",623.250,11,-1
13,0,32334,Charlie Beljan,58' 0",463.833,8,-2
14,0,23135,Tim Clark,58' 1",406.750,7,+2
14,0,25345,Carl Pettersson,58' 1",464.417,8,-4
16,0,22371,Aaron Baddeley,58' 2",698.083,12,-4
17,0,25364,Paul Casey,58' 6",585.167,10,E
18,0,34174,John Huh,58' 9",587.083,10,E
19,0,20396,Lee Westwood,59' 3",533.333,9,-1
20,0,25444,Justin Hicks,59' 5",356.250,6,-3
21,0,25572,Graeme McDowell,59' 9",477.917,8,E
22,0,10885,Robert Allenby,60' 2",541.250,9,E
23,0,32448,James Hahn,60' 5",967.000,16,-3
24,0,01810,Phil Mickelson,60' 9",728.750,12,-3
25,0,25240,D.A. Points,60' 10",486.917,8,-4
26,0,29221,Webb Simpson,61' 0",732.333,12,-5
27,0,27963,Chris Stroud,61' 7",307.750,5,-1
28,0,28500,Martin Flores,61' 8",616.333,10,E
29,0,26956,Bronson La'Cassie,61' 11",495.250,8,-4
30,0,24494,Erik Compton,62' 1",1179.167,19,-2
31,0,23409,James Driscoll,62' 4",685.333,11,-1
32,0,25900,Lucas Glover,62' 5",374.250,6,+1
33,0,21878,Mark Wilson,63' 6",508.000,8,-1
34,0,27120,Troy Matteson,63' 7",254.167,4,E
34,0,23621,Rory Sabbatini,63' 7",889.750,14,E
36,0,21753,Brian Davis,63' 8",1082.750,17,-3
37,0,26289,Boo Weekley,63' 9",509.667,8,-6
38,0,29420,Billy Horschel,63' 11",575.000,9,E
39,0,32839,Hideki Matsuyama,64' 5",772.500,12,+1
40,0,31557,Jim Herman,64' 10",324.333,5,+2
40,0,23108,Matt Kuchar,64' 10",648.667,10,-1
42,0,29222,Billy Hurley III,65' 4",588.083,9,+2
42,0,24024,Zach Johnson,65' 4",718.500,11,E
44,0,20593,Greg Chalmers,65' 6",851.083,13,-1
45,0,29479,Scott Brown,65' 9",394.333,6,+1
46,0,34098,Russell Henley,65' 10",856.167,13,-2
47,0,12510,Chad Campbell,65' 11",395.417,6,-2
48,0,24140,Sean O'Hair,66' 0",593.833,9,-1
48,0,26951,Johnson Wagner,66' 0",791.667,12,-4
50,0,33418,Shawn Stefani,66' 1",330.500,5,+1
51,0,29461,Jamie Lovemark,66' 9",667.583,10,-6
52,0,26851,Marc Leishman,67' 0",871.000,13,-1
53,0,23638,Brendon de Jonge,67' 3",1076.583,16,-2
53,0,30110,Kyle Stanley,67' 3",806.583,12,-3
53,0,25834,Daniel Summerhays,67' 3",672.250,10,-2
56,0,31323,Gary Woodland,67' 5",944.333,14,-4
57,0,28237,Rory McIlroy,67' 7",810.667,12,-4
58,0,30944,Jason Kokrak,67' 8",812.417,12,-5
58,0,25804,Bubba Watson,67' 8",676.750,10,-1
60,0,26329,Louis Oosthuizen,67' 11",135.750,2,-1
61,0,27095,Nick Watney,68' 0",611.833,9,+1
62,0,27408,Martin Kaymer,68' 7",411.500,6,+1
63,0,12716,Charley Hoffman,68' 8",1099.250,16,+2
64,0,24663,Y.E. Yang,68' 11",1033.167,15,+1
65,0,28092,D.H. Lee,69' 0",413.833,6,+2
65,0,25396,Kevin Na,69' 0",1449.667,21,-3
67,0,35541,John Peterson,69' 1",345.417,5,-2
68,0,22378,Trevor Immelman,69' 2",1037.417,15,+1
69,0,35139,Richard Lee,69' 7",695.833,10,E
70,0,24925,Jonathan Byrd,69' 8",766.667,11,E
70,0,29478,Kevin Kisner,69' 8",766.000,11,-1
72,0,24912,Will MacKenzie,69' 9",488.250,7,+3
73,0,33122,Russell Knox,70' 1",840.667,12,-5
73,0,35732,Wes Roach,70' 1",350.417,5,-3
75,0,10423,Mike Weir,70' 4",703.500,10,-2
76,0,29926,Danny Lee,70' 5",352.083,5,-2
76,0,30692,Scott Stallings,70' 5",1126.250,16,-4
78,0,20104,Ken Duke,70' 8",353.500,5,-2
79,0,27644,Brian Harman,71' 4",856.250,12,-5
80,0,27141,J.B. Holmes,71' 8",1146.083,16,-5
81,0,27936,Martin Laird,72' 0",431.917,6,E
82,0,23320,Ryan Palmer,72' 1",937.083,13,-6
83,0,25562,Andres Romero,72' 2",938.417,13,-7
84,0,31560,Brian Stuard,72' 3",505.750,7,+1
85,0,27649,Brandt Snedeker,72' 7",653.250,9,-4
86,0,34265,Will Wilcox,72' 10",655.833,9,+1
87,0,24490,George McNeill,73' 0",656.750,9,+6
88,0,20157,Retief Goosen,73' 3",805.333,11,-5
88,0,35539,Luke Guthrie,73' 3",1025.250,14,-2
90,0,34046,Jordan Spieth,73' 6",1175.417,16,+1
91,0,32366,Kevin Chappell,73' 8",515.750,7,-2
92,0,25686,Jason Dufner,73' 10",517.000,7,-2
92,0,19846,Brian Gay,73' 10",738.250,10,E
94,0,28486,Michael Putnam,74' 0",1110.500,15,-2
95,0,08075,Jerry Kelly,74' 5",1265.333,17,+7
96,0,21961,Charles Howell III,74' 7",1043.583,14,-3
97,0,30927,Brendon Todd,74' 9",1270.833,17,-2
98,0,28132,Tyrone Van Aswegen,74' 11",1198.333,16,+4
99,0,29425,Andrew Svoboda,75' 1",525.583,7,+1
100,0,27436,Graham DeLaet,75' 2",1278.333,17,-3
101,0,37273,Derek Ernst,75' 10",834.583,11,+3
101,0,27770,Camilo Villegas,75' 10",758.083,10,E
103,0,33461,Morgan Hoffmann,76' 0",987.917,13,-3
104,0,26758,David Hearn,76' 1",456.250,6,-1
105,0,22913,John Rollins,76' 6",611.833,8,-3
106,0,29518,Brendan Steele,76' 8",460.167,6,+2
107,0,27556,Ted Potter Jr.,76' 9",844.333,11,+1
108,0,29535,Brice Garnett,77' 0",847.333,11,-1
108,0,31193,Jim Renner,77' 0",384.917,5,+1
110,0,27466,Spencer Levin,77' 1",616.333,8,+2
111,0,25274,Steven Bowditch,77' 2",1388.583,18,+2
112,0,26300,Matt Jones,77' 5",696.833,9,-1
113,0,22405,Justin Rose,77' 6",697.250,9,-4
114,0,34099,Harris English,77' 7",465.333,6,-3
115,0,26331,Charl Schwartzel,77' 8",233.083,3,-2
115,0,20645,John Senden,77' 8",854.417,11,E
117,0,24924,Bill Haas,77' 10",778.083,10,-5
118,0,32102,Rickie Fowler,77' 11",779.167,10,-3
119,0,32150,Michael Thompson,78' 0",935.833,12,E
120,0,34431,Robert Streb,78' 2",1016.500,13,+1
120,0,25632,Jimmy Walker,78' 2",1094.167,14,-1
122,0,21528,Henrik Stenson,78' 3",312.917,4,-2
123,0,23353,J.J. Henry,78' 4",313.167,4,E
124,0,06522,Ernie Els,78' 7",1021.250,13,-1
124,0,34261,Scott Langley,78' 7",864.667,11,+1
126,0,27933,John Merrick,78' 9",314.833,4,-3
127,0,32333,Kevin Tway,78' 11",473.667,6,-3
128,0,31202,William McGirt,79' 7",716.083,9,+2
129,0,20848,Ángel Cabrera,79' 8",716.917,9,E
129,0,30852,Ryo Ishikawa,79' 8",956.417,12,+2
131,0,33141,Keegan Bradley,79' 9",478.583,6,+4
131,0,25191,Gonzalo Fernandez-Castaño,79' 9",957.083,12,+5
131,0,26596,Ryan Moore,79' 9",638.167,8,+2
134,0,34021,Bud Cauley,79' 10",798.000,10,-2
135,0,21209,Sergio Garcia,80' 0",640.167,8,+3
135,0,24358,Robert Garrigus,80' 0",1359.583,17,E
135,0,33419,Cameron Tringale,80' 0",1440.583,18,E
138,0,23800,Bryce Molder,80' 2",561.167,7,+1
139,0,24781,Hunter Mahan,80' 6",241.417,3,E
140,0,27895,Jonas Blixt,81' 5",895.583,11,+1
141,0,22293,Heath Slocum,81' 10",654.917,8,+2
142,0,28307,Matt Every,82' 0",984.250,12,-2
143,0,27330,Josh Teater,82' 1",1231.000,15,-3
144,0,22046,Geoff Ogilvy,82' 10",911.167,11,+2
145,0,30926,Chris Kirk,83' 4",583.250,7,-1
146,0,27064,Jhonattan Vegas,83' 6",1085.833,13,-7
147,0,29289,S.Y. Noh,84' 1",504.583,6,-1
148,0,20098,Stuart Appleby,84' 4",1012.417,12,+4
149,0,24507,Jason Bohn,84' 7",1014.917,12,+10
150,0,34360,Patrick Reed,85' 1",936.333,11,-5
151,0,24361,Pat Perez,85' 2",851.250,10,+2
152,0,23541,Ben Crane,85' 9",943.333,11,-2
153,0,22621,Ben Curtis,86' 4",518.083,6,E
153,0,24138,Ian Poulter,86' 4",777.167,9,+3
155,0,24502,Adam Scott,86' 9",607.417,7,-3
156,0,24846,Ricky Barnes,87' 1",1480.583,17,+2
157,0,36689,Brooks Koepka,87' 2",348.667,4,-3
158,0,27214,Kevin Streelman,87' 3",872.250,10,+2
159,0,07867,Woody Austin,87' 7",437.750,5,+3
160,0,35300,Andrew Loupe,87' 11",439.583,5,-1
161,0,28089,Jason Day,89' 6",358.083,4,+1
162,0,33413,Ben Martin,89' 8",537.833,6,+1
163,0,29740,Brad Fritsch,89' 9",538.417,6,E
164,0,20229,Stewart Cink,90' 4",903.333,10,+2
164,0,23983,Luke Donald,90' 4",542.083,6,+5
166,0,26679,Kevin Stadler,91' 1",819.750,9,-2
167,0,34563,Chesson Hadley,93' 5",747.250,8,+3
168,0,34409,David Lingmerth,93' 7",1122.750,12,-1
169,0,20498,Briny Baird,94' 2",564.833,6,+1
170,0,01724,Jeff Maggert,94' 4",94.333,1,E
171,0,25349,Tim Wilkinson,95' 4",1620.833,17,E
172,0,32200,Roberto Castro,95' 6",477.667,5,+4
173,0,10860,Justin Leonard,97' 11",881.583,9,+3
174,0,25720,Chad Collins,99' 4",993.500,10,+6
175,0,32640,Troy Merritt,107' 3",750.917,7,+3
176,0,30925,Dustin Johnson,113' 7",1135.583,10,-3
177,0,02206,David Toms,116' 1",232.083,2,+1
