RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,TOURNAMENT,ROUND- COURSE,HOLE
1,0,32816,Satoshi Kodaira,234,Fort Worth Invt,1,1 - Par 5 -
2,0,48887,Matt Wallace,232,PGA Championshi,3,16 - Par 3
3,0,49771,J.T. Poston,225,NORTHERN TRUST,2,6 - Par 3 -
4,0,26851,Marc Leishman,212,RBC Heritage,2,2 - Par 5 -
5,0,36689,Brooks Koepka,208,THE PLAYERS,4,16 - Par 5
6,0,22046,Geoff Ogilvy,194,Wells Fargo,1,1 - Par 4 -
7,0,34409,David Lingmerth,194,Genesis Open,3,15 - Par 4
8,0,24140,Sean O'Hair,193,Valspar Champ,2,6 - Par 4 -
9,0,33141,Keegan Bradley,190,Farmers Ins,4,15 - Par 4
10,0,35296,Haotong Li,190,Genesis Open,3,6 - Par 3 -
11,0,34466,Peter Malnati,189,Phoenix Open,2,8 - Par 4 -
12,0,35450,Patrick Cantlay,185,the Memorial,3,8 - Par 3 -
13,0,06643,Paul Goydos,183,Arnold Palmer,1,11 - Par 4
14,0,27556,Ted Potter Jr.,180,The RSM Classic,4,6 - Par 3 -
15,0,29725,Tony Finau,176,Sony Open,3,17 - Par 3
16,0,27649,Brandt Snedeker,176,Wyndham Champ,1,6 - Par 4 -
17,0,06567,Vijay Singh,176,the Memorial,2,17 - Par 4
18,0,33448,Justin Thomas,175,Sony Open,3,2 - Par 4 -
19,0,35879,Kelly Kraft,175,Shriners Hosp,2,5 - Par 3 -
20,0,25274,Steven Bowditch,172,John Deere,1,5 - Par 4 -
21,0,25632,Jimmy Walker,170,U.S. Open,2,4 - Par 4 -
22,0,48084,Wesley Bryan,169,St. Jude,1,13 - Par 4
23,0,30925,Dustin Johnson,169,St. Jude,4,18 - Par 4
24,0,29221,Webb Simpson,169,WGC-Bridgestone,1,13 - Par 4
25,0,32876,Martin Piller,166,Honda Classic,1,10 - Par 4
26,0,29535,Brice Garnett,164,Shriners Hosp,2,14 - Par 3
27,0,33039,Jason Schmuhl,163,Safeway Open,2,15 - Par 3
28,0,19846,Brian Gay,163,St. Jude,4,13 - Par 4
31,0,39997,Corey Conners,159,Sony Open,1,9 - Par 5 -
32,0,27896,Ross Fisher,157,WGC-Mexico,3,3 - Par 3 -
33,0,27095,Nick Watney,155,The Greenbrier,1,7 - Par 4 -
34,0,34563,Chesson Hadley,155,the Memorial,1,3 - Par 4 -
35,0,52375,Doug Ghim,154,Wyndham Champ,4,2 - Par 4 -
36,0,34213,Grayson Murray,154,Houston Open,4,5 - Par 4 -
37,0,32448,James Hahn,154,Travelers Champ,3,11 - Par 3
38,0,26951,Johnson Wagner,153,Wyndham Champ,2,18 - Par 4
39,0,25240,D.A. Points,152,Wyndham Champ,4,2 - Par 4 -
41,0,47504,Sam Burns,151,Honda Classic,3,12 - Par 4
42,0,27129,Luke List,148,RBC Heritage,1,1 - Par 4 -
43,0,28500,Martin Flores,148,Quicken Loans,1,1 - Par 4 -
44,0,47128,Richy Werenski,147,Shriners Hosp,2,6 - Par 4 -
45,0,34076,Joel Dahmen,147,AT&T Pebble,1,1 - Par 4 -
47,0,35947,John Oda,144,Wyndham Champ,4,4 - Par 4 -
48,0,20229,Stewart Cink,144,St. Jude,3,8 - Par 3 -
49,0,34174,John Huh,144,Houston Open,2,1 - Par 4 -
50,0,32254,Xinjun Zhang,144,The RSM Classic,1,4 - Par 4 -
51,0,27141,J.B. Holmes,143,Travelers Champ,3,14 - Par 4
52,0,35506,Mackenzie Hughes,143,the Memorial,2,11 - Par 5
53,0,24748,WC Liang,141,U.S. Open,2,1 - Par 4 -
54,0,29926,Danny Lee,140,RBC Heritage,3,12 - Par 4
55,0,29268,Bronson Burgoon,140,Dell Tech Champ,2,17 - Par 4
56,0,30911,Tommy Fleetwood,140,Honda Classic,3,4 - Par 4 -
57,0,53165,Doc Redman,140,Quicken Loans,4,1 - Par 4 -
58,0,27644,Brian Harman,139,U.S. Open,3,12 - Par 4
59,0,23638,Brendon de Jonge,138,The RSM Classic,2,13 - Par 4
61,0,32839,Hideki Matsuyama,137,the Memorial,1,17 - Par 4
62,0,35174,Matthew Southgate,136,U.S. Open,2,15 - Par 4
63,0,23621,Rory Sabbatini,134,Fort Worth Invt,3,18 - Par 4
