RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST OF APPR SHOT,TOTAL HOLES
1,0,22056,Cameron Percy,159.4,4194295.000,731
2,0,37338,Zecheng Dou,159.5,3693246.000,643
3,0,29485,Brett Stegmaier,160.7,4837574.000,836
4,0,37278,Nicholas Lindheim,160.9,6099818.000,1053
5,0,46601,Trey Mullinax,161.4,6061610.000,1043
5,0,31560,Brian Stuard,161.4,9134240.000,1572
7,0,22582,Kyle Thompson,161.6,3735824.000,642
8,0,30925,Dustin Johnson,161.8,6478267.000,1112
9,0,12510,Chad Campbell,162.1,6973855.000,1195
9,0,34466,Peter Malnati,162.1,7832911.000,1342
11,0,28500,Martin Flores,162.3,7506441.000,1285
12,0,47287,Ethan Tracy,162.4,5602342.000,958
13,0,26758,David Hearn,162.5,5235011.000,895
14,0,39997,Corey Conners,162.6,8267296.000,1412
15,0,33410,Andrew Landry,162.9,7624309.000,1300
16,0,19846,Brian Gay,163.0,9660983.000,1646
16,0,35310,Lanto Griffin,163.0,6278606.000,1070
16,0,36799,Stephan Jaeger,163.0,6595192.000,1124
19,0,19803,Ryan Armour,163.1,10092846.000,1719
19,0,35461,Beau Hossler,163.1,9426935.000,1606
19,0,32150,Michael Thompson,163.1,5871182.000,1000
19,0,28132,Tyrone Van Aswegen,163.1,8699930.000,1482
23,0,23353,J.J. Henry,163.2,6638788.000,1130
24,0,47125,Matt Atkins,163.3,4155410.000,707
24,0,35421,Brandon Harkins,163.3,8882565.000,1511
26,0,39328,Conrad Shindler,163.4,4623461.000,786
26,0,25892,Steve Wheatcroft,163.4,4834648.000,822
28,0,24024,Zach Johnson,163.5,7579822.000,1288
29,0,28775,Nate Lashley,163.6,3663055.000,622
29,0,23621,Rory Sabbatini,163.6,7869053.000,1336
31,0,26300,Matt Jones,163.7,4925430.000,836
32,0,29535,Brice Garnett,163.8,8534104.000,1447
32,0,39546,Keith Mitchell,163.8,8729150.000,1480
34,0,27942,Rob Oppenheim,163.9,5676372.000,962
35,0,20229,Stewart Cink,164.0,7069073.000,1197
35,0,29222,Billy Hurley III,164.0,6004267.000,1017
35,0,32757,Patton Kizzire,164.0,8195405.000,1388
35,0,50526,Tom Lovelady,164.0,7258102.000,1229
35,0,35544,Andrew Yun,164.0,3576877.000,606
40,0,35376,Roberto Díaz,164.1,5895360.000,998
40,0,24781,Hunter Mahan,164.1,5381445.000,911
40,0,27649,Brandt Snedeker,164.1,7773737.000,1316
40,0,29484,Peter Uihlein,164.1,6834726.000,1157
40,0,25804,Bubba Watson,164.1,7171827.000,1214
45,0,34563,Chesson Hadley,164.2,9415006.000,1593
46,0,28089,Jason Day,164.3,5185839.000,877
46,0,25240,D.A. Points,164.3,5027109.000,850
46,0,46970,Jon Rahm,164.3,5345553.000,904
49,0,49771,J.T. Poston,164.4,6024138.000,1018
50,0,34409,David Lingmerth,164.5,7222690.000,1220
50,0,33418,Shawn Stefani,164.5,6320048.000,1067
50,0,27095,Nick Watney,164.5,8421946.000,1422
53,0,40058,Zac Blair,164.6,4893946.000,826
53,0,35506,Mackenzie Hughes,164.6,7221212.000,1219
55,0,20157,Retief Goosen,164.7,4238630.000,715
55,0,30926,Chris Kirk,164.7,10178008.000,1717
55,0,33419,Cameron Tringale,164.7,5383784.000,908
58,0,35545,Blayne Barber,164.8,6332053.000,1067
58,0,48084,Wesley Bryan,164.8,5368466.000,905
58,0,25686,Jason Dufner,164.8,5488545.000,925
61,0,29478,Kevin Kisner,164.9,6870020.000,1157
62,0,10809,Jim Furyk,165.0,4900376.000,825
62,0,33122,Russell Knox,165.0,7847450.000,1321
62,0,32876,Martin Piller,165.0,7103727.000,1196
62,0,36699,Patrick Rodgers,165.0,7746389.000,1304
62,0,23325,Vaughn Taylor,165.0,7402893.000,1246
62,0,26951,Johnson Wagner,165.0,5855897.000,986
68,0,28679,Fabián Gómez,165.1,7504767.000,1263
69,0,22371,Aaron Baddeley,165.2,7441969.000,1251
69,0,24846,Ricky Barnes,165.2,4793270.000,806
69,0,31202,William McGirt,165.2,7985124.000,1343
69,0,39327,Ben Silverman,165.2,8005118.000,1346
73,0,46501,Ollie Schniederjans,165.3,8180733.000,1375
74,0,28237,Rory McIlroy,165.4,5401234.000,907
74,0,26329,Louis Oosthuizen,165.4,4875384.000,819
74,0,25818,Scott Piercy,165.4,7264160.000,1220
74,0,25834,Daniel Summerhays,165.4,3966359.000,666
78,0,20593,Greg Chalmers,165.5,4350006.000,730
78,0,24924,Bill Haas,165.5,7036265.000,1181
78,0,21961,Charles Howell III,165.5,8321272.000,1397
78,0,29223,Sam Saunders,165.5,7089671.000,1190
78,0,49964,Aaron Wise,165.5,8498345.000,1426
83,0,23320,Ryan Palmer,165.6,6343621.000,1064
83,0,34264,Hudson Swafford,165.6,5501754.000,923
83,0,37189,Harold Varner III,165.6,7875607.000,1321
83,0,47128,Richy Werenski,165.6,7879159.000,1322
87,0,36689,Brooks Koepka,165.7,5719395.000,959
87,0,34358,Jonathan Randolph,165.7,6363597.000,1067
87,0,30692,Scott Stallings,165.7,8532682.000,1430
90,0,33948,Byeong Hun An,165.8,7771180.000,1302
