RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER TEE SHOT,TOTAL TEE SHOTS
1,0,25804,Bubba Watson,154.6,5263984.000,946
2,0,30925,Dustin Johnson,154.9,4822632.000,865
2,0,36689,Brooks Koepka,154.9,4182187.000,750
4,0,28237,Rory McIlroy,155.1,3868962.000,693
5,0,46970,Jon Rahm,155.3,3986512.000,713
6,0,46601,Trey Mullinax,155.8,4542889.000,810
7,0,39546,Keith Mitchell,156.8,6491863.000,1150
8,0,50526,Tom Lovelady,156.9,5309641.000,940
9,0,33448,Justin Thomas,159.8,5449597.000,947
10,0,27129,Luke List,160.3,6232994.000,1080
11,0,32366,Kevin Chappell,160.6,4994235.000,864
12,0,32333,Kevin Tway,161.3,7189936.000,1238
13,0,29725,Tony Finau,161.7,6486532.000,1114
14,0,34213,Grayson Murray,161.9,4704113.000,807
15,0,31323,Gary Woodland,162.0,5674435.000,973
16,0,35450,Patrick Cantlay,162.1,5457219.000,935
17,0,29518,Brendan Steele,162.9,4434456.000,756
18,0,23320,Ryan Palmer,163.8,4824531.000,818
19,0,26300,Matt Jones,163.9,3817039.000,647
20,0,35421,Brandon Harkins,164.0,6891368.000,1167
21,0,48081,Xander Schauffele,164.1,5914971.000,1001
22,0,30944,Jason Kokrak,164.2,7164264.000,1212
23,0,47959,Bryson DeChambeau,165.0,6425817.000,1082
24,0,34264,Hudson Swafford,165.1,4268762.000,718
25,0,34046,Jordan Spieth,165.4,5448546.000,915
26,0,24358,Robert Garrigus,165.5,5559393.000,933
27,0,47125,Matt Atkins,165.6,3326832.000,558
27,0,29223,Sam Saunders,165.6,5501220.000,923
29,0,37189,Harold Varner III,165.8,6057224.000,1015
30,0,27141,J.B. Holmes,166.0,5627830.000,942
30,0,22056,Cameron Percy,166.0,3389305.000,567
32,0,33948,Byeong Hun An,166.2,6042499.000,1010
32,0,39997,Corey Conners,166.2,6550898.000,1095
34,0,30911,Tommy Fleetwood,166.5,4496696.000,750
34,0,35310,Lanto Griffin,166.5,4958489.000,827
34,0,29484,Peter Uihlein,166.5,5387952.000,899
37,0,25198,Francesco Molinari,166.8,4767763.000,794
37,0,49771,J.T. Poston,166.8,4743146.000,790
39,0,28089,Jason Day,167.1,4077642.000,678
39,0,47347,Adam Schenk,167.1,5438898.000,904
41,0,35461,Beau Hossler,167.2,7477105.000,1242
42,0,32757,Patton Kizzire,167.6,6505425.000,1078
43,0,29268,Bronson Burgoon,167.8,4783426.000,792
43,0,27064,Jhonattan Vegas,167.8,5377694.000,890
45,0,28252,Seamus Power,168.0,5497006.000,909
45,0,49964,Aaron Wise,168.0,6708905.000,1109
47,0,29485,Brett Stegmaier,168.3,3914292.000,646
47,0,27095,Nick Watney,168.3,6663421.000,1100
