RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
1,0,23983,Luke Donald,2.278,118.431,73.206,45.224,52
2,0,29221,Webb Simpson,1.764,146.376,123.865,22.508,83
3,0,06527,Steve Stricker,1.730,91.680,50.346,41.332,53
4,0,27095,Nick Watney,1.712,106.128,72.245,33.880,62
5,0,23108,Matt Kuchar,1.540,109.342,82.433,26.909,71
6,0,02206,David Toms,1.282,75.614,49.309,26.301,59
7,0,21961,Charles Howell III,1.239,112.761,78.219,34.538,91
8,0,24781,Hunter Mahan,1.218,92.591,52.528,40.062,76
9,0,01810,Phil Mickelson,1.182,68.564,79.606,-11.042,58
10,0,22371,Aaron Baddeley,1.148,71.152,51.070,20.080,62
11,0,27649,Brandt Snedeker,1.094,73.318,33.953,39.363,67
12,0,24357,K.J. Choi,1.079,62.556,53.091,9.462,58
13,0,31323,Gary Woodland,1.041,72.852,80.990,-8.139,70
14,0,24024,Zach Johnson,1.033,66.114,28.962,37.148,64
15,0,27936,Martin Laird,.996,61.744,51.785,9.959,62
16,0,21209,Sergio Garcia,.984,44.262,49.622,-5.361,45
16,0,22405,Justin Rose,.984,62.014,59.035,2.977,63
18,0,28089,Jason Day,.976,57.563,23.582,33.978,59
19,0,20645,John Senden,.967,78.331,53.882,24.446,81
20,0,26331,Charl Schwartzel,.950,37.994,35.901,2.092,40
21,0,27214,Kevin Streelman,.934,66.314,41.071,25.244,71
22,0,32102,Rickie Fowler,.917,60.496,37.338,23.157,66
23,0,24924,Bill Haas,.916,65.974,54.127,11.846,72
24,0,21731,Freddie Jacobson,.904,63.270,19.245,44.023,70
25,0,23623,Bo Van Pelt,.867,61.587,73.437,-11.849,71
26,0,27141,J.B. Holmes,.847,39.823,42.848,-3.025,47
27,0,27466,Spencer Levin,.846,79.506,75.766,3.736,94
28,0,26596,Ryan Moore,.827,49.646,16.674,32.970,60
29,0,10885,Robert Allenby,.818,57.236,69.349,-12.114,70
30,0,25396,Kevin Na,.770,52.392,8.221,44.170,68
30,0,25345,Carl Pettersson,.770,69.286,25.592,43.690,90
32,0,19846,Brian Gay,.737,54.527,13.383,41.143,74
33,0,22046,Geoff Ogilvy,.722,38.992,11.067,27.923,54
34,0,23621,Rory Sabbatini,.719,43.868,68.463,-24.597,61
35,0,25686,Jason Dufner,.717,46.575,54.113,-7.542,65
36,0,19970,Robert Karlsson,.678,30.513,27.559,2.954,45
37,0,22913,John Rollins,.671,48.337,55.629,-7.297,72
38,0,20229,Stewart Cink,.670,34.827,26.030,8.797,52
39,0,08075,Jerry Kelly,.667,45.380,27.881,17.496,68
40,0,30110,Kyle Stanley,.665,53.205,93.676,-40.470,80
41,0,10809,Jim Furyk,.655,45.866,57.095,-11.231,70
42,0,23800,Bryce Molder,.653,46.398,-8.269,54.667,71
43,0,24502,Adam Scott,.635,28.576,39.697,-11.119,45
44,0,21753,Brian Davis,.605,55.629,58.871,-3.242,92
45,0,06567,Vijay Singh,.600,43.166,52.577,-9.414,72
46,0,06573,Brandt Jobe,.596,48.275,49.508,-1.238,81
47,0,25804,Bubba Watson,.593,34.973,45.707,-10.735,59
48,0,23638,Brendon de Jonge,.576,53.023,27.917,25.104,92
48,0,30925,Dustin Johnson,.576,31.124,60.754,-29.630,54
50,0,28158,Steve Marino,.565,35.048,29.516,5.529,62
51,0,12510,Chad Campbell,.564,49.097,81.096,-32.002,87
52,0,20498,Briny Baird,.543,26.626,22.808,3.817,49
53,0,12716,Charley Hoffman,.525,38.885,57.850,-18.964,74
54,0,20572,Rod Pampling,.497,29.791,21.984,7.805,60
55,0,24361,Pat Perez,.492,34.460,18.989,15.470,70
56,0,23541,Ben Crane,.490,30.367,22.084,8.282,62
57,0,07867,Woody Austin,.487,24.352,22.486,1.863,50
58,0,21878,Mark Wilson,.477,33.413,17.124,16.288,70
59,0,25562,Andres Romero,.474,32.240,5.008,27.229,68
60,0,24925,Jonathan Byrd,.469,33.801,25.483,8.318,72
61,0,22348,Nick O'Hern,.462,35.125,39.366,-4.241,76
62,0,11123,Chris Couch,.450,30.566,3.569,26.996,68
63,0,25900,Lucas Glover,.442,26.947,12.536,14.407,61
64,0,30926,Chris Kirk,.432,33.261,48.839,-15.580,77
65,0,27933,John Merrick,.430,25.791,22.325,3.465,60
66,0,20593,Greg Chalmers,.420,33.196,-16.955,50.147,79
67,0,26476,Chez Reavie,.419,34.387,40.719,-6.332,82
68,0,29910,Blake Adams,.411,43.177,-6.720,49.894,105
69,0,20157,Retief Goosen,.405,16.218,6.466,9.749,40
70,0,01706,Davis Love III,.389,20.233,36.790,-16.557,52
71,0,01766,Billy Mayfair,.385,32.704,52.806,-20.104,85
72,0,25632,Jimmy Walker,.376,28.606,11.743,16.859,76
73,0,23353,J.J. Henry,.372,29.403,18.438,10.963,79
74,0,10505,Shane Bertsch,.367,19.061,11.454,7.603,52
75,0,25818,Scott Piercy,.346,21.785,6.544,15.240,63
76,0,22378,Trevor Immelman,.333,22.300,2.422,19.875,67
77,0,20160,Charlie Wi,.305,23.513,-38.692,62.204,77
78,0,25240,D.A. Points,.297,21.995,5.227,16.766,74
79,0,24604,Hunter Haas,.282,23.969,-6.947,30.913,85
80,0,28620,Aron Price,.280,13.717,9.125,4.591,49
81,0,33141,Keegan Bradley,.279,21.455,20.924,.528,77
82,0,30750,Tommy Gainey,.270,24.613,14.417,10.192,91
82,0,24663,Y.E. Yang,.270,11.358,.124,11.232,42
84,0,20766,Padraig Harrington,.245,11.010,.322,10.685,45
85,0,33419,Cameron Tringale,.239,23.215,4.084,19.129,97
86,0,24138,Ian Poulter,.238,9.300,-1.233,10.533,39
87,0,24846,Ricky Barnes,.224,14.333,45.066,-30.734,64
88,0,26758,David Hearn,.222,16.899,-.055,16.952,76
89,0,25572,Graeme McDowell,.197,7.304,2.430,4.874,37
90,0,28475,Jeff Overton,.196,14.279,3.056,11.220,73
91,0,22621,Ben Curtis,.190,11.799,-3.023,14.820,62
92,0,20848,Ángel Cabrera,.172,6.037,-11.796,17.831,35
93,0,23788,D.J. Trahan,.169,14.035,81.698,-67.666,83
94,0,31202,William McGirt,.162,14.889,-2.145,17.030,92
95,0,06522,Ernie Els,.160,9.428,51.033,-41.606,59
96,0,28087,Kris Blanks,.152,12.652,49.176,-36.524,83
97,0,24358,Robert Garrigus,.139,9.570,36.071,-26.499,69
98,0,12782,Tim Herron,.122,9.394,-2.040,11.431,77
99,0,22961,David Mathis,.095,6.637,-8.392,15.023,70
100,0,27770,Camilo Villegas,.091,5.159,16.211,-11.053,57
101,0,27330,Josh Teater,.085,7.797,16.006,-8.210,92
102,0,23325,Vaughn Taylor,.077,6.376,-6.326,12.699,83
103,0,23548,Bill Lunde,.060,4.610,4.370,.239,77
104,0,30692,Scott Stallings,.059,4.056,14.706,-10.651,69
105,0,27963,Chris Stroud,.057,4.414,16.521,-12.110,78
105,0,26951,Johnson Wagner,.057,4.010,-25.900,29.910,70
107,0,26851,Marc Leishman,.026,2.046,9.985,-7.943,80
108,0,24490,George McNeill,-.002,-.132,.932,-1.067,58
109,0,29518,Brendan Steele,-.006,-.453,4.172,-4.624,77
110,0,08375,Paul Stankowski,-.020,-1.331,-22.393,21.060,65
111,0,06251,Chris DiMarco,-.021,-1.757,10.116,-11.876,82
112,0,22293,Heath Slocum,-.036,-2.651,33.838,-36.491,74
113,0,32150,Michael Thompson,-.052,-3.563,-34.462,30.897,69
114,0,29718,Anthony Kim,-.071,-4.144,-17.994,13.848,58
115,0,27939,Matt McQuillan,-.084,-4.041,-24.950,20.905,48
116,0,01116,Michael Bradley,-.086,-5.059,6.479,-11.540,59
117,0,24140,Sean O'Hair,-.089,-5.352,9.810,-15.165,60
118,0,20127,Chris Riley,-.091,-6.171,13.651,-19.826,68
119,0,10860,Justin Leonard,-.099,-7.322,.823,-8.148,74
120,0,31193,Jim Renner,-.111,-5.893,-13.808,7.912,53
121,0,21350,Ryuji Imada,-.117,-8.863,3.074,-11.936,76
122,0,01948,Tim Petrovic,-.119,-9.179,-22.805,13.623,77
123,0,23320,Ryan Palmer,-.125,-7.483,-4.674,-2.812,60
124,0,20472,Alex Cejka,-.138,-6.483,24.770,-31.253,47
125,0,24507,Jason Bohn,-.144,-9.640,-5.051,-4.592,67
126,0,27120,Troy Matteson,-.162,-13.144,-1.018,-12.127,81
126,0,28486,Michael Putnam,-.162,-8.576,-31.000,22.422,53
128,0,27064,Jhonattan Vegas,-.172,-12.010,10.026,-22.038,70
129,0,10733,Kent Jones,-.177,-11.878,-13.735,1.854,67
130,0,31557,Jim Herman,-.180,-10.244,9.383,-19.628,57
131,0,27974,Sung Kang,-.184,-9.383,-7.269,-2.117,51
132,0,29420,Billy Horschel,-.192,-11.918,-10.438,-1.480,62
133,0,23409,James Driscoll,-.209,-12.753,-11.227,-1.527,61
134,0,26679,Kevin Stadler,-.218,-15.920,15.156,-31.076,73
135,0,12602,Dean Wilson,-.220,-12.528,-40.571,28.040,57
136,0,06621,Joe Durant,-.233,-14.884,40.246,-55.134,64
137,0,23497,Tag Ridings,-.237,-17.529,-22.377,4.847,74
138,0,07457,Steve Flesch,-.255,-19.868,-44.853,24.983,78
139,0,06004,Stephen Ames,-.262,-15.714,-16.411,.697,60
140,0,21805,Harrison Frazar,-.266,-11.154,5.066,-16.218,42
141,0,25274,Steven Bowditch,-.267,-20.860,-33.444,12.580,78
142,0,33413,Ben Martin,-.275,-17.904,-44.274,26.366,65
143,0,20436,Garrett Willis,-.278,-17.806,-15.810,-1.998,64
144,0,26289,Boo Weekley,-.282,-16.100,46.621,-62.721,57
145,0,21949,Joe Ogilvie,-.306,-18.692,-28.854,10.160,61
146,0,32366,Kevin Chappell,-.314,-19.175,11.378,-30.551,61
147,0,01313,Steve Elkington,-.340,-14.291,-27.406,13.115,42
148,0,10585,Scott McCarron,-.347,-18.746,-46.787,28.038,54
149,0,26668,Marc Turnesa,-.365,-16.811,-26.893,10.079,46
150,0,25457,Alexandre Rocha,-.375,-18.365,-18.342,-.026,49
151,0,26300,Matt Jones,-.377,-24.140,-24.245,.099,64
152,0,23718,Nathan Green,-.394,-27.574,-35.101,7.525,70
153,0,21407,Arjun Atwal,-.409,-33.930,-37.603,3.672,83
154,0,23673,Michael Connell,-.425,-30.570,-23.575,-6.998,72
155,0,01577,Lee Janzen,-.443,-22.127,-30.652,8.521,50
156,0,34255,Joseph Bramlett,-.470,-28.690,6.764,-35.456,61
157,0,26287,Roland Thatcher,-.491,-29.942,-41.806,11.862,61
158,0,08537,J.P. Hayes,-.528,-25.348,-26.516,1.168,48
159,0,08725,Tom Gillis,-.573,-28.645,-6.837,-21.808,50
160,0,06515,Shaun Micheel,-.575,-37.377,-46.370,8.991,65
161,0,06643,Paul Goydos,-.594,-43.948,2.539,-46.486,74
162,0,28679,Fabián Gómez,-.602,-41.555,-33.452,-8.103,69
163,0,29720,Andres Gonzales,-.652,-29.998,-36.571,6.569,46
164,0,12652,Cameron Beckman,-.653,-41.784,-34.645,-7.141,64
165,0,20098,Stuart Appleby,-.663,-39.796,-28.752,-11.048,60
166,0,24980,Scott Gutschewski,-.667,-36.688,-1.620,-35.071,55
166,0,30711,Colt Knost,-.667,-44.709,-62.855,18.143,67
168,0,20070,Matt Bettencourt,-.766,-58.977,-65.074,6.094,77
169,0,09011,David Duval,-.801,-46.472,-25.360,-21.113,58
170,0,26881,Jarrod Lyle,-.820,-59.013,-47.278,-11.737,72
171,0,35087,Bio Kim,-.854,-49.517,-51.407,1.889,58
172,0,33911,Nate Smith,-.883,-46.788,-68.549,21.759,53
173,0,32698,Bobby Gates,-.898,-60.142,-29.845,-30.298,67
174,0,29478,Kevin Kisner,-.906,-51.632,-59.532,7.897,57
175,0,30946,Alex Prugh,-.958,-67.988,-26.640,-41.352,71
176,0,34072,Will Strickler,-1.000,-43.012,-55.659,12.645,43
177,0,32640,Troy Merritt,-1.031,-58.754,-39.737,-19.020,57
178,0,26420,Richard Johnson,-1.044,-56.390,-62.703,6.310,54
179,0,31401,Zack Miller,-1.051,-78.854,-42.610,-36.247,75
180,0,24290,D.J. Brigman,-1.053,-57.930,-44.462,-13.469,55
181,0,23614,Rich Beem,-1.281,-58.924,-31.682,-27.246,46
182,0,32876,Martin Piller,-1.351,-70.228,-81.071,10.840,52
183,0,27797,Derek Lamely,-1.383,-80.232,-61.599,-18.634,58
184,0,25444,Justin Hicks,-1.416,-62.300,-20.284,-42.016,44
185,0,01797,Rocco Mediate,-1.522,-73.034,-43.218,-29.817,48
186,0,25834,Daniel Summerhays,-1.581,-104.330,-85.032,-19.299,66
