RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL HIT,TOTAL ATTEMPTS,RTP SCORE
1,0,01945,Kenny Perry,78.70,850,1080,-205.00
2,0,21209,Sergio Garcia,78.42,734,936,-177.00
3,0,10809,Jim Furyk,76.95,988,1284,-254.00
4,0,01766,Billy Mayfair,76.61,1395,1821,-316.00
5,0,23353,J.J. Henry,76.45,1188,1554,-253.00
6,0,08123,Jeff Brehaut,76.43,866,1133,-210.00
7,0,06621,Joe Durant,76.42,940,1230,-172.00
8,0,23623,Bo Van Pelt,76.34,1278,1674,-296.00
9,0,02106,Chris Smith,76.29,1171,1535,-250.00
10,0,10885,Robert Allenby,76.27,993,1302,-234.00
10,0,06567,Vijay Singh,76.27,1199,1572,-349.00
12,0,01035,Tommy Armour III,76.22,1253,1644,-243.00
13,0,08793,Tiger Woods,76.19,752,987,-246.00
14,0,01142,Bart Bryant,76.18,1046,1373,-253.00
15,0,23983,Luke Donald,76.11,548,720,-125.00
16,0,20645,John Senden,75.97,1233,1623,-279.00
17,0,22293,Heath Slocum,75.96,1229,1618,-274.00
18,0,26758,David Hearn,75.68,831,1098,-173.00
19,0,01724,Jeff Maggert,75.65,817,1080,-180.00
20,0,02101,Joey Sindelar,75.64,1338,1769,-296.00
21,0,20099,Doug Barron,75.63,875,1157,-200.00
22,0,01139,Olin Browne,75.40,1131,1500,-262.00
23,0,12823,Carlos Franco,75.29,908,1206,-196.00
24,0,24502,Adam Scott,75.21,704,936,-164.00
25,0,02206,David Toms,75.18,857,1140,-243.00
26,0,20572,Rod Pampling,75.14,937,1247,-233.00
27,0,01226,Fred Couples,75.10,585,779,-137.00
28,0,08545,Glen Hnatiuk,75.03,679,905,-130.00
29,0,24980,Scott Gutschewski,75.00,963,1284,-249.00
29,0,06595,Kevin Sutherland,75.00,999,1332,-215.00
31,0,02104,Jeff Sluman,74.97,1138,1518,-232.00
32,0,01313,Steve Elkington,74.95,742,990,-154.00
33,0,01361,Dan Forsman,74.94,634,846,-149.00
33,0,20157,Retief Goosen,74.94,580,774,-150.00
35,0,22405,Justin Rose,74.89,1190,1589,-276.00
36,0,01797,Rocco Mediate,74.85,878,1173,-180.00
37,0,23349,Charles Warren,74.83,1082,1446,-247.00
38,0,25900,Lucas Glover,74.61,1052,1410,-262.00
39,0,06034,Marco Dawson,74.59,1051,1409,-250.00
40,0,08385,Omar Uresti,74.55,984,1320,-211.00
41,0,23788,D.J. Trahan,74.53,942,1264,-220.00
42,0,02223,Bob Tway,74.49,885,1188,-223.00
43,0,20498,Briny Baird,74.45,1192,1601,-273.00
43,0,01161,Mark Calcavecchia,74.45,1023,1374,-236.00
45,0,12510,Chad Campbell,74.34,1008,1356,-249.00
46,0,21961,Charles Howell III,74.29,962,1295,-227.00
47,0,26420,Richard Johnson,74.28,615,828,-166.00
48,0,11032,Frank Lickliter II,74.22,1146,1544,-280.00
49,0,06575,Dudley Hart,74.19,966,1302,-231.00
50,0,21951,Joey Snyder III,74.18,1218,1642,-287.00
51,0,24024,Zach Johnson,74.10,1107,1494,-287.00
52,0,24507,Jason Bohn,74.09,1084,1463,-265.00
52,0,01685,J.L. Lewis,74.09,1084,1463,-246.00
54,0,23322,Brett Wetterich,73.99,896,1211,-216.00
55,0,20628,Arron Oberholser,73.97,679,918,-157.00
56,0,26287,Roland Thatcher,73.93,896,1212,-177.00
57,0,20548,Hidemichi Tanaka,73.91,1255,1698,-269.00
58,0,20378,Mathias Grönberg,73.86,743,1006,-166.00
59,0,21753,Brian Davis,73.84,841,1139,-185.00
60,0,10962,Bradley Hughes,73.78,650,881,-115.00
61,0,20094,Jonathan Kaye,73.68,848,1151,-216.00
62,0,01320,Bob Estes,73.67,1052,1428,-243.00
63,0,24140,Sean O'Hair,73.49,1128,1535,-258.00
64,0,08075,Jerry Kelly,73.46,1005,1368,-234.00
65,0,23725,Brendan Jones,73.38,954,1300,-206.00
66,0,22913,John Rollins,73.33,1086,1481,-256.00
67,0,22295,Darron Stiles,73.32,915,1248,-219.00
68,0,20382,Stephen Leaney,73.30,994,1356,-205.00
69,0,02010,Loren Roberts,73.15,632,864,-137.00
