RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL HIT,TOTAL ATTEMPTS,RTP SCORE
70,0,19824,Craig Barlow,73.07,833,1140,-195.00
71,0,20691,Greg Owen,73.04,924,1265,-205.00
72,0,06515,Shaun Micheel,73.01,836,1145,-173.00
73,0,01677,Tom Lehman,73.00,657,900,-139.00
74,0,24781,Hunter Mahan,72.98,1221,1673,-307.00
75,0,06573,Brandt Jobe,72.90,1065,1461,-251.00
76,0,02214,Kirk Triplett,72.85,577,792,-124.00
77,0,21805,Harrison Frazar,72.82,1222,1678,-326.00
78,0,12782,Tim Herron,72.81,1012,1390,-264.00
78,0,02239,Scott Verplank,72.81,865,1188,-229.00
80,0,20812,Tjaart van der Walt,72.78,706,970,-140.00
81,0,20663,Brenden Pappas,72.76,641,881,-197.00
81,0,23325,Vaughn Taylor,72.76,1170,1608,-294.00
83,0,07749,Brett Quigley,72.73,1104,1518,-266.00
84,0,01381,Fred Funk,72.70,1073,1476,-205.00
85,0,08725,Tom Gillis,72.68,891,1226,-175.00
86,0,22046,Geoff Ogilvy,72.65,972,1338,-248.00
86,0,25240,D.A. Points,72.65,1076,1481,-236.00
88,0,07867,Woody Austin,72.63,1181,1626,-295.00
89,0,01157,Tom Byrum,72.59,993,1368,-199.00
90,0,21878,Mark Wilson,72.52,826,1139,-180.00
91,0,20098,Stuart Appleby,72.49,822,1134,-200.00
92,0,01418,Bill Glasson,72.44,573,791,-119.00
93,0,20229,Stewart Cink,72.38,925,1278,-241.00
94,0,20474,Phillip Price,72.37,825,1140,-207.00
95,0,01457,Jay Haas,72.36,508,702,-105.00
96,0,01707,Steve Lowery,72.33,1124,1554,-283.00
97,0,12826,Paul Claxton,72.31,859,1188,-164.00
98,0,01706,Davis Love III,72.26,732,1013,-186.00
99,0,12680,Shigeki Maruyama,72.20,1104,1529,-295.00
100,0,06373,José María Olazábal,72.09,532,738,-138.00
101,0,26679,Kevin Stadler,72.08,1066,1479,-275.00
102,0,12652,Cameron Beckman,72.07,1094,1518,-244.00
102,0,24912,Will MacKenzie,72.07,880,1221,-195.00
104,0,02246,Duffy Waldorf,72.04,920,1277,-214.00
105,0,06251,Chris DiMarco,72.03,765,1062,-196.00
106,0,20502,Michael Long,72.02,829,1151,-172.00
107,0,12454,Mario Tiziani,71.98,781,1085,-171.00
108,0,01487,Jeff Hart,71.97,742,1031,-119.00
109,0,24357,K.J. Choi,71.96,698,970,-174.00
110,0,10860,Justin Leonard,71.93,702,976,-170.00
111,0,20396,Lee Westwood,71.89,427,594,-88.00
112,0,06332,Neal Lancaster,71.81,1103,1536,-258.00
113,0,20472,Alex Cejka,71.79,896,1248,-180.00
114,0,01810,Phil Mickelson,71.78,646,900,-193.00
115,0,01553,John Huston,71.76,1024,1427,-245.00
116,0,01388,Robert Gamez,71.72,1037,1446,-252.00
117,0,24925,Jonathan Byrd,71.63,1202,1678,-289.00
118,0,12602,Dean Wilson,71.62,1022,1427,-256.00
119,0,23108,Matt Kuchar,71.59,713,996,-147.00
120,0,10425,Jay Williamson,71.58,597,834,-126.00
121,0,21407,Arjun Atwal,71.56,785,1097,-236.00
122,0,21633,Steve Allan,71.54,1136,1588,-246.00
123,0,20766,Padraig Harrington,71.49,519,726,-134.00
124,0,06197,Michael Allen,71.48,990,1385,-238.00
125,0,24290,D.J. Brigman,71.47,789,1104,-137.00
125,0,12645,Brent Geiberger,71.47,669,936,-146.00
125,0,21959,Ted Purdy,71.47,1285,1798,-283.00
125,0,23497,Tag Ridings,71.47,1072,1500,-294.00
129,0,01473,Todd Hamilton,71.45,956,1338,-217.00
130,0,07223,Brian Bateman,71.40,1096,1535,-255.00
130,0,01928,Corey Pavin,71.40,784,1098,-183.00
132,0,25345,Carl Pettersson,71.37,1199,1680,-296.00
133,0,01666,Bernhard Langer,71.29,581,815,-130.00
133,0,27095,Nick Watney,71.29,1018,1428,-255.00
135,0,19972,José Coceres,71.25,679,953,-138.00
136,0,20850,Daniel Chopra,71.22,1183,1661,-282.00
137,0,20634,Peter Lonard,71.10,844,1187,-187.00
138,0,23135,Tim Clark,70.96,821,1157,-210.00
139,0,01175,Jim Carter,70.93,693,977,-88.00
140,0,10733,Kent Jones,70.92,1122,1582,-271.00
141,0,01577,Lee Janzen,70.83,755,1066,-166.00
142,0,01948,Tim Petrovic,70.81,1009,1425,-236.00
143,0,01599,Steve Jones,70.77,586,828,-94.00
144,0,01024,Billy Andrade,70.76,934,1320,-232.00
144,0,01219,John Cook,70.76,743,1050,-155.00
146,0,21350,Ryuji Imada,70.66,843,1193,-192.00
147,0,21806,Paul Gow,70.63,856,1212,-168.00
147,0,08993,Franklin Langham,70.63,969,1372,-179.00
149,0,01941,Tom Pernice Jr.,70.59,1121,1588,-262.00
150,0,23621,Rory Sabbatini,70.46,761,1080,-196.00
151,0,23614,Rich Beem,70.37,608,864,-137.00
151,0,01823,Larry Mize,70.37,582,827,-114.00
153,0,01127,Danny Briggs,70.35,776,1103,-139.00
153,0,23063,Scott Hend,70.35,814,1157,-182.00
155,0,23320,Ryan Palmer,70.29,1015,1444,-283.00
156,0,10912,Craig Perks,70.23,736,1048,-126.00
157,0,22548,Patrick Sheehan,70.17,1216,1733,-309.00
158,0,19881,Robert Damron,70.06,999,1426,-185.00
159,0,23409,James Driscoll,70.05,786,1122,-178.00
159,0,24604,Hunter Haas,70.05,912,1302,-235.00
161,0,20623,Gavin Coles,70.00,798,1140,-176.00
162,0,01619,Skip Kendall,69.96,885,1265,-167.00
163,0,06004,Stephen Ames,69.95,768,1098,-181.00
164,0,19846,Brian Gay,69.92,1162,1662,-249.00
164,0,08537,J.P. Hayes,69.92,667,954,-173.00
166,0,01329,Brad Faxon,69.58,716,1029,-198.00
167,0,25396,Kevin Na,69.52,992,1427,-222.00
168,0,24227,Justin Bolli,69.49,738,1062,-166.00
169,0,07457,Steve Flesch,69.47,792,1140,-166.00
170,0,12660,Jesper Parnevik,69.42,840,1210,-212.00
171,0,21498,Hideto Tanihara,69.26,561,810,-114.00
172,0,10585,Scott McCarron,69.15,751,1086,-185.00
173,0,23541,Ben Crane,68.97,807,1170,-231.00
174,0,01042,Paul Azinger,68.95,724,1050,-173.00
174,0,01249,John Daly,68.95,695,1008,-189.00
176,0,08931,Glen Day,68.94,910,1320,-210.00
177,0,23552,Hank Kuehne,68.81,920,1337,-219.00
178,0,10423,Mike Weir,68.79,582,846,-135.00
179,0,06527,Steve Stricker,68.77,729,1060,-211.00
180,0,24361,Pat Perez,68.76,907,1319,-201.00
181,0,10201,Matt Gogel,68.65,832,1212,-176.00
182,0,22621,Ben Curtis,68.47,608,888,-108.00
183,0,23036,Chris Anderson,68.46,714,1043,-158.00
184,0,28088,Matt Davidson,68.44,616,900,-112.00
185,0,21949,Joe Ogilvie,68.16,961,1410,-246.00
186,0,20121,Todd Fischer,68.13,1071,1572,-260.00
187,0,21731,Freddie Jacobson,68.07,678,996,-164.00
188,0,01927,Dennis Paulson,67.92,686,1010,-141.00
189,0,24138,Ian Poulter,67.75,439,648,-96.00
190,0,20433,Mark Hensby,67.68,601,888,-152.00
191,0,22371,Aaron Baddeley,67.60,916,1355,-247.00
192,0,01723,Andrew Magee,67.38,851,1263,-195.00
193,0,25847,Rob Rashell,67.14,656,977,-131.00
194,0,10117,Bob Heintz,67.11,749,1116,-216.00
195,0,06599,John Elliott,66.77,617,924,-140.00
195,0,12662,Thomas Levet,66.77,432,647,-74.00
197,0,20160,Charlie Wi,66.36,718,1082,-184.00
198,0,01132,Mark Brooks,66.19,742,1121,-138.00
199,0,01887,Mark O'Meara,66.02,610,924,-116.00
200,0,20127,Chris Riley,65.57,499,761,-80.00
201,0,23540,Jason Allred,64.18,731,1139,-162.00
202,0,01761,Len Mattiace,62.11,849,1367,-181.00
