RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# OF HOLES
1,0,21209,Sergio Garcia,63.17,247,391
2,0,06567,Vijay Singh,61.54,376,611
3,0,01945,Kenny Perry,60.34,248,411
4,0,23322,Brett Wetterich,58.84,263,447
5,0,06621,Joe Durant,57.27,189,330
6,0,01226,Fred Couples,57.25,233,407
7,0,12454,Mario Tiziani,57.19,179,313
8,0,08793,Tiger Woods,56.93,271,476
9,0,01139,Olin Browne,56.86,199,350
10,0,22405,Justin Rose,56.76,273,481
11,0,24502,Adam Scott,56.72,232,409
12,0,20691,Greg Owen,56.50,239,423
13,0,23349,Charles Warren,56.45,245,434
14,0,21951,Joey Snyder III,56.18,259,461
15,0,24980,Scott Gutschewski,56.08,272,485
16,0,26758,David Hearn,56.04,167,298
17,0,20850,Daniel Chopra,55.97,361,645
18,0,01666,Bernhard Langer,55.89,223,399
19,0,23788,D.J. Trahan,55.47,228,411
20,0,01766,Billy Mayfair,55.39,257,464
21,0,20099,Doug Barron,55.26,168,304
22,0,06332,Neal Lancaster,54.88,298,543
22,0,01810,Phil Mickelson,54.88,236,430
24,0,01361,Dan Forsman,54.86,158,288
25,0,23353,J.J. Henry,54.61,296,542
26,0,24140,Sean O'Hair,54.48,292,536
27,0,24290,D.J. Brigman,54.45,202,371
28,0,22046,Geoff Ogilvy,54.39,279,513
29,0,06034,Marco Dawson,54.25,230,424
30,0,10885,Robert Allenby,54.24,256,472
31,0,23725,Brendan Jones,54.10,264,488
32,0,20098,Stuart Appleby,53.81,247,459
33,0,08725,Tom Gillis,53.64,199,371
34,0,21350,Ryuji Imada,53.46,247,462
35,0,01677,Tom Lehman,53.27,179,336
36,0,02101,Joey Sindelar,53.25,246,462
37,0,08123,Jeff Brehaut,53.21,149,280
38,0,23540,Jason Allred,53.16,286,538
39,0,23409,James Driscoll,53.13,246,463
40,0,22295,Darron Stiles,53.07,173,326
41,0,26287,Roland Thatcher,53.06,191,360
42,0,23983,Luke Donald,52.98,160,302
43,0,21961,Charles Howell III,52.90,283,535
44,0,20157,Retief Goosen,52.84,186,352
45,0,23552,Hank Kuehne,52.68,295,560
46,0,23623,Bo Van Pelt,52.67,306,581
47,0,25900,Lucas Glover,52.65,248,471
48,0,20498,Briny Baird,52.62,231,439
49,0,23036,Chris Anderson,52.55,165,314
50,0,27095,Nick Watney,52.48,265,505
51,0,23497,Tag Ridings,52.43,302,576
52,0,12602,Dean Wilson,52.40,218,416
53,0,12680,Shigeki Maruyama,52.28,275,526
54,0,20645,John Senden,52.24,245,469
55,0,22293,Heath Slocum,52.14,207,397
56,0,20378,Mathias Grönberg,51.85,154,297
57,0,21959,Ted Purdy,51.83,325,627
58,0,20548,Hidemichi Tanaka,51.79,232,448
59,0,25345,Carl Pettersson,51.75,296,572
59,0,02106,Chris Smith,51.75,266,514
61,0,08931,Glen Day,51.71,212,410
61,0,20812,Tjaart van der Walt,51.71,136,263
63,0,26679,Kevin Stadler,51.68,262,507
64,0,01249,John Daly,51.57,280,543
64,0,24781,Hunter Mahan,51.57,280,543
66,0,08545,Glen Hnatiuk,51.56,149,289
67,0,12823,Carlos Franco,51.55,233,452
68,0,23063,Scott Hend,51.52,288,559
69,0,20628,Arron Oberholser,51.37,150,292
70,0,24604,Hunter Haas,51.33,232,452
71,0,01927,Dennis Paulson,51.26,204,398
72,0,01127,Danny Briggs,51.15,156,305
73,0,08385,Omar Uresti,51.02,150,294
74,0,06575,Dudley Hart,51.00,230,451
75,0,23325,Vaughn Taylor,50.91,252,495
76,0,20634,Peter Lonard,50.78,229,451
77,0,01553,John Huston,50.67,228,450
78,0,24925,Jonathan Byrd,50.63,282,557
79,0,01035,Tommy Armour III,50.62,246,486
79,0,12660,Jesper Parnevik,50.62,245,484
81,0,01457,Jay Haas,50.61,124,245
82,0,02223,Bob Tway,50.59,214,423
83,0,07867,Woody Austin,50.55,278,550
84,0,20572,Rod Pampling,50.53,238,471
85,0,12782,Tim Herron,50.47,268,531
86,0,24024,Zach Johnson,50.45,223,442
87,0,21633,Steve Allan,50.35,284,564
87,0,02104,Jeff Sluman,50.35,216,429
89,0,20094,Jonathan Kaye,50.28,181,360
89,0,20663,Brenden Pappas,50.28,177,352
91,0,21805,Harrison Frazar,50.19,258,514
92,0,01706,Davis Love III,50.11,221,441
93,0,11032,Frank Lickliter II,50.10,249,497
93,0,24361,Pat Perez,50.10,246,491
95,0,01685,J.L. Lewis,49.90,245,491
96,0,06197,Michael Allen,49.83,287,576
97,0,01577,Lee Janzen,49.77,219,440
97,0,26420,Richard Johnson,49.77,109,219
99,0,01161,Mark Calcavecchia,49.76,210,422
100,0,20382,Stephen Leaney,49.61,190,383
101,0,01887,Mark O'Meara,49.58,179,361
102,0,19824,Craig Barlow,49.47,188,380
103,0,23320,Ryan Palmer,49.45,269,544
104,0,08075,Jerry Kelly,49.43,218,441
105,0,24912,Will MacKenzie,49.35,190,385
106,0,21753,Brian Davis,49.32,146,296
107,0,12510,Chad Campbell,49.29,244,495
108,0,21806,Paul Gow,49.28,172,349
109,0,21878,Mark Wilson,49.22,157,319
110,0,01313,Steve Elkington,49.21,156,317
111,0,20472,Alex Cejka,49.19,182,370
112,0,21407,Arjun Atwal,49.15,173,352
113,0,20229,Stewart Cink,49.09,244,497
113,0,06573,Brandt Jobe,49.09,269,548
115,0,01473,Todd Hamilton,49.08,239,487
116,0,06595,Kevin Sutherland,49.06,209,426
117,0,06599,John Elliott,49.05,180,367
118,0,01142,Bart Bryant,48.99,169,345
119,0,12652,Cameron Beckman,48.98,216,441
120,0,21949,Joe Ogilvie,48.94,255,521
121,0,10733,Kent Jones,48.92,227,464
121,0,01948,Tim Petrovic,48.92,272,556
123,0,01619,Skip Kendall,48.90,156,319
124,0,24507,Jason Bohn,48.85,234,479
125,0,02239,Scott Verplank,48.84,168,344
126,0,07223,Brian Bateman,48.79,241,494
127,0,23541,Ben Crane,48.76,217,445
128,0,20474,Phillip Price,48.70,169,347
129,0,10860,Justin Leonard,48.67,183,376
130,0,10425,Jay Williamson,48.61,105,216
131,0,07457,Steve Flesch,48.53,215,443
132,0,01024,Billy Andrade,48.46,205,423
133,0,12826,Paul Claxton,48.43,154,318
134,0,10585,Scott McCarron,48.28,196,406
135,0,25240,D.A. Points,48.14,220,457
136,0,01797,Rocco Mediate,48.13,167,347
137,0,21731,Freddie Jacobson,48.12,205,426
