RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
1,0,21209,Sergio Garcia,71.81,879,1224,-0.24
2,0,06621,Joe Durant,70.92,1034,1458,-0.22
3,0,01945,Kenny Perry,70.76,1019,1440,-0.25
4,0,06567,Vijay Singh,70.54,1384,1962,-0.29
5,0,08123,Jeff Brehaut,69.98,844,1206,-0.26
6,0,08793,Tiger Woods,69.89,931,1332,-0.35
7,0,10809,Jim Furyk,69.77,1168,1674,-0.28
8,0,23353,J.J. Henry,69.67,1254,1800,-0.24
9,0,26287,Roland Thatcher,69.56,914,1314,-0.22
10,0,01766,Billy Mayfair,69.49,1376,1980,-0.26
11,0,10885,Robert Allenby,69.48,1113,1602,-0.26
12,0,20498,Briny Baird,69.27,1197,1728,-0.26
13,0,02106,Chris Smith,69.24,1159,1674,-0.25
14,0,01361,Dan Forsman,69.22,623,900,-0.26
15,0,01139,Olin Browne,69.12,1182,1710,-0.25
16,0,23349,Charles Warren,69.03,1081,1566,-0.26
17,0,01142,Bart Bryant,68.93,1129,1638,-0.28
18,0,23623,Bo Van Pelt,68.90,1389,2016,-0.27
19,0,02101,Joey Sindelar,68.59,1284,1872,-0.26
20,0,12510,Chad Campbell,68.54,1135,1656,-0.25
21,0,21951,Joey Snyder III,68.48,1208,1764,-0.25
22,0,23983,Luke Donald,68.43,739,1080,-0.24
23,0,22293,Heath Slocum,68.35,1218,1782,-0.25
24,0,23322,Brett Wetterich,68.32,910,1332,-0.27
25,0,01226,Fred Couples,68.30,836,1224,-0.26
26,0,01035,Tommy Armour III,68.18,1264,1854,-0.23
27,0,26758,David Hearn,68.14,834,1224,-0.23
28,0,26420,Richard Johnson,68.11,613,900,-0.27
29,0,22405,Justin Rose,68.07,1164,1710,-0.25
30,0,20645,John Senden,68.01,1212,1782,-0.27
31,0,23788,D.J. Trahan,67.89,941,1386,-0.26
32,0,08545,Glen Hnatiuk,67.88,672,990,-0.22
33,0,24980,Scott Gutschewski,67.62,998,1476,-0.29
34,0,01677,Tom Lehman,67.58,815,1206,-0.23
35,0,25900,Lucas Glover,67.51,1045,1548,-0.27
36,0,02223,Bob Tway,67.47,1008,1494,-0.26
37,0,06034,Marco Dawson,67.41,995,1476,-0.27
38,0,20157,Retief Goosen,67.40,740,1098,-0.29
39,0,02206,David Toms,67.39,934,1386,-0.30
40,0,24502,Adam Scott,67.24,823,1224,-0.26
41,0,24140,Sean O'Hair,67.23,1198,1782,-0.25
