RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,TOTAL HOLES,RELATIVE TO PAR
1,0,12826,Paul Claxton,91.55,65,71,-0.23
2,0,01677,Tom Lehman,90.91,50,55,-0.30
2,0,02206,David Toms,90.91,70,77,-0.24
4,0,01361,Dan Forsman,90.77,59,65,-0.37
5,0,21350,Ryuji Imada,89.87,71,79,-0.35
6,0,01139,Olin Browne,89.06,114,128,-0.32
7,0,02223,Bob Tway,88.73,63,71,-0.30
8,0,10201,Matt Gogel,88.24,75,85,-0.31
9,0,26420,Richard Johnson,87.50,42,48,-0.38
10,0,24912,Will MacKenzie,87.37,83,95,-0.46
11,0,06251,Chris DiMarco,87.32,62,71,-0.31
12,0,20766,Padraig Harrington,86.96,40,46,-0.40
12,0,12662,Thomas Levet,86.96,20,23,-0.10
14,0,10423,Mike Weir,86.89,53,61,-0.25
15,0,20098,Stuart Appleby,86.67,65,75,-0.34
15,0,24925,Jonathan Byrd,86.67,91,105,-0.32
15,0,23983,Luke Donald,86.67,39,45,-0.36
15,0,02239,Scott Verplank,86.67,65,75,-0.45
19,0,01619,Skip Kendall,86.11,93,108,-0.30
20,0,08545,Glen Hnatiuk,85.71,48,56,-0.33
20,0,02214,Kirk Triplett,85.71,54,63,-0.43
22,0,02010,Loren Roberts,85.51,59,69,-0.31
23,0,01157,Tom Byrum,85.42,82,96,-0.29
24,0,21753,Brian Davis,85.00,68,80,-0.38
25,0,10885,Robert Allenby,84.85,56,66,-0.34
26,0,20382,Stephen Leaney,84.76,89,105,-0.30
27,0,01666,Bernhard Langer,84.62,44,52,-0.30
27,0,20812,Tjaart van der Walt,84.62,55,65,-0.31
29,0,01887,Mark O'Meara,84.52,71,84,-0.38
30,0,10809,Jim Furyk,84.42,65,77,-0.31
31,0,06621,Joe Durant,84.21,64,76,-0.22
32,0,21878,Mark Wilson,84.15,69,82,-0.39
33,0,02106,Chris Smith,83.96,89,106,-0.28
34,0,01724,Jeff Maggert,83.93,47,56,-0.40
35,0,06373,José María Olazábal,83.72,36,43,-0.36
36,0,23497,Tag Ridings,83.70,77,92,-0.31
37,0,20663,Brenden Pappas,83.67,41,49,-0.37
38,0,01313,Steve Elkington,83.61,51,61,-0.31
39,0,22913,John Rollins,83.49,91,109,-0.32
40,0,22293,Heath Slocum,83.45,121,145,-0.28
41,0,10117,Bob Heintz,83.33,65,78,-0.35
41,0,01553,John Huston,83.33,75,90,-0.33
41,0,24024,Zach Johnson,83.33,100,120,-0.34
41,0,20502,Michael Long,83.33,50,60,-0.18
41,0,23325,Vaughn Taylor,83.33,110,132,-0.35
46,0,08123,Jeff Brehaut,83.10,59,71,-0.41
47,0,10585,Scott McCarron,83.05,49,59,-0.31
48,0,01487,Jeff Hart,82.98,78,94,-0.24
49,0,01928,Corey Pavin,82.86,58,70,-0.33
50,0,21961,Charles Howell III,82.50,66,80,-0.27
51,0,01457,Jay Haas,82.22,37,45,-0.30
52,0,24138,Ian Poulter,82.14,23,28,-0.26
53,0,23135,Tim Clark,82.00,82,100,-0.29
54,0,06575,Dudley Hart,81.94,59,72,-0.34
55,0,24604,Hunter Haas,81.82,72,88,-0.33
55,0,23322,Brett Wetterich,81.82,63,77,-0.24
57,0,01723,Andrew Magee,81.71,67,82,-0.33
58,0,10962,Bradley Hughes,81.63,40,49,-0.23
59,0,20628,Arron Oberholser,81.54,53,65,-0.28
60,0,25345,Carl Pettersson,81.44,79,97,-0.29
61,0,01948,Tim Petrovic,81.40,70,86,-0.26
62,0,01175,Jim Carter,81.36,48,59,-0.17
63,0,20099,Doug Barron,81.32,74,91,-0.41
63,0,08993,Franklin Langham,81.32,74,91,-0.24
65,0,01797,Rocco Mediate,81.25,52,64,-0.25
66,0,01161,Mark Calcavecchia,81.18,69,85,-0.39
67,0,20645,John Senden,81.11,73,90,-0.41
68,0,21407,Arjun Atwal,81.03,47,58,-0.47
69,0,01035,Tommy Armour III,80.99,98,121,-0.23
70,0,01142,Bart Bryant,80.90,72,89,-0.40
71,0,11032,Frank Lickliter II,80.73,88,109,-0.32
72,0,20229,Stewart Cink,80.49,66,82,-0.33
72,0,12782,Tim Herron,80.49,66,82,-0.30
74,0,19881,Robert Damron,80.46,70,87,-0.23
75,0,23349,Charles Warren,80.41,78,97,-0.32
76,0,01418,Bill Glasson,80.36,45,56,-0.31
77,0,19846,Brian Gay,80.31,102,127,-0.34
78,0,23540,Jason Allred,80.28,57,71,-0.19
79,0,19824,Craig Barlow,80.26,61,76,-0.30
79,0,23541,Ben Crane,80.26,61,76,-0.26
81,0,20474,Phillip Price,80.23,69,86,-0.38
82,0,01132,Mark Brooks,80.00,68,85,-0.29
82,0,22046,Geoff Ogilvy,80.00,84,105,-0.30
82,0,01941,Tom Pernice Jr.,80.00,68,85,-0.28
82,0,07749,Brett Quigley,80.00,84,105,-0.36
82,0,12602,Dean Wilson,80.00,56,70,-0.23
87,0,23108,Matt Kuchar,79.75,63,79,-0.24
88,0,06034,Marco Dawson,79.31,92,116,-0.28
88,0,06515,Shaun Micheel,79.31,46,58,-0.37
88,0,24502,Adam Scott,79.31,46,58,-0.48
88,0,06567,Vijay Singh,79.31,92,116,-0.27
92,0,20472,Alex Cejka,79.27,65,82,-0.38
93,0,12645,Brent Geiberger,79.22,61,77,-0.28
94,0,08931,Glen Day,79.17,95,120,-0.20
94,0,10912,Craig Perks,79.17,57,72,-0.19
96,0,08385,Omar Uresti,79.13,91,115,-0.34
97,0,23320,Ryan Palmer,79.07,68,86,-0.32
98,0,06004,Stephen Ames,79.03,49,62,-0.27
98,0,10860,Justin Leonard,79.03,49,62,-0.35
100,0,20094,Jonathan Kaye,78.95,60,76,-0.27
101,0,21951,Joey Snyder III,78.75,63,80,-0.17
102,0,01219,John Cook,78.67,59,75,-0.37
103,0,12652,Cameron Beckman,78.31,65,83,-0.25
104,0,20121,Todd Fischer,78.26,90,115,-0.36
105,0,01042,Paul Azinger,78.21,61,78,-0.30
105,0,24980,Scott Gutschewski,78.21,61,78,-0.26
107,0,02104,Jeff Sluman,78.10,82,105,-0.40
108,0,20634,Peter Lonard,78.08,57,73,-0.44
109,0,12510,Chad Campbell,77.92,60,77,-0.40
110,0,22405,Justin Rose,77.88,81,104,-0.21
111,0,20433,Mark Hensby,77.78,42,54,-0.33
111,0,08075,Jerry Kelly,77.78,70,90,-0.20
111,0,01707,Steve Lowery,77.78,70,90,-0.29
111,0,24140,Sean O'Hair,77.78,63,81,-0.32
115,0,20572,Rod Pampling,77.50,62,80,-0.34
116,0,12454,Mario Tiziani,77.46,55,71,-0.24
117,0,01226,Fred Couples,77.42,48,62,-0.31
118,0,23353,J.J. Henry,77.38,65,84,-0.29
118,0,06527,Steve Stricker,77.38,65,84,-0.51
120,0,20157,Retief Goosen,77.36,41,53,-0.27
121,0,10733,Kent Jones,77.32,75,97,-0.35
122,0,25240,D.A. Points,77.17,71,92,-0.25
123,0,01823,Larry Mize,77.14,54,70,-0.39
124,0,01810,Phil Mickelson,77.05,47,61,-0.34
125,0,24227,Justin Bolli,77.03,57,74,-0.28
125,0,07457,Steve Flesch,77.03,57,74,-0.28
125,0,08537,J.P. Hayes,77.03,57,74,-0.42
128,0,22295,Darron Stiles,76.99,87,113,-0.30
129,0,06573,Brandt Jobe,76.92,60,78,-0.27
130,0,07223,Brian Bateman,76.83,63,82,-0.30
131,0,07867,Woody Austin,76.79,86,112,-0.34
132,0,01381,Fred Funk,76.77,76,99,-0.32
133,0,02246,Duffy Waldorf,76.74,66,86,-0.15
134,0,23623,Bo Van Pelt,76.64,82,107,-0.30
135,0,21209,Sergio Garcia,76.62,59,77,-0.34
136,0,01388,Robert Gamez,76.47,78,102,-0.42
137,0,01127,Danny Briggs,76.39,55,72,-0.29
138,0,01945,Kenny Perry,76.32,58,76,-0.36
139,0,01577,Lee Janzen,76.27,45,59,-0.36
140,0,24507,Jason Bohn,76.25,61,80,-0.31
141,0,20548,Hidemichi Tanaka,76.24,77,101,-0.29
142,0,06595,Kevin Sutherland,76.19,64,84,-0.27
143,0,24781,Hunter Mahan,76.00,95,125,-0.34
144,0,01024,Billy Andrade,75.86,66,87,-0.23
145,0,01766,Billy Mayfair,75.76,75,99,-0.35
146,0,01473,Todd Hamilton,75.51,74,98,-0.39
147,0,21805,Harrison Frazar,75.00,87,116,-0.38
147,0,26758,David Hearn,75.00,57,76,-0.23
147,0,25847,Rob Rashell,75.00,48,64,-0.38
147,0,20127,Chris Riley,75.00,30,40,-0.20
151,0,20498,Briny Baird,74.73,68,91,-0.26
152,0,23063,Scott Hend,74.71,65,87,-0.34
153,0,23036,Chris Anderson,74.67,56,75,-0.34
154,0,23725,Brendan Jones,74.47,70,94,-0.24
155,0,01761,Len Mattiace,74.42,64,86,-0.33
155,0,27095,Nick Watney,74.42,64,86,-0.28
157,0,01685,J.L. Lewis,74.31,81,109,-0.23
158,0,12823,Carlos Franco,74.29,52,70,-0.29
159,0,02101,Joey Sindelar,74.26,101,136,-0.32
160,0,01706,Davis Love III,74.19,46,62,-0.24
161,0,22621,Ben Curtis,74.14,43,58,-0.19
162,0,26679,Kevin Stadler,74.04,77,104,-0.35
163,0,06599,John Elliott,74.00,37,50,-0.19
163,0,01599,Steve Jones,74.00,37,50,-0.22
163,0,22548,Patrick Sheehan,74.00,74,100,-0.30
166,0,20623,Gavin Coles,73.87,82,111,-0.34
167,0,21959,Ted Purdy,73.83,79,107,-0.27
168,0,21949,Joe Ogilvie,73.81,93,126,-0.42
168,0,20691,Greg Owen,73.81,62,84,-0.18
170,0,23788,D.J. Trahan,73.42,58,79,-0.31
171,0,24290,D.J. Brigman,73.21,41,56,-0.27
172,0,24361,Pat Perez,73.17,60,82,-0.22
173,0,01329,Brad Faxon,73.02,46,63,-0.39
174,0,06332,Neal Lancaster,72.97,81,111,-0.42
175,0,24357,K.J. Choi,72.88,43,59,-0.49
176,0,28088,Matt Davidson,72.73,48,66,-0.29
177,0,21806,Paul Gow,72.60,53,73,-0.17
178,0,10425,Jay Williamson,72.58,45,62,-0.18
179,0,26287,Roland Thatcher,72.53,66,91,-0.18
180,0,08725,Tom Gillis,72.50,58,80,-0.29
181,0,01320,Bob Estes,72.46,50,69,-0.38
182,0,22371,Aaron Baddeley,72.22,52,72,-0.27
183,0,23621,Rory Sabbatini,71.95,59,82,-0.31
184,0,20850,Daniel Chopra,71.88,69,96,-0.19
185,0,12680,Shigeki Maruyama,71.84,74,103,-0.35
186,0,23409,James Driscoll,71.21,47,66,-0.23
187,0,25900,Lucas Glover,71.11,64,90,-0.25
188,0,25396,Kevin Na,70.83,51,72,-0.25
189,0,20160,Charlie Wi,70.77,46,65,-0.43
190,0,01249,John Daly,70.37,57,81,-0.39
191,0,12660,Jesper Parnevik,69.70,46,66,-0.33
192,0,23552,Hank Kuehne,69.41,59,85,-0.47
193,0,21633,Steve Allan,69.23,45,65,-0.09
194,0,21731,Freddie Jacobson,68.75,44,64,-0.27
195,0,01927,Dennis Paulson,68.33,41,60,-0.27
196,0,23614,Rich Beem,68.09,32,47,-0.38
196,0,21498,Hideto Tanihara,68.09,32,47,-0.22
198,0,08793,Tiger Woods,68.06,49,72,-0.41
199,0,19972,José Coceres,67.92,36,53,-0.31
200,0,20378,Mathias Grönberg,66.10,39,59,-0.21
201,0,20396,Lee Westwood,63.64,21,33,-0.38
202,0,06197,Michael Allen,62.07,54,87,-0.37
