RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# OF HOLES
118,0,26679,Kevin Stadler,74.81,579,774
119,0,20850,Daniel Chopra,74.78,602,805
120,0,23135,Tim Clark,74.72,600,803
121,0,20099,Doug Barron,74.59,502,673
122,0,02246,Duffy Waldorf,74.56,595,798
123,0,12826,Paul Claxton,74.49,584,784
123,0,01666,Bernhard Langer,74.49,403,541
125,0,07457,Steve Flesch,74.47,560,752
125,0,20812,Tjaart van der Walt,74.47,385,517
127,0,01161,Mark Calcavecchia,74.46,624,838
128,0,23409,James Driscoll,74.43,390,524
129,0,01418,Bill Glasson,74.40,340,457
130,0,24361,Pat Perez,74.34,565,760
131,0,22548,Patrick Sheehan,74.33,692,931
132,0,20634,Peter Lonard,74.28,540,727
133,0,20433,Mark Hensby,74.17,448,604
134,0,10423,Mike Weir,74.11,438,591
135,0,01024,Billy Andrade,74.04,542,732
136,0,08537,J.P. Hayes,74.01,393,531
136,0,20502,Michael Long,74.01,450,608
138,0,12680,Shigeki Maruyama,74.00,626,846
139,0,21959,Ted Purdy,73.99,802,1084
140,0,10962,Bradley Hughes,73.98,361,488
141,0,01553,John Huston,73.96,551,745
142,0,12602,Dean Wilson,73.94,576,779
143,0,21350,Ryuji Imada,73.89,464,628
144,0,22371,Aaron Baddeley,73.77,450,610
145,0,20378,Mathias Grönberg,73.73,376,510
146,0,01219,John Cook,73.72,502,681
147,0,01388,Robert Gamez,73.64,623,846
148,0,22295,Darron Stiles,73.61,541,735
149,0,20766,Padraig Harrington,73.57,270,367
150,0,01157,Tom Byrum,73.53,600,816
150,0,06332,Neal Lancaster,73.53,575,782
152,0,01927,Dennis Paulson,73.49,352,479
153,0,23108,Matt Kuchar,73.44,423,576
154,0,24138,Ian Poulter,73.37,361,492
155,0,23621,Rory Sabbatini,73.36,446,608
156,0,10585,Scott McCarron,73.21,459,627
157,0,12645,Brent Geiberger,73.17,379,518
158,0,23541,Ben Crane,73.15,425,581
159,0,01473,Todd Hamilton,72.98,578,792
160,0,01381,Fred Funk,72.92,781,1071
161,0,23552,Hank Kuehne,72.89,406,557
162,0,01941,Tom Pernice Jr.,72.87,685,940
163,0,08725,Tom Gillis,72.85,491,674
164,0,10201,Matt Gogel,72.73,488,671
165,0,24604,Hunter Haas,72.66,473,651
166,0,19846,Brian Gay,72.38,671,927
167,0,08385,Omar Uresti,72.24,635,879
168,0,19881,Robert Damron,72.20,639,885
169,0,21949,Joe Ogilvie,72.17,625,866
170,0,22621,Ben Curtis,72.10,416,577
171,0,02214,Kirk Triplett,72.07,369,512
172,0,20127,Chris Riley,71.93,433,602
173,0,24290,D.J. Brigman,71.92,456,634
174,0,06599,John Elliott,71.84,296,412
175,0,23540,Jason Allred,71.82,344,479
176,0,12454,Mario Tiziani,71.79,425,592
177,0,21498,Hideto Tanihara,71.64,293,409
178,0,01599,Steve Jones,71.57,355,496
179,0,08993,Franklin Langham,71.49,499,698
180,0,20121,Todd Fischer,71.41,622,871
181,0,01928,Corey Pavin,71.11,485,682
182,0,28088,Matt Davidson,71.07,339,477
183,0,01329,Brad Faxon,70.91,429,605
184,0,10425,Jay Williamson,70.75,370,523
185,0,01127,Danny Briggs,70.50,454,644
186,0,01619,Skip Kendall,70.27,539,767
187,0,01823,Larry Mize,70.14,343,489
188,0,25396,Kevin Na,69.86,517,740
189,0,25847,Rob Rashell,69.63,376,540
189,0,20160,Charlie Wi,69.63,392,563
191,0,20623,Gavin Coles,69.54,500,719
192,0,01175,Jim Carter,69.18,395,571
193,0,21806,Paul Gow,69.15,473,684
194,0,01761,Len Mattiace,68.57,480,700
195,0,12660,Jesper Parnevik,68.49,450,657
196,0,01132,Mark Brooks,68.48,465,679
197,0,08931,Glen Day,68.24,462,677
198,0,01457,Jay Haas,68.09,318,467
199,0,23036,Chris Anderson,68.06,375,551
200,0,01887,Mark O'Meara,67.32,379,563
201,0,19972,José Coceres,66.79,362,542
202,0,01487,Jeff Hart,66.67,430,645
