RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,# HOLES,RELATIVE/PAR
1,0,21209,Sergio Garcia,72.7,16,22,-3.00
2,0,30163,Henrik Norlander,70.0,28,40,-6.00
3,0,25818,Scott Piercy,69.2,27,39,-11.00
4,1,40042,Tyler McCumber,68.0,17,25,-2.00
5,1,29974,Branden Grace,67.9,19,28,-4.00
5,1,32448,James Hahn,67.9,19,28,-2.00
7,1,33449,Zack Sucher,67.7,21,31,-1.00
8,1,34256,Andrew Putnam,66.7,14,21,-5.00
9,2,34255,Joseph Bramlett,65.9,27,41,-2.00
10,2,31646,Emiliano Grillo,65.7,23,35,-5.00
11,2,39953,Chase Seiffert,65.5,19,29,-3.00
12,2,33204,Shane Lowry,65.4,17,26,-2.00
13,2,28252,Seamus Power,64.7,11,17,-2.00
14,3,32662,Michael Gligic,64.0,16,25,-3.00
15,-6,34099,Harris English,63.8,37,58,-4.00
16,2,26476,Chez Reavie,62.8,27,43,-3.00
17,2,32757,Patton Kizzire,61.5,24,39,-7.00
18,3,29484,Peter Uihlein,61.3,19,31,-3.00
19,3,35461,Beau Hossler,60.7,34,56,-10.00
20,3,34098,Russell Henley,60.5,26,43,-2.00
21,3,30944,Jason Kokrak,60.4,29,48,-5.00
22,3,32618,Rhein Gibson,60.0,24,40,-5.00
22,-3,46970,Jon Rahm,60.0,27,45,-4.00
22,3,27330,Josh Teater,60.0,9,15,-2.00
25,7,29478,Kevin Kisner,59.5,25,42,-5.00
25,2,36689,Brooks Koepka,59.5,25,42,-11.00
27,1,53165,Doc Redman,59.3,32,54,-6.00
28,1,27649,Brandt Snedeker,59.0,23,39,-4.00
29,1,33122,Russell Knox,58.9,33,56,+1.00
30,1,49960,Sepp Straka,58.8,30,51,-5.00
31,2,27556,Ted Potter Jr.,58.3,21,36,-7.00
32,2,46442,Maverick McNealy,58.2,39,67,-7.00
33,3,22056,Cameron Percy,58.1,18,31,-3.00
34,3,25632,Jimmy Walker,57.8,26,45,-11.00
35,3,27064,Jhonattan Vegas,57.7,15,26,-3.00
36,4,28307,Matt Every,57.6,19,33,-4.00
37,4,33948,Byeong Hun An,57.1,36,63,-10.00
37,4,33120,Mark Anderson,57.1,16,28,-2.00
37,4,29268,Bronson Burgoon,57.1,28,49,-9.00
37,4,51766,Wyndham Clark,57.1,24,42,-6.00
41,4,20229,Stewart Cink,56.9,29,51,-7.00
42,4,28420,Ryan Brehm,56.8,21,37,-3.00
43,4,47504,Sam Burns,56.7,34,60,-8.00
44,4,31557,Jim Herman,56.5,26,46,-5.00
44,4,27095,Nick Watney,56.5,13,23,-6.00
46,5,33486,Roger Sloan,56.3,18,32,E
47,-13,50525,Collin Morikawa,56.1,32,57,-5.00
48,5,28089,Jason Day,55.9,19,34,-5.00
49,6,25364,Paul Casey,55.6,15,27,-2.00
49,6,26596,Ryan Moore,55.6,20,36,-3.00
49,3,48081,Xander Schauffele,55.6,30,54,-2.00
49,6,34431,Robert Streb,55.6,15,27,-2.00
53,-3,32839,Hideki Matsuyama,55.4,31,56,-2.00
54,1,39971,Sungjae Im,55.3,42,76,-10.00
55,4,10809,Jim Furyk,55.2,16,29,-4.00
55,4,24361,Pat Perez,55.2,16,29,E
57,4,32150,Michael Thompson,55.1,27,49,-6.00
58,-4,23320,Ryan Palmer,55.0,33,60,-3.00
59,3,39977,Max Homa,54.9,28,51,-4.00
60,4,33597,Harry Higgs,54.5,42,77,-5.00
61,5,21961,Charles Howell III,54.2,26,48,-8.00
62,6,35230,Nelson Ledesma,53.8,14,26,-1.00
62,6,24138,Ian Poulter,53.8,21,39,-5.00
64,7,27554,Scott Harrington,53.7,29,54,-6.00
64,7,23108,Matt Kuchar,53.7,22,41,-2.00
66,7,12716,Charley Hoffman,53.6,37,69,-10.00
66,7,36871,Matthew NeSmith,53.6,30,56,-7.00
66,-28,29221,Webb Simpson,53.6,15,28,-1.00
69,-6,26851,Marc Leishman,53.4,31,58,-8.00
69,8,46046,Scottie Scheffler,53.4,39,73,-5.00
71,4,26758,David Hearn,53.3,8,15,+1.00
72,4,46441,Robby Shelton,53.1,26,49,-5.00
73,4,36699,Patrick Rodgers,52.9,36,68,-6.00
73,4,25804,Bubba Watson,52.9,27,51,-4.00
75,6,27129,Luke List,52.8,28,53,-6.00
76,11,29725,Tony Finau,52.7,29,55,-5.00
77,0,40026,Daniel Berger,52.6,20,38,-5.00
78,4,23788,D.J. Trahan,52.4,11,21,-1.00
79,4,36801,Mark Hubbard,52.3,34,65,-9.00
80,4,27936,Martin Laird,52.2,12,23,-1.00
80,-13,34360,Patrick Reed,52.2,35,67,-7.00
80,4,37275,Sam Ryder,52.2,24,46,-3.00
83,3,46402,Talor Gooch,52.1,38,73,-11.00
83,-19,33448,Justin Thomas,52.1,25,48,-8.00
85,3,32640,Troy Merritt,51.8,29,56,-3.00
86,3,29926,Danny Lee,51.7,31,60,-9.00
87,3,28679,Fabián Gómez,51.5,17,33,-2.00
87,3,26300,Matt Jones,51.5,35,68,-4.00
89,3,33141,Keegan Bradley,50.8,30,59,+1.00
89,3,35532,Tom Hoge,50.8,30,59,-2.00
91,3,40009,Dominic Bozzelli,50.0,10,20,-1.00
91,3,29479,Scott Brown,50.0,15,30,-1.00
91,3,39997,Corey Conners,50.0,26,52,-3.00
91,3,47959,Bryson DeChambeau,50.0,14,28,-8.00
91,3,30911,Tommy Fleetwood,50.0,8,16,-3.00
91,3,01810,Phil Mickelson,50.0,14,28,-5.00
91,3,27349,Alex Noren,50.0,15,30,-3.00
91,3,24502,Adam Scott,50.0,8,16,-2.00
91,3,27214,Kevin Streelman,50.0,26,52,-7.00
91,3,31560,Brian Stuard,50.0,26,52,-4.00
91,3,48119,Ben Taylor,50.0,16,32,-7.00
91,3,47128,Richy Werenski,50.0,21,42,-4.00
91,3,32254,Xinjun Zhang,50.0,24,48,-8.00
104,3,27974,Sung Kang,49.2,30,61,-6.00
105,3,19846,Brian Gay,49.1,27,55,-2.00
106,3,37189,Harold Varner III,49.0,25,51,-5.00
107,3,33410,Andrew Landry,48.8,20,41,-4.00
107,3,39546,Keith Mitchell,48.8,21,43,-4.00
109,3,40098,Matt Fitzpatrick,48.6,17,35,-7.00
109,3,26329,Louis Oosthuizen,48.6,18,37,-3.00
109,3,49964,Aaron Wise,48.6,17,35,-8.00
112,3,32102,Rickie Fowler,48.3,14,29,-3.00
113,3,27644,Brian Harman,48.2,27,56,-6.00
114,6,23621,Rory Sabbatini,47.6,20,42,-2.00
115,6,28775,Nate Lashley,47.1,16,34,-6.00
115,6,27963,Chris Stroud,47.1,16,34,-3.00
115,6,48887,Matt Wallace,47.1,16,34,-2.00
115,6,56278,Matthew Wolff,47.1,24,51,-3.00
119,6,34021,Bud Cauley,47.0,31,66,-6.00
120,7,35310,Lanto Griffin,46.8,36,77,-6.00
120,6,33399,Adam Hadwin,46.8,22,47,-5.00
122,6,29518,Brendan Steele,46.6,27,58,-4.00
123,6,37455,Si Woo Kim,46.3,31,67,-5.00
124,6,47347,Adam Schenk,46.2,18,39,-2.00
124,6,39324,J.J. Spaun,46.2,18,39,-6.00
