RANK,MOVEMENT,PLAYER_ID,PLAYER,STREAK,CURRENT STREAK,ROUND,HOLE,YEAR/TOURN#
1,0,40058,Zac Blair,13,1,1,1,2020150
1,0,46442,Maverick McNealy,13,7,3,15,2020190
3,0,32618,Rhein Gibson,12,0,4,18,2020110
3,0,34098,Russell Henley,12,0,3,18,2020445
5,0,34021,Bud Cauley,11,0,1,1,2020465
5,0,26851,Marc Leishman,11,0,3,9,2020220
5,0,26596,Ryan Moore,11,0,3,6,2020240
5,0,24361,Pat Perez,11,3,2,12,2020405
5,30,46970,Jon Rahm,11,11,3,1,2020510
10,4,40026,Daniel Berger,10,0,1,18,2020520
10,-1,29268,Bronson Burgoon,10,0,3,3,2020010
10,-1,28089,Jason Day,10,5,4,17,2020465
10,-1,27644,Brian Harman,10,1,1,14,2020395
10,-1,35461,Beau Hossler,10,0,3,8,2020040
10,-1,25804,Bubba Watson,10,0,1,16,2020240
16,-2,25364,Paul Casey,9,4,1,7,2020485
16,-2,32102,Rickie Fowler,9,2,2,12,2020140
16,-2,29970,Dylan Frittelli,9,4,4,5,2020180
16,-2,35310,Lanto Griffin,9,0,1,7,2020150
16,-2,27554,Scott Harrington,9,0,1,7,2020230
16,-2,35506,Mackenzie Hughes,9,1,2,7,2020485
16,-2,39971,Sungjae Im,9,0,3,5,2020230
16,-2,24024,Zach Johnson,9,0,4,14,2020240
16,-2,37455,Si Woo Kim,9,0,2,7,2020240
16,-2,30944,Jason Kokrak,9,2,1,10,2020395
16,-2,01706,Davis Love III,9,0,2,6,2020230
16,-2,25572,Graeme McDowell,9,0,2,18,2020395
16,-2,01810,Phil Mickelson,9,3,1,11,2020395
16,-2,50525,Collin Morikawa,9,2,3,2,2020150
16,-2,26476,Chez Reavie,9,0,3,16,2020445
16,-2,33486,Roger Sloan,9,2,3,4,2020080
16,-2,35891,Cameron Smith,9,0,1,7,2020405
16,-2,27649,Brandt Snedeker,9,0,3,9,2020220
16,-2,48887,Matt Wallace,9,0,1,17,2020240
16,-2,31323,Gary Woodland,9,0,4,3,2020230
36,-1,33948,Byeong Hun An,8,1,2,6,2020070
36,-1,24846,Ricky Barnes,8,0,4,13,2020020
36,-1,25686,Jason Dufner,8,0,2,5,2020110
36,-1,28679,Fabián Gómez,8,0,4,18,2020030
36,-1,46402,Talor Gooch,8,2,3,9,2020240
36,-1,31646,Emiliano Grillo,8,0,2,7,2020465
36,-1,12716,Charley Hoffman,8,1,4,14,2020445
36,-1,26300,Matt Jones,8,0,4,18,2020060
36,-1,33410,Andrew Landry,8,4,4,17,2020200
36,-1,29926,Danny Lee,8,3,3,8,2020240
36,-1,35104,Tom Lewis,8,1,1,9,2020470
36,-1,34466,Peter Malnati,8,0,1,13,2020150
36,-1,49771,J.T. Poston,8,0,2,10,2020100
36,-1,34256,Andrew Putnam,8,0,4,11,2020070
36,-1,34360,Patrick Reed,8,4,3,6,2020395
36,-1,23621,Rory Sabbatini,8,2,1,16,2020395
36,23,48081,Xander Schauffele,8,8,1,17,2020520
36,-1,20645,John Senden,8,0,3,6,2020210
36,-1,06567,Vijay Singh,8,1,1,3,2020405
36,-1,06527,Steve Stricker,8,0,3,12,2020200
36,-1,23325,Vaughn Taylor,8,0,2,5,2020395
36,-1,30927,Brendon Todd,8,0,3,13,2020160
36,-1,29484,Peter Uihlein,8,2,2,14,2020050
36,-1,47128,Richy Werenski,8,2,3,14,2020445
60,-1,22371,Aaron Baddeley,7,2,2,15,2020160
60,-1,24925,Jonathan Byrd,7,3,2,8,2020080
60,-1,26499,Rafa Cabrera Bello,7,0,1,1,2020395
60,-1,20472,Alex Cejka,7,7,2,12,2020470
60,-1,51766,Wyndham Clark,7,0,1,5,2020240
60,-1,45609,Tyler Duncan,7,3,3,16,2020100
60,-1,40098,Matt Fitzpatrick,7,5,3,15,2020220
60,-1,21209,Sergio Garcia,7,0,3,18,2020220
