RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,POTENTIAL MONEY
1,0,02159,Curtis Strange,25.68,972644,3787492
2,0,01717,Sandy Lyle,24.05,692934,2881800
3,0,01487,Jeff Hart,21.88,7875,36000
4,0,01072,Chip Beck,21.05,810817,3851800
5,0,01876,Greg Norman,20.12,493853,2454800
6,0,01633,Tom Kite,19.06,720405,3780492
7,0,01444,Ken Green,17.01,732180,4305000
8,0,01378,David Frost,16.98,661500,3894800
9,0,02107,Gordon Smith,16.74,22593,135000
10,0,01235,Ben Crenshaw,16.46,664895,4038800
11,0,02101,Joey Sindelar,16.29,745731,4578800
12,0,02242,Lanny Wadkins,15.91,588596,3698800
13,0,01783,Mark McCumber,15.30,534110,3489800
14,0,01161,Mark Calcavecchia,14.79,715912,4839800
15,0,01051,Seve Ballesteros,14.66,165202,1126800
16,0,01049,Ian Baker-Finch,14.04,75840,540000
17,0,01996,Mike Reid,13.76,510343,3707800
18,0,01864,Larry Nelson,13.66,394783,2889492
19,0,01042,Paul Azinger,13.57,567849,4183492
20,0,02146,Payne Stewart,13.26,529570,3994492
21,0,01326,Nick Faldo,12.74,179120,1405800
22,0,01569,Peter Jacobsen,12.71,504764,3972692
23,0,01690,Bruce Lietzke,12.40,481314,3882000
24,0,01926,Steve Pate,12.25,556472,4542800
25,0,01226,Fred Couples,11.42,471321,4128800
26,0,01078,Jim Benepe,11.32,176054,1555000
27,0,01457,Jay Haas,10.87,471409,4335800
28,0,01641,Gary Koch,10.78,397693,3688492
29,0,02104,Jeff Sluman,9.93,483320,4867492
30,0,01887,Mark O'Meara,9.92,420310,4237492
31,0,02256,Tom Watson,9.89,273216,2762800
32,0,01418,Bill Glasson,9.43,380650,4035692
33,0,01958,Dan Pohl,9.28,380900,4103800
34,0,02239,Scott Verplank,8.63,352044,4080000
35,0,01846,Jodie Mudd,8.61,404522,4696492
36,0,02133,Craig Stadler,8.57,278312,3246800
37,0,01837,Gil Morgan,8.50,288002,3387692
38,0,01527,Scott Hoch,8.06,381599,4732492
39,0,02223,Bob Tway,7.99,367465,4597492
40,0,02279,Mark Wiebe,7.90,377165,4773692
41,0,01065,Beau Baugh,7.78,7000,90000
42,0,01060,Dave Barr,7.75,291244,3759800
43,0,01495,Morris Hatalsky,7.43,239018,3218000
43,0,01960,Don Pooley,7.43,239534,3221800
45,0,01968,Nick Price,7.35,266300,3625492
46,0,01132,Mark Brooks,7.33,280635,3830000
47,0,02270,Mike West,7.22,2600,36000
48,0,01701,Bob Lohr,6.92,315536,4557000
49,0,02049,Gene Sauers,6.87,280718,4089000
50,0,01901,Jay Overton,6.75,26000,385000
51,0,01599,Steve Jones,6.72,241876,3597800
52,0,01081,Bill Bergin,6.58,13612,207000
53,0,01725,John Mahaffey,6.40,266415,4161692
54,0,01475,Donnie Hammond,6.34,256009,4035000
55,0,01723,Andrew Magee,6.30,261953,4161000
56,0,02321,Fuzzy Zoeller,6.18,209563,3391492
57,0,02033,Dave Rummells,6.09,274800,4512692
58,0,01858,Tommy Nakajima,6.08,148304,2439492
59,0,01361,Dan Forsman,5.95,269440,4532000
60,0,01682,Wayne Levi,5.94,190073,3202000
60,0,01928,Corey Pavin,5.94,216768,3651800
62,0,01355,Raymond Floyd,5.92,169548,2863800
63,0,01823,Larry Mize,5.88,187822,3195492
64,0,01975,Tom Purtzer,5.73,197739,3450692
65,0,01796,Mark McNulty,5.61,39481,703800
66,0,02190,Doug Tewell,5.55,209196,3771492
67,0,02090,Tom Sieckmann,5.40,209151,3875000
68,0,01360,Anders Forsbrand,5.28,18050,342000
69,0,02267,D.A. Weibring,5.19,186677,3597800
70,0,02303,Robert Wrenn,4.96,209403,4219492
71,0,01771,Blaine McCallister,4.94,225659,4568000
72,0,01014,Fulton Allem,4.92,163910,3333692
73,0,02023,Clarence Rose,4.89,228975,4683692
74,0,01198,Howard Clark,4.88,6142,126000
75,0,01632,Chris Kite,4.87,23252,477000
76,0,01666,Bernhard Langer,4.86,100634,2071800
77,0,02258,Paul Way,4.85,7850,162000
78,0,01559,Hale Irwin,4.83,164996,3414000
79,0,01346,Ed Fiori,4.82,193764,4017692
80,0,01156,Curt Byrum,4.77,208852,4377692
81,0,06232,Hsieh Chin Shing,4.75,7700,162000
82,0,01306,David Edwards,4.70,151513,3227000
83,0,01268,Jim Dent,4.60,44365,963692
84,0,01030,Isao Aoki,4.55,101685,2233800
85,0,02100,Tim Simpson,4.50,200748,4462492
86,0,01175,Jim Carter,4.49,191488,4260692
87,0,01035,Tommy Armour III,4.46,175461,3931692
87,0,01935,Calvin Peete,4.46,138310,3101000
89,0,02241,Bobby Wadkins,4.37,193021,4417492
90,0,02322,Richard Zokol,4.14,142152,3434692
91,0,01556,Joe Inman,4.11,7400,180000
92,0,01385,Jim Gallagher Jr.,4.06,83766,2061000
92,0,01436,David Graham,4.06,99087,2442000
94,0,01736,Roger Maltbie,4.03,150602,3734800
95,0,01329,Brad Faxon,4.01,162656,4055000
96,0,06284,Jim Hallet,3.84,170992,4449692
97,0,01706,Davis Love III,3.82,156068,4086492
98,0,01157,Tom Byrum,3.80,174378,4593000
99,0,01891,David Ogrin,3.74,138806,3715692
100,0,01313,Steve Elkington,3.73,149972,4019000
101,0,02010,Loren Roberts,3.68,136890,3715692
102,0,02292,Bob Wolcott,3.61,9112,252692
103,0,01553,John Huston,3.56,150301,4226692
104,0,02170,Hal Sutton,3.55,137295,3868492
105,0,01414,Bob Gilder,3.50,144522,4127692
105,0,01560,David Ishii,3.50,44688,1276000
107,0,01192,T.C. Chen,3.49,82923,2377800
108,0,01435,Wayne Grady,3.48,111536,3209000
109,0,01639,Kenny Knox,3.45,168099,4876492
110,0,01219,John Cook,3.43,139916,4074800
111,0,01203,Russ Cochran,3.35,148959,4451692
112,0,01282,Trevor Dodds,3.32,16179,486692
113,0,01884,Mac O'Grady,3.29,116153,3534800
114,0,01607,Brian Kamm,3.23,1162,36000
115,0,01945,Kenny Perry,3.20,139421,4363692
116,0,01755,Dick Mast,3.16,128567,4064692
117,0,02099,Scott Simpson,3.15,108301,3437800
118,0,01984,Sam Randolph,3.11,117132,3760492
119,0,02007,Larry Rinker,3.06,125470,4102692
120,0,01098,Jay Don Blake,3.03,131936,4359692
120,0,01797,Rocco Mediate,3.03,129828,4278000
120,0,02031,Griffin Rudolph,3.03,21026,693692
123,0,01135,Ken Brown,2.99,81111,2711492
124,0,01006,John Adams,2.98,64341,2160692
125,0,01168,David Canipe,2.94,114180,3884692
126,0,01750,Miguel Angel Martin,2.93,5275,180000
127,0,02167,Mike Sullivan,2.91,115993,3985692
128,0,01129,Bill Britton,2.88,110780,3841692
129,0,02138,Kent Stauffer,2.84,5119,180000
130,0,01061,Ray Barr Jr.,2.81,57336,2043000
131,0,01310,Dave Eichelberger,2.80,110509,3949692
132,0,01323,Brad Fabel,2.78,112093,4030692
133,0,01390,Buddy Gardner,2.75,130859,4766692
134,0,01196,Brian Claar,2.74,30276,1107000
135,0,01093,Ronnie Black,2.73,100603,3686692
135,0,01096,Phil Blackmar,2.73,108403,3976692
137,0,01033,George Archer,2.67,98552,3693800
138,0,01549,Mike Hulbert,2.62,127752,4872692
139,0,01099,Homero Blancas,2.61,2820,108000
139,0,01877,Tim Norris,2.61,85331,3267692
139,0,02041,Bill Sander,2.61,104323,3992692
142,0,02077,Nobuo Serizawa,2.56,2760,108000
142,0,02118,J.C. Snead,2.56,97762,3815800
144,0,02186,Brian Tennyson,2.55,108081,4235692
145,0,01715,Mark Lye,2.54,106972,4219692
146,0,01564,David Jackson,2.50,7433,297692
147,0,01330,David Feherty,2.46,8400,342000
148,0,02271,Wayne Westner,2.43,8300,342000
149,0,01577,Lee Janzen,2.41,3685,153000
150,0,01284,Mike Donald,2.38,118509,4973692
151,0,01469,Dan Halldorson,2.37,96079,4048000
152,0,01952,Billy Pierot,2.34,6515,279000
153,0,01779,Gary McCord,2.21,15502,702692
154,0,01133,Billy Ray Brown,2.19,83590,3814692
155,0,01303,Bob Eastwood,2.16,94504,4383492
156,0,01197,Bobby Clampett,2.14,88067,4109692
157,0,01143,Brad Bryant,2.13,62614,2934692
157,0,01998,Jack Renner,2.13,82046,3850692
159,0,01331,Rick Fehr,2.10,79080,3767000
160,0,24942,Rob Wilkin,2.08,3751,180000
161,0,01458,Jerry Haas,2.05,3691,180000
162,0,02185,Lance Ten Broeck,2.04,65987,3240692
163,0,02224,Greg Twiggs,1.96,2999,153000
164,0,02225,Howard Twitty,1.94,87985,4523692
165,0,01943,Chris Perry,1.92,85546,4451692
166,0,01201,Lennie Clements,1.90,86332,4547492
167,0,01869,Jack Nicklaus,1.89,28845,1529800
168,0,01200,Keith Clearwater,1.85,82875,4479800
169,0,01256,Rodger Davis,1.83,16144,883800
170,0,02094,Tony Sills,1.78,76689,4309692
170,0,02195,Leonard Thompson,1.78,84659,4750692
172,0,01024,Billy Andrade,1.77,74950,4228000
173,0,01790,Pat McGowan,1.75,74156,4237692
173,0,02213,Lee Trevino,1.75,26286,1504800
175,0,01662,Greg Ladehoff,1.73,73056,4226692
176,0,01931,Rick Pearson,1.71,58881,3436692
177,0,02246,Duffy Waldorf,1.70,58221,3429692
178,0,01499,Mark Hayes,1.69,77071,4561692
178,0,02073,Ove Sellberg,1.69,5330,315000
180,0,01068,Andy Bean,1.68,48960,2909492
181,0,01113,Steve Bowman,1.67,5274,315000
182,0,01214,Frank Conner,1.66,44801,2691692
183,0,01803,Hajime Meshiai,1.65,9085,549000
184,0,01443,Hubert Green,1.62,52267,3220492
185,0,01815,Johnny Miller,1.58,31988,2021000
186,0,02229,Brett Upper,1.54,55573,3616692
187,0,01938,David Peoples,1.48,65537,4426692
188,0,02187,Dave Tentis,1.44,3749,261000
189,0,01582,Chip Johnson,1.42,6014,423000
190,0,01871,Mike Nicolette,1.41,24342,1728692
191,0,02255,Denis Watson,1.40,51238,3648692
192,0,01557,John Inman,1.39,66304,4764692
193,0,06218,Tommy Brannen,1.37,8505,619692
194,0,02111,Mike Smith,1.34,3629,270000
195,0,02294,Willie Wood,1.32,53064,4014692
196,0,01083,Scott Bess,1.31,2092,160000
196,0,02160,Ron Streck,1.31,31094,2365692
198,0,01261,Jay Delsing,1.26,45504,3625692
198,0,01602,Mark Jordan,1.26,910,72000
198,0,01941,Tom Pernice Jr.,1.26,47107,3742692
198,0,06066,Gary Rusnak,1.26,1136,90000
202,0,01732,Bob Makoski,1.24,1990,160000
203,0,01920,Craig Parry,1.22,1650,135000
203,0,02180,Harry Taylor,1.22,32432,2664692
205,0,01305,Danny Edwards,1.21,36637,3022000
206,0,11225,Chris Holmes,1.20,1080,90000
206,0,02054,Ken Schall,1.20,1296,108000
208,0,01964,Greg Powers,1.19,30675,2583692
209,0,01883,Christy O'Connor,1.18,1484,126000
210,0,02196,Robert Thompson,1.15,46687,4048000
211,0,01220,Chris Cookson,1.13,406,36000
212,0,01374,Robin Freeman,1.12,1507,135000
212,0,02009,José Rivero,1.12,2020,180000
214,0,02135,Mike Standly,1.11,800,72000
214,0,02148,Ray Stewart,1.11,45106,4048000
216,0,01804,Rick Meskell,1.10,1386,126000
217,0,01320,Bob Estes,1.09,5968,549692
217,0,02076,Peter Senior,1.09,5074,466000
219,0,01758,Gene Matthews,1.08,780,72000
220,0,01368,Mike Franko,1.07,1152,108000
221,0,01077,Mike Bender,1.06,35998,3400692
222,0,01707,Steve Lowery,1.04,44327,4246692
223,0,01616,Mike Keller,1.03,744,72000
223,0,02177,Taijiro Tanaka,1.03,1860,180000
223,0,02311,Kim Young,1.03,32185,3121692
226,0,01185,Brandel Chamblee,1.01,33617,3330692
226,0,01712,Jay Lumpkin,1.01,7600,752000
226,0,01971,Dillard Pruitt,1.01,33888,3348692
229,0,01826,Brian Mogg,1.00,34091,3409000
229,0,01906,Masashi Jumbo Ozaki,1.00,6321,630000
231,0,01412,Gibby Gilbert,.99,7141,718000
231,0,01473,Todd Hamilton,.99,1074,108000
231,0,01648,Billy Kratzert,.99,43518,4399692
231,0,06377,Jet Ozaki,.99,4355,441000
235,0,01970,Bob Proben,.96,34135,3555692
235,0,02217,Dennis Trixler,.96,4330,450000
237,0,01150,George Burns,.95,30129,3166000
238,0,01151,Clark Burroughs,.94,33670,3564692
239,0,01224,Jeff Coston,.91,28685,3159692
239,0,01507,Webb Heintzelman,.91,4426,486000
239,0,02126,Bruce Soulsby,.91,24569,2707692
242,0,01448,Tony Grimes,.90,1696,189000
242,0,01571,Barry Jaeckel,.90,30226,3366692
244,0,01925,Jerry Pate,.88,10075,1143692
245,0,01242,Rod Curl,.86,12119,1404692
245,0,01766,Billy Mayfair,.86,8432,975800
247,0,01986,Joey Rassett,.85,27554,3249692
248,0,01086,Roy Biancalana,.84,27570,3283692
248,0,02300,Ian Woosnam,.84,8464,1009800
250,0,01179,Antonio Cerda,.83,24444,2952692
251,0,01162,Rex Caldwell,.82,15271,1872692
252,0,02152,Dave Stockton,.81,14846,1834000
253,0,01468,Gary Hallberg,.80,28551,3561800
254,0,01446,Brad Greer,.79,1485,189000
255,0,01154,Bill Buttner,.78,28928,3697692
256,0,01476,Mike Hammond,.77,22195,2898692
257,0,01191,Barry Cheesman,.76,26475,3492692
258,0,01106,Jim Booros,.74,25969,3501692
258,0,02230,Stan Utley,.74,2819,378692
260,0,01353,Bruce Fleisher,.72,2198,306000
261,0,01612,Adam Kase,.69,1432,207000
261,0,01950,Ed Pfister,.69,1436,207000
263,0,01526,David Hobby,.68,1294,189000
263,0,02192,Steve Thomas,.68,22668,3312692
265,0,01116,Michael Bradley,.66,1664,252000
265,0,01892,Aki Ohmachi,.66,29552,4460692
267,0,01851,Bob Murphy,.65,23874,3659000
268,0,11220,Mark Gurnow,.64,1603,250000
269,0,01094,Mike Blackburn,.62,20927,3384692
269,0,01782,Mike McCullough,.62,27561,4435692
271,0,01293,A.J. Duncan,.61,1810,297000
271,0,06503,Randy Wylie,.61,1050,171000
273,0,01392,Tom Garner,.60,5148,862692
273,0,02313,Bruce Zabriski,.60,21460,3598692
275,0,01381,Fred Funk,.59,1552,261000
275,0,01477,Phillip Hancock,.59,4416,747692
275,0,01584,Doug Johnson,.59,1017,171000
275,0,02244,Fred Wadsworth,.59,24128,4118692
279,0,01861,Jim Nelford,.56,20909,3758692
279,0,02067,Ted Schulz,.56,2854,513000
281,0,02317,Larry Ziegler,.54,9300,1726692
282,0,01513,Denny Hepler,.53,1050,198000
283,0,02083,Tom Shaw,.52,4759,918692
284,0,01037,Dewey Arnette,.50,3345,666000
285,0,01611,Richie Karl,.49,970,198000
286,0,01288,Ed Dougherty,.48,22455,4705692
286,0,02110,Jerry Smith,.48,1368,288000
288,0,01334,Keith Fergus,.46,2002,432000
288,0,01946,Peter Persons,.46,1526,333000
288,0,02245,Grant Waite,.46,1494,324000
291,0,01127,Danny Briggs,.41,11416,2772000
292,0,01878,Andy North,.39,10759,2744800
293,0,01236,Richard Cromwell,.38,12660,3312692
293,0,02257,Brian Watts,.38,816,216000
295,0,01872,Lonnie Nielsen,.37,920,250000
296,0,01357,Brian Fogt,.36,2286,639000
297,0,01425,Ernie Gonzalez,.34,14134,4138692
298,0,01342,Forrest Fezler,.33,3477,1044692
299,0,02029,Hugh Royer,.32,744,234000
300,0,01095,Woody Blackburn,.31,3323,1071000
300,0,01248,Rick Dalpos,.31,1602,513000
300,0,01737,Mark Maness,.31,9531,3114692
303,0,01266,Clark Dennis,.29,1027,360000
304,0,01032,Kikuo Arai,.28,1710,603000
305,0,01924,Alan Pate,.27,1528,567692
305,0,02201,Jim Thorpe,.27,4027,1466800
307,0,01278,Andy Dillard,.26,5739,2194692
308,0,01949,Mark Pfeil,.24,6057,2518692
309,0,01994,Victor Regalado,.23,1247,549000
309,0,02016,Bill Rogers,.23,5482,2347000
309,0,02215,Paul Trittler,.23,7524,3240692
312,0,01103,Charles Bolling,.22,4658,2133000
313,0,01714,Bob Lunn,.20,3037,1548692
314,0,01039,Perry Arthur,.19,463,243000
314,0,01277,Terry Dill,.19,1760,918000
316,0,01501,Vance Heafner,.17,2117,1260000
316,0,02087,Don Shirey Jr.,.17,768,450692
318,0,01865,Dwight Nevil,.16,434,268000
319,0,01328,Greg Farrow,.14,2110,1485000
320,0,02098,Jim Simons,.10,2141,2102692
321,0,01820,Bobby Mitchell,.08,1020,1287692
322,0,02122,John Snyder,.05,1338,2664692
323,0,01668,Jeffrey Lankford,.03,661,2475692
323,0,02309,Bert Yancey,.03,388,1206692
