RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,GIR PUTTS,GREENS HIT,BIRDIE CONVERSION
1,48,01599,Steve Jones,1.734,1880,1084,3.17
2,50,01475,Donnie Hammond,1.736,1864,1074,3.10
3,53,01639,Kenny Knox,1.738,2227,1281,3.00
3,53,01960,Don Pooley,1.738,1472,847,3.02
5,54,01072,Chip Beck,1.742,1596,916,3.17
6,55,01553,John Huston,1.744,1643,942,2.99
7,55,02033,Dave Rummells,1.745,2138,1225,2.99
8,56,01682,Wayne Levi,1.747,1876,1074,3.11
9,56,01331,Rick Fehr,1.748,1468,840,3.08
9,56,02104,Jeff Sluman,1.748,1437,822,2.90
11,58,01378,David Frost,1.749,1856,1061,2.86
11,58,02007,Larry Rinker,1.749,1718,982,3.04
13,58,01887,Mark O'Meara,1.750,1843,1053,3.08
14,70,01175,Jim Carter,1.754,2163,1233,2.90
14,70,01226,Fred Couples,1.754,1886,1075,3.22
14,70,01499,Mark Hayes,1.754,1773,1011,2.79
14,70,02146,Payne Stewart,1.754,1803,1028,3.06
18,70,01633,Tom Kite,1.755,1909,1088,2.95
19,70,01527,Scott Hoch,1.756,2084,1187,2.71
19,70,02159,Curtis Strange,1.756,1684,959,2.98
21,71,01641,Gary Koch,1.757,1323,753,2.82
22,73,01235,Ben Crenshaw,1.758,1554,884,2.84
23,74,01129,Bill Britton,1.759,2243,1275,2.86
23,74,02087,Don Shirey Jr.,1.759,1826,1038,2.85
25,76,01771,Blaine McCallister,1.762,2187,1241,3.01
25,76,02242,Lanny Wadkins,1.762,1746,991,2.84
27,79,01313,Steve Elkington,1.763,2121,1203,2.89
27,79,01495,Morris Hatalsky,1.763,1215,689,2.89
27,79,02167,Mike Sullivan,1.763,1536,871,3.02
30,79,01443,Hubert Green,1.764,1399,793,3.05
30,79,01968,Nick Price,1.764,1965,1114,3.11
32,79,01042,Paul Azinger,1.765,2039,1155,3.11
32,79,01346,Ed Fiori,1.765,2095,1187,2.75
32,79,01666,Bernhard Langer,1.765,1059,600,2.97
35,82,01926,Steve Pate,1.767,2349,1329,2.83
35,82,01928,Corey Pavin,1.767,2034,1151,2.86
35,82,02010,Loren Roberts,1.767,2394,1355,2.72
35,82,02067,Ted Schulz,1.767,2484,1406,2.95
39,82,01557,John Inman,1.768,1800,1018,2.92
39,82,01569,Peter Jacobsen,1.768,1830,1035,2.85
41,82,01168,David Canipe,1.769,1914,1082,2.62
41,82,01457,Jay Haas,1.769,1861,1052,2.82
41,82,02095,Larry Silveira,1.769,1580,893,2.87
44,86,01161,Mark Calcavecchia,1.770,1866,1054,2.98
44,86,01390,Buddy Gardner,1.770,2344,1324,2.61
44,86,02303,Robert Wrenn,1.770,1830,1034,2.89
47,91,01790,Pat McGowan,1.774,1895,1068,2.90
47,91,01943,Chris Perry,1.774,2255,1271,2.68
47,91,02148,Ray Stewart,1.774,1318,743,2.84
47,91,02294,Willie Wood,1.774,871,491,2.95
51,91,01755,Dick Mast,1.775,1750,986,2.76
51,91,01797,Rocco Mediate,1.775,2222,1252,2.72
53,93,01093,Ronnie Black,1.776,1735,977,2.74
53,93,02100,Tim Simpson,1.776,2394,1348,2.83
55,94,01706,Davis Love III,1.777,1756,988,3.00
55,94,01715,Mark Lye,1.777,1896,1067,2.86
57,95,01143,Brad Bryant,1.778,2260,1271,2.95
57,95,01614,Jack Kay Jr.,1.778,1364,767,2.76
57,95,02186,Brian Tennyson,1.778,2164,1217,2.81
57,95,02201,Jim Thorpe,1.778,1655,931,2.77
57,95,02223,Bob Tway,1.778,1961,1103,2.76
62,99,01049,Ian Baker-Finch,1.779,1272,715,2.71
62,99,01361,Dan Forsman,1.779,1751,984,2.64
62,99,01945,Kenny Perry,1.779,1813,1019,2.77
65,99,01736,Roger Maltbie,1.780,1604,901,2.90
65,99,01823,Larry Mize,1.780,1972,1108,2.72
65,99,01837,Gil Morgan,1.780,1894,1064,2.74
65,99,02101,Joey Sindelar,1.780,2034,1143,2.97
69,102,01035,Tommy Armour III,1.781,2365,1328,2.71
69,102,01060,Dave Barr,1.781,2069,1162,2.69
69,102,01197,Bobby Clampett,1.781,1786,1003,2.73
69,102,01414,Bob Gilder,1.781,1738,976,3.00
73,102,01030,Isao Aoki,1.782,975,547,2.85
73,102,01098,Jay Don Blake,1.782,1878,1054,2.96
73,102,02041,Bill Sander,1.782,1985,1114,2.85
73,102,02090,Tom Sieckmann,1.782,1627,913,2.75
73,102,02170,Hal Sutton,1.782,2227,1250,2.79
78,102,01320,Bob Estes,1.783,1496,839,2.69
78,102,01846,Jodie Mudd,1.783,2017,1131,2.78
78,102,02279,Mark Wiebe,1.783,2084,1169,2.81
81,104,01033,George Archer,1.784,1270,712,2.71
81,104,01549,Mike Hulbert,1.784,2554,1432,2.81
83,104,01355,Raymond Floyd,1.785,1055,591,2.50
83,104,02225,Howard Twitty,1.785,1785,1000,2.61
85,105,01468,Gary Hallberg,1.786,1815,1016,2.86
85,105,01701,Bob Lohr,1.786,2024,1133,2.63
85,105,01864,Larry Nelson,1.786,1216,681,2.75
88,109,01533,P.H. Horgan III,1.787,1703,953,2.73
88,109,02133,Craig Stadler,1.787,1748,978,3.07
90,110,02246,Duffy Waldorf,1.788,1826,1021,2.83
90,110,02267,D.A. Weibring,1.788,1584,886,2.53
92,110,01507,Webb Heintzelman,1.789,2154,1204,2.73
92,110,02118,J.C. Snead,1.789,1932,1080,2.64
92,110,02241,Bobby Wadkins,1.789,2243,1254,2.68
95,113,02256,Tom Watson,1.790,1235,690,2.65
96,115,01201,Lennie Clements,1.791,1820,1016,2.71
96,115,01284,Mike Donald,1.791,2376,1327,2.83
96,115,01306,David Edwards,1.791,1916,1070,2.72
96,115,01487,Jeff Hart,1.791,1173,655,2.66
96,115,01725,John Mahaffey,1.791,2378,1328,2.64
101,115,01154,Bill Buttner,1.792,1848,1031,2.58
101,115,02023,Clarence Rose,1.792,2133,1190,2.86
103,116,01203,Russ Cochran,1.793,1910,1065,2.61
103,116,01261,Jay Delsing,1.793,1280,714,2.77
103,116,01310,Dave Eichelberger,1.793,2024,1129,2.62
103,116,01385,Jim Gallagher Jr.,1.793,2636,1470,2.56
103,116,01435,Wayne Grady,1.793,1761,982,2.52
103,116,01522,Lon Hinkle,1.793,1917,1069,2.84
103,116,01876,Greg Norman,1.793,1375,767,3.22
103,116,02239,Scott Verplank,1.793,1804,1006,2.76
111,116,01329,Brad Faxon,1.794,1946,1085,2.88
111,116,01571,Barry Jaeckel,1.794,1315,733,2.46
111,116,02049,Gene Sauers,1.794,1738,969,2.93
114,117,01766,Billy Mayfair,1.795,2080,1159,2.55
115,119,01151,Clark Burroughs,1.796,1469,818,2.67
115,119,01773,Ronnie McCann,1.796,1230,685,2.98
115,119,01783,Mark McCumber,1.796,1514,843,2.49
115,119,01941,Tom Pernice Jr.,1.796,1381,769,2.59
119,119,01106,Jim Booros,1.797,1757,978,2.60
119,119,01112,Charlie Bowles,1.797,1143,636,2.72
119,119,01150,George Burns,1.797,1109,617,2.58
122,121,01157,Tom Byrum,1.798,1996,1110,2.76
122,121,01662,Greg Ladehoff,1.798,1613,897,2.64
122,121,01877,Tim Norris,1.798,1875,1043,2.39
125,121,01469,Dan Halldorson,1.799,1875,1042,2.58
125,121,02222,Billy Tuten,1.799,1427,793,2.45
127,122,01096,Phil Blackmar,1.800,1663,924,2.84
127,122,01550,Ed Humenik,1.800,1597,887,3.01
127,122,01938,David Peoples,1.800,1350,750,2.72
130,129,01006,John Adams,1.801,1877,1042,2.65
130,129,01690,Bruce Lietzke,1.801,1742,967,2.62
130,129,02185,Lance Ten Broeck,1.801,1778,987,2.53
133,129,01086,Roy Biancalana,1.802,1301,722,2.51
133,129,01303,Bob Eastwood,1.802,1750,971,2.53
133,129,01559,Hale Irwin,1.802,1382,767,2.49
133,129,01891,David Ogrin,1.802,1975,1096,2.57
137,130,01133,Billy Ray Brown,1.803,2027,1124,2.75
137,130,01248,Rick Dalpos,1.803,1433,795,2.68
137,130,01282,Trevor Dodds,1.803,1280,710,2.77
137,130,01777,John McComish,1.803,1691,938,2.92
137,130,02195,Leonard Thompson,1.803,1998,1108,2.65
137,130,02196,Robert Thompson,1.803,1444,801,2.62
143,130,01418,Bill Glasson,1.804,1781,987,2.99
143,130,01444,Ken Green,1.804,1712,949,2.70
143,130,01925,Jerry Pate,1.804,918,509,2.81
143,130,02321,Fuzzy Zoeller,1.804,1472,816,2.79
147,132,01162,Rex Caldwell,1.805,1343,744,2.72
148,135,01381,Fred Funk,1.807,1814,1004,2.66
149,136,01685,J.L. Lewis,1.808,940,520,2.56
150,143,01992,Don Reese,1.811,1874,1035,2.59
150,143,02190,Doug Tewell,1.811,1739,960,2.48
152,144,01931,Rick Pearson,1.812,1651,911,2.63
152,144,01935,Calvin Peete,1.812,1042,575,2.43
154,145,01813,Mike Miles,1.813,1338,738,2.56
155,150,01323,Brad Fabel,1.814,1799,992,2.52
155,150,01717,Sandy Lyle,1.814,1054,581,2.79
157,151,01068,Andy Bean,1.815,1590,876,2.72
157,151,01996,Mike Reid,1.815,1601,882,2.49
