RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS
1,0,25632,Jimmy Walker,2734
2,0,25804,Bubba Watson,2672
3,0,10809,Jim Furyk,2616
4,0,24024,Zach Johnson,2369
5,0,30926,Chris Kirk,2335
6,0,23108,Matt Kuchar,2244
7,0,34046,Jordan Spieth,2217
8,0,29420,Billy Horschel,2183
9,0,30925,Dustin Johnson,1892
10,0,29221,Webb Simpson,1854
11,0,32102,Rickie Fowler,1827
12,0,34360,Patrick Reed,1820
13,0,30927,Brendon Todd,1650
14,0,24924,Bill Haas,1593
15,0,25396,Kevin Na,1564
16,0,24781,Hunter Mahan,1554
17,0,34099,Harris English,1529
18,0,26596,Ryan Moore,1517
19,0,33141,Keegan Bradley,1470
20,0,27644,Brian Harman,1393
21,0,31323,Gary Woodland,1385
22,0,23320,Ryan Palmer,1330
23,0,28307,Matt Every,1301
24,0,34098,Russell Henley,1200
25,0,26679,Kevin Stadler,1197
26,0,21961,Charles Howell III,1182
27,0,27214,Kevin Streelman,1130
28,0,27141,J.B. Holmes,1103
29,0,33419,Cameron Tringale,1098
30,0,12716,Charley Hoffman,1082
31,0,01810,Phil Mickelson,1049
32,0,24490,George McNeill,1040
33,0,25834,Daniel Summerhays,985
34,0,31560,Brian Stuard,975
35,0,27095,Nick Watney,957
36,0,27963,Chris Stroud,955
37,0,24912,Will MacKenzie,954
38,0,27649,Brandt Snedeker,946
39,0,25444,Justin Hicks,923
40,0,25686,Jason Dufner,892
41,0,06527,Steve Stricker,890
42,0,23541,Ben Crane,859
43,0,08075,Jerry Kelly,847
44,0,32366,Kevin Chappell,841
45,0,34563,Chesson Hadley,839
46,0,24507,Jason Bohn,829
47,0,24494,Erik Compton,819
48,0,29479,Scott Brown,817
49,0,33413,Ben Martin,811
50,0,33461,Morgan Hoffmann,800
51,0,29518,Brendan Steele,769
52,0,31202,William McGirt,758
53,0,34261,Scott Langley,728
54,0,30944,Jason Kokrak,717
55,0,34431,Robert Streb,705
56,0,30692,Scott Stallings,702
57,0,24361,Pat Perez,682
58,0,33418,Shawn Stefani,680
59,0,24358,Robert Garrigus,678
60,0,29425,Andrew Svoboda,658
61,0,28475,Jeff Overton,648
62,0,29222,Billy Hurley III,641
63,0,28486,Michael Putnam,636
64,0,34174,John Huh,596
65,0,23623,Bo Van Pelt,593
66,0,36689,Brooks Koepka,589
67,0,29478,Kevin Kisner,587
68,0,20229,Stewart Cink,578
69,0,35539,Luke Guthrie,575
70,0,26289,Boo Weekley,561
71,0,28500,Martin Flores,531
72,0,32200,Roberto Castro,524
73,0,32150,Michael Thompson,523
74,0,32640,Troy Merritt,521
75,0,24846,Ricky Barnes,520
76,0,23800,Bryce Molder,502
77,0,02206,David Toms,498
78,0,10860,Justin Leonard,491
79,0,29535,Brice Garnett,488
80,0,28780,Nicholas Thompson,462
81,0,32448,James Hahn,456
82,0,27933,John Merrick,450
83,0,23353,J.J. Henry,425
84,0,22293,Heath Slocum,419
85,0,32334,Charlie Beljan,409
86,0,22621,Ben Curtis,406
87,0,24925,Jonathan Byrd,383
88,0,19846,Brian Gay,380
89,0,35300,Andrew Loupe,380
90,0,35139,Richard Lee,376
91,0,20498,Briny Baird,366
92,0,34265,Will Wilcox,362
93,0,34021,Bud Cauley,357
94,0,34264,Hudson Swafford,351
95,0,31193,Jim Renner,346
