RANK,MOVEMENT,PLAYER_ID,PLAYER,STROKE DIFFERENTIAL,PLAYER'S SCORE,FIELD AVERAGE SCORE
1,0,01666,Bernhard Langer,+2.09,70.54,72.63
2,0,01378,David Frost,+1.95,70.03,71.98
3,0,01876,Greg Norman,+1.87,70.71,72.58
4,0,02146,Payne Stewart,+1.86,70.41,72.27
5,0,01958,Dan Pohl,+1.80,70.13,71.93
6,0,01633,Tom Kite,+1.76,70.27,72.03
7,0,01235,Ben Crenshaw,+1.69,70.41,72.10
8,0,02159,Curtis Strange,+1.65,70.51,72.16
9,0,01042,Paul Azinger,+1.63,70.21,71.84
10,0,01823,Larry Mize,+1.61,70.76,72.37
11,0,02133,Craig Stadler,+1.51,70.68,72.19
11,0,02170,Hal Sutton,+1.51,70.61,72.12
11,0,02242,Lanny Wadkins,+1.51,70.47,71.98
14,0,01226,Fred Couples,+1.49,70.38,71.87
15,0,02099,Scott Simpson,+1.47,70.90,72.37
16,0,02256,Tom Watson,+1.44,70.71,72.15
17,0,01783,Mark McCumber,+1.36,70.62,71.98
18,0,01527,Scott Hoch,+1.35,70.40,71.75
18,0,01960,Don Pooley,+1.35,70.65,72.00
20,0,01072,Chip Beck,+1.33,70.87,72.20
20,0,01996,Mike Reid,+1.33,70.78,72.11
22,0,02241,Bobby Wadkins,+1.28,70.61,71.89
23,0,01887,Mark O'Meara,+1.26,70.81,72.07
24,0,01192,T.C. Chen,+1.17,71.67,72.84
25,0,01968,Nick Price,+1.16,71.04,72.20
26,0,01926,Steve Pate,+1.14,70.77,71.91
26,0,02223,Bob Tway,+1.14,71.12,72.26
28,0,02321,Fuzzy Zoeller,+1.10,71.10,72.20
29,0,01457,Jay Haas,+1.08,70.86,71.94
29,0,01559,Hale Irwin,+1.08,71.04,72.12
31,0,01161,Mark Calcavecchia,+1.07,70.87,71.94
32,0,01837,Gil Morgan,+1.05,70.70,71.75
33,0,01725,John Mahaffey,+1.03,70.99,72.02
33,0,01864,Larry Nelson,+1.03,71.13,72.16
35,0,02104,Jeff Sluman,+1.02,70.96,71.98
36,0,01135,Ken Brown,+1.00,71.37,72.37
37,0,01717,Sandy Lyle,+.98,71.67,72.65
37,0,01736,Roger Maltbie,+.98,71.19,72.17
39,0,01928,Corey Pavin,+.96,71.16,72.12
40,0,02267,D.A. Weibring,+.91,71.06,71.97
41,0,01943,Chris Perry,+.88,71.18,72.06
42,0,02033,Dave Rummells,+.87,70.73,71.60
43,0,01690,Bruce Lietzke,+.85,71.23,72.08
44,0,01682,Wayne Levi,+.83,71.18,72.01
45,0,01998,Jack Renner,+.81,70.89,71.70
45,0,02049,Gene Sauers,+.81,71.20,72.01
45,0,02100,Tim Simpson,+.81,70.92,71.73
48,0,01219,John Cook,+.80,71.24,72.04
