RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOT. EARLY RDS.(1ST TEE)
131,0,07457,Steve Flesch,71.61,2721,38
132,0,01381,Fred Funk,71.63,1719,24
132,0,26596,Ryan Moore,71.63,2292,32
132,0,02214,Kirk Triplett,71.63,1934,27
135,0,23322,Brett Wetterich,71.64,2364,33
136,0,08881,Tripp Isenhour,71.65,1433,20
137,0,20433,Mark Hensby,71.67,2150,30
137,0,27141,J.B. Holmes,71.67,1935,27
137,0,01766,Billy Mayfair,71.67,2365,33
140,0,23638,Brendon de Jonge,71.69,1147,16
141,0,06004,Stephen Ames,71.70,1434,20
142,0,21805,Harrison Frazar,71.71,2008,28
143,0,21646,David Branshaw,71.72,2080,29
143,0,23497,Tag Ridings,71.72,1291,18
145,0,01388,Robert Gamez,71.73,2152,30
145,0,20645,John Senden,71.73,2367,33
147,0,22212,Craig Lile,71.74,1363,19
148,0,06034,Marco Dawson,71.76,2081,29
148,0,26420,Richard Johnson,71.76,2655,37
148,0,25345,Carl Pettersson,71.76,2440,34
151,0,24138,Ian Poulter,71.78,1938,27
152,0,25190,Jeff Quinney,71.80,2513,35
153,0,12714,Chris Tidland,71.81,1508,21
153,0,23788,D.J. Trahan,71.81,2226,31
155,0,22371,Aaron Baddeley,71.84,1796,25
156,0,23933,Michael Boyd,71.85,934,13
157,0,01677,Tom Lehman,71.89,1366,19
157,0,23320,Ryan Palmer,71.89,1366,19
159,0,24358,Robert Garrigus,71.91,2517,35
159,0,26679,Kevin Stadler,71.91,2301,32
161,0,23614,Rich Beem,71.93,2086,29
162,0,06515,Shaun Micheel,71.94,2230,31
163,0,07223,Brian Bateman,72.00,1584,22
163,0,06595,Kevin Sutherland,72.00,1440,20
165,0,01024,Billy Andrade,72.05,1585,22
166,0,25273,Andrew Buckle,72.06,1225,17
167,0,25892,Steve Wheatcroft,72.08,865,12
168,0,06643,Paul Goydos,72.09,1586,22
169,0,01707,Steve Lowery,72.18,2021,28
170,0,21470,Daisuke Maruyama,72.25,2312,32
171,0,20859,Anders Hansen,72.27,1084,15
172,0,25686,Jason Dufner,72.28,2313,32
173,0,28486,Michael Putnam,72.29,2241,31
174,0,07749,Brett Quigley,72.30,2169,30
175,0,20157,Retief Goosen,72.35,1447,20
175,0,21961,Charles Howell III,72.35,2243,31
177,0,08123,Jeff Brehaut,72.38,941,13
178,0,21528,Henrik Stenson,72.43,1014,14
179,0,02036,Jim Rutledge,72.44,1304,18
180,0,02104,Jeff Sluman,72.46,1739,24
181,0,01810,Phil Mickelson,72.50,870,12
182,0,06621,Joe Durant,72.52,2103,29
183,0,24502,Adam Scott,72.53,1088,15
184,0,23048,Eric Axley,72.56,2612,36
185,0,02246,Duffy Waldorf,72.59,1234,17
186,0,19972,José Coceres,72.62,944,13
187,0,21806,Paul Gow,72.65,1453,20
188,0,12510,Chad Campbell,72.81,2330,32
189,0,01706,Davis Love III,72.84,1384,19
190,0,02101,Joey Sindelar,72.85,1967,27
191,0,22621,Ben Curtis,72.97,2554,35
192,0,12195,Tom Johnson,73.04,1826,25
193,0,26360,Bubba Dickerson,73.17,878,12
194,0,23800,Bryce Molder,73.50,1029,14
195,0,01473,Todd Hamilton,74.07,2000,27
196,0,06373,José María Olazábal,74.17,1335,18
