RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOT. EARLY RDS.(1ST TEE)
1,0,20766,Padraig Harrington,69.00,759,11
2,0,22405,Justin Rose,69.29,1178,17
3,0,20472,Alex Cejka,69.52,2016,29
4,0,02239,Scott Verplank,69.57,1600,23
5,0,28475,Jeff Overton,69.62,1462,21
6,0,22293,Heath Slocum,70.00,2380,34
7,0,29718,Anthony Kim,70.03,2031,29
8,0,06567,Vijay Singh,70.04,1681,24
9,0,22046,Geoff Ogilvy,70.09,1542,22
9,0,27649,Brandt Snedeker,70.09,2243,32
11,0,20382,Stephen Leaney,70.10,1472,21
12,0,01797,Rocco Mediate,70.12,1823,26
13,0,12660,Jesper Parnevik,70.17,2105,30
14,0,25900,Lucas Glover,70.18,1965,28
15,0,23623,Bo Van Pelt,70.19,2597,37
16,0,20498,Briny Baird,70.22,2528,36
17,0,24781,Hunter Mahan,70.24,2037,29
18,0,23108,Matt Kuchar,70.25,1967,28
18,0,08793,Tiger Woods,70.25,562,8
20,0,20572,Rod Pampling,70.26,2178,31
21,0,08537,J.P. Hayes,70.28,2038,29
21,0,24140,Sean O'Hair,70.28,2249,32
21,0,22295,Darron Stiles,70.28,1265,18
24,0,20127,Chris Riley,70.31,914,13
25,0,21633,Steve Allan,70.33,1055,15
25,0,01142,Bart Bryant,70.33,1899,27
27,0,23135,Tim Clark,70.35,1196,17
28,0,20229,Stewart Cink,70.36,1970,28
29,0,20160,Charlie Wi,70.38,1478,21
30,0,24361,Pat Perez,70.41,2042,29
31,0,10213,Dicky Pride,70.44,1127,16
32,0,21959,Ted Purdy,70.48,2044,29
32,0,02206,David Toms,70.48,1762,25
34,0,24924,Bill Haas,70.50,1974,28
35,0,26951,Johnson Wagner,70.52,2327,33
36,0,01945,Kenny Perry,70.54,1975,28
37,0,26289,Boo Weekley,70.55,2681,38
38,0,20105,Jeff Gove,70.56,2258,32
38,0,22806,Doug LaBelle II,70.56,2399,34
40,0,21731,Freddie Jacobson,70.57,988,14
41,0,01161,Mark Calcavecchia,70.58,2541,36
41,0,06527,Steve Stricker,70.58,1694,24
43,0,10809,Jim Furyk,70.59,1200,17
43,0,23325,Vaughn Taylor,70.59,2259,32
45,0,19846,Brian Gay,70.60,2118,30
45,0,23353,J.J. Henry,70.60,2471,35
45,0,28158,Steve Marino,70.60,2118,30
48,0,10733,Kent Jones,70.62,2613,37
49,0,21878,Mark Wilson,70.63,2260,32
50,0,01948,Tim Petrovic,70.64,2543,36
51,0,10860,Justin Leonard,70.70,2616,37
51,0,25396,Kevin Na,70.70,1909,27
53,0,12705,Cliff Kresge,70.71,2475,35
54,0,01941,Tom Pernice Jr.,70.72,2051,29
54,0,22913,John Rollins,70.72,2758,39
54,0,27095,Nick Watney,70.72,2051,29
57,0,10117,Bob Heintz,70.73,1839,26
58,0,24925,Jonathan Byrd,70.74,1627,23
58,0,24912,Will MacKenzie,70.74,2405,34
60,0,23613,Rich Barcelo,70.76,1769,25
60,0,24357,K.J. Choi,70.76,1486,21
62,0,01132,Mark Brooks,70.77,920,13
63,0,07867,Woody Austin,70.79,2407,34
64,0,19824,Craig Barlow,70.80,1416,20
65,0,24449,Parker McLachlin,70.83,2054,29
66,0,11123,Chris Couch,70.87,1630,23
66,0,12782,Tim Herron,70.87,3189,45
68,0,24024,Zach Johnson,70.89,1347,19
68,0,20628,Arron Oberholser,70.89,1914,27
70,0,01035,Tommy Armour III,70.93,2057,29
70,0,24507,Jason Bohn,70.93,993,14
72,0,20098,Stuart Appleby,70.94,1277,18
73,0,20850,Daniel Chopra,70.97,2413,34
73,0,01313,Steve Elkington,70.97,2058,29
73,0,12716,Charley Hoffman,70.97,2342,33
73,0,27120,Troy Matteson,70.97,2271,32
77,0,23983,Luke Donald,71.00,1846,26
77,0,11032,Frank Lickliter II,71.00,2414,34
79,0,23349,Charles Warren,71.03,2202,31
80,0,01724,Jeff Maggert,71.04,1634,23
81,0,20623,Gavin Coles,71.06,2345,33
81,0,20378,Mathias Grönberg,71.06,2416,34
81,0,27060,John Mallinger,71.06,2558,36
81,0,10425,Jay Williamson,71.06,1137,16
85,0,24980,Scott Gutschewski,71.08,1706,24
86,0,08075,Jerry Kelly,71.09,2275,32
87,0,22348,Nick O'Hern,71.12,1209,17
88,0,06197,Michael Allen,71.13,1636,23
88,0,21350,Ryuji Imada,71.13,2134,30
88,0,26881,Jarrod Lyle,71.13,1636,23
88,0,01928,Corey Pavin,71.13,2276,32
92,0,20104,Ken Duke,71.17,3345,47
92,0,27933,John Merrick,71.17,2064,29
92,0,23621,Rory Sabbatini,71.17,1708,24
92,0,02223,Bob Tway,71.17,2064,29
96,0,07363,Craig Bowden,71.18,1993,28
96,0,21753,Brian Davis,71.18,2847,40
96,0,23718,Nathan Green,71.18,2420,34
99,0,07547,Craig Kanada,71.20,2492,35
100,0,01320,Bob Estes,71.21,2421,34
100,0,27770,Camilo Villegas,71.21,1709,24
102,0,25804,Bubba Watson,71.22,1638,23
103,0,21209,Sergio Garcia,71.24,1211,17
104,0,20574,Mathew Goggin,71.26,1924,27
105,0,06251,Chris DiMarco,71.27,1853,26
106,0,01249,John Daly,71.29,1497,21
107,0,08931,Glen Day,71.32,2211,31
107,0,20634,Peter Lonard,71.32,1997,28
109,0,21660,Jason Schultz,71.33,1070,15
109,0,24457,Jaco Van Zyl,71.33,428,6
111,0,27963,Chris Stroud,71.35,1427,20
112,0,10885,Robert Allenby,71.36,1998,28
113,0,06522,Ernie Els,71.38,1142,16
114,0,24490,George McNeill,71.39,2213,31
115,0,22892,Jason Gore,71.40,1785,25
115,0,26882,Michael Sim,71.40,1071,15
117,0,24290,D.J. Brigman,71.41,1571,22
117,0,21949,Joe Ogilvie,71.41,2285,32
119,0,19803,Ryan Armour,71.42,2214,31
120,0,01157,Tom Byrum,71.43,1000,14
121,0,12680,Shigeki Maruyama,71.48,2073,29
122,0,29476,Kyle Reifers,71.52,1931,27
122,0,10423,Mike Weir,71.52,1931,27
124,0,08375,Paul Stankowski,71.53,1073,15
125,0,27702,Matt Hendrix,71.54,930,13
126,0,20691,Greg Owen,71.55,1574,22
126,0,12602,Dean Wilson,71.55,2218,31
128,0,12652,Cameron Beckman,71.56,2290,32
128,0,01577,Lee Janzen,71.56,1145,16
130,0,22378,Trevor Immelman,71.60,1432,20
