RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOTAL DRV RANK,GIR RANK
1,0,01945,Kenny Perry,5,2,3
2,0,06621,Joe Durant,6,4,2
3,0,01766,Billy Mayfair,19,9,10
4,0,08123,Jeff Brehaut,20,15,5
5,0,23349,Charles Warren,21,5,16
6,0,26758,David Hearn,28,1,27
6,0,26287,Roland Thatcher,28,19,9
8,0,21951,Joey Snyder III,29,8,21
9,0,10885,Robert Allenby,32,21,11
10,0,20498,Briny Baird,34,22,12
11,0,21209,Sergio Garcia,39,38,1
12,0,20645,John Senden,40,10,30
13,0,02101,Joey Sindelar,42,23,19
14,0,22405,Justin Rose,45,16,29
15,0,06567,Vijay Singh,46,42,4
16,0,01142,Bart Bryant,47,30,17
17,0,23623,Bo Van Pelt,50,32,18
18,0,23353,J.J. Henry,52,44,8
18,0,26420,Richard Johnson,52,24,28
20,0,02106,Chris Smith,57,44,13
21,0,21805,Harrison Frazar,61,3,58
22,0,25900,Lucas Glover,62,27,35
23,0,23788,D.J. Trahan,64,33,31
24,0,24024,Zach Johnson,65,12,53
25,0,24140,Sean O'Hair,67,26,41
26,0,01035,Tommy Armour III,70,44,26
27,0,06034,Marco Dawson,75,38,37
27,0,02206,David Toms,75,36,39
29,0,20094,Jonathan Kaye,77,24,53
30,0,01139,Olin Browne,79,64,15
30,0,22293,Heath Slocum,79,56,23
32,0,12510,Chad Campbell,82,62,20
33,0,19824,Craig Barlow,86,33,53
34,0,24980,Scott Gutschewski,87,54,33
35,0,22913,John Rollins,90,12,78
36,0,08793,Tiger Woods,92,86,6
37,0,01161,Mark Calcavecchia,96,20,76
37,0,23322,Brett Wetterich,96,72,24
39,0,01685,J.L. Lewis,99,27,72
40,0,24912,Will MacKenzie,104,11,93
40,0,22295,Darron Stiles,104,44,60
42,0,06595,Kevin Sutherland,106,62,44
43,0,20098,Stuart Appleby,107,59,48
44,0,10809,Jim Furyk,109,102,7
44,0,20378,Mathias Grönberg,109,6,103
44,0,22046,Geoff Ogilvy,109,56,53
47,0,01706,Davis Love III,110,59,51
48,0,01724,Jeff Maggert,111,27,84
48,0,02239,Scott Verplank,111,50,61
50,0,20548,Hidemichi Tanaka,113,65,48
51,0,10962,Bradley Hughes,114,7,107
51,0,21959,Ted Purdy,114,16,98
53,0,23325,Vaughn Taylor,116,36,80
54,0,21753,Brian Davis,117,38,79
55,0,20691,Greg Owen,119,76,43
56,0,24781,Hunter Mahan,121,69,52
57,0,02246,Duffy Waldorf,122,58,64
58,0,20502,Michael Long,123,12,111
58,0,01810,Phil Mickelson,123,76,47
60,0,10733,Kent Jones,124,38,86
61,0,20472,Alex Cejka,125,30,95
62,0,01677,Tom Lehman,127,93,34
62,0,02223,Bob Tway,127,91,36
64,0,24502,Adam Scott,134,94,40
65,0,24507,Jason Bohn,135,61,74
66,0,20628,Arron Oberholser,136,86,50
66,0,27095,Nick Watney,136,68,68
68,0,20157,Retief Goosen,137,99,38
68,0,01797,Rocco Mediate,137,50,87
70,0,01361,Dan Forsman,138,124,14
71,0,23983,Luke Donald,141,119,22
71,0,01313,Steve Elkington,141,99,42
71,0,12454,Mario Tiziani,141,74,67
74,0,20099,Doug Barron,145,99,46
75,0,01226,Fred Couples,146,121,25
76,0,23725,Brendan Jones,147,94,53
76,0,08385,Omar Uresti,147,88,59
78,0,20812,Tjaart van der Walt,149,83,66
79,0,08075,Jerry Kelly,150,80,70
80,0,25240,D.A. Points,153,50,103
81,0,24290,D.J. Brigman,154,16,138
81,0,12826,Paul Claxton,154,44,110
83,0,20572,Rod Pampling,156,74,82
84,0,01381,Fred Funk,162,94,68
85,0,01553,John Huston,165,35,130
86,0,26679,Kevin Stadler,166,50,116
87,0,06573,Brandt Jobe,167,82,85
88,0,24357,K.J. Choi,168,44,124
89,0,12782,Tim Herron,172,76,96
90,0,21407,Arjun Atwal,173,67,106
91,0,20396,Lee Westwood,175,42,133
92,0,02104,Jeff Sluman,176,131,45
93,0,12652,Cameron Beckman,178,69,109
94,0,23320,Ryan Palmer,180,91,89
95,0,01707,Steve Lowery,182,69,113
96,0,25345,Carl Pettersson,183,110,73
97,0,20382,Stephen Leaney,189,128,61
98,0,11032,Frank Lickliter II,190,107,83
99,0,07223,Brian Bateman,193,76,117
100,0,24925,Jonathan Byrd,195,80,115
101,0,10860,Justin Leonard,196,102,94
101,0,20474,Phillip Price,196,98,98
101,0,10425,Jay Williamson,196,54,142
104,0,21878,Mark Wilson,199,124,75
105,0,12823,Carlos Franco,207,142,65
105,0,08545,Glen Hnatiuk,207,175,32
107,0,12602,Dean Wilson,212,131,81
108,0,23497,Tag Ridings,214,117,97
109,0,20663,Brenden Pappas,215,107,108
110,0,21633,Steve Allan,216,88,128
110,0,01941,Tom Pernice Jr.,216,65,151
112,0,23135,Tim Clark,217,94,123
112,0,21961,Charles Howell III,217,146,71
114,0,06332,Neal Lancaster,220,128,92
115,0,19881,Robert Damron,221,84,137
115,0,20433,Mark Hensby,221,72,149
117,0,12680,Shigeki Maruyama,223,135,88
118,0,06515,Shaun Micheel,224,124,100
119,0,01157,Tom Byrum,226,121,105
120,0,02214,Kirk Triplett,228,107,121
121,0,06575,Dudley Hart,231,170,61
122,0,01388,Robert Gamez,235,116,119
122,0,08725,Tom Gillis,235,110,125
124,0,02010,Loren Roberts,239,150,89
125,0,23108,Matt Kuchar,240,90,150
126,0,20634,Peter Lonard,243,121,122
127,0,01320,Bob Estes,249,135,114
127,0,24361,Pat Perez,249,110,139
129,0,23063,Scott Hend,252,106,146
130,0,01619,Skip Kendall,255,102,153
131,0,07749,Brett Quigley,259,147,112
132,0,01219,John Cook,261,128,133
133,0,01249,John Daly,262,110,152
133,0,01487,Jeff Hart,262,102,160
135,0,20229,Stewart Cink,264,187,77
136,0,06373,José María Olazábal,269,180,89
137,0,01127,Danny Briggs,271,138,133
137,0,20850,Daniel Chopra,271,138,133
137,0,01418,Bill Glasson,271,153,118
140,0,20623,Gavin Coles,275,110,165
141,0,07867,Woody Austin,276,156,120
142,0,19972,José Coceres,277,84,193
143,0,10585,Scott McCarron,278,131,147
144,0,01666,Bernhard Langer,283,182,101
145,0,01473,Todd Hamilton,285,145,140
145,0,01823,Larry Mize,285,120,165
147,0,22548,Patrick Sheehan,291,147,144
148,0,23552,Hank Kuehne,293,115,178
149,0,01024,Billy Andrade,294,162,132
150,0,24604,Hunter Haas,295,167,128
150,0,01927,Dennis Paulson,295,131,164
150,0,01948,Tim Petrovic,295,193,102
153,0,21350,Ryuji Imada,298,171,127
154,0,01175,Jim Carter,300,124,176
155,0,23409,James Driscoll,304,159,145
155,0,07457,Steve Flesch,304,156,148
157,0,19846,Brian Gay,314,152,162
158,0,06251,Chris DiMarco,316,191,125
158,0,12645,Brent Geiberger,316,175,141
160,0,06599,John Elliott,317,117,200
160,0,21806,Paul Gow,317,147,170
162,0,08931,Glen Day,318,144,174
162,0,20766,Padraig Harrington,318,164,154
164,0,01928,Corey Pavin,324,167,157
165,0,01599,Steve Jones,325,143,182
165,0,21949,Joe Ogilvie,325,153,172
167,0,23541,Ben Crane,326,165,161
167,0,01577,Lee Janzen,326,195,131
167,0,23621,Rory Sabbatini,326,138,188
170,0,06197,Michael Allen,330,174,156
171,0,23614,Rich Beem,332,189,143
171,0,24138,Ian Poulter,332,160,172
171,0,10423,Mike Weir,332,161,171
174,0,12660,Jesper Parnevik,334,151,183
175,0,23540,Jason Allred,335,137,198
176,0,20127,Chris Riley,337,138,199
177,0,10201,Matt Gogel,339,180,159
178,0,06004,Stephen Ames,342,173,169
179,0,28088,Matt Davidson,345,153,192
179,0,01457,Jay Haas,345,169,176
181,0,21731,Freddie Jacobson,347,184,163
182,0,08537,J.P. Hayes,348,193,155
183,0,22621,Ben Curtis,350,175,175
184,0,10117,Bob Heintz,351,162,189
185,0,01132,Mark Brooks,353,156,197
186,0,24227,Justin Bolli,356,171,185
187,0,08993,Franklin Langham,359,201,158
188,0,23036,Chris Anderson,360,175,185
188,0,20121,Todd Fischer,360,179,181
188,0,20160,Charlie Wi,360,165,195
191,0,10912,Craig Perks,363,196,167
192,0,01329,Brad Faxon,368,201,167
192,0,01723,Andrew Magee,368,185,183
194,0,21498,Hideto Tanihara,370,183,187
195,0,12662,Thomas Levet,371,192,179
196,0,22371,Aaron Baddeley,376,185,191
197,0,01042,Paul Azinger,377,187,190
198,0,06527,Steve Stricker,379,199,180
199,0,25396,Kevin Na,384,190,194
200,0,01887,Mark O'Meara,393,197,196
201,0,25847,Rob Rashell,398,198,200
202,0,01761,Len Mattiace,402,200,202
