RANK,MOVEMENT,PLAYER_ID,PLAYER,RTP SCORE
72,0,30926,Chris Kirk,+.042
72,0,39546,Keith Mitchell,+.042
74,0,25396,Kevin Na,+.045
75,0,37275,Sam Ryder,+.049
76,0,23621,Rory Sabbatini,+.051
77,0,28089,Jason Day,+.053
78,0,23108,Matt Kuchar,+.054
79,0,27936,Martin Laird,+.056
80,0,39953,Chase Seiffert,+.057
81,0,52372,Cameron Champ,+.058
82,0,23325,Vaughn Taylor,+.059
83,0,32333,Kevin Tway,+.061
84,0,29725,Tony Finau,+.062
84,0,28775,Nate Lashley,+.062
86,0,30944,Jason Kokrak,+.063
87,0,51894,Vince Whaley,+.064
88,0,29970,Dylan Frittelli,+.065
89,0,34256,Andrew Putnam,+.066
90,0,49964,Aaron Wise,+.068
90,0,31323,Gary Woodland,+.068
92,0,34255,Joseph Bramlett,+.069
92,0,39971,Sungjae Im,+.069
92,0,24140,Sean O'Hair,+.069
95,0,46435,Austin Cook,+.070
95,0,25900,Lucas Glover,+.070
97,0,34076,Joel Dahmen,+.071
97,0,46442,Maverick McNealy,+.071
97,0,27942,Rob Oppenheim,+.071
100,0,32839,Hideki Matsuyama,+.072
100,0,23623,Bo Van Pelt,+.072
102,0,49298,Kramer Hickok,+.074
103,0,33597,Harry Higgs,+.078
104,0,27129,Luke List,+.080
104,0,34431,Robert Streb,+.080
106,0,46970,Jon Rahm,+.082
107,0,27770,Camilo Villegas,+.083
108,0,49960,Sepp Straka,+.085
108,0,34264,Hudson Swafford,+.085
108,0,56278,Matthew Wolff,+.085
111,0,32102,Rickie Fowler,+.087
111,0,48045,Michael Gellerman,+.087
113,0,48822,Sebastián Muñoz,+.088
114,0,31560,Brian Stuard,+.089
115,0,53165,Doc Redman,+.092
115,0,34360,Patrick Reed,+.092
117,0,39997,Corey Conners,+.093
117,0,52375,Doug Ghim,+.093
119,0,49771,J.T. Poston,+.095
120,0,40042,Tyler McCumber,+.098
121,0,20229,Stewart Cink,+.099
121,0,35532,Tom Hoge,+.099
121,0,33204,Shane Lowry,+.099
124,0,26758,David Hearn,+.101
124,0,35658,Kris Ventura,+.101
126,0,33141,Keegan Bradley,+.103
126,0,39324,J.J. Spaun,+.103
128,0,26329,Louis Oosthuizen,+.105
129,0,34563,Chesson Hadley,+.106
130,0,23983,Luke Donald,+.107
130,0,32618,Rhein Gibson,+.107
130,0,29518,Brendan Steele,+.107
133,0,34099,Harris English,+.108
134,0,23788,D.J. Trahan,+.110
135,0,32662,Michael Gligic,+.112
136,0,33404,Chris Baker,+.113
136,0,28237,Rory McIlroy,+.113
138,0,46441,Robby Shelton,+.117
139,0,34314,Sebastian Cappelen,+.120
139,0,27214,Kevin Streelman,+.120
141,0,46717,Viktor Hovland,+.122
142,0,56762,Will Gordon,+.123
143,0,30163,Henrik Norlander,+.126
144,0,35310,Lanto Griffin,+.127
144,0,35104,Tom Lewis,+.127
146,0,29926,Danny Lee,+.128
147,0,25686,Jason Dufner,+.130
148,0,26851,Marc Leishman,+.132
149,0,34174,John Huh,+.134
149,0,32816,Satoshi Kodaira,+.134
151,0,29420,Billy Horschel,+.135
151,0,26476,Chez Reavie,+.135
151,0,47128,Richy Werenski,+.135
154,0,26499,Rafa Cabrera Bello,+.136
154,0,35461,Beau Hossler,+.136
154,0,24781,Hunter Mahan,+.136
157,0,39977,Max Homa,+.137
157,0,30110,Kyle Stanley,+.137
159,0,30911,Tommy Fleetwood,+.141
160,0,24024,Zach Johnson,+.142
160,0,35617,Martin Trainer,+.142
162,0,34363,Tyrrell Hatton,+.146
163,0,40006,Erik van Rooyen,+.149
164,0,27556,Ted Potter Jr.,+.151
165,0,32640,Troy Merritt,+.152
166,0,33948,Byeong Hun An,+.154
166,0,25493,Nick Taylor,+.154
166,0,30927,Brendon Todd,+.154
169,0,19846,Brian Gay,+.155
169,0,24138,Ian Poulter,+.155
171,0,29535,Brice Garnett,+.156
172,0,27644,Brian Harman,+.163
173,0,32150,Michael Thompson,+.170
174,0,31557,Jim Herman,+.171
175,0,39975,Michael Kim,+.172
176,0,45609,Tyler Duncan,+.174
176,0,28679,Fabián Gómez,+.174
178,0,35449,Adam Long,+.179
179,0,35230,Nelson Ledesma,+.183
180,0,24357,K.J. Choi,+.187
181,0,33399,Adam Hadwin,+.188
182,0,25818,Scott Piercy,+.198
183,0,50525,Collin Morikawa,+.202
184,0,20396,Lee Westwood,+.203
185,0,33120,Mark Anderson,+.207
185,0,19803,Ryan Armour,+.207
187,0,33122,Russell Knox,+.210
188,0,25632,Jimmy Walker,+.214
189,0,32139,Danny Willett,+.216
190,0,32254,Xinjun Zhang,+.221
191,0,34213,Grayson Murray,+.225
192,0,29479,Scott Brown,+.235
193,0,36801,Mark Hubbard,+.236
194,0,22405,Justin Rose,+.237
195,0,48887,Matt Wallace,+.241
196,0,27974,Sung Kang,+.253
