RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),TOTAL STROKES
145,0,27349,Alex Noren,29' 4",10486.417,358
145,0,34046,Jordan Spieth,29' 4",11904.333,406
147,0,27770,Camilo Villegas,29' 5",11054.167,376
148,0,34466,Peter Malnati,29' 8",11016.583,371
149,0,30925,Dustin Johnson,29' 9",7998.250,269
149,0,49766,Hank Lebioda,29' 9",8482.250,285
151,0,33597,Harry Higgs,29' 10",12330.333,413
151,0,12716,Charley Hoffman,29' 10",12242.500,410
153,0,32757,Patton Kizzire,30' 0",15018.750,500
154,0,47993,Denny McCarthy,30' 1",12218.417,406
155,0,26331,Charl Schwartzel,30' 2",11877.250,394
156,0,47483,Will Zalatoris,30' 5",10593.417,348
156,0,32254,Xinjun Zhang,30' 5",8740.500,287
158,0,52372,Cameron Champ,30' 7",9339.500,305
159,0,29725,Tony Finau,30' 8",11210.750,366
160,0,40042,Tyler McCumber,30' 9",9847.917,320
161,0,36699,Patrick Rodgers,31' 0",13683.500,441
162,0,39546,Keith Mitchell,31' 2",11718.833,376
162,0,48887,Matt Wallace,31' 2",5013.417,161
162,0,56278,Matthew Wolff,31' 2",7539.083,242
165,0,28237,Rory McIlroy,31' 4",9252.000,295
166,0,27129,Luke List,31' 6",13492.833,428
167,0,27554,Scott Harrington,31' 7",10801.583,342
167,0,35658,Kris Ventura,31' 7",9296.917,294
167,0,27095,Nick Watney,31' 7",8249.167,261
170,0,20229,Stewart Cink,31' 11",12901.667,404
171,0,48119,Ben Taylor,32' 0",6013.583,188
172,0,24502,Adam Scott,32' 2",8852.083,275
173,0,31323,Gary Woodland,32' 4",9255.500,286
174,0,23983,Luke Donald,32' 6",8018.333,247
175,0,45157,Cam Davis,32' 8",16485.083,505
175,0,27974,Sung Kang,32' 8",13472.333,412
177,0,33486,Roger Sloan,32' 9",10049.917,307
178,0,27064,Jhonattan Vegas,33' 1",11705.167,354
179,0,56762,Will Gordon,33' 3",13335.417,401
180,0,32333,Kevin Tway,33' 5",10628.333,318
181,0,32139,Danny Willett,33' 6",4686.833,140
182,0,33948,Byeong Hun An,34' 6",14473.250,420
183,0,34255,Joseph Bramlett,34' 7",11197.250,324
184,0,35461,Beau Hossler,34' 9",13178.417,379
185,0,47959,Bryson DeChambeau,34' 11",11500.000,329
186,0,29970,Dylan Frittelli,35' 3",11479.250,326
187,0,25632,Jimmy Walker,36' 0",13778.000,383
188,0,27141,J.B. Holmes,36' 6",11122.417,305
188,0,35617,Martin Trainer,36' 6",11280.417,309
190,0,46550,Brandon Hagy,37' 3",14068.417,378
191,0,01810,Phil Mickelson,37' 5",11937.417,319
192,0,28420,Ryan Brehm,38' 3",8576.833,224
192,0,51766,Wyndham Clark,38' 3",17814.667,466
194,0,32618,Rhein Gibson,38' 5",9021.583,235
195,0,34314,Sebastian Cappelen,39' 4",9720.000,247
196,0,39975,Michael Kim,39' 8",15038.667,379
