RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# HIT,TOTAL ATTEMPTS
61,0,37455,Si Woo Kim,83.33,1095,1314
61,0,48822,Sebastián Muñoz,83.33,1190,1428
63,0,32839,Hideki Matsuyama,83.28,1081,1298
64,0,25818,Scott Piercy,83.27,916,1100
65,0,49964,Aaron Wise,83.24,929,1116
66,0,24357,K.J. Choi,83.20,604,726
67,0,23108,Matt Kuchar,83.15,765,920
68,0,27644,Brian Harman,83.05,1156,1392
69,0,45609,Tyler Duncan,83.04,1038,1250
70,0,25900,Lucas Glover,83.03,1111,1338
71,0,21961,Charles Howell III,82.99,810,976
72,0,25686,Jason Dufner,82.97,994,1198
73,0,29478,Kevin Kisner,82.94,904,1090
74,0,33410,Andrew Landry,82.93,763,920
75,0,25493,Nick Taylor,82.83,1042,1258
76,0,32662,Michael Gligic,82.80,924,1116
76,0,30692,Scott Stallings,82.80,876,1058
78,0,34255,Joseph Bramlett,82.72,900,1088
79,0,31420,Anirban Lahiri,82.67,787,952
80,0,36801,Mark Hubbard,82.61,1102,1334
81,0,52372,Cameron Champ,82.57,867,1050
82,0,34099,Harris English,82.53,1063,1288
83,0,24361,Pat Perez,82.51,1104,1338
84,0,37189,Harold Varner III,82.48,1036,1256
85,0,47993,Denny McCarthy,82.42,1078,1308
85,0,37275,Sam Ryder,82.42,989,1200
87,0,20229,Stewart Cink,82.41,1040,1262
88,0,29479,Scott Brown,82.37,916,1112
88,0,34256,Andrew Putnam,82.37,1023,1242
90,0,23320,Ryan Palmer,82.36,850,1032
91,0,24024,Zach Johnson,82.28,961,1168
92,0,32791,K.H. Lee,82.27,1216,1478
93,0,35532,Tom Hoge,82.26,1099,1336
93,0,46442,Maverick McNealy,82.26,895,1088
95,0,47504,Sam Burns,82.19,960,1168
96,0,36689,Brooks Koepka,82.17,756,920
97,0,25396,Kevin Na,82.13,997,1214
98,0,32757,Patton Kizzire,82.11,1166,1420
99,0,53165,Doc Redman,82.10,867,1056
99,0,47483,Will Zalatoris,82.10,1000,1218
101,0,35449,Adam Long,82.08,957,1166
101,0,33204,Shane Lowry,82.08,870,1060
103,0,28089,Jason Day,82.04,740,902
104,0,26499,Rafa Cabrera Bello,82.01,848,1034
105,0,29908,C.T. Pan,81.99,915,1116
106,0,28775,Nate Lashley,81.98,869,1060
106,0,26329,Louis Oosthuizen,81.98,846,1032
108,0,26331,Charl Schwartzel,81.97,982,1198
109,0,45486,Joaquin Niemann,81.88,1166,1424
110,0,24138,Ian Poulter,81.87,822,1004
111,0,12716,Charley Hoffman,81.86,1128,1378
112,0,27770,Camilo Villegas,81.81,877,1072
113,0,32070,Rafael Campos,81.74,685,838
114,0,33667,Carlos Ortiz,81.70,1049,1284
114,0,27064,Jhonattan Vegas,81.70,1000,1224
116,0,33419,Cameron Tringale,81.64,1045,1280
117,0,46402,Talor Gooch,81.60,1020,1250
118,0,23621,Rory Sabbatini,81.57,854,1047
119,0,23788,D.J. Trahan,81.56,752,922
120,0,51894,Vince Whaley,81.45,909,1116
121,0,30944,Jason Kokrak,81.43,1000,1228
122,0,27129,Luke List,81.40,1011,1242
123,0,32102,Rickie Fowler,81.34,885,1088
123,0,35230,Nelson Ledesma,81.34,545,670
125,0,34563,Chesson Hadley,81.21,817,1006
126,0,27554,Scott Harrington,81.20,894,1101
126,0,48081,Xander Schauffele,81.20,864,1064
128,0,34363,Tyrrell Hatton,81.19,630,776
129,0,32640,Troy Merritt,81.09,1106,1364
130,0,47128,Richy Werenski,81.03,974,1202
131,0,28420,Ryan Brehm,80.99,656,810
132,0,23983,Luke Donald,80.98,630,778
133,0,30925,Dustin Johnson,80.88,812,1004
134,0,48887,Matt Wallace,80.86,600,742
135,0,39977,Max Homa,80.85,967,1196
136,0,35891,Cameron Smith,80.84,928,1148
137,0,34360,Patrick Reed,80.83,881,1090
138,0,29518,Brendan Steele,80.75,856,1060
139,0,28237,Rory McIlroy,80.72,833,1032
139,0,20396,Lee Westwood,80.72,699,866
141,0,40006,Erik van Rooyen,80.71,820,1016
142,0,22405,Justin Rose,80.67,605,750
142,0,32333,Kevin Tway,80.67,697,864
144,0,22371,Aaron Baddeley,80.64,608,754
145,0,19846,Brian Gay,80.55,791,982
146,0,26300,Matt Jones,80.48,1146,1424
147,0,33597,Harry Higgs,80.47,898,1116
148,0,26851,Marc Leishman,80.45,856,1064
149,0,35461,Beau Hossler,80.42,986,1226
150,0,35104,Tom Lewis,80.25,894,1114
151,0,35658,Kris Ventura,80.08,780,974
152,0,34431,Robert Streb,80.03,922,1152
153,0,29725,Tony Finau,80.02,1005,1256
154,0,28679,Fabián Gómez,79.92,601,752
154,0,36699,Patrick Rodgers,79.92,1138,1424
156,0,35310,Lanto Griffin,79.90,1002,1254
157,0,24924,Bill Haas,79.87,492,616
158,0,33399,Adam Hadwin,79.85,979,1226
159,0,27095,Nick Watney,79.84,602,754
160,0,47959,Bryson DeChambeau,79.80,897,1124
161,0,29926,Danny Lee,79.78,651,816
162,0,40042,Tyler McCumber,79.73,759,952
163,0,56762,Will Gordon,79.64,978,1228
163,0,32254,Xinjun Zhang,79.64,755,948
165,0,33448,Justin Thomas,79.61,933,1172
166,0,35506,Mackenzie Hughes,79.59,998,1254
167,0,48119,Ben Taylor,79.43,556,700
168,0,32618,Rhein Gibson,79.28,620,782
169,0,34466,Peter Malnati,79.25,886,1118
170,0,39546,Keith Mitchell,79.23,927,1170
171,0,27349,Alex Noren,79.00,899,1138
172,0,01810,Phil Mickelson,78.99,812,1028
173,0,27556,Ted Potter Jr.,78.96,747,946
174,0,45157,Cam Davis,78.93,1034,1310
174,0,32139,Danny Willett,78.93,517,655
176,0,49960,Sepp Straka,78.88,1057,1340
177,0,30911,Tommy Fleetwood,78.83,659,836
178,0,34046,Jordan Spieth,78.79,966,1226
179,0,29974,Branden Grace,78.37,884,1128
180,0,34213,Grayson Murray,78.30,534,682
181,0,24781,Hunter Mahan,78.21,621,794
182,0,46441,Robby Shelton,77.87,869,1116
183,0,29970,Dylan Frittelli,77.84,780,1002
184,0,33948,Byeong Hun An,77.83,909,1168
185,0,49771,J.T. Poston,77.74,908,1168
186,0,46550,Brandon Hagy,77.62,801,1032
187,0,56278,Matthew Wolff,77.55,594,766
188,0,27974,Sung Kang,77.50,930,1200
189,0,34314,Sebastian Cappelen,77.19,582,754
190,0,51766,Wyndham Clark,77.07,837,1086
191,0,24502,Adam Scott,76.49,771,1008
192,0,31323,Gary Woodland,76.38,747,978
193,0,27141,J.B. Holmes,75.60,505,668
194,0,35617,Martin Trainer,73.97,608,822
195,0,39975,Michael Kim,73.39,706,962
196,0,25632,Jimmy Walker,72.52,747,1030
