RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES,GREENS HIT
1,0,10809,Jim Furyk,3.49,404,1159
2,0,01905,Joe Ozaki,3.31,249,753
3,0,01876,Greg Norman,3.28,212,646
4,0,01553,John Huston,3.25,288,887
4,0,02146,Payne Stewart,3.25,341,1048
6,0,01388,Robert Gamez,3.23,304,941
7,0,01707,Steve Lowery,3.20,399,1245
8,0,02049,Gene Sauers,3.19,269,842
9,0,02214,Kirk Triplett,3.18,399,1254
10,0,01724,Jeff Maggert,3.16,289,916
11,0,09011,David Duval,3.15,325,1031
11,0,06527,Steve Stricker,3.15,319,1012
13,0,01320,Bob Estes,3.14,318,1014
13,0,01706,Davis Love III,3.14,320,1018
15,0,06522,Ernie Els,3.12,203,650
15,0,01527,Scott Hoch,3.12,357,1145
15,0,01607,Brian Kamm,3.12,319,1021
18,0,02223,Bob Tway,3.11,348,1118
19,0,20095,Carl Paulson,3.10,216,696
20,0,01968,Nick Price,3.09,229,742
21,0,01927,Dennis Paulson,3.08,285,926
21,0,02267,D.A. Weibring,3.08,315,1023
23,0,01143,Brad Bryant,3.07,349,1137
23,0,01226,Fred Couples,3.07,206,670
23,0,06332,Neal Lancaster,3.07,310,1011
26,0,01185,Brandel Chamblee,3.06,265,866
26,0,01385,Jim Gallagher Jr.,3.06,350,1144
26,0,01810,Phil Mickelson,3.06,269,880
26,0,02099,Scott Simpson,3.06,332,1086
30,0,01418,Bill Glasson,3.05,254,834
31,0,01329,Brad Faxon,3.04,287,944
31,0,02170,Hal Sutton,3.04,360,1185
33,0,01374,Robin Freeman,3.02,348,1152
33,0,01408,Kelly Gibson,3.02,361,1196
33,0,01943,Chris Perry,3.02,301,998
33,0,06577,John Wilson,3.02,342,1132
37,0,01249,John Daly,3.01,228,758
38,0,06034,Marco Dawson,3.00,296,987
38,0,01577,Lee Janzen,3.00,328,1094
40,0,01116,Michael Bradley,2.99,303,1015
40,0,01468,Gary Hallberg,2.99,243,812
40,0,01887,Mark O'Meara,2.99,349,1167
40,0,10215,Charlie Rymer,2.99,267,892
