RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF BIRDIE OR BETTER,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
1,0,06197,Michael Allen,71.07,86,121,-91,-4.00
2,0,06527,Steve Stricker,69.44,50,72,-54,-26.00
3,0,10809,Jim Furyk,68.18,75,110,-76,-32.00
4,0,19824,Craig Barlow,65.97,95,144,-106,+1.00
5,0,11011,Mike Sposa,65.69,67,102,-70,+2.00
6,0,08793,Tiger Woods,64.65,64,99,-72,-7.00
7,0,06575,Dudley Hart,64.55,71,110,-75,-6.00
8,0,06567,Vijay Singh,64.45,136,211,-148,-4.00
9,0,24912,Will MacKenzie,64.20,104,162,-112,-9.00
10,0,12510,Chad Campbell,63.72,72,113,-79,+6.00
11,0,02206,David Toms,63.46,66,104,-72,-15.00
12,0,20098,Stuart Appleby,63.24,86,136,-90,-15.00
13,0,23541,Ben Crane,63.21,67,106,-71,-10.00
14,0,23135,Tim Clark,63.10,53,84,-55,-40.00
15,0,23325,Vaughn Taylor,62.76,91,145,-98,-21.00
16,0,22378,Trevor Immelman,62.75,96,153,-103,-20.00
17,0,23623,Bo Van Pelt,62.50,120,192,-128,-5.00
18,0,12660,Jesper Parnevik,62.16,115,185,-125,-7.00
19,0,06004,Stephen Ames,62.03,49,79,-56,-4.00
19,0,08537,J.P. Hayes,62.03,49,79,-50,-35.00
21,0,07749,Brett Quigley,61.80,110,178,-116,-25.00
22,0,06522,Ernie Els,61.61,69,112,-75,-2.00
23,0,21660,Jason Schultz,61.54,80,130,-82,+2.00
24,0,20850,Daniel Chopra,61.50,123,200,-135,-8.00
25,0,01707,Steve Lowery,61.20,112,183,-121,-9.00
26,0,22913,John Rollins,61.14,107,175,-118,-17.00
27,0,20229,Stewart Cink,61.02,72,118,-76,-23.00
28,0,23353,J.J. Henry,60.99,86,141,-91,-14.00
29,0,01810,Phil Mickelson,60.45,81,134,-87,-2.00
30,0,12716,Charley Hoffman,60.42,145,240,-157,+1.00
31,0,24024,Zach Johnson,60.38,64,106,-69,-14.00
32,0,01313,Steve Elkington,60.00,45,75,-48,-16.00
32,0,21805,Harrison Frazar,60.00,111,185,-119,+1.00
32,0,23718,Nathan Green,60.00,111,185,-116,-7.00
35,0,24507,Jason Bohn,59.55,106,178,-112,-13.00
35,0,20766,Padraig Harrington,59.55,53,89,-55,-9.00
37,0,01941,Tom Pernice Jr.,59.51,97,163,-105,-27.00
37,0,22405,Justin Rose,59.51,97,163,-100,-14.00
39,0,10733,Kent Jones,59.49,94,158,-102,-22.00
40,0,12755,Vance Veazey,59.46,44,74,-50,-19.00
41,0,21961,Charles Howell III,59.44,107,180,-113,-5.00
42,0,22371,Aaron Baddeley,59.42,82,138,-88,-9.00
43,0,26596,Ryan Moore,59.17,71,120,-74,-13.00
44,0,24925,Jonathan Byrd,59.09,78,132,-82,-10.00
45,0,24924,Bill Haas,58.91,119,202,-128,+4.00
46,0,23322,Brett Wetterich,58.89,106,180,-114,+3.00
47,0,20127,Chris Riley,58.88,63,107,-64,-21.00
48,0,27770,Camilo Villegas,58.79,117,199,-127,+14.00
49,0,27141,J.B. Holmes,58.66,105,179,-121,+12.00
50,0,08385,Omar Uresti,58.57,41,70,-43,-16.00
51,0,20105,Jeff Gove,58.49,93,159,-95,-4.00
51,0,23497,Tag Ridings,58.49,124,212,-130,+11.00
53,0,22046,Geoff Ogilvy,58.47,69,118,-75,-16.00
54,0,02239,Scott Verplank,58.42,59,101,-62,-20.00
55,0,06573,Brandt Jobe,58.27,81,139,-86,-5.00
55,0,02104,Jeff Sluman,58.27,74,127,-75,-18.00
57,0,25632,Jimmy Walker,58.26,67,115,-68,-5.00
58,0,12823,Carlos Franco,58.24,99,170,-107,+7.00
59,0,06034,Marco Dawson,58.22,85,146,-89,-16.00
60,0,12782,Tim Herron,57.98,69,119,-74,+4.00
61,0,25900,Lucas Glover,57.75,123,213,-129,-24.00
62,0,20099,Doug Barron,57.73,56,97,-57,-11.00
63,0,20628,Arron Oberholser,57.69,60,104,-65,-19.00
64,0,24140,Sean O'Hair,57.67,109,189,-114,+5.00
65,0,21878,Mark Wilson,57.55,61,106,-65,-27.00
66,0,25804,Bubba Watson,57.49,119,207,-128,+7.00
67,0,21209,Sergio Garcia,57.43,58,101,-61,+2.00
68,0,06595,Kevin Sutherland,57.38,105,183,-115,+7.00
69,0,10885,Robert Allenby,57.35,78,136,-89,-3.00
70,0,07867,Woody Austin,57.32,94,164,-99,-22.00
71,0,19881,Robert Damron,57.26,71,124,-76,-23.00
72,0,01042,Paul Azinger,57.25,79,138,-85,-12.00
73,0,12602,Dean Wilson,57.23,91,159,-96,-15.00
74,0,20121,Todd Fischer,57.14,72,126,-75,-45.00
74,0,02246,Duffy Waldorf,57.14,96,168,-98,-10.00
76,0,19846,Brian Gay,57.02,65,114,-68,-55.00
77,0,20634,Peter Lonard,56.84,54,95,-55,-12.00
78,0,01139,Olin Browne,56.76,63,111,-67,-23.00
79,0,11032,Frank Lickliter II,56.65,98,173,-105,-16.00
80,0,27095,Nick Watney,56.60,133,235,-140,-7.00
81,0,07457,Steve Flesch,56.54,108,191,-115,+3.00
82,0,02106,Chris Smith,56.45,70,124,-76,-10.00
83,0,25842,Jon Mills,56.44,57,101,-62,+2.00
84,0,20472,Alex Cejka,56.41,88,156,-90,-6.00
85,0,10423,Mike Weir,56.36,62,110,-65,-18.00
86,0,20645,John Senden,56.29,85,151,-92,-18.00
87,0,26420,Richard Johnson,56.20,68,121,-71,-29.00
88,0,23409,James Driscoll,56.13,87,155,-92,E
89,0,20382,Stephen Leaney,56.00,56,100,-57,-34.00
90,0,23616,Ryan Hietala,55.88,57,102,-60,+2.00
91,0,08123,Jeff Brehaut,55.81,96,172,-99,-22.00
91,0,08075,Jerry Kelly,55.81,72,129,-77,-19.00
93,0,02101,Joey Sindelar,55.73,73,131,-77,-18.00
94,0,09011,David Duval,55.56,55,99,-58,-6.00
94,0,01599,Steve Jones,55.56,55,99,-56,-10.00
94,0,21949,Joe Ogilvie,55.56,80,144,-83,-12.00
97,0,23349,Charles Warren,55.33,109,197,-120,-12.00
98,0,20572,Rod Pampling,55.26,63,114,-68,-20.00
99,0,25936,Alex Aragon,55.24,58,105,-62,+18.00
100,0,10505,Shane Bertsch,55.14,59,107,-64,-55.00
101,0,23614,Rich Beem,55.13,86,156,-91,-13.00
102,0,24781,Hunter Mahan,55.12,113,205,-116,+1.00
103,0,24361,Pat Perez,54.95,50,91,-55,-11.00
103,0,21959,Ted Purdy,54.95,100,182,-111,-1.00
105,0,01320,Bob Estes,54.76,69,126,-74,-16.00
106,0,08835,Kris Cox,54.73,81,148,-89,+7.00
106,0,22293,Heath Slocum,54.73,81,148,-87,-29.00
108,0,01761,Len Mattiace,54.67,41,75,-42,-4.00
109,0,01388,Robert Gamez,54.63,59,108,-61,-10.00
110,0,24357,K.J. Choi,54.61,77,141,-81,-13.00
111,0,23320,Ryan Palmer,54.59,107,196,-110,+5.00
112,0,22892,Jason Gore,54.55,84,154,-95,E
113,0,06515,Shaun Micheel,54.48,73,134,-80,-20.00
114,0,24502,Adam Scott,54.46,55,101,-61,-7.00
115,0,23983,Luke Donald,54.29,38,70,-42,-15.00
115,0,01577,Lee Janzen,54.29,57,105,-58,-22.00
117,0,20498,Briny Baird,54.26,70,129,-74,-32.00
118,0,27120,Troy Matteson,54.11,112,207,-120,-2.00
119,0,06621,Joe Durant,53.99,115,213,-123,-19.00
120,0,07223,Brian Bateman,53.98,61,113,-65,+14.00
120,0,20157,Retief Goosen,53.98,61,113,-66,E
122,0,24358,Robert Garrigus,53.96,109,202,-116,+18.00
123,0,01142,Bart Bryant,53.92,55,102,-59,-16.00
124,0,12760,Danny Ellis,53.85,63,117,-65,-11.00
125,0,23307,Roger Tambellini,53.78,64,119,-68,-5.00
126,0,21407,Arjun Atwal,53.70,87,162,-94,+1.00
127,0,01677,Tom Lehman,53.66,44,82,-48,+1.00
128,0,22621,Ben Curtis,53.57,45,84,-46,-31.00
129,0,27943,Matt Hansen,53.54,68,127,-71,+2.00
130,0,20691,Greg Owen,53.37,87,163,-90,-14.00
131,0,23621,Rory Sabbatini,53.33,64,120,-68,-9.00
131,0,07013,Wes Short Jr.,53.33,96,180,-102,-2.00
133,0,20812,Tjaart van der Walt,53.25,41,77,-44,-8.00
134,0,01024,Billy Andrade,53.06,52,98,-53,-13.00
134,0,01329,Brad Faxon,53.06,52,98,-54,-4.00
136,0,28780,Nicholas Thompson,52.84,93,176,-98,+11.00
137,0,25345,Carl Pettersson,52.78,76,144,-80,E
138,0,24980,Scott Gutschewski,52.68,59,112,-66,+9.00
139,0,12680,Shigeki Maruyama,52.63,70,133,-73,-16.00
140,0,20094,Jonathan Kaye,52.36,100,191,-104,-7.00
141,0,20574,Mathew Goggin,52.23,82,157,-87,+7.00
142,0,01685,J.L. Lewis,52.22,47,90,-50,+1.00
143,0,01161,Mark Calcavecchia,52.15,85,163,-87,-4.00
144,0,28475,Jeff Overton,51.89,110,212,-113,-8.00
145,0,01706,Davis Love III,51.80,72,139,-78,-5.00
146,0,01766,Billy Mayfair,51.72,75,145,-84,-3.00
147,0,22946,Henrik Bjornstad,51.37,94,183,-101,+5.00
148,0,22548,Patrick Sheehan,51.33,77,150,-83,+7.00
149,0,01948,Tim Petrovic,51.27,81,158,-85,-2.00
150,0,01553,John Huston,51.24,62,121,-68,-3.00
151,0,10860,Justin Leonard,51.19,43,84,-48,-37.00
152,0,23788,D.J. Trahan,51.15,89,174,-96,-7.00
153,0,01823,Larry Mize,51.06,24,47,-27,-5.00
154,0,20378,Mathias Grönberg,50.94,108,212,-112,-5.00
154,0,06350,Bob May,50.94,54,106,-54,-11.00
156,0,20631,David McKenzie,50.83,61,120,-67,+2.00
157,0,06373,José María Olazábal,50.60,42,83,-45,-17.00
158,0,24138,Ian Poulter,50.56,45,89,-45,-13.00
159,0,19913,Ron Whittaker,50.48,53,105,-54,-23.00
160,0,01945,Kenny Perry,50.46,55,109,-59,-8.00
161,0,21470,Daisuke Maruyama,50.39,65,129,-73,-17.00
161,0,25240,D.A. Points,50.39,65,129,-69,+6.00
163,0,12645,Brent Geiberger,50.33,76,151,-80,-11.00
164,0,06251,Chris DiMarco,50.00,48,96,-50,-22.00
164,0,02223,Bob Tway,50.00,58,116,-63,-12.00
166,0,21350,Ryuji Imada,49.66,73,147,-79,-30.00
167,0,08375,Paul Stankowski,49.61,63,127,-67,+6.00
168,0,26360,Bubba Dickerson,49.51,102,206,-107,+12.00
169,0,01226,Fred Couples,49.32,36,73,-39,-2.00
169,0,20608,David Howell,49.32,36,73,-36,-5.00
169,0,10565,Ian Leggatt,49.32,72,146,-76,+1.00
172,0,01928,Corey Pavin,49.21,31,63,-33,-21.00
173,0,01666,Bernhard Langer,49.18,60,122,-65,-13.00
174,0,23673,Michael Connell,49.09,27,55,-29,-16.00
175,0,11123,Chris Couch,48.89,88,180,-89,-6.00
176,0,20593,Greg Chalmers,48.86,43,88,-44,+15.00
177,0,21731,Freddie Jacobson,48.60,52,107,-56,-5.00
178,0,01219,John Cook,48.44,31,64,-33,-17.00
179,0,06643,Paul Goydos,48.31,43,89,-44,-42.00
180,0,01249,John Daly,48.25,55,114,-58,+1.00
181,0,20548,Hidemichi Tanaka,48.15,39,81,-41,+7.00
182,0,25935,John Engler Jr.,48.04,49,102,-52,-5.00
183,0,23048,Eric Axley,48.02,85,177,-90,-5.00
184,0,02110,Jerry Smith,47.47,47,99,-50,-34.00
185,0,21646,David Branshaw,47.34,80,169,-88,-20.00
186,0,01724,Jeff Maggert,47.29,61,129,-63,E
187,0,01473,Todd Hamilton,47.25,43,91,-47,-1.00
188,0,01887,Mark O'Meara,47.06,16,34,-16,-24.00
189,0,01619,Skip Kendall,46.43,39,84,-41,-28.00
190,0,01381,Fred Funk,46.23,49,106,-53,-36.00
191,0,01035,Tommy Armour III,46.05,35,76,-36,-6.00
192,0,02214,Kirk Triplett,45.45,30,66,-33,-21.00
193,0,21753,Brian Davis,45.03,77,171,-81,-24.00
194,0,06012,Greg Kraft,43.90,36,82,-38,-36.00
195,0,12662,Thomas Levet,43.82,39,89,-41,-1.00
196,0,01132,Mark Brooks,40.86,38,93,-40,-17.00
