RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS INSIDE 5',TOTAL 3 PUTTS
1,0,25900,Lucas Glover,3,47
2,0,33653,Thomas Detry,2,26
2,0,34098,Russell Henley,2,34
2,0,32839,Hideki Matsuyama,2,34
2,0,47993,Denny McCarthy,2,35
2,0,32640,Troy Merritt,2,52
2,0,46601,Trey Mullinax,2,37
2,0,29289,S.Y. Noh,2,21
9,0,40058,Zac Blair,1,31
9,0,33141,Keegan Bradley,1,20
9,0,47591,Eric Cole,1,27
9,0,49453,Trevor Cone,1,43
9,0,46435,Austin Cook,1,36
9,0,45157,Cam Davis,1,49
9,0,37338,Zecheng Dou,1,44
9,0,25686,Jason Dufner,1,55
9,0,29535,Brice Garnett,1,25
9,0,52375,Doug Ghim,1,46
9,0,35310,Lanto Griffin,1,26
9,0,33399,Adam Hadwin,1,28
9,0,27554,Scott Harrington,1,33
9,0,39058,Lucas Herbert,1,17
9,0,31557,Jim Herman,1,46
9,0,49298,Kramer Hickok,1,53
9,0,35461,Beau Hossler,1,27
9,0,24024,Zach Johnson,1,24
9,0,50188,S.H. Kim,1,41
9,0,30926,Chris Kirk,1,23
9,0,48117,Kurt Kitayama,1,33
9,0,32757,Patton Kizzire,1,38
9,0,36326,David Lipsky,1,47
9,0,35449,Adam Long,1,33
9,0,40162,Justin Lower,1,39
9,0,39546,Keith Mitchell,1,37
9,0,26596,Ryan Moore,1,24
9,0,49947,Taylor Moore,1,33
9,0,28252,Seamus Power,1,23
9,0,47983,Chad Ramey,1,44
9,0,53165,Doc Redman,1,46
9,0,47995,Davis Riley,1,45
9,0,36699,Patrick Rodgers,1,34
9,0,39335,Kevin Roy,1,35
9,0,48867,Matti Schmid,1,26
9,0,24502,Adam Scott,1,19
9,0,46441,Robby Shelton,1,29
9,0,46340,Alex Smalley,1,52
9,0,55893,Sam Stevens,1,36
9,0,34431,Robert Streb,1,34
9,0,58168,Davis Thompson,1,40
9,0,48887,Matt Wallace,1,41
9,0,47128,Richy Werenski,1,25
9,0,32139,Danny Willett,1,24
9,0,31323,Gary Woodland,1,54
