RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,GIR PUTTS,GREENS HIT,BIRDIE CONVERSION
114,0,34363,Tyrrell Hatton,1.767,1223,692,30.25
114,0,24024,Zach Johnson,1.767,1274,721,28.37
114,0,25396,Kevin Na,1.767,1230,696,29.39
114,0,33418,Shawn Stefani,1.767,1691,957,29.77
114,0,27330,Josh Teater,1.767,1502,850,29.80
114,0,37189,Harold Varner III,1.767,1753,992,30.13
121,0,27214,Kevin Streelman,1.768,1798,1017,29.26
122,0,39977,Max Homa,1.769,1659,938,29.76
122,0,36799,Stephan Jaeger,1.769,1491,843,29.57
124,0,35506,Mackenzie Hughes,1.770,1581,893,30.53
125,0,19803,Ryan Armour,1.771,1982,1119,29.34
125,0,29268,Bronson Burgoon,1.771,1192,673,29.91
127,0,32200,Roberto Castro,1.772,1572,887,29.01
128,0,45157,Cam Davis,1.773,1580,891,31.61
129,0,34563,Chesson Hadley,1.774,1527,861,29.53
129,0,39546,Keith Mitchell,1.774,1785,1006,32.27
129,0,39324,J.J. Spaun,1.774,1790,1009,29.99
129,0,27064,Jhonattan Vegas,1.774,1593,898,31.54
133,0,33948,Byeong Hun An,1.775,1667,939,31.45
133,0,28679,Fabián Gómez,1.775,1349,760,28.50
133,0,32791,K.H. Lee,1.775,1816,1023,29.93
133,0,46601,Trey Mullinax,1.775,1574,887,30.47
133,0,32139,Danny Willett,1.775,1333,751,29.47
138,0,24924,Bill Haas,1.776,1426,803,29.18
139,0,29479,Scott Brown,1.777,1745,982,29.04
139,0,27974,Sung Kang,1.777,1777,1000,30.09
139,0,33667,Carlos Ortiz,1.777,1779,1001,28.86
142,0,29970,Dylan Frittelli,1.778,1769,995,28.51
142,0,31557,Jim Herman,1.778,1017,572,29.60
144,0,30191,Julián Etulain,1.779,1322,743,28.48
144,0,33122,Russell Knox,1.779,1592,895,28.11
146,0,37454,Whee Kim,1.780,1463,822,29.72
146,0,21528,Henrik Stenson,1.780,1059,595,28.24
146,0,32333,Kevin Tway,1.780,1718,965,29.25
149,0,34098,Russell Henley,1.781,1528,858,28.69
150,0,30911,Tommy Fleetwood,1.782,1374,771,29.00
151,0,32816,Satoshi Kodaira,1.783,1305,732,30.10
151,0,39327,Ben Silverman,1.783,1451,814,28.11
153,0,45609,Tyler Duncan,1.784,1825,1023,27.14
153,0,34431,Robert Streb,1.784,1529,857,27.87
153,0,40115,Adam Svensson,1.784,1493,837,29.02
156,0,10809,Jim Furyk,1.785,1514,848,26.92
157,0,49298,Kramer Hickok,1.786,1661,930,28.83
157,0,27141,J.B. Holmes,1.786,1497,838,30.98
157,0,27129,Luke List,1.786,1325,742,30.89
157,0,25198,Francesco Molinari,1.786,1104,618,27.23
161,0,52372,Cameron Champ,1.787,1694,948,32.98
161,0,46523,Joey Garber,1.787,1217,681,27.35
161,0,27936,Martin Laird,1.787,1798,1006,29.24
161,0,30110,Kyle Stanley,1.787,1649,923,27.97
165,0,33141,Keegan Bradley,1.789,1809,1011,29.17
165,0,27349,Alex Noren,1.789,1261,705,28.37
167,0,28259,Sangmoon Bae,1.790,1126,629,30.21
167,0,39997,Corey Conners,1.790,2025,1131,28.58
167,0,31646,Emiliano Grillo,1.790,1727,965,29.73
170,0,36852,Jim Knous,1.791,1157,646,28.11
170,0,35449,Adam Long,1.791,1599,893,26.55
172,0,35532,Tom Hoge,1.793,1911,1066,28.33
173,0,06522,Ernie Els,1.794,1008,562,26.87
173,0,29974,Branden Grace,1.794,1451,809,28.32
173,0,28252,Seamus Power,1.794,1446,806,28.21
173,0,25632,Jimmy Walker,1.794,1546,862,27.44
177,0,47856,Seth Reeves,1.795,1447,806,29.14
178,0,25686,Jason Dufner,1.796,1647,917,28.52
179,0,20472,Alex Cejka,1.798,1043,580,24.87
179,0,39975,Michael Kim,1.798,1147,638,26.53
181,0,47990,Kyle Jones,1.801,1412,784,26.25
182,0,20572,Rod Pampling,1.803,1080,599,25.59
183,0,30946,Alex Prugh,1.804,1647,913,27.06
184,0,34306,John Chin,1.805,1206,668,28.64
185,0,49303,Anders Albertson,1.806,1409,780,28.24
186,0,25804,Bubba Watson,1.811,1262,697,30.89
187,0,29518,Brendan Steele,1.812,1415,781,28.17
188,0,23353,J.J. Henry,1.856,1158,624,19.74
