RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES,GREENS HIT
120,0,29420,Billy Horschel,29.73,333,1120
122,0,37454,Whee Kim,29.72,244,821
123,0,47128,Richy Werenski,29.66,291,981
124,0,25572,Graeme McDowell,29.63,245,827
125,0,31557,Jim Herman,29.60,169,571
126,0,36799,Stephan Jaeger,29.57,249,842
127,0,34563,Chesson Hadley,29.53,254,860
127,0,27644,Brian Harman,29.53,303,1026
127,0,29478,Kevin Kisner,29.53,305,1033
130,0,12716,Charley Hoffman,29.51,247,837
130,0,27963,Chris Stroud,29.51,206,698
132,0,29535,Brice Garnett,29.50,313,1061
132,0,35732,Wes Roach,29.50,226,766
134,0,32139,Danny Willett,29.47,221,750
135,0,25396,Kevin Na,29.39,204,694
136,0,24781,Hunter Mahan,29.36,212,722
137,0,19803,Ryan Armour,29.34,328,1118
138,0,27214,Kevin Streelman,29.26,297,1015
139,0,32333,Kevin Tway,29.25,282,964
140,0,27936,Martin Laird,29.24,293,1002
141,0,24924,Bill Haas,29.18,234,802
142,0,33141,Keegan Bradley,29.17,294,1008
143,0,19846,Brian Gay,29.15,300,1029
144,0,47856,Seth Reeves,29.14,234,803
145,0,29479,Scott Brown,29.04,284,978
146,0,40115,Adam Svensson,29.02,242,834
147,0,32200,Roberto Castro,29.01,257,886
148,0,30911,Tommy Fleetwood,29.00,223,769
149,0,29908,C.T. Pan,28.98,273,942
150,0,33667,Carlos Ortiz,28.86,288,998
151,0,49298,Kramer Hickok,28.83,267,926
152,0,26758,David Hearn,28.70,163,568
153,0,34098,Russell Henley,28.69,245,854
154,0,34306,John Chin,28.64,191,667
155,0,21731,Freddie Jacobson,28.60,165,577
156,0,39997,Corey Conners,28.58,323,1130
157,0,25686,Jason Dufner,28.52,261,915
158,0,29970,Dylan Frittelli,28.51,282,989
159,0,28679,Fabián Gómez,28.50,216,758
160,0,30191,Julián Etulain,28.48,211,741
161,0,34099,Harris English,28.45,311,1093
162,0,30786,Brady Schnell,28.40,167,588
163,0,24024,Zach Johnson,28.37,204,719
163,0,27349,Alex Noren,28.37,200,705
165,0,35532,Tom Hoge,28.33,302,1066
166,0,29974,Branden Grace,28.32,228,805
167,0,49303,Anders Albertson,28.24,220,779
167,0,21528,Henrik Stenson,28.24,168,595
169,0,28252,Seamus Power,28.21,226,801
170,0,29518,Brendan Steele,28.17,220,781
171,0,36852,Jim Knous,28.11,181,644
171,0,33122,Russell Knox,28.11,251,893
171,0,39327,Ben Silverman,28.11,228,811
174,0,30110,Kyle Stanley,27.97,257,919
175,0,34431,Robert Streb,27.87,238,854
176,0,25632,Jimmy Walker,27.44,236,860
177,0,46523,Joey Garber,27.35,186,680
178,0,25198,Francesco Molinari,27.23,168,617
179,0,45609,Tyler Duncan,27.14,276,1017
180,0,30946,Alex Prugh,27.06,246,909
181,0,10809,Jim Furyk,26.92,228,847
182,0,06522,Ernie Els,26.87,151,562
183,0,35449,Adam Long,26.55,235,885
184,0,39975,Michael Kim,26.53,169,637
185,0,47990,Kyle Jones,26.25,205,781
186,0,20572,Rod Pampling,25.59,153,598
187,0,20472,Alex Cejka,24.87,144,579
188,0,23353,J.J. Henry,19.74,123,623
