RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,TOTAL DRV RANK,GIR RANK
1,0,02106,Chris Smith,5,2,3
2,0,08793,Tiger Woods,12,11,1
3,0,10885,Robert Allenby,18,3,15
4,0,01945,Kenny Perry,23,17,6
5,0,20645,John Senden,25,12,13
6,0,21961,Charles Howell III,26,1,25
7,0,12510,Chad Campbell,34,13,21
7,0,23353,J.J. Henry,34,4,30
7,0,06567,Vijay Singh,34,27,7
10,0,01677,Tom Lehman,43,35,8
11,0,01797,Rocco Mediate,48,30,18
12,0,01142,Bart Bryant,50,38,12
12,0,08545,Glen Hnatiuk,50,35,15
12,0,02002,John Riegger,50,33,17
15,0,01577,Lee Janzen,55,21,34
16,0,23338,David Gossett,59,23,36
17,0,06621,Joe Durant,61,52,9
17,0,06573,Brandt Jobe,61,35,26
19,0,20498,Briny Baird,62,8,54
19,0,01381,Fred Funk,62,57,5
19,0,01553,John Huston,62,34,28
22,0,01320,Bob Estes,63,52,11
22,0,06515,Shaun Micheel,63,59,4
24,0,02101,Joey Sindelar,65,41,24
25,0,10962,Bradley Hughes,68,23,45
25,0,22913,John Rollins,68,26,42
27,0,23177,Kenneth Staton,71,21,50
27,0,02206,David Toms,71,61,10
29,0,20548,Hidemichi Tanaka,75,6,69
30,0,10809,Jim Furyk,76,74,2
31,0,10860,Justin Leonard,77,27,50
32,0,01475,Donnie Hammond,80,27,53
33,0,07003,David Berganio Jr.,81,49,32
34,0,01307,Joel Edwards,82,45,37
34,0,12823,Carlos Franco,82,41,41
36,0,12652,Cameron Beckman,83,31,52
36,0,20029,Notah Begay III,83,10,73
38,0,01388,Robert Gamez,85,15,70
39,0,01810,Phil Mickelson,86,39,47
40,0,01938,David Peoples,88,65,23
41,0,01569,Peter Jacobsen,91,16,75
42,0,07457,Steve Flesch,94,31,63
43,0,26289,Boo Weekley,97,7,90
44,0,01685,J.L. Lewis,99,44,55
45,0,08633,Per-Ulrik Johansson,100,8,92
45,0,11032,Frank Lickliter II,100,40,60
47,0,02223,Bob Tway,107,69,38
48,0,23614,Rich Beem,111,46,65
48,0,20157,Retief Goosen,111,82,29
50,0,20634,Peter Lonard,112,73,39
51,0,07223,Brian Bateman,113,20,93
52,0,01948,Tim Petrovic,116,55,61
53,0,08123,Jeff Brehaut,117,61,56
54,0,23983,Luke Donald,123,96,27
54,0,02239,Scott Verplank,123,92,31
56,0,02246,Duffy Waldorf,124,19,105
57,0,23135,Tim Clark,127,49,78
58,0,06251,Chris DiMarco,129,89,40
59,0,02133,Craig Stadler,130,41,89
60,0,01920,Craig Parry,133,87,46
61,0,21209,Sergio Garcia,134,4,130
61,0,02214,Kirk Triplett,134,48,86
63,0,20094,Jonathan Kaye,136,25,111
64,0,01706,Davis Love III,137,52,85
64,0,01926,Steve Pate,137,117,20
66,0,07721,Pat Bates,141,92,49
66,0,20095,Carl Paulson,141,18,123
68,0,06004,Stephen Ames,142,60,82
69,0,12645,Brent Geiberger,144,80,64
70,0,08931,Glen Day,147,89,58
70,0,01707,Steve Lowery,147,76,71
72,0,24925,Jonathan Byrd,150,14,136
73,0,01161,Mark Calcavecchia,152,64,88
73,0,01361,Dan Forsman,152,133,19
73,0,02170,Hal Sutton,152,57,95
76,0,01771,Blaine McCallister,155,78,77
76,0,10423,Mike Weir,155,141,14
78,0,10565,Ian Leggatt,158,84,74
79,0,10585,Scott McCarron,161,94,67
80,0,12388,Michael Clark II,168,69,99
