RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST. (INCHES),TOTAL ROUNDS,AVG DIST.,BEST ROUND
147,0,32816,Satoshi Kodaira,71' 0",34096,40,397,2702001492
148,0,27141,J.B. Holmes,70' 11",57901,68,400,1403001477
149,0,34021,Bud Cauley,70' 10",34830,41,398,0802001605
149,0,35506,Mackenzie Hughes,70' 10",57800,68,398,3103001908
149,0,36799,Stephan Jaeger,70' 10",53565,63,397,3002001922
149,0,34264,Hudson Swafford,70' 10",44195,52,396,4303001401
149,0,27064,Jhonattan Vegas,70' 10",54372,64,398,4301001606
154,0,24502,Adam Scott,70' 8",50888,60,396,4904001700
155,0,39997,Corey Conners,70' 7",66935,79,397,1203001680
155,0,34431,Robert Streb,70' 7",50838,60,397,3904001883
157,0,45526,Abraham Ancer,70' 6",70180,83,395,3401001602
157,0,27895,Jonas Blixt,70' 6",40596,48,398,1502001675
157,0,32448,James Hahn,70' 6",58393,69,396,1604001372
157,0,32254,Xinjun Zhang,70' 6",48241,57,399,4102001409
161,0,21961,Charles Howell III,70' 4",65837,78,395,2502001584
162,0,24924,Bill Haas,70' 3",55610,66,395,0102002032
162,0,28132,Tyrone Van Aswegen,70' 3",69956,83,395,2102001963
164,0,47125,Matt Atkins,70' 1",33650,40,396,3501001728
164,0,37455,Si Woo Kim,70' 1",65620,78,394,4904001639
166,0,22371,Aaron Baddeley,69' 11",58745,70,396,4304001488
166,0,20572,Rod Pampling,69' 11",37756,45,391,1602001732
168,0,25493,Nick Taylor,69' 10",62046,74,392,3302001514
169,0,29479,Scott Brown,69' 8",67721,81,393,4001001739
170,0,35891,Cameron Smith,69' 6",50881,61,392,1203001348
171,0,33948,Byeong Hun An,68' 11",60404,73,389,4903001803
172,0,22056,Cameron Percy,68' 10",33886,41,387,0801001324
173,0,29908,C.T. Pan,68' 9",67654,82,387,4904001464
174,0,35450,Patrick Cantlay,68' 7",55165,67,384,1703001525
174,0,27129,Luke List,68' 7",64167,78,387,2201001637
176,0,33141,Keegan Bradley,68' 6",65735,80,386,5103001753
176,0,29535,Brice Garnett,68' 6",66588,81,383,3503001877
178,0,23320,Ryan Palmer,68' 5",49276,60,385,3802001633
179,0,28307,Matt Every,68' 4",50020,61,385,2102001331
180,0,26596,Ryan Moore,67' 9",53667,66,380,3903001367
181,0,26329,Louis Oosthuizen,67' 8",37361,46,381,3404001408
182,0,45609,Tyler Duncan,67' 7",65710,81,379,4001001409
183,0,25364,Paul Casey,67' 5",39650,49,380,4803001203
184,0,24358,Robert Garrigus,67' 1",54710,68,379,0602001378
185,0,25818,Scott Piercy,67' 0",54653,68,377,0101001384
186,0,29518,Brendan Steele,66' 8",43183,54,372,3101001502
187,0,25804,Bubba Watson,66' 6",54238,68,374,3702001292
188,0,25198,Francesco Molinari,66' 3",45324,57,372,3804001351
189,0,20157,Retief Goosen,65' 11",31637,40,370,2804001209
189,0,27214,Kevin Streelman,65' 11",64885,82,371,2102001415
191,0,24925,Jonathan Byrd,65' 10",37923,48,371,3001001180
192,0,23353,J.J. Henry,64' 7",48806,63,361,1403001722
193,0,22582,Kyle Thompson,64' 4",27775,36,361,2802001414
