RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ATTEMPTS
1,0,08793,Tiger Woods,4.022,720,179
2,0,01706,Davis Love III,4.040,703,174
3,0,23623,Bo Van Pelt,4.041,974,241
4,0,23621,Rory Sabbatini,4.043,950,235
5,0,01810,Phil Mickelson,4.052,697,172
6,0,06567,Vijay Singh,4.058,1124,277
7,0,22621,Ben Curtis,4.059,414,102
8,0,20157,Retief Goosen,4.063,386,95
9,0,10423,Mike Weir,4.071,749,184
10,0,08075,Jerry Kelly,4.080,1024,251
11,0,01677,Tom Lehman,4.086,715,175
11,0,20628,Arron Oberholser,4.086,760,186
13,0,20850,Daniel Chopra,4.091,1039,254
14,0,23353,J.J. Henry,4.092,1117,273
15,0,01313,Steve Elkington,4.094,655,160
15,0,01320,Bob Estes,4.094,520,127
15,0,21961,Charles Howell III,4.094,1048,256
15,0,21731,Freddie Jacobson,4.094,827,202
19,0,20229,Stewart Cink,4.096,983,240
19,0,06522,Ernie Els,4.096,467,114
21,0,02246,Duffy Waldorf,4.098,750,183
22,0,23541,Ben Crane,4.100,947,231
22,0,12680,Shigeki Maruyama,4.100,1066,260
24,0,24925,Jonathan Byrd,4.102,804,196
25,0,23983,Luke Donald,4.106,891,217
26,0,19824,Craig Barlow,4.107,805,196
26,0,06251,Chris DiMarco,4.107,994,242
28,0,22405,Justin Rose,4.110,707,172
29,0,20098,Stuart Appleby,4.114,724,176
30,0,01553,John Huston,4.115,395,96
31,0,12782,Tim Herron,4.116,815,198
32,0,20127,Chris Riley,4.117,704,171
33,0,10107,Deane Pappas,4.118,696,169
34,0,24357,K.J. Choi,4.124,829,201
35,0,01619,Skip Kendall,4.125,891,216
35,0,20634,Peter Lonard,4.125,627,152
37,0,01797,Rocco Mediate,4.126,392,95
37,0,02104,Jeff Sluman,4.126,953,231
39,0,22046,Geoff Ogilvy,4.127,846,205
40,0,24502,Adam Scott,4.128,516,125
41,0,19972,José Coceres,4.129,673,163
41,0,26287,Roland Thatcher,4.129,702,170
43,0,07749,Brett Quigley,4.130,983,238
44,0,20433,Mark Hensby,4.132,1033,250
45,0,20029,Notah Begay III,4.133,715,173
45,0,02239,Scott Verplank,4.133,748,181
47,0,02010,Loren Roberts,4.134,678,164
47,0,22548,Patrick Sheehan,4.134,1079,261
49,0,12645,Brent Geiberger,4.135,1075,260
49,0,02214,Kirk Triplett,4.135,703,170
51,0,12652,Cameron Beckman,4.136,1034,250
52,0,07457,Steve Flesch,4.138,1051,254
52,0,01968,Nick Price,4.138,451,109
54,0,24290,D.J. Brigman,4.139,836,202
54,0,24024,Zach Johnson,4.139,1159,280
54,0,02002,John Riegger,4.139,625,151
57,0,01139,Olin Browne,4.140,828,200
57,0,02223,Bob Tway,4.140,741,179
59,0,21949,Joe Ogilvie,4.142,994,240
59,0,06527,Steve Stricker,4.142,845,204
61,0,23135,Tim Clark,4.143,870,210
62,0,02206,David Toms,4.144,779,188
63,0,20585,Niclas Fasth,4.145,630,152
64,0,20645,John Senden,4.151,1017,245
65,0,12660,Jesper Parnevik,4.152,1013,244
66,0,19825,Darren Clarke,4.153,407,98
67,0,01707,Steve Lowery,4.157,794,191
67,0,01927,Dennis Paulson,4.157,715,172
69,0,21633,Steve Allan,4.158,973,234
