RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 3 PUTTS,TOTAL ROUNDS
1,0,02214,Kirk Triplett,.98,59,60
2,0,10885,Robert Allenby,.89,62,70
3,0,20070,Matt Bettencourt,.86,84,98
4,0,28780,Nicholas Thompson,.84,81,96
4,0,28118,Peter Tomasulo,.84,51,61
6,0,27141,J.B. Holmes,.82,61,74
7,0,01161,Mark Calcavecchia,.81,58,72
7,0,06621,Joe Durant,.81,50,62
9,0,01724,Jeff Maggert,.80,63,79
9,0,06567,Vijay Singh,.80,55,69
11,0,24502,Adam Scott,.79,41,52
11,0,22295,Darron Stiles,.79,41,52
13,0,24912,Will MacKenzie,.78,54,69
14,0,01766,Billy Mayfair,.76,63,83
14,0,24140,Sean O'Hair,.76,58,76
14,0,25919,Brian Vranesh,.76,39,51
17,0,10425,Jay Williamson,.75,52,69
18,0,30927,Brendon Todd,.74,39,53
19,0,22892,Jason Gore,.73,54,74
19,0,27683,Leif Olson,.73,37,51
21,0,24358,Robert Garrigus,.70,58,83
21,0,23788,D.J. Trahan,.70,67,96
21,0,26668,Marc Turnesa,.70,54,77
21,0,31323,Gary Woodland,.70,37,53
25,0,24846,Ricky Barnes,.69,46,67
25,0,26289,Boo Weekley,.69,53,77
27,0,01797,Rocco Mediate,.68,54,79
28,0,01707,Steve Lowery,.67,56,83
28,0,23548,Bill Lunde,.67,56,83
30,0,22405,Justin Rose,.66,46,70
31,0,06539,Rick Price,.65,35,54
31,0,25562,Andres Romero,.65,37,57
33,0,01945,Kenny Perry,.64,58,91
33,0,27963,Chris Stroud,.64,56,88
33,0,27770,Camilo Villegas,.64,47,73
36,0,20848,Ángel Cabrera,.63,34,54
36,0,06012,Greg Kraft,.63,32,51
36,0,20634,Peter Lonard,.63,54,86
36,0,21959,Ted Purdy,.63,64,101
36,0,27214,Kevin Streelman,.63,61,97
36,0,23349,Charles Warren,.63,40,63
36,0,26498,Matt Weibring,.63,41,65
43,0,24925,Jonathan Byrd,.62,55,89
43,0,23638,Brendon de Jonge,.62,56,90
43,0,06522,Ernie Els,.62,41,66
43,0,01677,Tom Lehman,.62,34,55
43,0,26851,Marc Leishman,.62,56,91
43,0,25240,D.A. Points,.62,61,99
49,0,23614,Rich Beem,.61,47,77
49,0,01226,Fred Couples,.61,33,54
49,0,07457,Steve Flesch,.61,47,77
49,0,01706,Davis Love III,.61,53,87
49,0,24449,Parker McLachlin,.61,43,71
54,0,20104,Ken Duke,.60,52,87
54,0,24663,Y.E. Yang,.60,50,83
56,0,31416,Derek Fathauer,.59,37,63
56,0,24781,Hunter Mahan,.59,54,92
56,0,20691,Greg Owen,.59,57,97
56,0,20572,Rod Pampling,.59,42,71
60,0,08931,Glen Day,.58,46,79
60,0,25686,Jason Dufner,.58,52,90
60,0,27936,Martin Laird,.58,42,72
60,0,28620,Aron Price,.58,52,89
64,0,07867,Woody Austin,.57,48,84
64,0,21753,Brian Davis,.57,59,103
64,0,24924,Bill Haas,.57,52,91
64,0,08845,Scott Sterling,.57,29,51
68,0,12510,Chad Campbell,.56,50,90
68,0,12705,Cliff Kresge,.56,44,78
68,0,26695,Michael Letzig,.56,54,96
68,0,22293,Heath Slocum,.56,53,95
72,0,20098,Stuart Appleby,.55,43,78
72,0,12652,Cameron Beckman,.55,48,87
72,0,01132,Mark Brooks,.55,30,55
72,0,20574,Mathew Goggin,.55,41,74
72,0,01941,Tom Pernice Jr.,.55,45,82
