RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 3+ PUTTS,TOTAL ROUNDS
1,0,02214,Kirk Triplett,.10,6,60
2,0,22371,Aaron Baddeley,.05,3,65
2,0,06643,Paul Goydos,.05,4,79
4,0,23048,Eric Axley,.04,3,71
4,0,01226,Fred Couples,.04,2,54
4,0,09011,David Duval,.04,2,56
4,0,06012,Greg Kraft,.04,2,51
4,0,01677,Tom Lehman,.04,2,55
4,0,22348,Nick O'Hern,.04,4,90
4,0,27683,Leif Olson,.04,2,51
4,0,06539,Rick Price,.04,2,54
4,0,24502,Adam Scott,.04,2,52
4,0,20645,John Senden,.04,4,100
4,0,30927,Brendon Todd,.04,2,53
4,0,26289,Boo Weekley,.04,3,77
16,0,01161,Mark Calcavecchia,.03,2,72
16,0,22621,Ben Curtis,.03,2,62
16,0,08931,Glen Day,.03,2,79
16,0,20766,Padraig Harrington,.03,2,65
16,0,27936,Martin Laird,.03,2,72
16,0,24912,Will MacKenzie,.03,2,69
16,0,01810,Phil Mickelson,.03,2,63
16,0,20691,Greg Owen,.03,3,97
16,0,25345,Carl Pettersson,.03,3,86
16,0,25190,Jeff Quinney,.03,2,78
16,0,23621,Rory Sabbatini,.03,2,80
16,0,23325,Vaughn Taylor,.03,3,88
16,0,26497,Casey Wittenberg,.03,2,71
29,0,20498,Briny Baird,.02,2,89
29,0,20070,Matt Bettencourt,.02,2,98
29,0,28087,Kris Blanks,.02,1,60
29,0,01142,Bart Bryant,.02,1,58
29,0,28089,Jason Day,.02,1,61
29,0,06251,Chris DiMarco,.02,2,97
29,0,31416,Derek Fathauer,.02,1,63
29,0,21209,Sergio Garcia,.02,1,58
29,0,25900,Lucas Glover,.02,2,93
29,0,30925,Dustin Johnson,.02,2,84
29,0,01707,Steve Lowery,.02,2,83
29,0,01766,Billy Mayfair,.02,2,83
29,0,24138,Ian Poulter,.02,1,56
29,0,29221,Webb Simpson,.02,2,94
29,0,27649,Brandt Snedeker,.02,2,81
29,0,26679,Kevin Stadler,.02,1,65
29,0,28780,Nicholas Thompson,.02,2,96
29,0,23788,D.J. Trahan,.02,2,96
29,0,27095,Nick Watney,.02,2,86
29,0,26498,Matt Weibring,.02,1,65
29,0,21878,Mark Wilson,.02,2,99
29,0,31323,Gary Woodland,.02,1,53
51,0,23778,Brad Adamonis,.01,1,70
51,0,06197,Michael Allen,.01,1,73
51,0,24846,Ricky Barnes,.01,1,67
51,0,12652,Cameron Beckman,.01,1,87
51,0,24925,Jonathan Byrd,.01,1,89
51,0,20850,Daniel Chopra,.01,1,89
51,0,23135,Tim Clark,.01,1,78
51,0,23541,Ben Crane,.01,1,93
51,0,21753,Brian Davis,.01,1,103
51,0,20104,Ken Duke,.01,1,87
51,0,07457,Steve Flesch,.01,1,77
51,0,22892,Jason Gore,.01,1,74
51,0,23718,Nathan Green,.01,1,104
51,0,24924,Bill Haas,.01,1,91
51,0,01473,Todd Hamilton,.01,1,83
51,0,12782,Tim Herron,.01,1,87
51,0,27141,J.B. Holmes,.01,1,74
51,0,21350,Ryuji Imada,.01,1,85
51,0,26420,Richard Johnson,.01,1,85
51,0,24024,Zach Johnson,.01,1,92
51,0,10733,Kent Jones,.01,1,73
51,0,08075,Jerry Kelly,.01,1,90
51,0,12705,Cliff Kresge,.01,1,78
51,0,23108,Matt Kuchar,.01,1,82
51,0,26851,Marc Leishman,.01,1,91
51,0,26695,Michael Letzig,.01,1,96
51,0,24781,Hunter Mahan,.01,1,92
51,0,22961,David Mathis,.01,1,82
51,0,27120,Troy Matteson,.01,1,95
51,0,10585,Scott McCarron,.01,1,91
51,0,24490,George McNeill,.01,1,82
51,0,27933,John Merrick,.01,1,91
51,0,25396,Kevin Na,.01,1,91
51,0,24361,Pat Perez,.01,1,72
51,0,25818,Scott Piercy,.01,1,85
51,0,25240,D.A. Points,.01,1,99
51,0,28620,Aron Price,.01,1,89
51,0,21959,Ted Purdy,.01,1,101
51,0,07749,Brett Quigley,.01,1,92
51,0,02239,Scott Verplank,.01,1,88
51,0,26951,Johnson Wagner,.01,1,81
51,0,12602,Dean Wilson,.01,1,81
51,0,24663,Y.E. Yang,.01,1,83
