RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ATTEMPTS
1,0,20433,Mark Hensby,3.000,6,2
2,0,25083,Jeremy Anderson,3.400,17,5
3,0,24604,Hunter Haas,3.500,7,2
3,0,12714,Chris Tidland,3.500,14,4
5,0,20593,Greg Chalmers,3.667,22,6
5,0,12823,Carlos Franco,3.667,44,12
5,0,08553,Lee Porter,3.667,55,15
8,0,01887,Mark O'Meara,3.688,59,16
9,0,01724,Jeff Maggert,3.692,48,13
10,0,07457,Steve Flesch,3.714,104,28
10,0,10213,Dicky Pride,3.714,52,14
12,0,01968,Nick Price,3.720,93,25
13,0,01797,Rocco Mediate,3.722,67,18
14,0,21961,Charles Howell III,3.741,101,27
15,0,19846,Brian Gay,3.750,45,12
15,0,06643,Paul Goydos,3.750,45,12
15,0,06514,Kevin Johnson,3.750,15,4
15,0,06315,Pete Jordan,3.750,45,12
15,0,06332,Neal Lancaster,3.750,60,16
15,0,01771,Blaine McCallister,3.750,75,20
15,0,06140,Sean Murphy,3.750,15,4
15,0,02246,Duffy Waldorf,3.750,30,8
23,0,08931,Glen Day,3.760,94,25
24,0,08633,Per-Ulrik Johansson,3.765,64,17
25,0,01157,Tom Byrum,3.769,49,13
25,0,08057,Brian Wilson,3.769,49,13
27,0,12652,Cameron Beckman,3.778,68,18
28,0,10912,Craig Perks,3.789,72,19
29,0,01706,Davis Love III,3.796,186,49
30,0,01132,Mark Brooks,3.800,57,15
30,0,20094,Jonathan Kaye,3.800,57,15
30,0,01920,Craig Parry,3.800,19,5
33,0,02206,David Toms,3.811,141,37
34,0,01487,Jeff Hart,3.813,61,16
35,0,02110,Jerry Smith,3.818,84,22
36,0,06617,Brian Henninger,3.821,107,28
37,0,20574,Mathew Goggin,3.826,88,23
38,0,09011,David Duval,3.829,134,35
38,0,01945,Kenny Perry,3.829,157,41
40,0,20098,Stuart Appleby,3.840,96,25
41,0,20566,Kaname Yokoo,3.842,73,19
42,0,01938,David Peoples,3.852,104,27
43,0,06251,Chris DiMarco,3.854,185,48
44,0,01577,Lee Janzen,3.857,108,28
44,0,01599,Steve Jones,3.857,27,7
44,0,20095,Carl Paulson,3.857,81,21
44,0,02223,Bob Tway,3.857,108,28
48,0,01666,Bernhard Langer,3.865,143,37
49,0,01418,Bill Glasson,3.867,58,15
50,0,01139,Olin Browne,3.870,89,23
51,0,06036,Scott Dunlap,3.875,31,8
52,0,01203,Russ Cochran,3.882,66,17
53,0,02002,John Riegger,3.885,101,26
