RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,POTENTIAL MONEY
1,0,30925,Dustin Johnson,28.99,9365185,32299590
2,0,28089,Jason Day,27.29,8045112,29477590
3,0,24502,Adam Scott,21.94,6473090,29499590
4,0,28237,Rory McIlroy,21.46,5790585,26979590
5,0,32139,Danny Willett,20.02,2918132,14577590
6,0,34046,Jordan Spieth,17.72,5538470,31255590
7,0,21528,Henrik Stenson,16.22,3397373,20949590
8,0,34360,Patrick Reed,14.50,5679575,39157590
9,0,21209,Sergio Garcia,14.31,3242156,22659590
10,0,33122,Russell Knox,13.85,4885906,35287590
11,0,32839,Hideki Matsuyama,12.63,4193954,33207590
11,0,01810,Phil Mickelson,12.63,4022628,31861590
13,0,32366,Kevin Chappell,12.46,4501050,36109590
14,0,25804,Bubba Watson,12.14,3492842,28771590
15,0,25364,Paul Casey,12.07,3885560,32199590
16,0,25632,Jimmy Walker,11.89,4148546,34877590
17,0,26596,Ryan Moore,11.62,3701034,31861590
18,0,36689,Brooks Koepka,11.21,3322393,29638000
19,0,29974,Branden Grace,10.86,2878868,26511590
20,0,27649,Brandt Snedeker,10.76,3960142,36803590
21,0,33448,Justin Thomas,10.65,4126366,38743590
22,0,23108,Matt Kuchar,10.62,3819678,35983590
23,0,26331,Charl Schwartzel,10.48,2936027,28005590
24,0,20396,Lee Westwood,10.17,1138810,11193590
25,0,26499,Rafa Cabrera Bello,10.16,1609350,15841590
26,0,31202,William McGirt,10.10,3614972,35785590
27,0,34363,Tyrrell Hatton,9.72,674788,6945590
28,0,46970,Jon Rahm,9.65,1004035,10405590
29,0,25396,Kevin Na,9.64,3441291,35691590
30,0,31646,Emiliano Grillo,9.54,3371705,35359590
31,0,26329,Louis Oosthuizen,9.42,2422079,25719590
32,0,27141,J.B. Holmes,9.29,2969608,31979590
33,0,29478,Kevin Kisner,9.14,3424354,37465590
34,0,25572,Graeme McDowell,9.07,2596170,28613590
35,0,40026,Daniel Berger,9.03,3290764,36446000
36,0,25818,Scott Piercy,8.53,2905349,34045590
37,0,32102,Rickie Fowler,8.21,2713563,33037590
38,0,27896,Ross Fisher,8.14,518643,6369590
39,0,35174,Matthew Southgate,7.88,122154,1549590
40,0,22405,Justin Rose,7.80,2085365,26731590
41,0,32200,Roberto Castro,7.76,2520574,32490000
42,0,27064,Jhonattan Vegas,7.62,2478980,32544000
43,0,10809,Jim Furyk,7.59,1538204,20269590
44,0,37455,Si Woo Kim,7.58,3086369,40698000
45,0,06527,Steve Stricker,7.50,1418647,18919590
