RANK,MOVEMENT,PLAYER_ID,PLAYER,MONEY PER EVENT,TOTAL MONEY
1,0,30925,Dustin Johnson,$425690,9365185
2,0,28089,Jason Day,$402256,8045112
3,0,24502,Adam Scott,$323654,6473090
4,0,28237,Rory McIlroy,$321699,5790585
5,0,34046,Jordan Spieth,$263737,5538470
6,0,21528,Henrik Stenson,$242669,3397373
7,0,21209,Sergio Garcia,$216144,3242156
8,0,32139,Danny Willett,$215348,1938132
9,0,34360,Patrick Reed,$202842,5679575
10,0,33122,Russell Knox,$195436,4885906
11,0,25804,Bubba Watson,$183834,3492842
12,0,01810,Phil Mickelson,$182847,4022628
13,0,32839,Hideki Matsuyama,$182346,4193954
14,0,25364,Paul Casey,$176616,3885560
15,0,32366,Kevin Chappell,$166706,4501050
16,0,25632,Jimmy Walker,$165942,4148546
17,0,26596,Ryan Moore,$160915,3701034
18,0,29974,Branden Grace,$159937,2878868
19,0,36689,Brooks Koepka,$158209,3322393
20,0,26331,Charl Schwartzel,$154528,2936027
21,0,33448,Justin Thomas,$147370,4126366
22,0,23108,Matt Kuchar,$146911,3819678
23,0,20396,Lee Westwood,$146687,1026810
24,0,27649,Brandt Snedeker,$146672,3960142
25,0,26329,Louis Oosthuizen,$142475,2422079
26,0,27141,J.B. Holmes,$134982,2969608
27,0,31646,Emiliano Grillo,$134868,3371705
28,0,25396,Kevin Na,$132357,3441291
29,0,31202,William McGirt,$129106,3614972
30,0,29478,Kevin Kisner,$126828,3424354
31,0,40026,Daniel Berger,$126568,3290764
32,0,34363,Tyrrell Hatton,$125458,627288
33,0,25572,Graeme McDowell,$123627,2596170
34,0,35174,Matthew Southgate,$122154,122154
35,0,25818,Scott Piercy,$121056,2905349
36,0,32102,Rickie Fowler,$117981,2713563
37,0,22405,Justin Rose,$115854,2085365
38,0,46970,Jon Rahm,$111559,1004035
39,0,10809,Jim Furyk,$109872,1538204
40,0,25686,Jason Dufner,$102853,2879884
41,0,24924,Bill Haas,$99592,2390199
42,0,06527,Steve Stricker,$94576,1418647
43,0,32200,Roberto Castro,$93355,2520574
44,0,33204,Shane Lowry,$93261,1585436
45,0,31323,Gary Woodland,$92002,2392044
46,0,27064,Jhonattan Vegas,$91814,2478980
47,0,32448,James Hahn,$91059,2367521
48,0,37455,Si Woo Kim,$90776,3086369
49,0,12716,Charley Hoffman,$90394,2350239
50,0,46440,Smylie Kaufman,$89578,2508174
51,0,29222,Billy Hurley III,$88520,1770400
52,0,29420,Billy Horschel,$87229,1744571
53,0,26525,Grégory Bourdy,$85697,257091
54,0,28679,Fabián Gómez,$85655,2227040
55,0,31560,Brian Stuard,$83301,1666014
56,0,26499,Rafa Cabrera Bello,$80435,804350
57,0,21961,Charles Howell III,$78998,1974962
58,0,23320,Ryan Palmer,$78006,1794141
59,0,34409,David Lingmerth,$77658,1863783
60,0,34099,Harris English,$74603,2014283
61,0,25834,Daniel Summerhays,$73070,2045968
62,0,29221,Webb Simpson,$72518,1450355
63,0,31557,Jim Herman,$72113,2091274
64,0,29461,Jamie Lovemark,$71885,1940890
65,0,24024,Zach Johnson,$71613,1718703
66,0,20472,Alex Cejka,$71196,1566308
67,0,23983,Luke Donald,$71066,1634515
68,0,30944,Jason Kokrak,$69080,1934250
69,0,23325,Vaughn Taylor,$68365,1640750
70,0,34242,Andrew Johnston,$67566,270262
71,0,33948,Byeong Hun An,$66200,926797
72,0,24507,Jason Bohn,$65224,1369705
73,0,29725,Tony Finau,$64814,1814790
74,0,29518,Brendan Steele,$63571,1589266
75,0,34262,Jon Curran,$63416,1902481
76,0,24140,Sean O'Hair,$63063,1702713
77,0,30926,Chris Kirk,$62941,1762335
78,0,26851,Marc Leishman,$62673,1566824
79,0,45702,Rodolfo Cazaubòn,$61968,185904
80,0,27214,Kevin Streelman,$61584,1601177
81,0,30711,Colt Knost,$61330,1594587
82,0,24357,K.J. Choi,$60384,1328448
83,0,25198,Francesco Molinari,$60175,1083155
84,0,34643,Michael Johnson,$59500,238000
85,0,46507,Bobby Wyatt,$58891,353348
86,0,22371,Aaron Baddeley,$58747,1644915
87,0,20593,Greg Chalmers,$57932,695188
88,0,08075,Jerry Kelly,$57768,1328657
89,0,32070,Rafael Campos,$57100,114200
90,0,22986,Søren Kjeldsen,$55962,671540
91,0,06567,Vijay Singh,$55005,1210104
92,0,32757,Patton Kizzire,$54393,1468624
93,0,34021,Bud Cauley,$54316,760430
94,0,47953,Greg Yates,$52959,52959
95,0,21731,Freddie Jacobson,$52084,1354196
96,0,23800,Bryce Molder,$52053,1353385
97,0,35912,Haydn Porteous,$51489,51489
98,0,27936,Martin Laird,$51028,1224680
99,0,28500,Martin Flores,$50788,101576
100,0,29926,Danny Lee,$50204,1405722
101,0,34098,Russell Henley,$49134,1228347
102,0,24358,Robert Garrigus,$48805,1024900
103,0,27408,Martin Kaymer,$47624,476240
104,0,37189,Harold Varner III,$47404,1327320
105,0,20157,Retief Goosen,$46608,745735
106,0,36699,Patrick Rodgers,$46083,1290336
107,0,19958,Miguel Angel Jiménez,$45746,91492
108,0,29476,Kyle Reifers,$45282,1539578
109,0,48084,Wesley Bryan,$44682,178729
110,0,36824,Paul Peterson,$44508,44508
111,0,01666,Bernhard Langer,$44500,89000
112,0,27436,Graham DeLaet,$43265,908557
113,0,33413,Ben Martin,$43062,1205730
114,0,27895,Jonas Blixt,$42897,1115322
115,0,33419,Cameron Tringale,$42563,1064066
116,0,29479,Scott Brown,$42350,1143452
117,0,27958,Ryan Blaum,$42160,42160
118,0,27644,Brian Harman,$41929,1299801
119,0,26758,David Hearn,$41776,1211514
120,0,12510,Chad Campbell,$41717,1168073
121,0,26951,Johnson Wagner,$41684,1083787
122,0,25900,Lucas Glover,$41258,948927
123,0,20766,Padraig Harrington,$40933,654929
124,0,02206,David Toms,$40764,774522
125,0,34466,Peter Malnati,$40592,1298945
126,0,26476,Chez Reavie,$40258,1086964
127,0,25369,Jamie Donaldson,$40004,520052
128,0,24846,Ricky Barnes,$39959,1158800
129,0,35300,Andrew Loupe,$39825,1075276
130,0,31420,Anirban Lahiri,$39770,835171
131,0,47959,Bryson DeChambeau,$39718,476621
132,0,33399,Adam Hadwin,$39548,1067809
133,0,20104,Ken Duke,$38651,773025
134,0,26289,Boo Weekley,$38141,991660
135,0,27095,Nick Watney,$37976,189880
