RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL (FOR ALL DISTANCES),PCT OF ALL 1-PUTTS
1,0,32200,Roberto Castro,337,579,58.2
2,0,23638,Brendon de Jonge,335,656,51.1
3,0,21753,Brian Davis,334,634,52.7
3,0,19846,Brian Gay,334,589,56.7
5,0,21961,Charles Howell III,329,596,55.2
5,0,27963,Chris Stroud,329,596,55.2
7,0,10860,Justin Leonard,326,571,57.1
8,0,30926,Chris Kirk,318,643,49.5
9,0,28780,Nicholas Thompson,304,589,51.6
10,0,20098,Stuart Appleby,303,576,52.6
11,0,27644,Brian Harman,302,552,54.7
12,0,28307,Matt Every,299,593,50.4
13,0,28500,Martin Flores,298,554,53.8
14,0,34360,Patrick Reed,297,558,53.2
15,0,34099,Harris English,293,603,48.6
16,0,27895,Jonas Blixt,292,513,56.9
17,0,25834,Daniel Summerhays,289,554,52.2
18,0,30944,Jason Kokrak,286,517,55.3
18,0,23800,Bryce Molder,286,540,53.0
20,0,31323,Gary Woodland,285,574,49.7
21,0,26300,Matt Jones,284,519,54.7
22,0,26289,Boo Weekley,282,531,53.1
23,0,23108,Matt Kuchar,281,520,54.0
23,0,29518,Brendan Steele,281,520,54.0
25,0,20104,Ken Duke,275,538,51.1
25,0,33419,Cameron Tringale,275,525,52.4
27,0,22371,Aaron Baddeley,274,477,57.4
27,0,28475,Jeff Overton,274,543,50.5
29,0,27436,Graham DeLaet,273,539,50.6
30,0,29420,Billy Horschel,272,595,45.7
31,0,26758,David Hearn,271,554,48.9
32,0,20593,Greg Chalmers,270,547,49.4
33,0,31202,William McGirt,268,507,52.9
33,0,25632,Jimmy Walker,268,552,48.6
35,0,30750,Tommy Gainey,267,535,49.9
36,0,29221,Webb Simpson,265,512,51.8
37,0,01320,Bob Estes,263,461,57.0
37,0,23320,Ryan Palmer,263,518,50.8
39,0,33141,Keegan Bradley,260,505,51.5
40,0,23621,Rory Sabbatini,259,508,51.0
41,0,34046,Jordan Spieth,258,515,50.1
41,0,20160,Charlie Wi,258,500,51.6
43,0,25274,Steven Bowditch,255,443,57.6
44,0,28089,Jason Day,254,464,54.7
44,0,34174,John Huh,254,506,50.2
46,0,35539,Luke Guthrie,252,482,52.3
47,0,34261,Scott Langley,251,455,55.2
48,0,32448,James Hahn,250,469,53.3
49,0,27770,Camilo Villegas,248,472,52.5
50,0,10809,Jim Furyk,247,448,55.1
51,0,32366,Kevin Chappell,245,464,52.8
51,0,35139,Richard Lee,245,508,48.2
51,0,25240,D.A. Points,245,488,50.2
54,0,28259,Sangmoon Bae,244,533,45.8
55,0,12716,Charley Hoffman,243,518,46.9
56,0,08075,Jerry Kelly,242,462,52.4
57,0,26851,Marc Leishman,241,458,52.6
58,0,30692,Scott Stallings,240,491,48.9
59,0,12510,Chad Campbell,239,470,50.9
59,0,27933,John Merrick,239,458,52.2
59,0,01810,Phil Mickelson,239,461,51.8
59,0,27214,Kevin Streelman,239,476,50.2
63,0,24494,Erik Compton,237,469,50.5
63,0,26679,Kevin Stadler,237,470,50.4
65,0,29740,Brad Fritsch,236,475,49.7
66,0,24781,Hunter Mahan,233,457,51.0
66,0,27330,Josh Teater,233,440,53.0
68,0,08725,Tom Gillis,232,433,53.6
68,0,27095,Nick Watney,232,479,48.4
70,0,24024,Zach Johnson,231,464,49.8
70,0,22913,John Rollins,231,452,51.1
