RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE IN INCHES
1,0,28259,Sangmoon Bae,55
1,0,22792,Peter Hanson,55
1,0,34098,Russell Henley,55
1,0,27649,Brandt Snedeker,55
5,0,06004,Stephen Ames,54
5,0,34099,Harris English,54
5,0,01810,Phil Mickelson,54
5,0,27556,Ted Potter Jr.,54
5,0,26331,Charl Schwartzel,54
10,0,20593,Greg Chalmers,53
10,0,23409,James Driscoll,53
10,0,32102,Rickie Fowler,53
10,0,30926,Chris Kirk,53
14,0,22371,Aaron Baddeley,52
14,0,21209,Sergio Garcia,52
14,0,26758,David Hearn,52
14,0,29420,Billy Horschel,52
14,0,22806,Doug LaBelle II,52
14,0,35139,Richard Lee,52
14,0,25572,Graeme McDowell,52
21,0,23135,Tim Clark,51
21,0,24494,Erik Compton,51
21,0,30750,Tommy Gainey,51
21,0,33461,Morgan Hoffmann,51
21,0,27408,Martin Kaymer,51
21,0,30711,Colt Knost,51
21,0,36884,Ben Kohles,51
21,0,28475,Jeff Overton,51
21,0,23320,Ryan Palmer,51
21,0,25345,Carl Pettersson,51
21,0,34360,Patrick Reed,51
21,0,34046,Jordan Spieth,51
21,0,06527,Steve Stricker,51
21,0,28135,Aaron Watkins,51
21,0,20160,Charlie Wi,51
36,0,21753,Brian Davis,50
36,0,20104,Ken Duke,50
36,0,37273,Derek Ernst,50
36,0,35539,Luke Guthrie,50
36,0,21961,Charles Howell III,50
36,0,24024,Zach Johnson,50
36,0,27936,Martin Laird,50
36,0,28092,D.H. Lee,50
36,0,21099,David Lynn,50
36,0,23800,Bryce Molder,50
36,0,25240,D.A. Points,50
36,0,25562,Andres Romero,50
36,0,23621,Rory Sabbatini,50
36,0,30692,Scott Stallings,50
36,0,26951,Johnson Wagner,50
36,0,25632,Jimmy Walker,50
36,0,27095,Nick Watney,50
36,0,31323,Gary Woodland,50
54,0,20098,Stuart Appleby,49
54,0,27895,Jonas Blixt,49
54,0,24507,Jason Bohn,49
54,0,20848,Ángel Cabrera,49
54,0,23541,Ben Crane,49
54,0,28089,Jason Day,49
54,0,27436,Graham DeLaet,49
54,0,23983,Luke Donald,49
54,0,01320,Bob Estes,49
54,0,28307,Matt Every,49
54,0,08725,Tom Gillis,49
54,0,24924,Bill Haas,49
54,0,20766,Padraig Harrington,49
54,0,31557,Jim Herman,49
54,0,25444,Justin Hicks,49
54,0,12716,Charley Hoffman,49
54,0,34174,John Huh,49
54,0,21731,Freddie Jacobson,49
54,0,30944,Jason Kokrak,49
54,0,23108,Matt Kuchar,49
54,0,34261,Scott Langley,49
54,0,34409,David Lingmerth,49
54,0,31202,William McGirt,49
54,0,28237,Rory McIlroy,49
54,0,24490,George McNeill,49
54,0,24140,Sean O'Hair,49
54,0,22046,Geoff Ogilvy,49
54,0,29221,Webb Simpson,49
54,0,21528,Henrik Stenson,49
54,0,27214,Kevin Streelman,49
54,0,27963,Chris Stroud,49
54,0,32150,Michael Thompson,49
54,0,28780,Nicholas Thompson,49
54,0,33419,Cameron Tringale,49
54,0,10423,Mike Weir,49
54,0,26497,Casey Wittenberg,49
54,0,08793,Tiger Woods,49
91,0,25274,Steven Bowditch,48
91,0,33141,Keegan Bradley,48
91,0,28500,Martin Flores,48
91,0,29740,Brad Fritsch,48
91,0,10809,Jim Furyk,48
91,0,24399,Scott Gardiner,48
91,0,19846,Brian Gay,48
91,0,28679,Fabián Gómez,48
91,0,12782,Tim Herron,48
91,0,06573,Brandt Jobe,48
91,0,30925,Dustin Johnson,48
91,0,26300,Matt Jones,48
91,0,26851,Marc Leishman,48
91,0,01724,Jeff Maggert,48
91,0,24781,Hunter Mahan,48
91,0,30163,Henrik Norlander,48
91,0,25818,Scott Piercy,48
91,0,24138,Ian Poulter,48
91,0,25336,Alistair Presnell,48
91,0,10213,Dicky Pride,48
91,0,26476,Chez Reavie,48
91,0,23497,Tag Ridings,48
91,0,24502,Adam Scott,48
91,0,33418,Shawn Stefani,48
91,0,31560,Brian Stuard,48
91,0,23788,D.J. Trahan,48
91,0,27770,Camilo Villegas,48
118,0,10885,Robert Allenby,47
118,0,24227,Justin Bolli,47
118,0,12510,Chad Campbell,47
118,0,32366,Kevin Chappell,47
118,0,24357,K.J. Choi,47
118,0,22621,Ben Curtis,47
118,0,23638,Brendon de Jonge,47
118,0,25686,Jason Dufner,47
118,0,32448,James Hahn,47
118,0,27644,Brian Harman,47
118,0,30852,Ryo Ishikawa,47
118,0,27503,Steve LeBrun,47
118,0,10860,Justin Leonard,47
118,0,27120,Troy Matteson,47
118,0,27933,John Merrick,47
118,0,29289,S.Y. Noh,47
118,0,20443,Jin Park,47
118,0,22056,Cameron Percy,47
118,0,22913,John Rollins,47
118,0,22405,Justin Rose,47
118,0,20645,John Senden,47
118,0,26679,Kevin Stadler,47
118,0,22295,Darron Stiles,47
118,0,34431,Robert Streb,47
118,0,25834,Daniel Summerhays,47
118,0,27330,Josh Teater,47
118,0,23623,Bo Van Pelt,47
118,0,24663,Y.E. Yang,47
146,0,32334,Charlie Beljan,46
146,0,29479,Scott Brown,46
146,0,32200,Roberto Castro,46
146,0,20229,Stewart Cink,46
146,0,23452,Nicolas Colsaerts,46
146,0,23353,J.J. Henry,46
146,0,08075,Jerry Kelly,46
146,0,27129,Luke List,46
146,0,22961,David Mathis,46
146,0,26596,Ryan Moore,46
146,0,24361,Pat Perez,46
