RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,ATTEMPTS,TOTAL DISTANCE (FEET)
1,0,24357,K.J. Choi,1' 11",673,1303.250
2,0,24846,Ricky Barnes,2' 0",761,1538.250
2,0,27933,John Merrick,2' 0",746,1490.417
4,0,24507,Jason Bohn,2' 1",693,1429.667
4,0,33141,Keegan Bradley,2' 1",770,1634.583
4,0,28089,Jason Day,2' 1",623,1305.833
4,0,32698,Bobby Gates,2' 1",426,887.083
4,0,23353,J.J. Henry,2' 1",870,1788.417
4,0,12782,Tim Herron,2' 1",462,963.833
4,0,34261,Scott Langley,2' 1",684,1451.833
4,0,26596,Ryan Moore,2' 1",601,1249.333
4,0,20572,Rod Pampling,2' 1",387,802.750
4,0,29221,Webb Simpson,2' 1",729,1536.000
4,0,26679,Kevin Stadler,2' 1",755,1582.167
4,0,25834,Daniel Summerhays,2' 1",826,1722.083
4,0,29425,Andrew Svoboda,2' 1",393,826.750
4,0,25804,Bubba Watson,2' 1",660,1354.750
4,0,20396,Lee Westwood,2' 1",559,1184.000
4,0,21878,Mark Wilson,2' 1",564,1192.333
4,0,08793,Tiger Woods,2' 1",435,911.583
21,0,06004,Stephen Ames,2' 2",449,982.750
21,0,22371,Aaron Baddeley,2' 2",568,1239.333
21,0,12510,Chad Campbell,2' 2",811,1761.500
21,0,32200,Roberto Castro,2' 2",922,2029.417
21,0,20229,Stewart Cink,2' 2",639,1384.333
21,0,28455,Will Claxton,2' 2",653,1436.167
21,0,22621,Ben Curtis,2' 2",500,1085.667
21,0,20104,Ken Duke,2' 2",795,1728.417
21,0,06522,Ernie Els,2' 2",511,1097.833
21,0,01320,Bob Estes,2' 2",639,1366.750
21,0,28500,Martin Flores,2' 2",798,1740.583
21,0,10809,Jim Furyk,2' 2",690,1497.833
21,0,19846,Brian Gay,2' 2",666,1419.000
21,0,24924,Bill Haas,2' 2",758,1619.500
21,0,27644,Brian Harman,2' 2",793,1725.417
21,0,12716,Charley Hoffman,2' 2",781,1700.417
21,0,21731,Freddie Jacobson,2' 2",455,996.500
21,0,26300,Matt Jones,2' 2",729,1574.333
21,0,08075,Jerry Kelly,2' 2",670,1457.583
21,0,26851,Marc Leishman,2' 2",682,1449.750
21,0,10860,Justin Leonard,2' 2",762,1634.417
21,0,27120,Troy Matteson,2' 2",639,1370.250
21,0,25818,Scott Piercy,2' 2",660,1454.167
21,0,26476,Chez Reavie,2' 2",728,1553.833
21,0,22913,John Rollins,2' 2",759,1623.000
21,0,34046,Jordan Spieth,2' 2",672,1460.167
21,0,06527,Steve Stricker,2' 2",346,761.500
21,0,23325,Vaughn Taylor,2' 2",408,871.833
21,0,23788,D.J. Trahan,2' 2",425,910.083
21,0,10423,Mike Weir,2' 2",461,1002.917
51,0,20098,Stuart Appleby,2' 3",821,1850.833
