RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,# OF PUTTS,# OF HOLES
1,0,10860,Justin Leonard,1.543,2083,1350
2,0,34046,Jordan Spieth,1.548,2730,1764
3,0,22371,Aaron Baddeley,1.564,2027,1296
3,0,20593,Greg Chalmers,1.564,2281,1458
5,0,19846,Brian Gay,1.565,2225,1422
6,0,26331,Charl Schwartzel,1.574,1757,1116
6,0,30927,Brendon Todd,1.574,3059,1944
8,0,27141,J.B. Holmes,1.575,2438,1548
8,0,27963,Chris Stroud,1.575,2495,1584
10,0,35139,Richard Lee,1.576,2213,1404
11,0,21731,Freddie Jacobson,1.577,2583,1638
12,0,25720,Chad Collins,1.578,2102,1332
12,0,10423,Mike Weir,1.578,1846,1170
14,0,20098,Stuart Appleby,1.579,2558,1620
15,0,30926,Chris Kirk,1.580,2958,1872
16,0,32102,Rickie Fowler,1.581,2419,1530
16,0,25396,Kevin Na,1.581,2675,1692
18,0,35539,Luke Guthrie,1.583,2422,1530
19,0,33461,Morgan Hoffmann,1.585,2824,1782
19,0,25562,Andres Romero,1.585,2197,1386
21,0,08075,Jerry Kelly,1.586,2284,1440
21,0,31560,Brian Stuard,1.586,2483,1566
21,0,25349,Tim Wilkinson,1.586,2341,1476
24,0,25572,Graeme McDowell,1.587,1771,1116
24,0,20160,Charlie Wi,1.587,2000,1260
26,0,21753,Brian Davis,1.588,2659,1674
26,0,23983,Luke Donald,1.588,1601,1008
26,0,21209,Sergio Garcia,1.588,1658,1044
26,0,01810,Phil Mickelson,1.588,2029,1278
30,0,28237,Rory McIlroy,1.589,1830,1152
31,0,24138,Ian Poulter,1.591,1604,1008
32,0,27644,Brian Harman,1.592,3180,1998
33,0,06522,Ernie Els,1.594,2266,1422
34,0,28089,Jason Day,1.595,1378,864
34,0,31202,William McGirt,1.595,2756,1728
36,0,25191,Gonzalo Fernandez-Castaño,1.596,2355,1476
36,0,30925,Dustin Johnson,1.596,1638,1026
36,0,34261,Scott Langley,1.596,2671,1674
36,0,23320,Ryan Palmer,1.596,2442,1530
36,0,27649,Brandt Snedeker,1.596,2500,1566
36,0,25632,Jimmy Walker,1.596,2758,1728
42,0,26300,Matt Jones,1.597,2386,1494
42,0,23108,Matt Kuchar,1.597,2529,1584
44,0,34360,Patrick Reed,1.598,2588,1620
44,0,24502,Adam Scott,1.598,1956,1224
46,0,27895,Jonas Blixt,1.599,1784,1116
46,0,29479,Scott Brown,1.599,2878,1800
46,0,24494,Erik Compton,1.599,2533,1584
46,0,23541,Ben Crane,1.599,2331,1458
46,0,30852,Ryo Ishikawa,1.599,2159,1350
46,0,29478,Kevin Kisner,1.599,2446,1530
46,0,35300,Andrew Loupe,1.599,1756,1098
46,0,24361,Pat Perez,1.599,2417,1512
54,0,30944,Jason Kokrak,1.600,1872,1170
54,0,23800,Bryce Molder,1.600,2102,1314
56,0,24357,K.J. Choi,1.601,2305,1440
56,0,23135,Tim Clark,1.601,2161,1350
56,0,28307,Matt Every,1.601,2450,1530
59,0,24846,Ricky Barnes,1.602,2537,1584
59,0,24507,Jason Bohn,1.602,2336,1458
59,0,29221,Webb Simpson,1.602,2422,1512
62,0,23409,James Driscoll,1.603,2049,1278
62,0,22405,Justin Rose,1.603,1962,1224
64,0,33141,Keegan Bradley,1.604,2541,1584
64,0,29740,Brad Fritsch,1.604,1386,864
64,0,32839,Hideki Matsuyama,1.604,2310,1440
64,0,28475,Jeff Overton,1.604,2194,1368
68,0,28259,Sangmoon Bae,1.605,2195,1368
68,0,24024,Zach Johnson,1.605,2774,1728
68,0,24490,George McNeill,1.605,2283,1422
71,0,35732,Wes Roach,1.606,1821,1134
71,0,34431,Robert Streb,1.606,2052,1278
73,0,34098,Russell Henley,1.607,2661,1656
73,0,34409,David Lingmerth,1.607,2199,1368
73,0,33413,Ben Martin,1.607,2314,1440
76,0,22621,Ben Curtis,1.608,2113,1314
76,0,36689,Brooks Koepka,1.608,1621,1008
76,0,20396,Lee Westwood,1.608,1621,1008
79,0,10809,Jim Furyk,1.609,2317,1440
79,0,12716,Charley Hoffman,1.609,2694,1674
79,0,26851,Marc Leishman,1.609,2317,1440
82,0,25804,Bubba Watson,1.610,2116,1314
83,0,25364,Paul Casey,1.611,1624,1008
83,0,24358,Robert Garrigus,1.611,2320,1440
83,0,34563,Chesson Hadley,1.611,2436,1512
83,0,27408,Martin Kaymer,1.611,1856,1152
83,0,27214,Kevin Streelman,1.611,2262,1404
88,0,26758,David Hearn,1.612,2815,1746
88,0,24912,Will MacKenzie,1.612,2380,1476
88,0,28132,Tyrone Van Aswegen,1.612,2263,1404
91,0,29535,Brice Garnett,1.614,2556,1584
91,0,26596,Ryan Moore,1.614,2440,1512
93,0,23638,Brendon de Jonge,1.615,3168,1962
93,0,24140,Sean O'Hair,1.615,2238,1386
93,0,24663,Y.E. Yang,1.615,2267,1404
96,0,20157,Retief Goosen,1.616,2618,1620
96,0,32150,Michael Thompson,1.616,2153,1332
98,0,24925,Jonathan Byrd,1.617,2095,1296
98,0,32366,Kevin Chappell,1.617,2795,1728
98,0,21961,Charles Howell III,1.617,3086,1908
98,0,31323,Gary Woodland,1.617,2677,1656
102,0,32200,Roberto Castro,1.618,2155,1332
102,0,26956,Bronson La'Cassie,1.618,1369,846
104,0,07867,Woody Austin,1.619,1719,1062
104,0,25274,Steven Bowditch,1.619,2711,1674
104,0,28092,D.H. Lee,1.619,1457,900
107,0,29926,Danny Lee,1.620,2333,1440
107,0,25834,Daniel Summerhays,1.620,2858,1764
109,0,27466,Spencer Levin,1.621,1721,1062
109,0,32640,Troy Merritt,1.621,1809,1116
109,0,20645,John Senden,1.621,2888,1782
109,0,33419,Cameron Tringale,1.621,3238,1998
113,0,29289,S.Y. Noh,1.622,2686,1656
114,0,27770,Camilo Villegas,1.623,2775,1710
115,0,33122,Russell Knox,1.624,2690,1656
115,0,29518,Brendan Steele,1.624,2485,1530
117,0,34099,Harris English,1.627,2694,1656
117,0,02206,David Toms,1.627,1816,1116
117,0,26951,Johnson Wagner,1.627,1904,1170
120,0,30750,Tommy Gainey,1.628,2022,1242
120,0,27556,Ted Potter Jr.,1.628,1993,1224
120,0,33418,Shawn Stefani,1.628,1758,1080
123,0,24781,Hunter Mahan,1.629,2493,1530
124,0,24924,Bill Haas,1.630,3080,1890
125,0,29222,Billy Hurley III,1.632,2527,1548
125,0,30692,Scott Stallings,1.632,2233,1368
127,0,20848,Ángel Cabrera,1.633,2028,1242
127,0,34021,Bud Cauley,1.633,1646,1008
129,0,34174,John Huh,1.635,2443,1494
129,0,27120,Troy Matteson,1.635,1707,1044
129,0,22046,Geoff Ogilvy,1.635,2354,1440
132,0,25345,Carl Pettersson,1.636,2679,1638
133,0,29461,Jamie Lovemark,1.638,1769,1080
134,0,20229,Stewart Cink,1.640,2686,1638
134,0,23621,Rory Sabbatini,1.640,2303,1404
136,0,20104,Ken Duke,1.641,2304,1404
136,0,06567,Vijay Singh,1.641,2452,1494
138,0,28500,Martin Flores,1.642,2513,1530
139,0,20498,Briny Baird,1.643,1479,900
140,0,27330,Josh Teater,1.644,2604,1584
140,0,34265,Will Wilcox,1.644,1450,882
142,0,23623,Bo Van Pelt,1.645,2457,1494
143,0,01706,Davis Love III,1.646,2133,1296
144,0,32334,Charlie Beljan,1.647,2134,1296
144,0,32448,James Hahn,1.647,2372,1440
146,0,25686,Jason Dufner,1.648,1602,972
147,0,22378,Trevor Immelman,1.650,2376,1440
147,0,29425,Andrew Svoboda,1.650,2287,1386
147,0,27095,Nick Watney,1.650,2227,1350
150,0,22293,Heath Slocum,1.651,2050,1242
151,0,31557,Jim Herman,1.652,1725,1044
152,0,27436,Graham DeLaet,1.653,2350,1422
152,0,27936,Martin Laird,1.653,1845,1116
154,0,28486,Michael Putnam,1.654,3036,1836
154,0,26679,Kevin Stadler,1.654,2649,1602
154,0,21878,Mark Wilson,1.654,1935,1170
157,0,31193,Jim Renner,1.656,1759,1062
158,0,25240,D.A. Points,1.657,2177,1314
159,0,10885,Robert Allenby,1.658,2418,1458
160,0,29420,Billy Horschel,1.659,2687,1620
161,0,21528,Henrik Stenson,1.660,1614,972
162,0,35541,John Peterson,1.661,1794,1080
163,0,37273,Derek Ernst,1.662,2274,1368
164,0,26329,Louis Oosthuizen,1.665,1379,828
165,0,01724,Jeff Maggert,1.666,1619,972
166,0,22913,John Rollins,1.670,2405,1440
167,0,25444,Justin Hicks,1.672,2979,1782
168,0,27933,John Merrick,1.673,2500,1494
169,0,27064,Jhonattan Vegas,1.674,2260,1350
170,0,32333,Kevin Tway,1.675,1809,1080
171,0,34264,Hudson Swafford,1.677,2143,1278
172,0,12510,Chad Campbell,1.680,1603,954
173,0,23353,J.J. Henry,1.685,2639,1566
173,0,28780,Nicholas Thompson,1.685,2457,1458
175,0,30110,Kyle Stanley,1.687,2520,1494
176,0,26289,Boo Weekley,1.698,2200,1296
177,0,25900,Lucas Glover,1.714,2036,1188
