RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,ATTEMPTS(<= 5'),TOT MADE (>=20'),TOT MADE (<= 5')
39,0,23108,Matt Kuchar,100.28,1079,42,1040
40,0,20098,Stuart Appleby,100.26,1150,39,1114
40,0,23353,J.J. Henry,100.26,1155,27,1131
40,0,34261,Scott Langley,100.26,1149,39,1113
43,0,32640,Troy Merritt,100.25,794,25,771
44,0,22621,Ben Curtis,100.22,897,29,870
44,0,19846,Brian Gay,100.22,906,32,876
46,0,33141,Keegan Bradley,100.21,949,28,923
47,0,26956,Bronson La'Cassie,100.19,519,14,506
48,0,25720,Chad Collins,100.12,853,25,829
48,0,26951,Johnson Wagner,100.12,845,24,822
50,0,27649,Brandt Snedeker,100.11,932,30,903
50,0,24663,Y.E. Yang,100.11,894,28,867
52,0,24507,Jason Bohn,100.10,1037,25,1013
53,0,27895,Jonas Blixt,100.00,617,18,599
53,0,23135,Tim Clark,100.00,885,28,857
53,0,24494,Erik Compton,100.00,1044,32,1012
53,0,35539,Luke Guthrie,100.00,1076,44,1032
53,0,29222,Billy Hurley III,100.00,1031,33,998
53,0,34409,David Lingmerth,100.00,954,20,934
53,0,31202,William McGirt,100.00,1193,32,1161
53,0,23800,Bryce Molder,100.00,924,25,899
53,0,26596,Ryan Moore,100.00,879,32,847
53,0,23320,Ryan Palmer,100.00,934,28,906
53,0,29425,Andrew Svoboda,100.00,934,28,906
53,0,34265,Will Wilcox,100.00,568,14,554
65,0,25444,Justin Hicks,99.92,1291,42,1248
66,0,24912,Will MacKenzie,99.90,1051,36,1014
67,0,23623,Bo Van Pelt,99.89,944,30,913
68,0,22371,Aaron Baddeley,99.88,821,27,793
69,0,31557,Jim Herman,99.86,696,20,675
70,0,20498,Briny Baird,99.85,669,22,646
71,0,26851,Marc Leishman,99.80,991,27,962
72,0,08075,Jerry Kelly,99.78,928,29,897
73,0,28307,Matt Every,99.77,880,28,850
74,0,32150,Michael Thompson,99.76,828,34,792
75,0,32448,James Hahn,99.72,1086,28,1055
75,0,27120,Troy Matteson,99.72,708,17,689
77,0,35300,Andrew Loupe,99.71,690,21,667
78,0,32102,Rickie Fowler,99.66,876,26,847
78,0,33413,Ben Martin,99.66,880,20,857
80,0,20848,Ángel Cabrera,99.65,866,27,836
81,0,23541,Ben Crane,99.64,1097,29,1064
82,0,34099,Harris English,99.62,1051,25,1022
83,0,02206,David Toms,99.61,764,25,736
84,0,24140,Sean O'Hair,99.58,950,20,926
85,0,27330,Josh Teater,99.55,1100,26,1069
86,0,27214,Kevin Streelman,99.54,864,29,831
87,0,24361,Pat Perez,99.53,1071,36,1030
88,0,25349,Tim Wilkinson,99.50,1002,30,967
89,0,30925,Dustin Johnson,99.49,594,19,572
90,0,23638,Brendon de Jonge,99.47,1333,38,1288
90,0,22405,Justin Rose,99.47,751,24,723
92,0,27466,Spencer Levin,99.45,728,18,706
93,0,20229,Stewart Cink,99.44,1070,36,1028
94,0,21961,Charles Howell III,99.42,1387,42,1337
95,0,07867,Woody Austin,99.38,810,23,782
96,0,34046,Jordan Spieth,99.37,1104,32,1065
97,0,27770,Camilo Villegas,99.34,1207,46,1153
97,0,10423,Mike Weir,99.34,760,15,740
99,0,24138,Ian Poulter,99.33,593,19,570
100,0,25562,Andres Romero,99.31,1011,32,972
101,0,30750,Tommy Gainey,99.30,856,18,832
101,0,34174,John Huh,99.30,1006,29,970
103,0,26300,Matt Jones,99.29,842,32,804
104,0,25804,Bubba Watson,99.26,808,16,786
105,0,24924,Bill Haas,99.25,1195,31,1155
105,0,12716,Charley Hoffman,99.25,1069,29,1032
107,0,28259,Sangmoon Bae,99.23,905,33,865
107,0,31560,Brian Stuard,99.23,1043,27,1008
109,0,24358,Robert Garrigus,99.22,1023,29,986
109,0,22293,Heath Slocum,99.22,894,30,857
111,0,30944,Jason Kokrak,99.19,862,22,833
112,0,29289,S.Y. Noh,99.17,1083,43,1031
113,0,27408,Martin Kaymer,99.13,690,20,664
114,0,29740,Brad Fritsch,99.12,569,15,549
115,0,25345,Carl Pettersson,99.11,1240,30,1199
116,0,32334,Charlie Beljan,99.08,974,32,933
117,0,21878,Mark Wilson,99.07,856,22,826
118,0,23409,James Driscoll,99.05,844,23,813
118,0,33418,Shawn Stefani,99.05,845,28,809
120,0,28132,Tyrone Van Aswegen,99.03,929,17,903
121,0,32333,Kevin Tway,99.01,704,21,676
122,0,34021,Bud Cauley,99.00,697,19,671
122,0,29535,Brice Garnett,99.00,1098,21,1066
122,0,33419,Cameron Tringale,99.00,1400,29,1357
125,0,27556,Ted Potter Jr.,98.95,861,23,829
126,0,06522,Ernie Els,98.92,923,27,886
126,0,21528,Henrik Stenson,98.92,553,20,527
128,0,27936,Martin Laird,98.88,805,18,778
128,0,22913,John Rollins,98.88,986,25,950
130,0,24846,Ricky Barnes,98.86,1136,40,1083
131,0,12510,Chad Campbell,98.84,687,25,654
131,0,20160,Charlie Wi,98.84,949,29,909
133,0,21753,Brian Davis,98.77,1142,33,1095
133,0,28092,D.H. Lee,98.77,650,17,625
135,0,01810,Phil Mickelson,98.71,700,24,667
136,0,31193,Jim Renner,98.70,772,23,739
136,0,34431,Robert Streb,98.70,924,33,879
136,0,34264,Hudson Swafford,98.70,847,21,815
139,0,37273,Derek Ernst,98.69,918,19,887
140,0,26679,Kevin Stadler,98.67,979,25,941
141,0,34563,Chesson Hadley,98.64,1027,28,985
141,0,27095,Nick Watney,98.64,806,25,770
143,0,22378,Trevor Immelman,98.51,1010,29,966
144,0,28500,Martin Flores,98.48,986,27,944
145,0,35732,Wes Roach,98.47,718,20,687
146,0,32366,Kevin Chappell,98.43,1274,35,1219
147,0,25240,D.A. Points,98.40,811,24,774
148,0,25364,Paul Casey,98.38,617,21,586
149,0,26331,Charl Schwartzel,98.33,779,21,745
150,0,33122,Russell Knox,98.25,1200,27,1152
150,0,28486,Michael Putnam,98.25,1372,25,1323
152,0,30692,Scott Stallings,98.24,910,16,878
153,0,01724,Jeff Maggert,97.99,648,14,621
154,0,10885,Robert Allenby,97.94,1021,23,977
154,0,30852,Ryo Ishikawa,97.94,872,20,834
156,0,27141,J.B. Holmes,97.87,1125,26,1075
157,0,23621,Rory Sabbatini,97.86,936,28,888
158,0,06567,Vijay Singh,97.84,1155,39,1091
159,0,25191,Gonzalo Fernandez-Castaño,97.80,1001,24,955
160,0,20396,Lee Westwood,97.72,613,21,578
161,0,32839,Hideki Matsuyama,97.71,917,21,875
162,0,27933,John Merrick,97.69,1084,36,1023
162,0,35541,John Peterson,97.69,821,10,792
164,0,25274,Steven Bowditch,97.68,1162,30,1105
165,0,26289,Boo Weekley,97.57,863,17,825
166,0,24925,Jonathan Byrd,97.52,968,14,930
167,0,22046,Geoff Ogilvy,97.50,1080,34,1019
168,0,01706,Davis Love III,97.44,939,26,889
169,0,20104,Ken Duke,97.41,965,23,917
170,0,26329,Louis Oosthuizen,96.83,442,12,416
171,0,32200,Roberto Castro,96.47,877,22,824
171,0,28780,Nicholas Thompson,96.47,1048,21,990
173,0,30110,Kyle Stanley,96.36,1099,21,1038
174,0,27064,Jhonattan Vegas,96.13,956,20,899
175,0,29461,Jamie Lovemark,96.03,706,13,665
176,0,25686,Jason Dufner,95.32,641,15,596
177,0,25900,Lucas Glover,94.20,759,23,692
