RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,GIR PUTTS,GREENS HIT,BIRDIE CONVERSION
1,0,28237,Rory McIlroy,1.708,1366,800,36.84
2,0,34046,Jordan Spieth,1.717,1892,1102,34.24
3,0,30925,Dustin Johnson,1.726,1205,698,33.00
4,0,24502,Adam Scott,1.732,1458,842,33.89
4,0,25632,Jimmy Walker,1.732,2023,1168,33.50
6,0,30852,Ryo Ishikawa,1.734,1521,877,32.72
7,0,27963,Chris Stroud,1.735,1792,1033,31.49
8,0,08075,Jerry Kelly,1.736,1639,944,30.19
9,0,25804,Bubba Watson,1.737,1551,893,32.40
10,0,23320,Ryan Palmer,1.738,1773,1020,32.71
11,0,26331,Charl Schwartzel,1.739,1233,709,33.76
12,0,35539,Luke Guthrie,1.744,1695,972,31.40
12,0,27141,J.B. Holmes,1.744,1645,943,32.56
12,0,30927,Brendon Todd,1.744,2170,1244,29.87
15,0,26300,Matt Jones,1.745,1649,945,29.96
16,0,22371,Aaron Baddeley,1.746,1353,775,32.00
16,0,21731,Freddie Jacobson,1.746,1790,1025,30.18
18,0,24357,K.J. Choi,1.747,1562,894,29.79
18,0,25572,Graeme McDowell,1.747,1282,734,29.69
20,0,20593,Greg Chalmers,1.748,1526,873,29.93
20,0,30944,Jason Kokrak,1.748,1337,765,31.41
22,0,20098,Stuart Appleby,1.749,1784,1020,30.09
22,0,32640,Troy Merritt,1.749,1270,726,29.01
22,0,24138,Ian Poulter,1.749,1100,629,32.11
22,0,31560,Brian Stuard,1.749,1749,1000,30.63
26,0,21209,Sergio Garcia,1.750,1255,717,29.97
26,0,33461,Morgan Hoffmann,1.750,1957,1118,31.84
26,0,36689,Brooks Koepka,1.750,1146,655,32.67
29,0,32366,Kevin Chappell,1.753,2048,1168,30.64
29,0,01810,Phil Mickelson,1.753,1462,834,31.29
29,0,25396,Kevin Na,1.753,1920,1095,30.77
32,0,25364,Paul Casey,1.754,1163,663,31.12
32,0,34261,Scott Langley,1.754,1884,1074,28.98
32,0,26596,Ryan Moore,1.754,1803,1028,30.53
32,0,20396,Lee Westwood,1.754,1126,642,32.45
36,0,23135,Tim Clark,1.755,1523,868,28.29
36,0,32102,Rickie Fowler,1.755,1732,987,32.52
36,0,27644,Brian Harman,1.755,2254,1284,29.56
36,0,23108,Matt Kuchar,1.755,1860,1060,30.57
36,0,26851,Marc Leishman,1.755,1648,939,29.99
36,0,27649,Brandt Snedeker,1.755,1739,991,30.13
42,0,34098,Russell Henley,1.756,1798,1024,30.82
42,0,12716,Charley Hoffman,1.756,1972,1123,31.67
