RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (FEET),# OF ATTEMPTS,RELATIVE TO PAR
1,0,30925,Dustin Johnson,39' 6",7311.417,185,+2
2,0,27214,Kevin Streelman,40' 0",8319.000,208,+7
3,0,24138,Ian Poulter,41' 4",5748.083,139,+8
4,0,33410,Andrew Landry,41' 9",8940.417,214,+25
5,0,34076,Joel Dahmen,42' 0",8655.417,206,-1
6,0,27141,J.B. Holmes,42' 5",9920.417,234,E
7,0,29485,Brett Stegmaier,42' 6",7389.750,174,+22
8,0,25818,Scott Piercy,42' 8",9305.917,218,+25
8,0,34046,Jordan Spieth,42' 8",8571.583,201,-3
10,0,20229,Stewart Cink,42' 10",9803.583,229,+8
11,0,47959,Bryson DeChambeau,43' 0",10022.333,233,+8
12,0,30944,Jason Kokrak,43' 1",13790.167,320,-2
13,0,12510,Chad Campbell,43' 3",8692.083,201,+11
14,0,47287,Ethan Tracy,43' 5",8112.000,187,+22
14,0,25804,Bubba Watson,43' 5",9073.917,209,+11
16,0,22405,Justin Rose,43' 7",6014.833,138,+1
17,0,01810,Phil Mickelson,43' 8",11258.500,258,+1
18,0,29908,C.T. Pan,43' 9",9663.417,221,+34
18,0,22056,Cameron Percy,43' 9",6391.333,146,+10
20,0,39997,Corey Conners,43' 10",10613.083,242,+33
21,0,20157,Retief Goosen,44' 1",6740.083,153,+22
21,0,27644,Brian Harman,44' 1",7982.750,181,+21
21,0,30692,Scott Stallings,44' 1",12839.250,291,+16
24,0,32366,Kevin Chappell,44' 6",7837.083,176,+20
24,0,34563,Chesson Hadley,44' 6",12138.500,273,+25
24,0,26476,Chez Reavie,44' 6",5651.833,127,+14
24,0,23621,Rory Sabbatini,44' 6",9973.750,224,+4
28,0,31416,Derek Fathauer,44' 7",12123.583,272,+33
29,0,35891,Cameron Smith,44' 8",9520.500,213,+8
30,0,26758,David Hearn,44' 9",6976.083,156,+22
30,0,35461,Beau Hossler,44' 9",11318.667,253,+15
32,0,28775,Nate Lashley,44' 10",4800.417,107,+4
32,0,27129,Luke List,44' 10",13731.417,306,+16
34,0,27095,Nick Watney,44' 11",11951.417,266,+17
35,0,12716,Charley Hoffman,45' 0",10444.917,232,+12
35,0,26331,Charl Schwartzel,45' 0",6207.083,138,+15
37,0,23541,Ben Crane,45' 2",6054.250,134,+19
37,0,37338,Zecheng Dou,45' 2",6414.917,142,+28
39,0,22371,Aaron Baddeley,45' 3",12436.583,275,+14
39,0,23320,Ryan Palmer,45' 3",8421.000,186,+21
41,0,29725,Tony Finau,45' 4",14089.833,311,+17
41,0,27936,Martin Laird,45' 4",8203.083,181,+13
43,0,45526,Abraham Ancer,45' 5",12182.167,268,+33
