RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),ATTEMPTS
48,0,06373,José María Olazábal,8' 1",1916.000,236
48,0,20572,Rod Pampling,8' 1",3149.250,389
56,0,12782,Tim Herron,8' 2",3445.500,421
56,0,06515,Shaun Micheel,8' 2",2808.917,343
56,0,25396,Kevin Na,8' 2",3969.667,488
56,0,21959,Ted Purdy,8' 2",3555.333,435
56,0,02104,Jeff Sluman,8' 2",1862.250,228
56,0,12602,Dean Wilson,8' 2",3309.500,407
62,0,08123,Jeff Brehaut,8' 3",2069.833,252
62,0,19846,Brian Gay,8' 3",4723.250,572
62,0,20105,Jeff Gove,8' 3",3705.250,447
62,0,23718,Nathan Green,8' 3",4319.333,521
62,0,08537,J.P. Hayes,8' 3",3810.500,462
62,0,22913,John Rollins,8' 3",3861.917,468
62,0,24502,Adam Scott,8' 3",2178.167,263
62,0,27095,Nick Watney,8' 3",3096.333,376
70,0,01142,Bart Bryant,8' 4",3360.583,403
70,0,20850,Daniel Chopra,8' 4",4331.083,522
70,0,19972,José Coceres,8' 4",2183.500,263
70,0,21961,Charles Howell III,8' 4",2821.250,338
70,0,21350,Ryuji Imada,8' 4",4257.500,512
70,0,20382,Stephen Leaney,8' 4",2988.667,359
70,0,01945,Kenny Perry,8' 4",3183.500,383
70,0,26882,Michael Sim,8' 4",2280.750,274
78,0,24024,Zach Johnson,8' 5",2749.917,326
78,0,01677,Tom Lehman,8' 5",1891.167,224
78,0,22295,Darron Stiles,8' 5",2410.167,287
81,0,22371,Aaron Baddeley,8' 6",3292.583,389
81,0,07363,Craig Bowden,8' 6",3290.333,388
81,0,01381,Fred Funk,8' 6",2591.250,305
81,0,20157,Retief Goosen,8' 6",1825.833,214
81,0,10117,Bob Heintz,8' 6",3380.750,397
81,0,08075,Jerry Kelly,8' 6",3554.583,418
81,0,12680,Shigeki Maruyama,8' 6",4022.667,475
81,0,20645,John Senden,8' 6",3387.333,399
81,0,23325,Vaughn Taylor,8' 6",3184.833,375
90,0,21633,Steve Allan,8' 7",2604.083,303
90,0,08931,Glen Day,8' 7",3699.917,430
90,0,20433,Mark Hensby,8' 7",3276.083,381
90,0,21949,Joe Ogilvie,8' 7",4359.167,510
94,0,19824,Craig Barlow,8' 8",1856.083,214
94,0,25900,Lucas Glover,8' 8",3599.750,414
94,0,21806,Paul Gow,8' 8",2720.833,314
94,0,27933,John Merrick,8' 8",3376.250,390
94,0,23497,Tag Ridings,8' 8",2173.500,252
99,0,01024,Billy Andrade,8' 9",3669.250,418
99,0,01161,Mark Calcavecchia,8' 9",3508.833,400
99,0,10733,Kent Jones,8' 9",3973.000,455
99,0,22806,Doug LaBelle II,8' 9",4547.833,519
99,0,28475,Jeff Overton,8' 9",2473.583,283
99,0,24361,Pat Perez,8' 9",2960.667,338
99,0,07749,Brett Quigley,8' 9",3101.583,355
99,0,25190,Jeff Quinney,8' 9",3806.500,435
107,0,25273,Andrew Buckle,8' 10",3431.167,388
107,0,20623,Gavin Coles,8' 10",4057.833,461
107,0,25686,Jason Dufner,8' 10",4202.500,475
107,0,06643,Paul Goydos,8' 10",2520.167,286
107,0,20859,Anders Hansen,8' 10",1646.750,187
107,0,21731,Freddie Jacobson,8' 10",3157.250,357
107,0,01707,Steve Lowery,8' 10",3205.083,363
107,0,26881,Jarrod Lyle,8' 10",3262.083,368
107,0,01724,Jeff Maggert,8' 10",3653.000,415
107,0,21660,Jason Schultz,8' 10",2745.167,312
107,0,27649,Brandt Snedeker,8' 10",3949.917,449
107,0,24457,Jaco Van Zyl,8' 10",2244.333,255
119,0,06004,Stephen Ames,8' 11",2941.500,330
119,0,26360,Bubba Dickerson,8' 11",2326.917,261
119,0,20104,Ken Duke,8' 11",4536.750,510
119,0,20634,Peter Lonard,8' 11",3865.417,432
119,0,24490,George McNeill,8' 11",4066.333,458
119,0,21528,Henrik Stenson,8' 11",1810.917,204
125,0,12652,Cameron Beckman,9' 0",3677.917,410
125,0,23933,Michael Boyd,9' 0",2795.667,312
125,0,06251,Chris DiMarco,9' 0",3215.333,358
125,0,08881,Tripp Isenhour,9' 0",4066.000,451
125,0,01706,Davis Love III,9' 0",2566.000,285
125,0,24449,Parker McLachlin,9' 0",4123.750,460
125,0,01797,Rocco Mediate,9' 0",3325.000,370
125,0,27963,Chris Stroud,9' 0",2660.000,296
125,0,06595,Kevin Sutherland,9' 0",3379.167,377
125,0,26289,Boo Weekley,9' 0",3960.833,439
135,0,23638,Brendon de Jonge,9' 1",3373.917,372
135,0,22892,Jason Gore,9' 1",3948.500,435
135,0,12705,Cliff Kresge,9' 1",4949.917,545
135,0,22212,Craig Lile,9' 1",3643.750,400
135,0,02101,Joey Sindelar,9' 1",3174.750,348
135,0,23788,D.J. Trahan,9' 1",4140.917,457
135,0,27770,Camilo Villegas,9' 1",3264.250,360
142,0,23048,Eric Axley,9' 2",4937.917,537
142,0,06621,Joe Durant,9' 2",3342.333,364
142,0,24924,Bill Haas,9' 2",4169.333,455
142,0,23800,Bryce Molder,9' 2",2699.000,295
142,0,26596,Ryan Moore,9' 2",3600.167,391
142,0,10213,Dicky Pride,9' 2",3130.000,342
142,0,25804,Bubba Watson,9' 2",3103.500,339
142,0,23322,Brett Wetterich,9' 2",3289.917,358
142,0,10425,Jay Williamson,9' 2",2385.000,261
151,0,27141,J.B. Holmes,9' 3",3219.500,347
151,0,02223,Bob Tway,9' 3",4551.333,494
151,0,23349,Charles Warren,9' 3",4294.000,465
154,0,20229,Stewart Cink,9' 4",3370.167,362
154,0,23353,J.J. Henry,9' 4",3009.583,322
154,0,26951,Johnson Wagner,9' 4",4120.167,442
157,0,01035,Tommy Armour III,9' 5",3005.917,320
157,0,21805,Harrison Frazar,9' 5",4010.167,425
157,0,20574,Mathew Goggin,9' 5",4185.333,446
157,0,12195,Tom Johnson,9' 5",3327.333,353
161,0,24290,D.J. Brigman,9' 6",2626.417,276
161,0,26420,Richard Johnson,9' 6",4287.167,450
161,0,24912,Will MacKenzie,9' 6",4701.667,495
161,0,21470,Daisuke Maruyama,9' 6",4029.917,426
161,0,27120,Troy Matteson,9' 6",4110.583,433
161,0,02036,Jim Rutledge,9' 6",2422.917,255
167,0,06197,Michael Allen,9' 7",3202.167,334
167,0,12510,Chad Campbell,9' 7",3727.917,389
167,0,12660,Jesper Parnevik,9' 7",3715.667,389
170,0,11123,Chris Couch,9' 8",3900.833,405
170,0,22621,Ben Curtis,9' 8",3861.833,401
170,0,01249,John Daly,9' 8",2611.667,271
170,0,20691,Greg Owen,9' 8",3334.333,346
174,0,23613,Rich Barcelo,9' 9",3827.917,393
174,0,07223,Brian Bateman,9' 9",2474.917,254
174,0,26679,Kevin Stadler,9' 9",4116.333,421
177,0,19803,Ryan Armour,9' 10",4922.250,499
177,0,23614,Rich Beem,9' 10",3601.667,365
177,0,12716,Charley Hoffman,9' 10",4560.583,462
180,0,10885,Robert Allenby,9' 11",3602.750,362
180,0,29476,Kyle Reifers,9' 11",3380.750,340
180,0,12714,Chris Tidland,9' 11",2838.167,286
183,0,01388,Robert Gamez,10' 0",4000.667,401
183,0,24358,Robert Garrigus,10' 0",4433.167,442
183,0,20378,Mathias Grönberg,10' 0",5084.583,510
183,0,23320,Ryan Palmer,10' 0",4356.000,435
183,0,02246,Duffy Waldorf,10' 0",3121.583,312
188,0,28486,Michael Putnam,10' 1",3961.500,393
189,0,24781,Hunter Mahan,10' 2",3734.833,367
190,0,11032,Frank Lickliter II,10' 3",4625.583,453
191,0,21646,David Branshaw,10' 5",4377.833,421
192,0,01157,Tom Byrum,10' 6",2334.583,222
192,0,24980,Scott Gutschewski,10' 6",3661.917,348
192,0,25892,Steve Wheatcroft,10' 6",3693.417,351
195,0,01473,Todd Hamilton,10' 10",3965.167,366
196,0,27702,Matt Hendrix,11' 1",3334.833,300
