RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRVS - OVERALL,RELATIVE TO PAR
120,0,22046,Geoff Ogilvy,1.32,2,152,-1.00
121,0,26950,John Morgan,1.28,2,156,+1.00
121,0,02246,Duffy Waldorf,1.28,2,156,-0.50
123,0,21878,Mark Wilson,1.27,2,158,+1.50
124,0,07941,Mike Grob,1.25,2,160,E
125,0,06251,Chris DiMarco,1.23,2,162,+0.50
125,0,08547,John Maginnes,1.23,2,162,E
127,0,20472,Alex Cejka,1.22,2,164,+0.50
128,0,06567,Vijay Singh,1.19,2,168,-0.50
129,0,10425,Jay Williamson,1.16,2,172,E
130,0,06522,Ernie Els,1.14,1,88,E
131,0,23338,David Gossett,1.12,2,178,+1.00
132,0,24925,Jonathan Byrd,1.11,2,180,E
132,0,24357,K.J. Choi,1.11,2,180,-0.50
134,0,01361,Dan Forsman,1.09,2,184,+1.00
135,0,01938,David Peoples,1.07,2,187,+0.50
136,0,21633,Steve Allan,1.04,1,96,E
137,0,22293,Heath Slocum,1.03,2,195,+1.50
138,0,01968,Nick Price,1.00,1,100,-1.00
139,0,20498,Briny Baird,.95,2,210,+0.50
139,0,20645,John Senden,.95,2,210,E
141,0,19972,José Coceres,.93,1,108,-1.00
141,0,01388,Robert Gamez,.93,2,216,+1.00
143,0,23034,Brent Schwarzrock,.89,1,112,+1.00
144,0,24356,Jason Buha,.86,1,116,-1.00
145,0,21806,Paul Gow,.83,1,120,E
146,0,22621,Ben Curtis,.82,1,122,E
147,0,10885,Robert Allenby,.76,1,132,+1.00
147,0,01797,Rocco Mediate,.76,1,132,E
149,0,10213,Dicky Pride,.75,1,134,E
150,0,01098,Jay Don Blake,.74,1,136,E
151,0,23656,Jason Caron,.71,1,140,E
152,0,10107,Deane Pappas,.69,1,144,+1.00
153,0,12661,Todd Barranger,.68,1,146,E
154,0,01320,Bob Estes,.65,1,154,E
155,0,06034,Marco Dawson,.64,1,156,+1.00
156,0,01945,Kenny Perry,.63,1,160,E
157,0,23621,Rory Sabbatini,.61,1,164,E
158,0,12652,Cameron Beckman,.60,1,166,E
159,0,01723,Andrew Magee,.58,1,172,E
159,0,02106,Chris Smith,.58,1,172,-1.00
161,0,12510,Chad Campbell,.57,1,176,E
161,0,06621,Joe Durant,.57,1,176,+1.00
161,0,01685,J.L. Lewis,.57,1,176,+1.00
161,0,24361,Pat Perez,.57,1,174,E
165,0,20229,Stewart Cink,.56,1,180,+1.00
166,0,01024,Billy Andrade,.54,1,184,E
166,0,19824,Craig Barlow,.54,1,186,E
168,0,07457,Steve Flesch,.51,1,196,-1.00
168,0,21961,Charles Howell III,.51,1,198,E
170,0,01035,Tommy Armour III,.00,0,120,E
170,0,23614,Rich Beem,.00,0,130,E
170,0,19825,Darren Clarke,.00,0,80,E
170,0,01249,John Daly,.00,0,96,E
170,0,21805,Harrison Frazar,.00,0,170,E
170,0,20574,Mathew Goggin,.00,0,160,E
170,0,20157,Retief Goosen,.00,0,100,E
170,0,08337,Mike Heinen,.00,0,172,E
170,0,20094,Jonathan Kaye,.00,0,154,E
170,0,23552,Hank Kuehne,.00,0,134,E
170,0,06332,Neal Lancaster,.00,0,206,E
170,0,10565,Ian Leggatt,.00,0,128,E
170,0,01677,Tom Lehman,.00,0,144,E
170,0,01810,Phil Mickelson,.00,0,122,E
170,0,20628,Arron Oberholser,.00,0,156,E
170,0,20095,Carl Paulson,.00,0,202,E
170,0,24502,Adam Scott,.00,0,68,E
170,0,06581,David Sutherland,.00,0,142,E
170,0,02206,David Toms,.00,0,134,E
170,0,25450,Ty Tryon,.00,0,96,E
170,0,08793,Tiger Woods,.00,0,104,E
