RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF 1 PUTTS,# OF HOLES
1,0,29926,Danny Lee,47.62,60,126
2,0,47993,Denny McCarthy,46.72,185,396
3,0,33448,Justin Thomas,46.60,151,324
4,0,32366,Kevin Chappell,46.30,75,162
4,0,39058,Lucas Herbert,46.30,75,162
6,0,29908,C.T. Pan,46.18,133,288
7,0,46550,Brandon Hagy,46.11,83,180
7,0,48699,Callum Tarren,46.11,83,180
9,0,28089,Jason Day,45.45,90,198
10,0,40006,Erik van Rooyen,45.14,65,144
10,0,56278,Matthew Wolff,45.14,65,144
12,0,35617,Martin Trainer,45.00,81,180
13,0,33597,Harry Higgs,44.91,97,216
13,0,25818,Scott Piercy,44.91,97,216
15,0,35891,Cameron Smith,44.84,113,252
16,0,35506,Mackenzie Hughes,44.81,121,270
16,0,26851,Marc Leishman,44.81,121,270
18,0,35310,Lanto Griffin,44.79,129,288
19,0,46442,Maverick McNealy,44.72,161,360
20,0,48084,Wesley Bryan,44.44,56,126
20,0,35879,Kelly Kraft,44.44,80,180
20,0,51950,Max McGreevy,44.44,72,162
20,0,51997,Andrew Novak,44.44,96,216
20,0,10381,Curtis Thompson,44.44,64,144
25,0,34046,Jordan Spieth,44.10,127,288
26,0,51894,Vince Whaley,44.07,119,270
27,0,33204,Shane Lowry,44.02,103,234
28,0,23325,Vaughn Taylor,43.89,79,180
29,0,34363,Tyrrell Hatton,43.70,118,270
30,0,24980,Scott Gutschewski,43.52,47,108
31,0,27895,Jonas Blixt,43.33,39,90
32,0,47504,Sam Burns,43.14,132,306
33,0,34563,Chesson Hadley,43.06,93,216
33,0,29289,S.Y. Noh,43.06,93,216
33,0,31560,Brian Stuard,43.06,93,216
36,0,23108,Matt Kuchar,42.96,116,270
37,0,30163,Henrik Norlander,42.93,85,198
38,0,34256,Andrew Putnam,42.90,139,324
39,0,35449,Adam Long,42.81,131,306
40,0,46717,Viktor Hovland,42.71,123,288
40,0,32150,Michael Thompson,42.71,123,288
42,0,31420,Anirban Lahiri,42.59,92,216
43,0,36689,Brooks Koepka,42.36,61,144
43,0,25493,Nick Taylor,42.36,122,288
45,0,53165,Doc Redman,42.31,99,234
46,0,51766,Wyndham Clark,42.22,152,360
46,0,26300,Matt Jones,42.22,76,180
46,0,34360,Patrick Reed,42.22,114,270
46,0,37275,Sam Ryder,42.22,114,270
46,0,23621,Rory Sabbatini,42.22,76,180
51,0,45157,Cam Davis,42.16,129,306
52,0,36801,Mark Hubbard,42.06,106,252
52,0,47347,Adam Schenk,42.06,106,252
54,0,32839,Hideki Matsuyama,41.83,128,306
55,0,24361,Pat Perez,41.67,90,216
55,0,39953,Chase Seiffert,41.67,60,144
57,0,33141,Keegan Bradley,41.50,127,306
58,0,32102,Rickie Fowler,41.45,97,234
58,0,36799,Stephan Jaeger,41.45,97,234
58,0,28775,Nate Lashley,41.45,97,234
58,0,34431,Robert Streb,41.45,97,234
62,0,22405,Justin Rose,41.41,82,198
62,0,34264,Hudson Swafford,41.41,82,198
62,0,27770,Camilo Villegas,41.41,82,198
65,0,30978,Kiradech Aphibarnrat,41.36,67,162
66,0,47128,Richy Werenski,41.27,52,126
67,0,39546,Keith Mitchell,41.23,141,342
68,0,30927,Brendon Todd,41.18,126,306
69,0,25686,Jason Dufner,41.11,37,90
69,0,33399,Adam Hadwin,41.11,148,360
69,0,50095,Austin Smotherman,41.11,111,270
72,0,30911,Tommy Fleetwood,41.03,96,234
72,0,30944,Jason Kokrak,41.03,96,234
72,0,40162,Justin Lower,41.03,96,234
75,0,47483,Will Zalatoris,40.97,118,288
76,0,29535,Brice Garnett,40.91,81,198
76,0,32139,Danny Willett,40.91,81,198
78,0,51890,Greyson Sigg,40.85,125,306
79,0,34076,Joel Dahmen,40.74,132,324
79,0,28252,Seamus Power,40.74,110,270
79,0,33486,Roger Sloan,40.74,66,162
82,0,46046,Scottie Scheffler,40.64,139,342
82,0,39324,J.J. Spaun,40.64,139,342
84,0,35450,Patrick Cantlay,40.63,117,288
85,0,35461,Beau Hossler,40.60,95,234
85,0,50525,Collin Morikawa,40.60,95,234
87,0,32640,Troy Merritt,40.56,146,360
87,0,33667,Carlos Ortiz,40.56,73,180
89,0,48822,Sebastián Muñoz,40.52,124,306
89,0,57366,Cameron Young,40.52,124,306
91,0,45540,Jared Wolfe,40.48,51,126
92,0,29478,Kevin Kisner,40.40,80,198
92,0,29221,Webb Simpson,40.40,80,198
94,0,24138,Ian Poulter,40.28,58,144
94,0,27214,Kevin Streelman,40.28,116,288
94,0,40115,Adam Svensson,40.28,145,360
97,0,34174,John Huh,40.17,94,234
97,0,27936,Martin Laird,40.17,94,234
99,0,47856,Seth Reeves,40.12,65,162
100,0,49964,Aaron Wise,40.06,137,342
101,0,45609,Tyler Duncan,40.00,108,270
102,0,23983,Luke Donald,39.90,79,198
102,0,52374,Brandon Wu,39.90,79,198
104,0,48081,Xander Schauffele,39.87,122,306
104,0,30692,Scott Stallings,39.87,122,306
106,0,45526,Abraham Ancer,39.81,86,216
106,0,47529,Mito Pereira,39.81,129,324
