RANK,MOVEMENT,PLAYER_ID,PLAYER,%,OFFICIAL MONEY WON,POTENTIAL MONEY
1,0,46046,Scottie Scheffler,30.15,14046910,46592350
2,0,35891,Cameron Smith,29.30,10107897,34502350
3,0,28237,Rory McIlroy,25.08,8654566,34513000
4,0,35450,Patrick Cantlay,23.78,9369605,39401350
5,0,55509,Hurly Long,22.99,306175,1332000
6,0,47483,Will Zalatoris,20.03,9405082,46952350
7,0,48081,Xander Schauffele,17.85,7427299,41615350
8,0,40098,Matt Fitzpatrick,17.80,7012672,39408000
9,0,33448,Justin Thomas,16.75,6829576,40785000
10,0,47504,Sam Burns,15.84,7073986,44672350
11,0,32839,Hideki Matsuyama,15.18,5776298,38046000
12,0,57366,Cameron Young,13.93,6520598,46824000
13,0,46970,Jon Rahm,13.65,5248220,38436000
14,0,54591,Ben Griffin,13.61,357700,2628000
15,0,29725,Tony Finau,13.17,6117886,46459000
16,0,48372,Marcus Helligkilde,13.01,173283,1332000
17,0,50525,Collin Morikawa,12.58,4837271,38447350
18,0,55182,Tom Kim,12.43,2824580,22719000
19,0,39971,Sungjae Im,11.87,5567974,46916350
20,0,29420,Billy Horschel,11.80,4940600,41885350
21,0,46717,Viktor Hovland,11.76,4868461,41408350
22,0,34046,Jordan Spieth,11.59,5018444,43287000
23,0,39977,Max Homa,11.50,5289842,45998350
24,0,25364,Paul Casey,11.20,1740282,15535000
24,0,45486,Joaquin Niemann,11.20,5076060,45341350
26,0,33204,Shane Lowry,9.76,3616679,37074350
27,0,32627,Espen Kofstad,9.21,122629,1332000
28,0,46402,Talor Gooch,9.11,3718990,40818350
29,0,48867,Matti Schmid,8.89,118400,1332000
30,0,56676,John Augenstein,8.76,220850,2520000
31,0,58594,Spencer Ralston,8.75,58275,666000
32,0,30925,Dustin Johnson,8.64,2302749,26659000
33,0,30911,Tommy Fleetwood,8.46,2874008,33983350
34,0,39997,Corey Conners,8.24,3876590,47040000
35,0,29478,Kevin Kisner,8.17,3757424,46002350
36,0,49960,Sepp Straka,8.13,4722434,58076350
37,0,49964,Aaron Wise,7.89,3454521,43783000
38,0,31420,Anirban Lahiri,7.65,3084598,40316000
39,0,30692,Scott Stallings,7.59,3933593,51797350
40,0,33141,Keegan Bradley,7.57,3623137,47843350
40,0,46594,Ricardo Gouveia,7.57,100825,1332000
42,0,35532,Tom Hoge,7.53,4310046,57203350
43,0,47154,Martin Contini,7.40,106533,1440000
44,0,34363,Tyrrell Hatton,7.37,2849792,38654350
45,0,24502,Adam Scott,7.24,2913198,40231000
46,0,40026,Daniel Berger,7.00,1769539,25266000
47,0,40250,Taylor Pendrith,6.94,2330840,33606000
48,0,49771,J.T. Poston,6.90,3292443,47727350
49,0,54781,Grant Hirschman,6.88,86683,1260000
50,0,47995,Davis Riley,6.73,3190793,47423350
51,0,48117,Kurt Kitayama,6.64,2547912,38363350
52,0,27644,Brian Harman,6.63,3226839,48651000
52,0,27747,Hiroshi Iwata,6.63,118718,1791000
54,0,46798,Anthony Quayle,6.62,165583,2500000
55,0,39546,Keith Mitchell,6.61,3068341,46412350
56,0,34098,Russell Henley,6.52,2837505,43507000
57,0,32791,K.H. Lee,6.48,3347180,51672000
58,0,39058,Lucas Herbert,6.40,2558440,39959350
59,0,30944,Jason Kokrak,6.30,2339960,37149000
60,0,28252,Seamus Power,6.27,3100241,49449350
61,0,25369,Jamie Donaldson,6.25,243700,3900000
62,0,29518,Brendan Steele,6.22,2531909,40700350
63,0,51634,Sahith Theegala,6.15,3124668,50769350
64,0,39324,J.J. Spaun,5.94,2951152,49676000
65,0,33653,Thomas Detry,5.83,409974,7032000
66,0,47993,Denny McCarthy,5.81,2882771,49583350
66,0,46442,Maverick McNealy,5.81,2689754,46297350
66,0,47529,Mito Pereira,5.81,2797925,48191350
69,0,33419,Cameron Tringale,5.76,3050519,52973350
70,0,23108,Matt Kuchar,5.68,2051300,36086000
71,0,33399,Adam Hadwin,5.65,2574396,45569350
72,0,26300,Matt Jones,5.47,1914560,34992000
73,0,48822,Sebastián Muñoz,5.43,2545121,46842000
74,0,30926,Chris Kirk,5.40,2408913,44609350
75,0,45522,Christiaan Bezuidenhout,5.32,2233289,42011350
76,0,45526,Abraham Ancer,5.27,1777504,33751000
77,0,52666,Sami Valimaki,5.24,73400,1400000
78,0,37189,Harold Varner III,5.21,2294141,44004350
79,0,27129,Luke List,5.15,2734720,53151000
80,0,46601,Trey Mullinax,5.12,2172365,42435350
81,0,56278,Matthew Wolff,5.01,1485181,29658000
82,0,34264,Hudson Swafford,4.87,1714926,35235000
83,0,27349,Alex Noren,4.81,1971531,40951350
84,0,34174,John Huh,4.70,1631948,34733350
85,0,31569,Jason Scrivener,4.68,238842,5099350
86,0,52686,Rasmus Hojgaard,4.66,413120,8861000
87,0,31323,Gary Woodland,4.59,1992732,43437000
88,0,31646,Emiliano Grillo,4.52,2094647,46305350
89,0,45157,Cam Davis,4.47,1989011,44487000
90,0,48018,Sadom Kaewkanjana,4.44,231000,5200000
91,0,35506,Mackenzie Hughes,4.39,2276212,51828000
91,0,26851,Marc Leishman,4.39,2015561,45944350
93,0,21961,Charles Howell III,4.31,1026002,23778000
94,0,26476,Chez Reavie,4.27,1908670,44741350
95,0,35310,Lanto Griffin,4.26,1717566,40329000
96,0,25396,Kevin Na,4.19,1155513,27577000
96,0,30927,Brendon Todd,4.19,1659052,39620350
98,0,30957,Maximilian Kieffer,4.15,58100,1400000
98,0,29370,Mikko Korhonen,4.15,58100,1400000
100,0,36689,Brooks Koepka,4.13,1317085,31879000
101,0,35461,Beau Hossler,4.11,1716430,41717350
102,0,22405,Justin Rose,4.09,1426994,34894350
103,0,37455,Si Woo Kim,4.05,2234151,55104000
103,0,32640,Troy Merritt,4.05,1906304,47122350
105,0,36801,Mark Hubbard,4.02,1179782,29369350
106,0,33974,Dean Burmester,4.00,388800,9732000
107,0,25900,Lucas Glover,3.99,1941796,48634350
108,0,34076,Joel Dahmen,3.90,1712942,43873350
108,0,49947,Taylor Moore,3.90,1751237,44957350
110,0,52374,Brandon Wu,3.89,1472515,37859350
111,0,59095,Chris Gotterup,3.87,502471,12996000
111,0,34360,Patrick Reed,3.87,1560485,40303000
113,0,55789,Taylor Montgomery,3.86,180180,4662000
114,0,34256,Andrew Putnam,3.80,1920393,50481000
115,0,33122,Russell Knox,3.73,1683424,45169350
116,0,39975,Michael Kim,3.69,183150,4961350
117,0,57975,Harry Hall,3.67,204750,5580000
118,0,29256,James Morrison,3.56,73598,2066000
118,0,29275,Naoto Nakanishi,3.56,63780,1791000
120,0,46340,Alex Smalley,3.55,1631567,45979350
121,0,54655,Patrick Flavin,3.46,361749,10458000
122,0,31138,Scott Jamieson,3.44,45769,1332000
123,0,27330,Josh Teater,3.40,45263,1332000
124,0,24361,Pat Perez,3.37,1071981,31815000
125,0,29908,C.T. Pan,3.35,1313259,39159000
126,0,36871,Matthew NeSmith,3.31,1539142,46438350
127,0,29926,Danny Lee,3.30,1265934,38405350
128,0,28089,Jason Day,3.28,1086460,33086350
129,0,48153,Matthieu Pavon,3.25,67203,2066000
130,0,25804,Bubba Watson,3.22,610649,18977350
131,0,47983,Chad Ramey,3.20,1281224,40025350
132,0,45523,Thriston Lawrence,3.19,124400,3900000
132,0,52215,Robert MacIntyre,3.19,519870,16307350
132,0,35986,Todd Sinnott,3.19,100331,3150000
135,0,21209,Sergio Garcia,3.18,896343,28200350
136,0,46414,Aaron Rai,3.13,1346601,43079350
137,0,33667,Carlos Ortiz,3.12,1087463,34866000
138,0,54364,Stephen Stallings Jr.,3.09,62874,2034000
139,0,27214,Kevin Streelman,3.08,1354092,44001000
140,0,54628,Lee Hodges,3.07,1377251,44867350
141,0,27936,Martin Laird,3.04,1094313,36011350
142,0,47959,Bryson DeChambeau,3.03,519928,17146000
142,0,35449,Adam Long,3.03,1364131,45038350
144,0,51766,Wyndham Clark,3.02,1544055,51152350
144,0,34610,Matthias Schwab,3.02,955840,31655350
146,0,47461,Andrew Kozan,3.00,43133,1440000
147,0,32448,James Hahn,2.98,1183254,39728350
147,0,23320,Ryan Palmer,2.98,1167801,39238350
147,0,36699,Patrick Rodgers,2.98,1327382,44521350
150,0,50188,S.H. Kim,2.94,51610,1755000
151,0,52375,Doug Ghim,2.93,1347458,45952350
152,0,36326,David Lipsky,2.92,1269468,43513350
152,0,46464,Jordan L Smith,2.92,114000,3900000
152,0,32150,Michael Thompson,2.92,1148272,39258000
155,0,35296,Haotong Li,2.91,172155,5916000
156,0,32102,Rickie Fowler,2.90,1072929,36968000
157,0,27064,Jhonattan Vegas,2.89,1097633,37976000
158,0,47988,Nick Hardy,2.87,820728,28631350
159,0,28420,Ryan Brehm,2.86,806039,28181350
160,0,28775,Nate Lashley,2.83,976895,34524000
160,0,29476,Kyle Reifers,2.83,35613,1260000
160,0,32139,Danny Willett,2.83,914293,32279350
163,0,34563,Chesson Hadley,2.82,1195172,42410350
164,0,31016,Tomoharu Otsuki,2.80,50098,1791000
165,0,55708,Hayden Buckley,2.79,1303036,46649350
166,0,48699,Callum Tarren,2.78,1034362,37159350
167,0,32775,Shugo Imahira,2.77,118718,4291000
168,0,22056,Cameron Percy,2.76,576053,20891350
168,0,26331,Charl Schwartzel,2.76,772030,27938350
170,0,52372,Cameron Champ,2.75,940458,34200000
170,0,36799,Stephan Jaeger,2.75,1289503,46951350
170,0,29221,Webb Simpson,2.75,1041955,37945000
173,0,48887,Matt Wallace,2.73,918351,33640350
174,0,40006,Erik van Rooyen,2.72,927524,34064000
175,0,40115,Adam Svensson,2.71,1209000,44669350
176,0,34575,Adrian Otaegui,2.66,37200,1400000
176,0,50584,Connor Syme,2.66,37200,1400000
178,0,51950,Max McGreevy,2.65,999625,37685350
178,0,37275,Sam Ryder,2.65,1257416,47360350
180,0,47917,Takumi Kanaya,2.62,479322,18289000
181,0,29970,Dylan Frittelli,2.61,1194625,45732000
182,0,25572,Graeme McDowell,2.60,527904,20297350
183,0,39067,MJ Daffue,2.59,116531,4500000
183,0,34466,Peter Malnati,2.59,1288197,49725000
185,0,33413,Ben Martin,2.56,491882,19235350
186,0,51894,Vince Whaley,2.52,1039817,41285350
187,0,33948,Byeong Hun An,2.51,74259,2954350
187,0,47347,Adam Schenk,2.51,1339523,53282350
189,0,45836,Richard Bland,2.48,334444,13510000
190,0,25198,Francesco Molinari,2.45,816460,33294000
191,0,46732,Rick Lamb,2.44,116358,4770000
192,0,32070,Rafael Campos,2.42,32185,1332000
193,0,45609,Tyler Duncan,2.40,890879,37109350
194,0,23621,Rory Sabbatini,2.38,628043,26352000
194,0,50095,Austin Smotherman,2.38,770827,32375350
194,0,34431,Robert Streb,2.38,1120076,47113350
197,0,25818,Scott Piercy,2.37,1030752,43571350
198,0,33410,Andrew Landry,2.36,498700,21168000
199,0,29974,Branden Grace,2.29,791112,34513350
200,0,32252,Nino Bertasio,2.28,47175,2066000
200,0,33803,Lucas Bjerregaard,2.28,30308,1332000
202,0,28521,Ryutaro Nagano,2.26,40397,1791000
203,0,20229,Stewart Cink,2.25,1026158,45525000
204,0,37378,Min Woo Lee,2.22,569732,25656000
204,0,40162,Justin Lower,2.22,700545,31619350
206,0,48051,Yannik Paul,2.18,126528,5796000
207,0,27095,Nick Watney,2.16,1012572,46933350
208,0,51890,Greyson Sigg,2.12,884085,41735350
209,0,24925,Jonathan Byrd,2.11,558025,26399350
210,0,32662,Michael Gligic,2.10,652204,30989350
210,0,24140,Sean O'Hair,2.10,345547,16463350
210,0,53165,Doc Redman,2.10,849809,40466350
213,0,45478,Julian Suri,2.07,27565,1332000
214,0,32344,Lukas Nemecz,2.03,13505,666000
214,0,32333,Kevin Tway,2.03,927182,45605350
216,0,32757,Patton Kizzire,2.02,985293,48818350
217,0,27899,Rikard Karlberg,2.01,28150,1400000
217,0,39328,Conrad Shindler,2.01,76231,3798000
219,0,39834,Guido Migliozzi,1.98,272827,13764000
219,0,26329,Louis Oosthuizen,1.98,502136,25381000
221,0,40042,Tyler McCumber,1.97,307005,15579000
221,0,56320,Bryson Nimmer,1.97,112131,5706000
223,0,35879,Kelly Kraft,1.96,680946,34823350
223,0,25493,Nick Taylor,1.96,832637,42530000
225,0,45242,Kevin Yu,1.95,144300,7398000
226,0,39537,Chris Naegel,1.93,153450,7956000
226,0,33293,Thomas Pieters,1.93,406280,21070000
228,0,29454,Bernd Wiesberger,1.90,125350,6604000
229,0,24138,Ian Poulter,1.86,537169,28898350
229,0,20396,Lee Westwood,1.86,404798,21736000
231,0,49298,Kramer Hickok,1.81,881229,48699000
232,0,35617,Martin Trainer,1.80,726985,40457350
233,0,33597,Harry Higgs,1.77,834333,47225350
233,0,39262,Alvaro Ortiz,1.77,23287,1314000
235,0,32816,Satoshi Kodaira,1.76,443970,25155000
235,0,48933,Ryuichi Oiwa,1.76,31442,1791000
237,0,51441,KK Limbhasut,1.75,26527,1512000
238,0,54421,Garrick Higgo,1.73,667305,38498350
238,0,31202,William McGirt,1.73,412275,23778000
238,0,58849,Turk Pettit,1.73,72368,4194000
241,0,46435,Austin Cook,1.72,552226,32123350
241,0,39524,Sean Crocker,1.72,89898,5216000
243,0,33870,Ashun Wu,1.71,35305,2066000
244,0,19803,Ryan Armour,1.70,412318,24199350
245,0,27958,Ryan Blaum,1.67,48910,2934000
246,0,36837,Julien Brun,1.64,21909,1332000
246,0,32881,Hugo León,1.64,21909,1332000
246,0,35706,Niklas Norgaard Moller,1.64,21909,1332000
246,0,50057,Robin Roussel,1.64,21909,1332000
250,0,57362,Austin Eckroat,1.62,92818,5724000
250,0,48632,Yuto Katsuragawa,1.62,40600,2500000
252,0,35557,Aaron Cockerill,1.59,46174,2898000
253,0,34587,Chan Kim,1.58,273271,17251000
254,0,24024,Zach Johnson,1.57,610693,38878000
255,0,20433,Mark Hensby,1.56,97356,6228000
