RANK,MOVEMENT,PLAYER_ID,PLAYER,%,GREENS HIT,TOTAL HOLES,RELATIVE TO PAR
1,0,20472,Alex Cejka,62.03,98,158,-0.07
2,0,08793,Tiger Woods,61.21,71,116,-0.17
3,0,10885,Robert Allenby,58.75,94,160,-0.05
4,0,24140,Sean O'Hair,56.47,96,170,-0.10
5,0,24358,Robert Garrigus,56.17,91,162,-0.15
6,0,23349,Charles Warren,55.49,101,182,+0.05
7,0,06522,Ernie Els,55.10,54,98,-0.17
8,0,22378,Trevor Immelman,55.04,71,129,-0.11
9,0,27933,John Merrick,54.94,89,162,-0.01
10,0,22293,Heath Slocum,54.92,134,244,-0.13
11,0,21528,Henrik Stenson,54.32,44,81,-0.25
12,0,01766,Billy Mayfair,53.85,119,221,-0.13
13,0,20645,John Senden,53.81,106,197,-0.08
14,0,23322,Brett Wetterich,53.52,76,142,-0.12
15,0,01797,Rocco Mediate,53.09,103,194,-0.08
16,0,23135,Tim Clark,53.06,78,147,-0.22
17,0,24912,Will MacKenzie,53.03,105,198,-0.09
18,0,06567,Vijay Singh,52.91,100,189,-0.05
19,0,01706,Davis Love III,52.78,57,108,-0.05
20,0,07363,Craig Bowden,52.41,98,187,+0.03
21,0,10425,Jay Williamson,52.27,46,88,-0.13
22,0,21470,Daisuke Maruyama,52.12,86,165,-0.07
23,0,20574,Mathew Goggin,51.72,90,174,-0.09
24,0,20850,Daniel Chopra,50.79,96,189,-0.18
25,0,20634,Peter Lonard,50.57,88,174,-0.02
26,0,20105,Jeff Gove,50.49,104,206,-0.02
27,0,19972,José Coceres,50.42,60,119,+0.03
28,0,10809,Jim Furyk,50.30,83,165,-0.12
28,0,24781,Hunter Mahan,50.30,84,167,-0.05
30,0,26289,Boo Weekley,50.29,86,171,-0.02
31,0,21959,Ted Purdy,50.28,91,181,-0.03
32,0,01035,Tommy Armour III,50.00,84,168,-0.13
32,0,01157,Tom Byrum,50.00,48,96,+0.02
32,0,27702,Matt Hendrix,50.00,54,108,-0.04
32,0,20691,Greg Owen,50.00,66,132,-0.08
32,0,27095,Nick Watney,50.00,73,146,-0.07
37,0,08075,Jerry Kelly,49.75,98,197,-0.05
38,0,24925,Jonathan Byrd,49.66,72,145,-0.15
39,0,07547,Craig Kanada,49.62,129,260,-0.13
40,0,24502,Adam Scott,49.59,60,121,-0.05
41,0,01677,Tom Lehman,49.51,51,103,-0.02
42,0,24457,Jaco Van Zyl,49.50,50,101,-0.04
43,0,28475,Jeff Overton,49.49,49,99,-0.04
44,0,01724,Jeff Maggert,49.48,95,192,-0.13
44,0,28486,Michael Putnam,49.48,96,194,-0.11
46,0,22892,Jason Gore,49.38,80,162,+0.06
46,0,23320,Ryan Palmer,49.38,80,162,-0.13
48,0,01945,Kenny Perry,49.33,74,150,-0.03
49,0,21806,Paul Gow,49.30,70,142,+0.01
50,0,02101,Joey Sindelar,49.13,85,173,E
51,0,20382,Stephen Leaney,49.09,108,220,-0.05
52,0,20104,Ken Duke,48.99,97,198,-0.11
53,0,12782,Tim Herron,48.91,90,184,-0.02
54,0,06621,Joe Durant,48.80,81,166,-0.02
55,0,24361,Pat Perez,48.65,72,148,-0.10
56,0,26596,Ryan Moore,48.54,83,171,-0.08
57,0,24490,George McNeill,48.48,80,165,-0.10
58,0,29718,Anthony Kim,48.45,78,161,-0.10
59,0,21961,Charles Howell III,48.37,74,153,-0.12
60,0,23614,Rich Beem,48.34,73,151,E
61,0,12195,Tom Johnson,48.32,72,149,+0.03
62,0,20433,Mark Hensby,48.30,71,147,-0.18
62,0,21731,Freddie Jacobson,48.30,71,147,-0.08
64,0,01388,Robert Gamez,48.11,89,185,-0.08
65,0,01707,Steve Lowery,48.06,62,129,-0.08
65,0,29476,Kyle Reifers,48.06,62,129,+0.10
67,0,24290,D.J. Brigman,47.90,57,119,-0.11
68,0,23353,J.J. Henry,47.89,68,142,-0.12
69,0,25190,Jeff Quinney,47.66,102,214,-0.07
70,0,25345,Carl Pettersson,47.55,97,204,-0.04
71,0,07749,Brett Quigley,47.47,75,158,-0.07
71,0,12602,Dean Wilson,47.47,94,198,-0.18
73,0,27141,J.B. Holmes,47.45,65,137,+0.03
