RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
1,0,02214,Kirk Triplett,35' 3",94,3310.667,-5.00
2,0,08547,John Maginnes,35' 4",81,2862.750,+5.00
3,0,12510,Chad Campbell,35' 8",98,3491.417,+2.00
4,0,08931,Glen Day,35' 9",106,3785.167,+7.00
5,0,22913,John Rollins,35' 11",72,2584.000,+9.00
6,0,07867,Woody Austin,36' 8",146,5352.333,+15.00
7,0,02002,John Riegger,37' 11",57,2161.250,+3.00
8,0,07223,Brian Bateman,38' 1",74,2816.917,+10.00
9,0,10107,Deane Pappas,38' 7",137,5285.000,-3.00
10,0,12661,Todd Barranger,38' 10",146,5669.250,+25.00
10,0,10733,Kent Jones,38' 10",85,3297.417,+7.00
12,0,06809,Bob Burns,38' 11",87,3383.833,+19.00
13,0,23983,Luke Donald,39' 1",61,2386.083,+11.00
13,0,10423,Mike Weir,39' 1",85,3319.333,-2.00
15,0,26950,John Morgan,39' 2",123,4819.583,+18.00
16,0,01723,Andrew Magee,39' 3",155,6089.417,+7.00
16,0,02101,Joey Sindelar,39' 3",103,4042.750,+13.00
18,0,20472,Alex Cejka,39' 8",93,3692.833,+6.00
19,0,20663,Brenden Pappas,39' 11",173,6911.333,+10.00
20,0,12652,Cameron Beckman,40' 1",95,3806.167,+2.00
20,0,08545,Glen Hnatiuk,40' 1",96,3845.417,+11.00
22,0,12388,Michael Clark II,40' 2",89,3573.667,+9.00
22,0,23552,Hank Kuehne,40' 2",134,5377.417,+4.00
24,0,01553,John Huston,40' 3",94,3780.000,+11.00
25,0,08337,Mike Heinen,40' 5",107,4327.917,+5.00
26,0,11032,Frank Lickliter II,40' 7",113,4583.583,+23.00
27,0,08123,Jeff Brehaut,40' 10",135,5517.000,+5.00
27,0,01938,David Peoples,40' 10",98,4002.333,+14.00
29,0,02206,David Toms,41' 0",100,4103.417,+9.00
30,0,19824,Craig Barlow,41' 1",125,5137.333,+20.00
30,0,06573,Brandt Jobe,41' 1",120,4928.167,+11.00
30,0,25450,Ty Tryon,41' 1",79,3247.833,+8.00
33,0,01035,Tommy Armour III,41' 3",76,3134.250,+9.00
34,0,23621,Rory Sabbatini,41' 5",129,5343.833,+8.00
35,0,24361,Pat Perez,41' 8",148,6167.583,+20.00
36,0,20436,Garrett Willis,41' 9",109,4548.917,+27.00
37,0,20634,Peter Lonard,42' 0",111,4658.000,+14.00
37,0,08375,Paul Stankowski,42' 0",68,2858.750,+12.00
39,0,19846,Brian Gay,42' 1",133,5599.583,+19.00
40,0,12680,Shigeki Maruyama,42' 2",81,3412.250,+9.00
41,0,06078,Esteban Toledo,42' 3",119,5031.583,+8.00
42,0,01249,John Daly,42' 5",120,5088.750,+27.00
42,0,06567,Vijay Singh,42' 5",160,6781.167,-9.00
44,0,10565,Ian Leggatt,42' 6",98,4165.500,+19.00
44,0,12662,Thomas Levet,42' 6",107,4549.167,+14.00
44,0,11011,Mike Sposa,42' 6",104,4418.583,+2.00
47,0,20229,Stewart Cink,42' 7",137,5838.500,+20.00
48,0,01577,Lee Janzen,42' 8",90,3842.667,+13.00
48,0,02170,Hal Sutton,42' 8",58,2472.583,+10.00
50,0,06621,Joe Durant,42' 10",109,4673.000,+19.00
50,0,01388,Robert Gamez,42' 10",158,6766.667,+24.00
50,0,21806,Paul Gow,42' 10",124,5311.917,+7.00
53,0,02246,Duffy Waldorf,42' 11",99,4252.167,+2.00
54,0,20157,Retief Goosen,43' 1",81,3491.167,+2.00
54,0,08075,Jerry Kelly,43' 1",94,4048.250,+8.00
54,0,20940,Kenichi Kuboya,43' 1",129,5553.500,+18.00
54,0,06332,Neal Lancaster,43' 1",174,7502.917,+15.00
58,0,08537,J.P. Hayes,43' 2",81,3498.667,+15.00
58,0,01707,Steve Lowery,43' 2",108,4662.500,+19.00
60,0,06251,Chris DiMarco,43' 3",126,5444.583,+2.00
60,0,23108,Matt Kuchar,43' 3",69,2985.583,+17.00
62,0,23541,Ben Crane,43' 5",141,6123.500,+12.00
62,0,02104,Jeff Sluman,43' 5",109,4734.667,+22.00
64,0,20098,Stuart Appleby,43' 6",87,3783.667,+3.00
64,0,23135,Tim Clark,43' 6",72,3130.833,+12.00
66,0,20771,Steven Alker,43' 8",98,4278.083,+7.00
66,0,01161,Mark Calcavecchia,43' 8",97,4237.667,+10.00
68,0,01361,Dan Forsman,43' 9",124,5420.583,+8.00
68,0,22892,Jason Gore,43' 9",143,6258.750,+16.00
70,0,01381,Fred Funk,43' 10",76,3329.083,+11.00
70,0,01619,Skip Kendall,43' 10",122,5348.167,+7.00
70,0,20572,Rod Pampling,43' 10",101,4425.333,+13.00
73,0,23656,Jason Caron,43' 11",118,5185.833,+29.00
73,0,01457,Jay Haas,43' 11",114,5007.083,+19.00
75,0,01307,Joel Edwards,44' 0",78,3430.583,+6.00
75,0,07457,Steve Flesch,44' 0",142,6248.167,+23.00
75,0,10809,Jim Furyk,44' 0",82,3606.333,+22.00
75,0,01810,Phil Mickelson,44' 0",121,5322.250,+25.00
79,0,24925,Jonathan Byrd,44' 1",133,5867.083,+21.00
79,0,01475,Donnie Hammond,44' 1",120,5292.083,+31.00
79,0,01666,Bernhard Langer,44' 1",63,2776.500,+14.00
82,0,21739,Aaron Barber,44' 2",122,5386.667,+16.00
82,0,07721,Pat Bates,44' 2",127,5607.000,+13.00
84,0,22295,Darron Stiles,44' 3",100,4421.500,+12.00
85,0,23614,Rich Beem,44' 4",80,3548.417,+9.00
85,0,02106,Chris Smith,44' 4",100,4431.667,+17.00
87,0,06575,Dudley Hart,44' 5",82,3641.750,+4.00
88,0,01042,Paul Azinger,44' 6",102,4542.333,+29.00
88,0,22046,Geoff Ogilvy,44' 6",128,5695.417,+12.00
88,0,01948,Tim Petrovic,44' 6",116,5161.333,+17.00
88,0,20645,John Senden,44' 6",143,6368.583,+19.00
92,0,06004,Stephen Ames,44' 7",107,4773.667,+4.00
92,0,20498,Briny Baird,44' 7",127,5663.833,+9.00
92,0,24356,Jason Buha,44' 7",96,4282.083,+10.00
95,0,01132,Mark Brooks,44' 9",108,4835.417,+25.00
95,0,19972,José Coceres,44' 9",86,3848.167,+15.00
97,0,01945,Kenny Perry,44' 10",91,4080.000,+17.00
98,0,23125,Brad Elder,45' 0",61,2745.917,+18.00
98,0,23353,J.J. Henry,45' 0",135,6080.417,+22.00
98,0,20548,Hidemichi Tanaka,45' 0",111,4993.500,+23.00
98,0,10425,Jay Williamson,45' 0",107,4810.583,+16.00
102,0,20593,Greg Chalmers,45' 1",161,7262.583,+18.00
103,0,23338,David Gossett,45' 2",110,4970.333,+14.00
103,0,01928,Corey Pavin,45' 2",114,5152.667,+17.00
103,0,01968,Nick Price,45' 2",78,3523.667,+23.00
106,0,23036,Chris Anderson,45' 3",121,5470.417,+19.00
106,0,01175,Jim Carter,45' 3",101,4571.833,+12.00
106,0,01797,Rocco Mediate,45' 3",73,3305.083,+28.00
106,0,07749,Brett Quigley,45' 3",146,6610.250,+27.00
110,0,21209,Sergio Garcia,45' 4",59,2676.583,+13.00
110,0,25345,Carl Pettersson,45' 4",109,4942.750,+27.00
110,0,12755,Vance Veazey,45' 4",87,3945.417,+15.00
113,0,20099,Doug Barron,45' 5",103,4673.750,+26.00
113,0,06643,Paul Goydos,45' 5",91,4135.167,+14.00
113,0,26420,Richard Johnson,45' 5",94,4271.917,+6.00
113,0,12602,Dean Wilson,45' 5",78,3544.750,+22.00
117,0,06034,Marco Dawson,45' 7",115,5238.250,+12.00
117,0,01329,Brad Faxon,45' 7",130,5921.917,+25.00
117,0,12823,Carlos Franco,45' 7",143,6517.417,+10.00
117,0,25692,Akio Sadakata,45' 7",111,5057.167,+23.00
117,0,02049,Gene Sauers,45' 7",84,3832.250,+23.00
122,0,12705,Cliff Kresge,45' 8",95,4335.083,+4.00
123,0,02223,Bob Tway,45' 9",128,5852.250,+20.00
124,0,21633,Steve Allan,45' 10",98,4490.417,+18.00
124,0,06515,Shaun Micheel,45' 10",128,5867.083,+16.00
126,0,02239,Scott Verplank,45' 11",121,5560.583,+22.00
127,0,21961,Charles Howell III,46' 1",184,8486.667,+10.00
127,0,20095,Carl Paulson,46' 1",116,5341.000,+20.00
127,0,10912,Craig Perks,46' 1",118,5442.250,+11.00
130,0,20623,Gavin Coles,46' 2",82,3786.333,+21.00
131,0,08725,Tom Gillis,46' 3",81,3745.917,+19.00
132,0,24357,K.J. Choi,46' 4",155,7177.583,+29.00
132,0,10201,Matt Gogel,46' 4",87,4030.167,+26.00
134,0,22371,Aaron Baddeley,46' 6",121,5624.833,+22.00
134,0,10213,Dicky Pride,46' 6",97,4507.333,+6.00
136,0,01157,Tom Byrum,46' 7",89,4145.833,+20.00
