RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF SAVES,# OF BUNKERS
1,0,24507,Jason Bohn,100.00,1,1
1,0,25273,Andrew Buckle,100.00,5,5
1,0,21753,Brian Davis,100.00,3,3
1,0,20378,Mathias Grönberg,100.00,6,6
1,0,08075,Jerry Kelly,100.00,4,4
1,0,29718,Anthony Kim,100.00,10,10
1,0,01797,Rocco Mediate,100.00,3,3
1,0,26882,Michael Sim,100.00,4,4
1,0,26679,Kevin Stadler,100.00,8,8
1,0,12714,Chris Tidland,100.00,5,5
11,0,25190,Jeff Quinney,90.00,9,10
12,0,23135,Tim Clark,88.89,8,9
12,0,20623,Gavin Coles,88.89,8,9
14,0,08931,Glen Day,87.50,7,8
14,0,01381,Fred Funk,87.50,7,8
16,0,24361,Pat Perez,85.71,6,7
16,0,08375,Paul Stankowski,85.71,6,7
16,0,02206,David Toms,85.71,6,7
19,0,23048,Eric Axley,83.33,5,6
19,0,23983,Luke Donald,83.33,5,6
19,0,21806,Paul Gow,83.33,5,6
22,0,20104,Ken Duke,81.82,9,11
22,0,10213,Dicky Pride,81.82,9,11
24,0,07363,Craig Bowden,80.00,8,10
24,0,23933,Michael Boyd,80.00,4,5
24,0,06643,Paul Goydos,80.00,4,5
24,0,25345,Carl Pettersson,80.00,12,15
24,0,06567,Vijay Singh,80.00,8,10
24,0,02104,Jeff Sluman,80.00,8,10
24,0,21528,Henrik Stenson,80.00,4,5
31,0,20098,Stuart Appleby,78.57,11,14
32,0,01142,Bart Bryant,77.78,7,9
32,0,22892,Jason Gore,77.78,7,9
34,0,02239,Scott Verplank,76.92,10,13
35,0,01948,Tim Petrovic,76.47,13,17
36,0,01024,Billy Andrade,75.00,6,8
36,0,20850,Daniel Chopra,75.00,12,16
36,0,01677,Tom Lehman,75.00,3,4
36,0,01766,Billy Mayfair,75.00,6,8
36,0,25396,Kevin Na,75.00,6,8
36,0,20628,Arron Oberholser,75.00,6,8
36,0,12660,Jesper Parnevik,75.00,3,4
36,0,22405,Justin Rose,75.00,3,4
36,0,23621,Rory Sabbatini,75.00,6,8
36,0,24457,Jaco Van Zyl,75.00,3,4
36,0,25892,Steve Wheatcroft,75.00,3,4
36,0,10425,Jay Williamson,75.00,3,4
48,0,07457,Steve Flesch,72.73,8,11
48,0,06527,Steve Stricker,72.73,8,11
48,0,21878,Mark Wilson,72.73,8,11
51,0,01941,Tom Pernice Jr.,72.22,13,18
52,0,21961,Charles Howell III,71.43,5,7
52,0,08881,Tripp Isenhour,71.43,5,7
52,0,20382,Stephen Leaney,71.43,5,7
52,0,22212,Craig Lile,71.43,5,7
56,0,20645,John Senden,70.00,7,10
57,0,20574,Mathew Goggin,69.23,9,13
58,0,20433,Mark Hensby,68.75,11,16
59,0,06004,Stephen Ames,66.67,2,3
59,0,12652,Cameron Beckman,66.67,6,9
59,0,23614,Rich Beem,66.67,2,3
59,0,01157,Tom Byrum,66.67,4,6
59,0,21805,Harrison Frazar,66.67,12,18
59,0,19846,Brian Gay,66.67,10,15
59,0,20859,Anders Hansen,66.67,2,3
59,0,27702,Matt Hendrix,66.67,2,3
59,0,27141,J.B. Holmes,66.67,6,9
59,0,22378,Trevor Immelman,66.67,4,6
59,0,01577,Lee Janzen,66.67,4,6
59,0,26420,Richard Johnson,66.67,4,6
59,0,10733,Kent Jones,66.67,6,9
59,0,23108,Matt Kuchar,66.67,6,9
59,0,10860,Justin Leonard,66.67,8,12
59,0,24140,Sean O'Hair,66.67,6,9
59,0,20691,Greg Owen,66.67,2,3
59,0,01928,Corey Pavin,66.67,4,6
59,0,02214,Kirk Triplett,66.67,4,6
59,0,23623,Bo Van Pelt,66.67,6,9
59,0,23349,Charles Warren,66.67,6,9
80,0,10885,Robert Allenby,63.64,7,11
80,0,24357,K.J. Choi,63.64,7,11
80,0,23718,Nathan Green,63.64,7,11
80,0,24781,Hunter Mahan,63.64,7,11
84,0,10809,Jim Furyk,62.50,5,8
84,0,12680,Shigeki Maruyama,62.50,5,8
84,0,21959,Ted Purdy,62.50,5,8
87,0,23322,Brett Wetterich,61.54,8,13
88,0,12510,Chad Campbell,60.00,3,5
88,0,01249,John Daly,60.00,3,5
88,0,06522,Ernie Els,60.00,6,10
88,0,21209,Sergio Garcia,60.00,6,10
88,0,06373,José María Olazábal,60.00,3,5
88,0,28475,Jeff Overton,60.00,6,10
88,0,20572,Rod Pampling,60.00,3,5
88,0,02036,Jim Rutledge,60.00,3,5
96,0,01161,Mark Calcavecchia,58.33,7,12
96,0,08537,J.P. Hayes,58.33,7,12
96,0,07547,Craig Kanada,58.33,7,12
96,0,24490,George McNeill,58.33,7,12
96,0,22913,John Rollins,58.33,7,12
96,0,08793,Tiger Woods,58.33,7,12
102,0,21646,David Branshaw,57.14,4,7
102,0,20229,Stewart Cink,57.14,8,14
102,0,25900,Lucas Glover,57.14,4,7
102,0,29476,Kyle Reifers,57.14,4,7
102,0,21660,Jason Schultz,57.14,4,7
102,0,26951,Johnson Wagner,57.14,8,14
102,0,26289,Boo Weekley,57.14,8,14
102,0,10423,Mike Weir,57.14,4,7
102,0,12602,Dean Wilson,57.14,4,7
111,0,19803,Ryan Armour,55.56,5,9
111,0,01320,Bob Estes,55.56,5,9
111,0,01707,Steve Lowery,55.56,5,9
111,0,26596,Ryan Moore,55.56,5,9
115,0,20472,Alex Cejka,54.55,6,11
115,0,06034,Marco Dawson,54.55,6,11
115,0,24358,Robert Garrigus,54.55,6,11
115,0,27770,Camilo Villegas,54.55,6,11
119,0,24924,Bill Haas,53.85,7,13
119,0,21731,Freddie Jacobson,53.85,7,13
119,0,28158,Steve Marino,53.85,7,13
119,0,24138,Ian Poulter,53.85,7,13
123,0,01473,Todd Hamilton,52.38,11,21
124,0,19824,Craig Barlow,50.00,3,6
124,0,08123,Jeff Brehaut,50.00,5,10
124,0,01132,Mark Brooks,50.00,1,2
124,0,24925,Jonathan Byrd,50.00,5,10
124,0,26360,Bubba Dickerson,50.00,2,4
124,0,06621,Joe Durant,50.00,5,10
124,0,01313,Steve Elkington,50.00,3,6
124,0,20157,Retief Goosen,50.00,2,4
124,0,12782,Tim Herron,50.00,4,8
124,0,26881,Jarrod Lyle,50.00,4,8
124,0,01724,Jeff Maggert,50.00,3,6
124,0,27120,Troy Matteson,50.00,3,6
124,0,01810,Phil Mickelson,50.00,1,2
124,0,01945,Kenny Perry,50.00,4,8
124,0,23497,Tag Ridings,50.00,1,2
124,0,20127,Chris Riley,50.00,2,4
124,0,23325,Vaughn Taylor,50.00,5,10
124,0,25804,Bubba Watson,50.00,2,4
142,0,19972,José Coceres,46.67,7,15
143,0,22371,Aaron Baddeley,44.44,4,9
143,0,07223,Brian Bateman,44.44,4,9
143,0,10117,Bob Heintz,44.44,4,9
143,0,06515,Shaun Micheel,44.44,4,9
147,0,07867,Woody Austin,42.86,6,14
